"year","month","day","team","opponent","location","teamscore","oppscore","canceled","postponed","OT","D1"
2024,11,4,"A&M-Corpus Christi","Purdue","V",73,90,FALSE,FALSE,NA,2
2024,11,8,"A&M-Corpus Christi","Dallas Christian","H",87,36,FALSE,FALSE,NA,1
2024,11,12,"A&M-Corpus Christi","New Mexico","V",81,100,FALSE,FALSE,NA,2
2024,11,14,"A&M-Corpus Christi","New Mexico St.","V",82,83,FALSE,FALSE,NA,2
2024,11,21,"A&M-Corpus Christi","UT Martin","H",81,77,FALSE,FALSE,NA,2
2024,11,23,"A&M-Corpus Christi","Le Moyne","H",82,61,FALSE,FALSE,NA,2
2024,11,26,"A&M-Corpus Christi","Texas Lutheran","H",94,45,FALSE,FALSE,NA,1
2024,11,30,"A&M-Corpus Christi","Prairie View","H",109,74,FALSE,FALSE,NA,2
2024,12,5,"A&M-Corpus Christi","Lamar University","H",61,65,FALSE,FALSE,NA,2
2024,12,7,"A&M-Corpus Christi","SFA","H",67,48,FALSE,FALSE,NA,2
2024,12,14,"A&M-Corpus Christi","Hawaii","V",62,71,FALSE,FALSE,NA,2
2024,12,18,"A&M-Corpus Christi","S'western Adventist","H",117,63,FALSE,FALSE,NA,1
2024,12,21,"A&M-Corpus Christi","Houston","V",51,87,FALSE,FALSE,NA,2
2024,12,29,"A&M-Corpus Christi","Schreiner","H",103,44,FALSE,FALSE,NA,1
2025,1,4,"A&M-Corpus Christi","Southeastern La.","V",80,71,FALSE,FALSE,NA,2
2025,1,6,"A&M-Corpus Christi","New Orleans","V",97,83,FALSE,FALSE,NA,2
2025,1,11,"A&M-Corpus Christi","UTRGV","H",79,74,FALSE,FALSE,NA,2
2025,1,13,"A&M-Corpus Christi","Northwestern St.","H",73,64,FALSE,FALSE,NA,2
2025,1,18,"A&M-Corpus Christi","UIW","V",69,63,FALSE,FALSE,NA,2
2025,1,20,"A&M-Corpus Christi","Houston Christian","V",72,76,FALSE,FALSE,NA,2
2025,1,25,"A&M-Corpus Christi","Nicholls","H",61,57,FALSE,FALSE,NA,2
2025,1,27,"A&M-Corpus Christi","McNeese","H",73,74,FALSE,FALSE,NA,2
2025,2,1,"A&M-Corpus Christi","UTRGV","V",73,83,FALSE,FALSE,NA,2
2025,2,3,"A&M-Corpus Christi","Tex. A&M-Commerce","V",78,66,FALSE,FALSE,NA,2
