"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2015,11,24,"Abilene Christian","Colorado St.","V",100,108,2,2
2015,11,27,"Abilene Christian","Florida A&M","N",72,62,NA,2
2015,11,28,"Abilene Christian","Oakland","N",57,85,NA,2
2015,12,3,"Abilene Christian","New Hampshire","H",75,86,NA,2
2015,12,5,"Abilene Christian","Nebraska","V",63,73,NA,2
2015,12,18,"Abilene Christian","UC Riverside","H",56,60,NA,2
2015,12,20,"Abilene Christian","TCU","V",69,80,NA,2
2015,12,22,"Abilene Christian","Drake","V",70,87,NA,2
2016,1,2,"Abilene Christian","Central Ark.","V",62,61,NA,2
2016,1,9,"Abilene Christian","Nicholls St.","V",62,63,NA,2
2016,1,12,"Abilene Christian","Northwestern St.","H",87,72,NA,2
2016,1,16,"Abilene Christian","SFA","V",62,97,NA,2
2016,1,19,"Abilene Christian","McNeese","H",75,67,NA,2
2016,1,23,"Abilene Christian","Incarnate Word","V",60,74,NA,2
2016,1,25,"Abilene Christian","Sam Houston St.","V",51,72,NA,2
2016,1,30,"Abilene Christian","Lamar University","H",80,71,NA,2
2016,2,2,"Abilene Christian","Houston Baptist","H",79,72,NA,2
2016,2,6,"Abilene Christian","Southeastern La.","V",60,81,NA,2
2016,2,8,"Abilene Christian","Lamar University","V",71,67,NA,2
2016,2,15,"Abilene Christian","Sam Houston St.","H",71,84,NA,2
2016,2,18,"Abilene Christian","Houston Baptist","V",71,73,NA,2
2016,2,21,"Abilene Christian","Southeastern La.","H",91,80,NA,2
2016,2,23,"Abilene Christian","A&M-Corpus Chris","V",59,65,NA,2
2016,2,27,"Abilene Christian","New Orleans","H",87,84,NA,2
2016,3,3,"Abilene Christian","Incarnate Word","H",70,74,NA,2
2016,3,5,"Abilene Christian","A&M-Corpus Chris","H",69,74,NA,2
2015,11,13,"Air Force","Southern Ill.","V",75,77,NA,2
2015,11,16,"Air Force","Tennessee Tech","H",80,70,NA,2
2015,11,19,"Air Force","Mississippi Val.","H",65,64,NA,2
2015,11,22,"Air Force","Robert Morris","H",64,52,NA,2
2015,11,25,"Air Force","Colorado","V",70,81,NA,2
2015,11,28,"Air Force","New Mexico St.","H",66,64,1,2
2015,12,2,"Air Force","The Citadel","H",97,93,NA,2
2015,12,5,"Air Force","Denver","V",61,59,NA,2
2015,12,8,"Air Force","Ohio St.","V",50,74,NA,2
2015,12,12,"Air Force","Army West Point","H",80,90,NA,2
2015,12,19,"Air Force","UC Davis","V",67,60,NA,2
2016,1,2,"Air Force","San Jose St.","H",64,57,NA,2
2016,1,6,"Air Force","Wyoming","V",52,64,NA,2
2016,1,9,"Air Force","Nevada","H",63,86,NA,2
2016,1,12,"Air Force","Utah St.","V",60,79,NA,2
2016,1,16,"Air Force","UNLV","V",64,100,NA,2
2016,1,20,"Air Force","Colorado St.","H",79,83,NA,2
2016,1,23,"Air Force","Fresno St.","H",55,56,NA,2
2016,1,27,"Air Force","New Mexico","V",55,84,NA,2
2016,1,30,"Air Force","San Jose St.","V",54,75,NA,2
2016,2,2,"Air Force","Wyoming","H",70,62,NA,2
2016,2,6,"Air Force","Boise St.","H",61,53,NA,2
2016,2,10,"Air Force","Nevada","V",52,72,NA,2
2016,2,13,"Air Force","San Diego St.","V",61,70,NA,2
2016,2,16,"Air Force","UNLV","H",79,74,NA,2
2016,2,20,"Air Force","New Mexico","H",76,72,NA,2
2016,2,24,"Air Force","Fresno St.","V",63,64,NA,2
2016,3,1,"Air Force","Utah St.","H",65,78,NA,2
2016,3,5,"Air Force","Colorado St.","V",73,87,NA,2
2016,3,9,"Air Force","UNLV","V",102,108,3,2
2015,11,14,"Akron","Cleveland St.","N",65,53,NA,2
2015,11,18,"Akron","Arkansas","V",88,80,NA,2
2015,11,22,"Akron","Villanova","V",56,75,NA,2
2015,11,24,"Akron","Green Bay","V",63,66,NA,2
2015,11,27,"Akron","Charleston So.","H",82,58,NA,2
2015,12,2,"Akron","Coppin St.","H",77,71,NA,2
2015,12,4,"Akron","Marshall","V",75,65,NA,2
2015,12,12,"Akron","Bethune-Cookman","H",81,60,NA,2
2015,12,21,"Akron","UC Santa Barbara","N",84,70,NA,2
2015,12,23,"Akron","Iona","N",78,64,NA,2
2015,12,30,"Akron","South Carolina St.","H",78,68,NA,2
2016,1,2,"Akron","Lipscomb","H",80,73,NA,2
2016,1,5,"Akron","Buffalo","V",75,71,NA,2
2016,1,8,"Akron","Western Mich.","H",62,53,NA,2
2016,1,12,"Akron","Central Mich.","V",81,92,NA,2
2016,1,15,"Akron","Toledo","V",64,78,NA,2
2016,1,19,"Akron","Eastern Mich.","H",92,88,NA,2
2016,1,23,"Akron","Miami (OH)","H",75,46,NA,2
2016,1,26,"Akron","Northern Ill.","H",76,66,NA,2
2016,1,30,"Akron","Ball St.","V",73,64,NA,2
2016,2,2,"Akron","Ohio","V",80,68,NA,2
2016,2,6,"Akron","Central Mich.","H",92,87,NA,2
2016,2,9,"Akron","Bowling Green","V",83,68,NA,2
2016,2,13,"Akron","Northern Ill.","V",79,80,NA,2
2016,2,16,"Akron","Buffalo","H",80,70,NA,2
2016,2,19,"Akron","Kent St.","V",76,85,NA,2
2016,2,23,"Akron","Miami (OH)","V",64,77,NA,2
2016,2,26,"Akron","Bowling Green","H",89,54,NA,2
2016,3,1,"Akron","Ohio","H",91,76,NA,2
2016,3,4,"Akron","Kent St.","H",74,60,NA,2
2016,3,10,"Akron","Eastern Mich.","N",65,63,NA,2
2016,3,11,"Akron","Bowling Green","N",80,66,NA,2
2016,3,12,"Akron","Buffalo","N",61,64,NA,2
2016,3,15,"Akron","Ohio St.","V",63,72,1,2
2015,11,13,"Alabama","Kennesaw St.","H",77,64,NA,2
2015,11,17,"Alabama","Dayton","V",48,80,NA,2
2015,11,20,"Alabama","Louisiana","H",105,93,NA,2
2015,11,26,"Alabama","Xavier","N",45,64,NA,2
2015,11,27,"Alabama","Wichita St.","N",64,60,NA,2
2015,11,29,"Alabama","Notre Dame","N",74,73,NA,2
2015,12,4,"Alabama","Southern Miss.","V",58,55,NA,2
2015,12,13,"Alabama","Clemson","V",51,50,NA,2
2015,12,16,"Alabama","Winthrop","H",72,60,NA,2
2015,12,21,"Alabama","Oregon","H",68,72,NA,2
2015,12,29,"Alabama","Jacksonville St.","H",67,59,1,2
2016,1,2,"Alabama","Norfolk St.","H",68,49,NA,2
2016,1,7,"Alabama","Ole Miss","V",66,74,NA,2
2016,1,9,"Alabama","Kentucky","H",61,77,NA,2
2016,1,13,"Alabama","South Carolina","H",73,50,NA,2
2016,1,16,"Alabama","Vanderbilt","V",63,71,NA,2
2016,1,19,"Alabama","Auburn","V",77,83,NA,2
2016,1,23,"Alabama","LSU","H",70,72,NA,2
2016,1,26,"Alabama","Tennessee","H",63,57,NA,2
2016,1,30,"Alabama","South Carolina","V",64,78,NA,2
2016,2,2,"Alabama","Mississippi St.","V",82,80,1,2
2016,2,6,"Alabama","Missouri","H",80,71,NA,2
2016,2,10,"Alabama","Texas A&M","H",63,62,NA,2
2016,2,13,"Alabama","Florida","V",61,55,NA,2
2016,2,17,"Alabama","LSU","V",76,69,NA,2
2016,2,20,"Alabama","Mississippi St.","H",61,67,NA,2
2016,2,23,"Alabama","Kentucky","V",53,78,NA,2
2016,2,27,"Alabama","Auburn","H",65,57,NA,2
2016,3,2,"Alabama","Arkansas","H",61,62,NA,2
2016,3,5,"Alabama","Georgia","V",63,70,NA,2
2016,3,10,"Alabama","Ole Miss","N",81,73,NA,2
2016,3,11,"Alabama","Kentucky","N",59,85,NA,2
2016,3,15,"Alabama","Creighton","V",54,72,NA,2
2015,11,13,"Alabama A&M","Tulane","V",68,67,1,2
2015,11,19,"Alabama A&M","Southeast Mo. St.","H",74,56,NA,2
2015,11,24,"Alabama A&M","Jacksonville St.","V",73,69,NA,2
2015,11,28,"Alabama A&M","Murray St.","V",61,63,NA,2
2015,12,12,"Alabama A&M","Saint Louis","V",58,75,NA,2
2015,12,16,"Alabama A&M","Western Ky.","V",70,79,NA,2
2015,12,22,"Alabama A&M","Evansville","V",70,91,NA,2
2015,12,29,"Alabama A&M","Ball St.","V",62,63,NA,2
2016,1,2,"Alabama A&M","Grambling","V",78,81,1,2
2016,1,4,"Alabama A&M","Jackson St.","V",66,67,NA,2
2016,1,9,"Alabama A&M","Ark.-Pine Bluff","H",85,70,NA,2
2016,1,11,"Alabama A&M","Mississippi Val.","H",73,79,NA,2
2016,1,16,"Alabama A&M","Alabama St.","V",80,75,1,2
2016,1,23,"Alabama A&M","Alcorn","V",58,63,NA,2
2016,1,25,"Alabama A&M","Southern U.","V",52,73,NA,2
2016,1,30,"Alabama A&M","Prairie View","H",83,69,NA,2
2016,2,1,"Alabama A&M","Texas Southern","H",66,71,NA,2
2016,2,6,"Alabama A&M","Ark.-Pine Bluff","V",71,66,NA,2
2016,2,8,"Alabama A&M","Mississippi Val.","V",64,66,NA,2
2016,2,13,"Alabama A&M","Alabama St.","H",68,74,NA,2
2016,2,20,"Alabama A&M","Alcorn","H",58,62,NA,2
2016,2,22,"Alabama A&M","Southern U.","H",78,66,NA,2
2016,2,27,"Alabama A&M","Texas Southern","V",54,77,NA,2
2016,2,29,"Alabama A&M","Prairie View","V",65,85,NA,2
2016,3,3,"Alabama A&M","Grambling","H",58,65,NA,2
2016,3,5,"Alabama A&M","Jackson St.","H",54,51,NA,2
2016,3,8,"Alabama A&M","Ark.-Pine Bluff","N",61,53,NA,2
2016,3,9,"Alabama A&M","Texas Southern","N",69,77,NA,2
2015,11,14,"Alabama St.","Virginia Tech","V",85,82,NA,2
2015,11,16,"Alabama St.","UAB","V",70,72,NA,2
2015,11,19,"Alabama St.","Mercer","V",49,70,NA,2
2015,11,27,"Alabama St.","Chattanooga","N",58,95,NA,2
2015,11,28,"Alabama St.","Chicago St.","N",66,64,NA,2
2015,12,1,"Alabama St.","Evansville","V",56,88,NA,2
2015,12,13,"Alabama St.","Jacksonville St.","V",63,60,NA,2
2015,12,16,"Alabama St.","Elon","V",74,91,NA,2
2015,12,20,"Alabama St.","Coastal Caro.","V",65,68,NA,2
2015,12,22,"Alabama St.","Winthrop","V",84,92,NA,2
2016,1,2,"Alabama St.","Jackson St.","V",61,68,NA,2
2016,1,4,"Alabama St.","Grambling","V",81,84,1,2
2016,1,9,"Alabama St.","Mississippi Val.","H",75,74,1,2
2016,1,11,"Alabama St.","Ark.-Pine Bluff","H",55,59,NA,2
2016,1,16,"Alabama St.","Alabama A&M","H",75,80,1,2
2016,1,23,"Alabama St.","Southern U.","V",69,73,NA,2
2016,1,25,"Alabama St.","Alcorn","V",72,77,NA,2
2016,1,30,"Alabama St.","Texas Southern","H",72,75,NA,2
2016,2,1,"Alabama St.","Prairie View","H",83,77,NA,2
2016,2,6,"Alabama St.","Mississippi Val.","V",73,62,NA,2
2016,2,8,"Alabama St.","Ark.-Pine Bluff","V",70,75,1,2
2016,2,13,"Alabama St.","Alabama A&M","V",74,68,NA,2
2016,2,20,"Alabama St.","Southern U.","H",77,68,NA,2
2016,2,22,"Alabama St.","Alcorn","H",73,60,NA,2
2016,2,27,"Alabama St.","Prairie View","V",73,68,NA,2
2016,2,29,"Alabama St.","Texas Southern","V",86,96,NA,2
2016,3,3,"Alabama St.","Jackson St.","H",71,54,NA,2
2016,3,5,"Alabama St.","Grambling","H",59,58,NA,2
2016,3,10,"Alabama St.","Southern U.","N",63,83,NA,2
2015,11,13,"Albany (NY)","Kentucky","V",65,78,NA,2
2015,11,16,"Albany (NY)","Boston U.","V",64,69,NA,2
2015,11,19,"Albany (NY)","Colgate","H",88,67,NA,2
2015,11,24,"Albany (NY)","South Fla.","V",61,63,NA,2
2015,11,27,"Albany (NY)","NJIT","H",74,73,NA,2
2015,11,29,"Albany (NY)","Yale","H",88,54,NA,2
2015,12,1,"Albany (NY)","Quinnipiac","V",58,54,NA,2
2015,12,5,"Albany (NY)","Holy Cross","V",88,84,1,2
2015,12,9,"Albany (NY)","Marist","V",75,53,NA,2
2015,12,12,"Albany (NY)","Siena","V",70,78,NA,2
2015,12,19,"Albany (NY)","Saint Francis (PA)","H",65,58,NA,2
2015,12,23,"Albany (NY)","Niagara","H",65,56,NA,2
2015,12,29,"Albany (NY)","St. Francis Brooklyn","V",71,66,NA,2
2016,1,2,"Albany (NY)","Cornell","V",75,70,NA,2
2016,1,6,"Albany (NY)","UMBC","H",73,59,NA,2
2016,1,9,"Albany (NY)","Vermont","V",69,57,NA,2
2016,1,12,"Albany (NY)","New Hampshire","H",80,75,1,2
2016,1,15,"Albany (NY)","Maine","V",79,81,NA,2
2016,1,18,"Albany (NY)","Binghamton","H",80,59,NA,2
2016,1,22,"Albany (NY)","Stony Brook","V",63,69,NA,2
2016,1,27,"Albany (NY)","UMass Lowell","H",75,63,NA,2
2016,1,30,"Albany (NY)","Hartford","V",86,60,NA,2
2016,2,3,"Albany (NY)","UMBC","V",79,73,NA,2
2016,2,6,"Albany (NY)","Vermont","H",75,71,NA,2
2016,2,8,"Albany (NY)","Binghamton","V",69,56,NA,2
2016,2,11,"Albany (NY)","New Hampshire","V",68,69,NA,2
2016,2,14,"Albany (NY)","Maine","H",108,64,NA,2
2016,2,17,"Albany (NY)","Stony Brook","H",82,70,NA,2
2016,2,24,"Albany (NY)","UMass Lowell","V",86,61,NA,2
2016,2,27,"Albany (NY)","Hartford","H",75,59,NA,2
2016,3,2,"Albany (NY)","Hartford","H",59,68,NA,2
2016,3,16,"Albany (NY)","Ohio","V",90,94,1,2
2015,11,19,"Alcorn","Grand Canyon","V",46,79,NA,2
2015,11,22,"Alcorn","UTEP","V",66,88,NA,2
2015,11,24,"Alcorn","Portland","V",65,97,NA,2
2015,11,27,"Alcorn","Oakland","N",51,84,NA,2
2015,11,28,"Alcorn","Florida A&M","N",71,73,NA,2
2015,11,30,"Alcorn","Indiana","V",70,112,NA,2
2015,12,5,"Alcorn","Mercer","V",43,68,NA,2
2015,12,19,"Alcorn","Tennessee St.","N",76,81,NA,2
2015,12,21,"Alcorn","UT Martin","V",47,70,NA,2
2016,1,2,"Alcorn","Prairie View","V",73,70,NA,2
2016,1,4,"Alcorn","Texas Southern","V",58,74,NA,2
2016,1,9,"Alcorn","Jackson St.","H",71,80,1,2
2016,1,11,"Alcorn","Grambling","H",69,53,NA,2
2016,1,16,"Alcorn","Mississippi Val.","V",93,87,3,2
2016,1,18,"Alcorn","Ark.-Pine Bluff","V",73,65,NA,2
2016,1,23,"Alcorn","Alabama A&M","H",63,58,NA,2
2016,1,25,"Alcorn","Alabama St.","H",77,72,NA,2
2016,1,30,"Alcorn","Southern U.","V",64,75,NA,2
2016,2,6,"Alcorn","Jackson St.","V",72,64,NA,2
2016,2,8,"Alcorn","Grambling","V",66,63,NA,2
2016,2,13,"Alcorn","Mississippi Val.","H",72,71,1,2
2016,2,15,"Alcorn","Ark.-Pine Bluff","H",79,60,NA,2
2016,2,20,"Alcorn","Alabama A&M","V",62,58,NA,2
2016,2,22,"Alcorn","Alabama St.","V",60,73,NA,2
2016,2,27,"Alcorn","Southern U.","H",70,56,NA,2
2016,3,3,"Alcorn","Prairie View","H",81,64,NA,2
2016,3,5,"Alcorn","Texas Southern","H",66,76,NA,2
2016,3,9,"Alcorn","Mississippi Val.","N",61,64,NA,2
2015,11,13,"American","Rhode Island","V",42,65,NA,2
2015,11,17,"American","Hampton","H",48,61,NA,2
2015,11,21,"American","Saint Francis (PA)","V",48,68,NA,2
2015,11,25,"American","VCU","V",44,72,NA,2
2015,11,28,"American","New Hampshire","V",68,50,NA,2
2015,12,1,"American","Mt. St. Mary's","V",56,81,NA,2
2015,12,4,"American","Youngstown St.","V",60,56,NA,2
2015,12,6,"American","Wagner","V",48,55,NA,2
2015,12,17,"American","Stony Brook","H",68,86,NA,2
2015,12,20,"American","UMES","H",64,79,NA,2
2015,12,22,"American","LSU","V",51,79,NA,2
2015,12,30,"American","Loyola Maryland","V",67,75,NA,2
2016,1,3,"American","Colgate","H",37,56,NA,2
2016,1,6,"American","Bucknell","V",54,72,NA,2
2016,1,9,"American","Lehigh","H",50,65,NA,2
2016,1,13,"American","Boston U.","H",50,61,NA,2
2016,1,17,"American","Army West Point","V",45,65,NA,2
2016,1,20,"American","Lafayette","V",81,73,NA,2
2016,1,27,"American","Navy","V",63,58,NA,2
2016,1,30,"American","Colgate","V",54,49,NA,2
2016,2,1,"American","Holy Cross","H",58,45,NA,2
2016,2,3,"American","Bucknell","H",69,55,NA,2
2016,2,6,"American","Lehigh","V",49,72,NA,2
2016,2,10,"American","Boston U.","V",51,71,NA,2
2016,2,13,"American","Army West Point","H",59,65,NA,2
2016,2,17,"American","Lafayette","H",60,59,1,2
2016,2,21,"American","Holy Cross","V",71,70,1,2
2016,2,24,"American","Navy","H",72,65,NA,2
2016,2,27,"American","Loyola Maryland","H",67,66,NA,2
2016,3,3,"American","Boston U.","V",69,64,NA,2
2016,3,6,"American","Lehigh","V",62,78,NA,2
2015,11,14,"Appalachian St.","Jacksonville","H",76,68,NA,2
2015,11,17,"Appalachian St.","Furman","H",70,79,NA,2
2015,11,20,"Appalachian St.","Hampton","V",61,82,NA,2
2015,11,22,"Appalachian St.","Tulane","V",48,76,NA,2
2015,11,26,"Appalachian St.","Liberty","N",73,62,NA,2
2015,11,27,"Appalachian St.","Mercer","N",70,71,NA,2
2015,11,29,"Appalachian St.","SFA","N",84,94,NA,2
2015,12,6,"Appalachian St.","Hofstra","N",80,86,NA,2
2015,12,15,"Appalachian St.","Texas","V",55,67,NA,2
2015,12,19,"Appalachian St.","Charlotte","H",66,82,NA,2
2015,12,21,"Appalachian St.","North Carolina","V",70,94,NA,2
2015,12,31,"Appalachian St.","La.-Monroe","V",56,72,NA,2
2016,1,2,"Appalachian St.","Louisiana","V",58,79,NA,2
2016,1,7,"Appalachian St.","UT Arlington","H",67,71,NA,2
2016,1,9,"Appalachian St.","Texas St.","H",76,56,NA,2
2016,1,14,"Appalachian St.","Little Rock","V",55,81,NA,2
2016,1,16,"Appalachian St.","Arkansas St.","V",86,72,NA,2
2016,1,21,"Appalachian St.","Georgia St.","H",76,67,NA,2
2016,1,25,"Appalachian St.","Ga. Southern","H",100,101,NA,2
2016,1,28,"Appalachian St.","Troy","V",75,71,NA,2
2016,1,30,"Appalachian St.","South Ala.","V",60,73,NA,2
2016,2,4,"Appalachian St.","Louisiana","H",76,87,NA,2
2016,2,6,"Appalachian St.","La.-Monroe","H",90,91,NA,2
2016,2,11,"Appalachian St.","Texas St.","V",68,69,NA,2
2016,2,13,"Appalachian St.","UT Arlington","V",60,91,NA,2
2016,2,18,"Appalachian St.","South Ala.","H",71,75,NA,2
2016,2,20,"Appalachian St.","Troy","H",78,74,NA,2
2016,2,25,"Appalachian St.","Ga. Southern","V",63,88,NA,2
2016,2,27,"Appalachian St.","Georgia St.","V",70,83,NA,2
2016,3,3,"Appalachian St.","Little Rock","H",69,63,NA,2
2016,3,5,"Appalachian St.","Arkansas St.","H",80,73,NA,2
2015,11,13,"Arizona","Pacific","H",79,61,NA,2
2015,11,16,"Arizona","Bradley","H",90,60,NA,2
2015,11,19,"Arizona","Boise St.","H",88,76,NA,2
2015,11,22,"Arizona","Northwestern St.","H",61,42,NA,2
2015,11,26,"Arizona","Santa Clara","N",75,73,1,2
2015,11,27,"Arizona","Providence","N",65,69,NA,2
2015,11,29,"Arizona","Boise St.","N",68,59,NA,2
2015,12,5,"Arizona","Gonzaga","V",68,63,NA,2
2015,12,9,"Arizona","Fresno St.","H",85,72,NA,2
2015,12,13,"Arizona","Missouri","H",88,52,NA,2
2015,12,16,"Arizona","Northern Ariz.","H",92,37,NA,2
2015,12,19,"Arizona","UNLV","H",82,70,NA,2
2015,12,22,"Arizona","Long Beach St.","H",85,70,NA,2
2016,1,3,"Arizona","Arizona St.","V",94,82,NA,2
2016,1,7,"Arizona","UCLA","V",84,87,NA,2
2016,1,9,"Arizona","Southern California","V",101,103,4,2
2016,1,14,"Arizona","Washington","H",99,67,NA,2
2016,1,16,"Arizona","Washington St.","H",90,66,NA,2
2016,1,21,"Arizona","Stanford","V",71,57,NA,2
2016,1,23,"Arizona","California","V",73,74,NA,2
2016,1,28,"Arizona","Oregon","H",75,83,NA,2
2016,1,30,"Arizona","Oregon St.","H",80,63,NA,2
2016,2,3,"Arizona","Washington St.","V",79,64,NA,2
2016,2,6,"Arizona","Washington","V",77,72,NA,2
2016,2,12,"Arizona","UCLA","H",81,75,NA,2
2016,2,14,"Arizona","Southern California","H",86,78,NA,2
2016,2,17,"Arizona","Arizona St.","H",99,61,NA,2
2016,2,24,"Arizona","Colorado","V",72,75,NA,2
2016,2,27,"Arizona","Utah","V",64,70,NA,2
2016,3,3,"Arizona","California","H",64,61,NA,2
2016,3,5,"Arizona","Stanford","H",94,62,NA,2
2016,3,10,"Arizona","Colorado","N",82,78,NA,2
2016,3,11,"Arizona","Oregon","N",89,95,1,2
2016,3,17,"Arizona","Wichita St.","N",55,65,NA,2
2015,11,13,"Arizona St.","Sacramento St.","H",63,66,NA,2
2015,11,16,"Arizona St.","Belmont","H",83,74,NA,2
2015,11,18,"Arizona St.","Kennesaw St.","H",91,53,NA,2
2015,11,23,"Arizona St.","North Carolina St.","N",79,76,NA,2
2015,11,24,"Arizona St.","Marquette","N",73,78,1,2
2015,11,29,"Arizona St.","UC Santa Barbara","H",70,68,NA,2
2015,12,2,"Arizona St.","Creighton","V",79,77,NA,2
2015,12,5,"Arizona St.","Texas A&M","H",67,54,NA,2
2015,12,12,"Arizona St.","Kentucky","V",58,72,NA,2
2015,12,16,"Arizona St.","UNLV","V",66,56,NA,2
2015,12,19,"Arizona St.","Houston Baptist","H",98,79,NA,2
2015,12,22,"Arizona St.","SFA","H",80,73,NA,2
2015,12,28,"Arizona St.","CSU Bakersfield","H",75,59,NA,2
2016,1,3,"Arizona St.","Arizona","H",82,94,NA,2
2016,1,7,"Arizona St.","Southern California","V",65,75,NA,2
2016,1,9,"Arizona St.","UCLA","V",74,81,NA,2
2016,1,14,"Arizona St.","Washington St.","H",84,73,NA,2
2016,1,16,"Arizona St.","Washington","H",85,89,NA,2
2016,1,21,"Arizona St.","California","V",70,75,NA,2
2016,1,23,"Arizona St.","Stanford","V",73,75,NA,2
2016,1,28,"Arizona St.","Oregon St.","H",86,68,NA,2
2016,1,31,"Arizona St.","Oregon","H",74,91,NA,2
2016,2,3,"Arizona St.","Washington","V",83,95,1,2
2016,2,6,"Arizona St.","Washington St.","V",67,55,NA,2
2016,2,12,"Arizona St.","Southern California","H",74,67,NA,2
2016,2,14,"Arizona St.","UCLA","H",65,78,NA,2
2016,2,17,"Arizona St.","Arizona","V",61,99,NA,2
2016,2,25,"Arizona St.","Utah","V",46,81,NA,2
2016,2,28,"Arizona St.","Colorado","V",69,79,NA,2
2016,3,3,"Arizona St.","Stanford","H",74,64,NA,2
2016,3,5,"Arizona St.","California","H",65,68,NA,2
2016,3,9,"Arizona St.","Oregon St.","N",66,75,NA,2
2015,11,13,"Ark.-Pine Bluff","Seattle U","V",58,56,NA,2
2015,11,16,"Ark.-Pine Bluff","Oklahoma St.","V",72,86,NA,2
2015,11,20,"Ark.-Pine Bluff","Michigan St.","V",46,92,NA,2
2015,11,22,"Ark.-Pine Bluff","Cincinnati","V",50,99,NA,2
2015,11,24,"Ark.-Pine Bluff","Nebraska","V",44,67,NA,2
2015,11,27,"Ark.-Pine Bluff","Army West Point","V",60,81,NA,2
2015,11,28,"Ark.-Pine Bluff","Southeastern La.","N",62,60,NA,2
2015,12,2,"Ark.-Pine Bluff","Hawaii","V",47,75,NA,2
2015,12,5,"Ark.-Pine Bluff","Virginia Tech","V",45,80,NA,2
2015,12,13,"Ark.-Pine Bluff","Iowa St.","V",64,78,NA,2
2015,12,15,"Ark.-Pine Bluff","Santa Clara","V",57,69,NA,2
2015,12,19,"Ark.-Pine Bluff","Texas Tech","V",54,94,NA,2
2015,12,21,"Ark.-Pine Bluff","Ohio","V",58,65,NA,2
2015,12,29,"Ark.-Pine Bluff","Missouri","V",25,78,NA,2
2016,1,4,"Ark.-Pine Bluff","Mississippi Val.","V",60,66,NA,2
2016,1,9,"Ark.-Pine Bluff","Alabama A&M","V",70,85,NA,2
2016,1,11,"Ark.-Pine Bluff","Alabama St.","V",59,55,NA,2
2016,1,16,"Ark.-Pine Bluff","Southern U.","H",55,69,NA,2
2016,1,18,"Ark.-Pine Bluff","Alcorn","H",65,73,NA,2
2016,1,23,"Ark.-Pine Bluff","Prairie View","V",45,44,NA,2
2016,1,25,"Ark.-Pine Bluff","Texas Southern","V",49,78,NA,2
2016,1,30,"Ark.-Pine Bluff","Grambling","H",63,59,NA,2
2016,2,1,"Ark.-Pine Bluff","Jackson St.","H",53,66,NA,2
2016,2,6,"Ark.-Pine Bluff","Alabama A&M","H",66,71,NA,2
2016,2,8,"Ark.-Pine Bluff","Alabama St.","H",75,70,1,2
2016,2,13,"Ark.-Pine Bluff","Southern U.","V",58,66,NA,2
2016,2,15,"Ark.-Pine Bluff","Alcorn","V",60,79,NA,2
2016,2,20,"Ark.-Pine Bluff","Prairie View","H",55,57,NA,2
2016,2,22,"Ark.-Pine Bluff","Texas Southern","H",52,54,NA,2
2016,2,27,"Ark.-Pine Bluff","Grambling","V",53,51,NA,2
