Season,TeamID,FirstDayNum,LastDayNum,CoachName
1985,1102,0,154,reggie_minton
1985,1103,0,154,bob_huggins
1985,1104,0,154,wimp_sanderson
1985,1106,0,154,james_oliver
1985,1108,0,154,davey_whitney
1985,1109,0,154,freddie_goss
1985,1110,0,154,ed_tapscott
1985,1111,0,154,kevin_cantwell
1985,1112,0,154,lute_olson
1985,1113,0,154,bob_weinhauer
1985,1114,0,154,mike_newell
1985,1116,0,154,eddie_sutton
1985,1117,0,154,nelson_catalina
1985,1119,0,154,les_wothke
1985,1120,0,154,sonny_smith
1985,1121,0,154,marvin_vanover
1985,1122,0,154,howard_jackson
1985,1123,0,154,al_brown
1985,1124,0,154,jim_haller
1985,1126,0,154,cy_mcclairen
1985,1129,0,154,bobby_dye
1985,1130,0,154,gary_williams
1985,1131,0,154,john_kuester
1985,1132,0,154,john_weinert
1985,1133,0,154,dick_versace
1985,1134,0,154,mark_reiner
1985,1135,0,154,mike_cingiser
1985,1137,0,154,charles_woollum
1985,1139,0,154,joe_sexson
1985,1140,0,154,ladell_andersen
1985,1141,0,154,dick_parfitt
1985,1143,0,154,dick_kuchen
1985,1144,0,154,jerry_smith
1985,1145,0,154,nick_macarchuk
1985,1147,0,154,tommy_canterbury
1985,1149,0,154,tommy_gaither
1985,1150,0,154,hal_wissel
1985,1151,0,154,murray_arnold
1985,1152,0,154,bob_hallberg
1985,1153,0,154,tony_yates
1985,1154,0,154,les_robinson
1985,1155,0,154,cliff_ellis
1985,1156,0,154,kevin_mackey
1985,1159,0,154,tony_relvas
1985,1160,0,154,tom_apke
1985,1161,0,154,tony_mcandrews
1985,1162,0,154,wayne_szoke
1985,1163,0,154,dom_perno
1985,1165,0,154,tom_miller
1985,1166,0,154,willie_reed
1985,1168,0,154,george_mcquarn
1985,1171,0,154,paul_cormier
1985,1172,0,154,bobby_hussey
1985,1173,0,154,don_donoher
1985,1174,0,154,ron_rainey
1985,1175,0,154,joe_dean_davidson
1985,1177,0,154,joey_meyer
1985,1178,0,154,don_sicko
1985,1179,0,154,gary_garner
1985,1180,0,154,eddie_burke
1985,1181,0,154,mike_krzyzewski
1985,1182,0,154,jim_satalin
1985,1183,0,154,rick_samuels
1985,1184,0,154,max_good
1985,1185,0,154,jim_boyce
1985,1186,0,154,jerry_krause
1985,1187,0,154,charlie_harrison
1985,1190,0,154,barry_dowd
1985,1191,0,154,dick_walters
1985,1192,0,154,tom_green
1985,1193,0,154,terry_o'connor
1985,1196,0,154,norm_sloan
1985,1197,0,154,willie_booker
1985,1199,0,154,joe_williams
1985,1200,0,154,thomas_penders
1985,1201,0,154,tiny_grant
1985,1202,0,154,jene_davis
