"year","month","day","team","opponent","location","teamscore","oppscore","canceled","postponed","OT","D1"
2021,11,9,"A&M-Corpus Christi","Texas Lutheran","H",102,64,FALSE,FALSE,NA,1
2021,11,14,"A&M-Corpus Christi","Texas A&M","V",65,86,FALSE,FALSE,NA,2
2021,11,16,"A&M-Corpus Christi","IUPUI","N",65,59,FALSE,FALSE,NA,2
2021,11,17,"A&M-Corpus Christi","Denver","N",69,67,FALSE,FALSE,NA,2
2021,11,21,"A&M-Corpus Christi","UTSA","V",77,58,FALSE,FALSE,NA,2
2021,11,27,"A&M-Corpus Christi","St. Mary's (TX)","H",88,73,FALSE,FALSE,NA,1
2021,12,1,"A&M-Corpus Christi","UTRGV","V",83,77,FALSE,FALSE,NA,2
2021,12,4,"A&M-Corpus Christi","Southwestern (TX)","H",111,60,FALSE,FALSE,NA,1
2021,12,8,"A&M-Corpus Christi","UTRGV","H",75,69,FALSE,FALSE,NA,2
2021,12,11,"A&M-Corpus Christi","Omaha","V",87,73,FALSE,FALSE,NA,2
2021,12,14,"A&M-Corpus Christi","Minnesota","V",71,79,FALSE,FALSE,NA,2
2021,12,18,"A&M-Corpus Christi","Lamar University","H",57,53,FALSE,FALSE,NA,2
2021,12,22,"A&M-Corpus Christi","Notre Dame","V",73,83,FALSE,FALSE,NA,2
2021,12,31,"A&M-Corpus Christi","Sul Ross St.","H",101,49,FALSE,FALSE,NA,1
2022,1,6,"A&M-Corpus Christi","Northwestern St.","N",89,67,FALSE,FALSE,NA,2
2022,1,7,"A&M-Corpus Christi","Nicholls St.","N",75,84,FALSE,FALSE,NA,2
2022,1,8,"A&M-Corpus Christi","McNeese","N",67,54,FALSE,FALSE,NA,2
2022,1,15,"A&M-Corpus Christi","UIW","H",80,64,FALSE,FALSE,NA,2
2022,1,20,"A&M-Corpus Christi","McNeese","H",60,56,FALSE,FALSE,NA,2
2022,1,22,"A&M-Corpus Christi","Houston Baptist","H",71,77,FALSE,FALSE,NA,2
2022,1,27,"A&M-Corpus Christi","Southeastern La.","V",86,71,FALSE,FALSE,NA,2
2022,1,29,"A&M-Corpus Christi","Northwestern St.","V",76,90,FALSE,FALSE,NA,2
2022,2,3,"A&M-Corpus Christi","New Orleans","H",70,79,FALSE,FALSE,NA,2
2022,2,10,"A&M-Corpus Christi","New Orleans","V",69,78,FALSE,FALSE,NA,2
2022,2,12,"A&M-Corpus Christi","Nicholls St.","V",80,83,FALSE,FALSE,NA,2
2022,2,17,"A&M-Corpus Christi","Southeastern La.","H",74,83,FALSE,FALSE,NA,2
2022,2,19,"A&M-Corpus Christi","Northwestern St.","H",83,76,FALSE,FALSE,NA,2
2022,2,24,"A&M-Corpus Christi","McNeese","V",65,53,FALSE,FALSE,NA,2
2022,2,26,"A&M-Corpus Christi","Houston Baptist","V",75,70,FALSE,FALSE,NA,2
2022,3,2,"A&M-Corpus Christi","Nicholls St.","H",75,86,FALSE,FALSE,NA,2
2022,3,5,"A&M-Corpus Christi","UIW","V",77,68,FALSE,FALSE,NA,2
2022,3,10,"A&M-Corpus Christi","Winner from    UIW vs.   Houston Baptist","N",NA,NA,FALSE,FALSE,NA,1
2021,11,9,"Abilene Christian","Utah","V",56,70,FALSE,FALSE,NA,2
2021,11,12,"Abilene Christian","Texas A&M","V",80,81,FALSE,FALSE,NA,2
2021,11,16,"Abilene Christian","UT Arlington","V",80,71,FALSE,FALSE,NA,2
