"year","month","day","team","opponent","location","teamscore","oppscore","canceled","postponed","OT","D1"
2023,11,7,"A&M-Corpus Christi","S'western Adventist","H",111,46,FALSE,FALSE,NA,1
2023,11,11,"A&M-Corpus Christi","Houston","V",50,82,FALSE,FALSE,NA,2
2023,11,13,"A&M-Corpus Christi","Dallas Christian","H",104,45,FALSE,FALSE,NA,1
2023,11,16,"A&M-Corpus Christi","Texas Tech","V",64,73,FALSE,FALSE,NA,2
2023,11,22,"A&M-Corpus Christi","Northern Ky.","V",73,88,FALSE,FALSE,NA,2
2023,11,24,"A&M-Corpus Christi","LIU","N",68,83,FALSE,FALSE,NA,2
2023,11,29,"A&M-Corpus Christi","UTEP","V",67,63,FALSE,FALSE,NA,2
2023,12,6,"A&M-Corpus Christi","UTRGV","H",74,76,FALSE,FALSE,NA,2
2023,12,9,"A&M-Corpus Christi","Omaha","H",62,58,FALSE,FALSE,NA,2
2023,12,15,"A&M-Corpus Christi","UTRGV","V",86,76,FALSE,FALSE,NA,2
2023,12,18,"A&M-Corpus Christi","Texas Lutheran","H",102,50,FALSE,FALSE,NA,1
2023,12,22,"A&M-Corpus Christi","Texas","V",55,71,FALSE,FALSE,NA,2
2023,12,30,"A&M-Corpus Christi","Schreiner","H",84,61,FALSE,FALSE,NA,1
2024,1,6,"A&M-Corpus Christi","UIW","V",75,65,FALSE,FALSE,NA,2
2024,1,8,"A&M-Corpus Christi","Houston Christian","H",81,59,FALSE,FALSE,NA,2
2024,1,13,"A&M-Corpus Christi","New Orleans","V",80,83,FALSE,FALSE,NA,2
2024,1,15,"A&M-Corpus Christi","Southeastern La.","V",73,68,FALSE,FALSE,NA,2
2024,1,20,"A&M-Corpus Christi","Nicholls","H",69,59,FALSE,FALSE,NA,2
2024,1,22,"A&M-Corpus Christi","McNeese","H",61,62,FALSE,FALSE,NA,2
2024,1,27,"A&M-Corpus Christi","Northwestern St.","V",79,68,FALSE,FALSE,NA,2
2024,1,29,"A&M-Corpus Christi","Tex. A&M-Commerce","V",69,54,FALSE,FALSE,NA,2
2024,2,3,"A&M-Corpus Christi","Lamar University","H",79,71,FALSE,FALSE,NA,2
2024,2,10,"A&M-Corpus Christi","McNeese","V",67,74,FALSE,FALSE,NA,2
2024,2,12,"A&M-Corpus Christi","Nicholls","V",63,67,FALSE,FALSE,NA,2
2024,2,17,"A&M-Corpus Christi","Tex. A&M-Commerce","H",86,63,FALSE,FALSE,NA,2
2024,2,19,"A&M-Corpus Christi","Northwestern St.","H",72,61,FALSE,FALSE,NA,2
2024,2,24,"A&M-Corpus Christi","Lamar University","V",75,61,FALSE,FALSE,NA,2
2024,2,26,"A&M-Corpus Christi","Houston Christian","V",91,79,FALSE,FALSE,NA,2
2024,3,2,"A&M-Corpus Christi","Southeastern La.","H",80,68,FALSE,FALSE,NA,2
2024,3,4,"A&M-Corpus Christi","New Orleans","H",73,60,FALSE,FALSE,NA,2
2024,3,6,"A&M-Corpus Christi","UIW","H",71,52,FALSE,FALSE,NA,2
2024,3,12,"A&M-Corpus Christi","Nicholls","N",73,81,FALSE,FALSE,NA,2
2024,3,19,"A&M-Corpus Christi","Abilene Christian","N",63,73,FALSE,FALSE,NA,2
2023,11,6,"Abilene Christian","Oklahoma St.","V",64,59,FALSE,FALSE,NA,2
2023,11,10,"Abilene Christian","NC State","V",64,84,FALSE,FALSE,NA,2
2023,11,14,"Abilene Christian","Prairie View","H",74,79,FALSE,FALSE,NA,2
2023,11,17,"Abilene Christian","San Jose St.","N",77,71,FALSE,FALSE,NA,2
2023,11,19,"Abilene Christian","Fordham","N",59,45,FALSE,FALSE,NA,2
2023,11,20,"Abilene Christian","Missouri St.","N",69,87,FALSE,FALSE,NA,2
2023,11,29,"Abilene Christian","UT Arlington","V",71,86,FALSE,FALSE,NA,2
2023,12,2,"Abilene Christian","SFA","H",74,79,FALSE,FALSE,NA,2
2023,12,6,"Abilene Christian","Northern Ariz.","H",76,78,FALSE,FALSE,NA,2
2023,12,10,"Abilene Christian","Howard Payne","H",120,69,FALSE,FALSE,NA,1
2023,12,17,"Abilene Christian","UTEP","H",88,82,FALSE,FALSE,NA,2
2023,12,21,"Abilene Christian","Arkansas","V",73,83,FALSE,FALSE,NA,2
2023,12,30,"Abilene Christian","Western Ky.","V",84,86,FALSE,FALSE,NA,2
2024,1,6,"Abilene Christian","UTRGV","H",91,89,FALSE,FALSE,NA,2
2024,1,11,"Abilene Christian","Grand Canyon","V",64,74,FALSE,FALSE,NA,2
2024,1,13,"Abilene Christian","California Baptist","V",53,68,FALSE,FALSE,NA,2
2024,1,18,"Abilene Christian","Tarleton St.","V",71,79,FALSE,FALSE,NA,2
2024,1,20,"Abilene Christian","UT Arlington","H",78,67,FALSE,FALSE,NA,2
2024,1,25,"Abilene Christian","Utah Tech","H",82,60,FALSE,FALSE,NA,2
2024,1,27,"Abilene Christian","Southern Utah","H",67,82,FALSE,FALSE,NA,2
2024,2,1,"Abilene Christian","Tarleton St.","H",73,76,FALSE,FALSE,NA,2
2024,2,8,"Abilene Christian","Seattle U","V",52,75,FALSE,FALSE,NA,2
2024,2,10,"Abilene Christian","Utah Valley","V",45,74,FALSE,FALSE,NA,2
2024,2,15,"Abilene Christian","UTRGV","V",87,79,FALSE,FALSE,NA,2
2024,2,17,"Abilene Christian","SFA","V",63,62,FALSE,FALSE,NA,2
