"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2013,11,12,"A&M-Corpus Chris","Iowa St.","V",50,80,NA,2
2013,11,15,"A&M-Corpus Chris","Fort Wayne","H",72,71,NA,2
2013,11,16,"A&M-Corpus Chris","Tennessee Tech","H",60,62,NA,2
2013,11,17,"A&M-Corpus Chris","UTRGV","H",72,61,NA,2
2013,11,20,"A&M-Corpus Chris","Rice","H",61,63,NA,2
2013,11,23,"A&M-Corpus Chris","UTSA","V",76,87,NA,2
2013,11,26,"A&M-Corpus Chris","Central Mich.","H",64,68,NA,2
2013,11,30,"A&M-Corpus Chris","Houston","V",67,78,NA,2
2013,12,5,"A&M-Corpus Chris","Oklahoma","V",56,78,NA,2
2013,12,20,"A&M-Corpus Chris","CSUN","H",66,67,NA,2
2013,12,28,"A&M-Corpus Chris","Minnesota","V",44,65,NA,2
2014,1,2,"A&M-Corpus Chris","Central Ark.","V",81,66,NA,2
2014,1,4,"A&M-Corpus Chris","Oral Roberts","V",71,64,NA,2
2014,1,9,"A&M-Corpus Chris","Northwestern St.","H",101,87,NA,2
2014,1,11,"A&M-Corpus Chris","SFA","H",70,80,NA,2
2014,1,16,"A&M-Corpus Chris","McNeese","V",77,61,NA,2
2014,1,18,"A&M-Corpus Chris","Nicholls St.","V",70,67,NA,2
2014,1,23,"A&M-Corpus Chris","Southeastern La.","H",74,71,NA,2
2014,1,25,"A&M-Corpus Chris","New Orleans","H",62,70,NA,2
2014,1,30,"A&M-Corpus Chris","Sam Houston St.","V",74,78,NA,2
2014,2,1,"A&M-Corpus Chris","Lamar University","V",58,35,NA,2
2014,2,6,"A&M-Corpus Chris","Incarnate Word","V",78,82,NA,2
2014,2,8,"A&M-Corpus Chris","Abilene Christian","V",71,69,NA,2
2014,2,13,"A&M-Corpus Chris","Central Ark.","H",84,73,NA,2
2014,2,15,"A&M-Corpus Chris","Oral Roberts","H",74,72,1,2
2014,2,22,"A&M-Corpus Chris","Houston Baptist","V",66,61,NA,2
2014,3,1,"A&M-Corpus Chris","Houston Baptist","H",65,45,NA,2
2014,3,6,"A&M-Corpus Chris","McNeese","H",67,51,NA,2
2014,3,8,"A&M-Corpus Chris","Nicholls St.","H",58,44,NA,2
2014,3,14,"A&M-Corpus Chris","Sam Houston St.","N",63,69,NA,2
2014,3,19,"A&M-Corpus Chris","Northern Colo.","V",82,71,NA,2
2014,3,22,"A&M-Corpus Chris","Pacific","V",60,89,NA,2
2013,11,9,"Abilene Christian","Duquesne","V",75,94,NA,2
2013,11,11,"Abilene Christian","St. Bonaventure","V",47,75,NA,2
2013,11,13,"Abilene Christian","Maryland","V",44,67,NA,2
2013,11,17,"Abilene Christian","Iowa","V",41,103,NA,2
2013,11,19,"Abilene Christian","TCU","V",64,71,NA,2
2013,11,25,"Abilene Christian","Xavier","V",65,93,NA,2
2013,11,30,"Abilene Christian","Towson","V",47,74,NA,2
2014,1,9,"Abilene Christian","New Orleans","V",81,87,NA,2
2014,1,11,"Abilene Christian","Southeastern La.","V",77,85,2,2
2014,1,16,"Abilene Christian","Oral Roberts","H",59,82,NA,2
2014,1,18,"Abilene Christian","Central Ark.","H",73,72,NA,2
2014,1,23,"Abilene Christian","Lamar University","H",57,65,NA,2
2014,1,25,"Abilene Christian","Sam Houston St.","H",51,70,NA,2
2014,1,30,"Abilene Christian","SFA","V",48,64,NA,2
2014,2,1,"Abilene Christian","Northwestern St.","V",66,84,NA,2
2014,2,6,"Abilene Christian","Houston Baptist","H",87,81,NA,2
2014,2,8,"Abilene Christian","A&M-Corpus Chris","H",69,71,NA,2
2014,2,13,"Abilene Christian","Incarnate Word","V",68,80,NA,2
2014,2,27,"Abilene Christian","Nicholls St.","V",60,79,NA,2
2014,3,1,"Abilene Christian","McNeese","V",91,95,1,2
2014,3,8,"Abilene Christian","Incarnate Word","H",56,59,NA,2
2013,11,8,"Air Force","Army West Point","N",79,68,NA,2
2013,11,9,"Air Force","VMI","V",63,71,NA,2
2013,11,14,"Air Force","Jackson St.","H",82,84,NA,2
2013,11,17,"Air Force","Ark.-Pine Bluff","H",67,64,NA,2
2013,11,27,"Air Force","Richmond","H",60,83,NA,2
2013,11,30,"Air Force","Colorado","H",57,81,NA,2
2013,12,5,"Air Force","South Dakota","H",94,86,NA,2
2013,12,14,"Air Force","UC Riverside","H",62,52,NA,2
2013,12,21,"Air Force","UC Davis","V",74,80,NA,2
2014,1,1,"Air Force","Utah St.","H",73,72,NA,2
2014,1,4,"Air Force","UNLV","V",75,68,NA,2
2014,1,8,"Air Force","Fresno St.","V",65,71,NA,2
2014,1,12,"Air Force","San Diego St.","H",72,79,NA,2
2014,1,15,"Air Force","San Jose St.","H",77,62,NA,2
2014,1,18,"Air Force","Colorado St.","V",68,74,NA,2
2014,1,22,"Air Force","Wyoming","H",59,66,NA,2
2014,1,29,"Air Force","Boise St.","V",58,69,NA,2
2014,2,1,"Air Force","Nevada","V",56,69,1,2
2014,2,5,"Air Force","Fresno St.","H",51,68,NA,2
2014,2,8,"Air Force","Colorado St.","H",56,68,NA,2
2014,2,12,"Air Force","San Jose St.","V",51,48,NA,2
2014,2,15,"Air Force","San Diego St.","V",56,64,NA,2
2014,2,22,"Air Force","Nevada","H",56,75,NA,2
2014,2,25,"Air Force","Wyoming","V",55,53,NA,2
2014,3,1,"Air Force","UNLV","H",67,93,NA,2
2014,3,5,"Air Force","New Mexico","V",52,80,NA,2
2014,3,8,"Air Force","Boise St.","H",64,61,1,2
2014,3,12,"Air Force","Fresno St.","N",59,61,NA,2
2013,11,8,"Akron","Coastal Caro.","H",72,63,NA,2
2013,11,12,"Akron","Saint Mary's (CA)","V",63,85,NA,2
2013,11,16,"Akron","Middle Tenn.","V",73,80,NA,2
2013,12,7,"Akron","Cleveland St.","V",73,61,NA,2
2013,12,14,"Akron","Bethune-Cookman","H",84,56,NA,2
2013,12,16,"Akron","Oral Roberts","H",74,64,NA,2
2013,12,18,"Akron","Detroit Mercy","H",79,60,NA,2
2013,12,22,"Akron","Oregon St.","N",83,71,NA,2
2013,12,23,"Akron","Iowa St.","N",60,83,NA,2
2013,12,25,"Akron","South Carolina","N",59,69,NA,2
2013,12,28,"Akron","South Carolina","V",45,78,NA,2
2013,12,31,"Akron","Coppin St.","H",77,66,NA,2
2014,1,2,"Akron","Marshall","H",59,58,NA,2
2014,1,8,"Akron","Ball St.","V",72,68,NA,2
2014,1,12,"Akron","Ohio","V",83,80,2,2
2014,1,15,"Akron","Miami (OH)","H",59,52,NA,2
2014,1,18,"Akron","Toledo","H",61,75,NA,2
2014,1,22,"Akron","Eastern Mich.","V",78,68,NA,2
2014,1,25,"Akron","Central Mich.","V",82,74,NA,2
2014,1,29,"Akron","Ball St.","H",73,46,NA,2
2014,2,1,"Akron","Kent St.","V",57,60,NA,2
2014,2,5,"Akron","Eastern Mich.","H",52,48,NA,2
2014,2,9,"Akron","Bowling Green","V",65,63,NA,2
2014,2,12,"Akron","Western Mich.","V",54,57,NA,2
2014,2,15,"Akron","Northern Ill.","H",62,54,NA,2
2014,2,19,"Akron","Buffalo","V",90,96,NA,2
2014,2,22,"Akron","Ohio","H",50,66,NA,2
2014,2,26,"Akron","Miami (OH)","V",61,65,NA,2
2014,3,1,"Akron","Bowling Green","H",57,47,NA,2
2014,3,4,"Akron","Buffalo","H",83,71,NA,2
2014,3,7,"Akron","Kent St.","H",58,54,NA,2
2014,3,13,"Akron","Ohio","N",83,77,NA,2
2014,3,14,"Akron","Western Mich.","N",60,64,1,2
2014,3,19,"Akron","Fort Wayne","V",91,97,NA,2
2013,11,8,"Alabama","Oklahoma","N",73,82,NA,2
2013,11,14,"Alabama","Texas Tech","H",76,64,NA,2
2013,11,19,"Alabama","Georgia St.","H",75,58,NA,2
2013,11,27,"Alabama","Duke","N",64,74,NA,2
2013,11,29,"Alabama","Drexel","N",83,85,3,2
2013,12,4,"Alabama","North Florida","H",76,48,NA,2
2013,12,7,"Alabama","South Fla.","V",64,66,NA,2
2013,12,14,"Alabama","Charleston So.","H",59,45,NA,2
2013,12,17,"Alabama","Wichita St.","H",67,72,NA,2
2013,12,21,"Alabama","Xavier","H",74,77,NA,2
2013,12,28,"Alabama","UCLA","V",67,75,NA,2
2014,1,4,"Alabama","Robert Morris","H",64,56,NA,2
2014,1,7,"Alabama","Vanderbilt","H",68,63,NA,2
2014,1,11,"Alabama","Georgia","V",58,66,NA,2
2014,1,15,"Alabama","Mississippi St.","H",80,61,NA,2
2014,1,18,"Alabama","Missouri","V",47,68,NA,2
2014,1,23,"Alabama","Florida","H",62,68,NA,2
2014,1,25,"Alabama","LSU","H",82,80,NA,2
2014,1,30,"Alabama","Auburn","V",55,74,NA,2
2014,2,2,"Alabama","Tennessee","H",59,76,NA,2
2014,2,5,"Alabama","Arkansas","V",58,65,NA,2
2014,2,8,"Alabama","Florida","V",69,78,NA,2
2014,2,11,"Alabama","Ole Miss","H",67,64,NA,2
2014,2,15,"Alabama","South Carolina","V",66,67,NA,2
