"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1","scorediff","predscorediff","wins"
2017,1,16,"Northern Ariz.","Portland St.","H",83,76,0,2,7,-4.3,1
2017,1,19,"Northern Ariz.","Eastern Wash.","V",62,84,0,2,-22,-13.8,0
2017,1,21,"Northern Ariz.","Idaho","V",49,65,0,2,-16,-11.5,0
2017,1,26,"Northern Ariz.","Northern Colo.","H",63,50,0,2,13,-2,1
2017,1,28,"Northern Ariz.","North Dakota","H",68,67,0,2,1,-9.4,1
2017,2,2,"Northern Ariz.","Idaho St.","V",90,91,1,2,-1,-2,0
2017,2,4,"Northern Ariz.","Weber St.","V",80,86,0,2,-6,-14.6,0
2017,2,9,"Northern Ariz.","Montana St.","H",69,63,0,2,6,-4.7,1
2017,2,11,"Northern Ariz.","Montana","H",59,76,0,2,-17,-8,0
2017,2,18,"Northern Ariz.","Southern Utah","V",68,84,0,2,-16,-1.3,0
2017,2,23,"Northern Ariz.","Sacramento St.","V",73,69,0,2,4,-6.2,1
2017,2,25,"Northern Ariz.","Portland St.","V",72,84,0,2,-12,-10,0
2017,3,2,"Northern Ariz.","Idaho","H",75,77,0,2,-2,-5.8,0
2017,3,4,"Northern Ariz.","Eastern Wash.","H",76,61,0,2,15,-8.1,1
2017,3,7,"Northern Ariz.","Portland St.","N",67,80,0,2,-13,-7.1,0
2016,11,12,"Northern Colo.","Butler","V",52,89,0,2,-37,-27.4,0
2016,11,19,"Northern Colo.","Santa Clara","V",72,88,0,2,-16,-12.9,0
2016,11,21,"Northern Colo.","Arizona","V",55,71,0,2,-16,-28,0
2016,11,24,"Northern Colo.","Sacred Heart","N",81,59,0,2,22,1.7,1
2016,11,25,"Northern Colo.","Bucknell","N",63,75,0,2,-12,-14.5,0
2016,11,29,"Northern Colo.","Oklahoma","V",66,87,0,2,-21,-20.9,0
2016,12,10,"Northern Colo.","Colorado St.","V",64,81,0,2,-17,-16.2,0
2016,12,17,"Northern Colo.","Denver","V",70,73,0,2,-3,-9,0
2016,12,20,"Northern Colo.","UC Riverside","H",77,61,0,2,16,5.5,1
2016,12,29,"Northern Colo.","Sacramento St.","V",69,53,0,2,16,-1.4,1
2016,12,31,"Northern Colo.","Portland St.","V",73,59,0,2,14,-5.2,1
2017,1,5,"Northern Colo.","Southern Utah","H",76,78,0,2,-2,9.2,0
2017,1,7,"Northern Colo.","Northern Ariz.","H",83,79,0,2,4,7.7,1
2017,1,12,"Northern Colo.","Montana","V",68,89,0,2,-21,-8.9,0
2017,1,14,"Northern Colo.","Montana St.","V",53,68,0,2,-15,-5.6,0
2017,1,19,"Northern Colo.","Idaho St.","H",69,73,0,2,-4,8.6,0
2017,1,21,"Northern Colo.","Weber St.","H",69,74,0,2,-5,-4,0
2017,1,26,"Northern Colo.","Northern Ariz.","V",50,63,0,2,-13,2,0
2017,1,28,"Northern Colo.","Southern Utah","V",89,71,0,2,18,3.5,1
2017,2,4,"Northern Colo.","North Dakota","V",77,87,1,2,-10,-10.3,0
2017,2,9,"Northern Colo.","Idaho","H",76,88,0,2,-12,-0.9,0
2017,2,11,"Northern Colo.","Eastern Wash.","H",44,70,0,2,-26,-3.3,0
2017,2,16,"Northern Colo.","Weber St.","V",63,69,0,2,-6,-9.8,0
2017,2,18,"Northern Colo.","Idaho St.","V",87,81,0,2,6,2.8,1
2017,2,25,"Northern Colo.","North Dakota","H",81,84,1,2,-3,-4.5,0
2017,3,2,"Northern Colo.","Portland St.","H",87,84,0,2,3,0.5,1
2017,3,4,"Northern Colo.","Sacramento St.","H",70,67,0,2,3,4.4,1
2016,11,11,"Northern Ill.","Indiana St.","H",80,78,1,2,2,1.3,1
2016,11,16,"Northern Ill.","Idaho","H",63,49,0,2,14,4.3,1
2016,11,19,"Northern Ill.","CSUN","V",82,84,0,2,-2,2.5,0
2016,11,23,"Northern Ill.","Cal Poly","H",64,68,0,2,-4,9.8,0
2016,11,25,"Northern Ill.","Elon","H",80,85,2,2,-5,-1.1,0
2016,11,26,"Northern Ill.","Ill.-Chicago","H",92,81,0,2,11,5.6,1
2016,11,30,"Northern Ill.","Indiana St.","V",52,63,0,2,-11,-4.4,0
2016,12,11,"Northern Ill.","Minnesota","V",57,77,0,2,-20,-18.7,0
2016,12,17,"Northern Ill.","FIU","V",60,53,0,2,7,1.9,1
2016,12,20,"Northern Ill.","South Fla.","V",59,48,0,2,11,2.2,1
2017,1,3,"Northern Ill.","Miami (OH)","V",67,69,0,2,-2,2.1,0
2017,1,7,"Northern Ill.","Central Mich.","H",87,83,0,2,4,5.2,1
2017,1,10,"Northern Ill.","Kent St.","V",74,70,1,2,4,-6.9,1
2017,1,14,"Northern Ill.","Bowling Green","V",69,52,0,2,17,-0.1,1
2017,1,17,"Northern Ill.","Miami (OH)","H",62,58,0,2,4,7.8,1
2017,1,21,"Northern Ill.","Ohio","H",69,78,0,2,-9,-4.3,0
2017,1,24,"Northern Ill.","Kent St.","H",66,73,0,2,-7,-1.1,0
2017,1,28,"Northern Ill.","Toledo","V",74,72,0,2,2,-7.2,1
2017,1,31,"Northern Ill.","Akron","H",73,76,0,2,-3,-4,0
2017,2,4,"Northern Ill.","Eastern Mich.","H",81,69,0,2,12,-0.5,1
2017,2,7,"Northern Ill.","Buffalo","V",45,65,0,2,-20,-7.3,0
2017,2,11,"Northern Ill.","Western Mich.","V",67,76,0,2,-9,-5.2,0
2017,2,14,"Northern Ill.","Ball St.","H",72,81,1,2,-9,1,0
2017,2,18,"Northern Ill.","Toledo","H",80,88,1,2,-8,-1.5,0
2017,2,21,"Northern Ill.","Central Mich.","V",89,66,0,2,23,-0.6,1
2017,2,25,"Northern Ill.","Eastern Mich.","V",68,84,0,2,-16,-6.2,0
2017,2,28,"Northern Ill.","Western Mich.","H",56,70,0,2,-14,0.5,0
2017,3,3,"Northern Ill.","Ball St.","V",82,87,0,2,-5,-4.7,0
2017,3,6,"Northern Ill.","Eastern Mich.","V",69,72,0,2,-3,-6.2,0
2016,11,13,"Northern Ky.","Illinois","V",64,79,0,2,-15,-11.2,0
2016,11,18,"Northern Ky.","Austin Peay","N",69,77,0,2,-8,10.5,0
2016,11,19,"Northern Ky.","Delaware","N",74,53,0,2,21,9.6,1
2016,11,20,"Northern Ky.","Miami (OH)","V",79,70,0,2,9,5.6,1
2016,11,26,"Northern Ky.","N.C. Central","H",74,82,0,2,-8,4.9,0
2016,11,30,"Northern Ky.","Morehead St.","V",84,79,0,2,5,0.3,1
2016,12,3,"Northern Ky.","Norfolk St.","V",72,61,0,2,11,8.2,1
2016,12,7,"Northern Ky.","Eastern Ill.","H",80,70,0,2,10,7.8,1
2016,12,10,"Northern Ky.","Southeast Mo. St.","V",80,66,0,2,14,2.7,1
2016,12,18,"Northern Ky.","Eastern Wash.","H",70,48,0,2,22,5.5,1
2016,12,23,"Northern Ky.","West Virginia","V",61,92,0,2,-31,-25.4,0
2016,12,29,"Northern Ky.","Detroit Mercy","V",81,70,0,2,11,7.7,1
2016,12,31,"Northern Ky.","Oakland","V",65,76,0,2,-11,-6.6,0
2017,1,5,"Northern Ky.","Youngstown St.","H",83,70,0,2,13,12.4,1
2017,1,7,"Northern Ky.","Cleveland St.","H",83,75,0,2,8,9.4,1
2017,1,10,"Northern Ky.","Green Bay","V",71,80,0,2,-9,-0.3,0
2017,1,12,"Northern Ky.","Milwaukee","V",58,68,0,2,-10,4.4,0
2017,1,20,"Northern Ky.","Oakland","H",70,79,0,2,-9,-0.9,0
2017,1,22,"Northern Ky.","Detroit Mercy","H",101,87,0,2,14,13.5,1
2017,1,27,"Northern Ky.","Ill.-Chicago","V",79,62,0,2,17,3.4,1
2017,1,29,"Northern Ky.","Valparaiso","V",58,65,0,2,-7,-6.1,0
2017,2,4,"Northern Ky.","Wright St.","V",83,79,0,2,4,-1.8,1
2017,2,9,"Northern Ky.","Green Bay","H",69,67,0,2,2,5.4,1
2017,2,11,"Northern Ky.","Milwaukee","H",69,63,0,2,6,10.1,1
2017,2,16,"Northern Ky.","Cleveland St.","V",62,60,0,2,2,3.6,1
2017,2,18,"Northern Ky.","Youngstown St.","V",77,81,0,2,-4,6.7,0
2017,2,21,"Northern Ky.","Wright St.","H",83,76,0,2,7,3.9,1
2017,2,24,"Northern Ky.","Ill.-Chicago","H",90,82,0,2,8,9.1,1
2017,2,26,"Northern Ky.","Valparaiso","H",82,78,0,2,4,-0.4,1
2017,3,5,"Northern Ky.","Wright St.","N",82,77,0,2,5,1.1,1
2017,3,6,"Northern Ky.","Youngstown St.","N",84,74,0,2,10,9.6,1
2017,3,7,"Northern Ky.","Milwaukee","N",59,53,0,2,6,7.3,1
2017,3,17,"Northern Ky.","Kentucky","N",70,79,0,2,-9,-21.9,0
2016,11,11,"Northwestern","Mississippi Val.","H",94,63,0,2,31,33.7,1
2016,11,14,"Northwestern","Eastern Wash.","H",86,72,0,2,14,17.4,1
2016,11,16,"Northwestern","Butler","V",68,70,0,2,-2,-6.7,0
2016,11,21,"Northwestern","Texas","N",77,58,0,2,19,3,1
2016,11,22,"Northwestern","Notre Dame","N",66,70,0,2,-4,-3.8,0
2016,11,25,"Northwestern","Bryant","H",86,66,0,2,20,23.9,1
2016,11,28,"Northwestern","Wake Forest","H",65,58,0,2,7,2.2,1
2016,12,3,"Northwestern","DePaul","H",80,64,0,2,16,14.8,1
2016,12,11,"Northwestern","New Orleans","H",83,49,0,2,34,18.4,1
2016,12,14,"Northwestern","Chicago St.","H",68,64,0,2,4,30.8,1
2016,12,17,"Northwestern","Dayton","N",67,64,0,2,3,0.7,1
2016,12,20,"Northwestern","IUPUI","H",87,65,0,2,22,18.4,1
2016,12,22,"Northwestern","Houston Baptist","H",72,63,0,2,9,21.3,1
2016,12,27,"Northwestern","Penn St.","V",87,77,0,2,10,3.2,1
2016,12,30,"Northwestern","Michigan St.","V",52,61,0,2,-9,-2.5,0
2017,1,5,"Northwestern","Minnesota","H",66,70,0,2,-4,2.5,0
2017,1,8,"Northwestern","Nebraska","V",74,66,0,2,8,4.6,1
2017,1,12,"Northwestern","Rutgers","V",69,60,0,2,9,7,1
2017,1,15,"Northwestern","Iowa","H",89,54,0,2,35,7,1
2017,1,22,"Northwestern","Ohio St.","V",74,72,0,2,2,0.8,1
2017,1,26,"Northwestern","Nebraska","H",73,61,0,2,12,10.3,1
2017,1,29,"Northwestern","Indiana","H",68,55,0,2,13,2.1,1
2017,2,1,"Northwestern","Purdue","V",59,80,0,2,-21,-9,0
2017,2,7,"Northwestern","Illinois","H",61,68,0,2,-7,6.5,0
2017,2,12,"Northwestern","Wisconsin","V",66,59,0,2,7,-8.2,1
2017,2,15,"Northwestern","Maryland","H",64,74,0,2,-10,4.1,0
2017,2,18,"Northwestern","Rutgers","H",69,65,0,2,4,12.7,1
2017,2,21,"Northwestern","Illinois","V",50,66,0,2,-16,0.7,0
2017,2,25,"Northwestern","Indiana","V",62,63,0,2,-1,-3.6,0
2017,3,1,"Northwestern","Michigan","H",67,65,0,2,2,-2,1
2017,3,5,"Northwestern","Purdue","H",65,69,0,2,-4,-3.3,0
2017,3,9,"Northwestern","Rutgers","N",83,61,0,2,22,9.8,1
2017,3,10,"Northwestern","Maryland","N",72,64,0,2,8,1.3,1
2017,3,11,"Northwestern","Wisconsin","N",48,76,0,2,-28,-5.4,0
2017,3,16,"Northwestern","Vanderbilt","N",68,66,0,2,2,0.1,1
2017,3,18,"Northwestern","Gonzaga","N",73,79,0,2,-6,-11.7,0
2016,11,11,"Northwestern St.","Texas A&M","V",44,72,0,2,-28,-22.4,0
2016,11,13,"Northwestern St.","Oklahoma","V",61,97,0,2,-36,-23.3,0
2016,11,26,"Northwestern St.","Missouri","V",60,84,0,2,-24,-15,0
2016,11,28,"Northwestern St.","Mississippi St.","V",59,65,0,2,-6,-19.2,0
2016,12,3,"Northwestern St.","UTEP","V",79,67,0,2,12,-10.1,1
2016,12,17,"Northwestern St.","La.-Monroe","N",68,64,0,2,4,-3.6,1
2016,12,19,"Northwestern St.","Rice","V",93,100,0,2,-7,-14,0
2016,12,31,"Northwestern St.","McNeese","H",72,79,1,2,-7,5.3,0
2017,1,5,"Northwestern St.","Incarnate Word","V",80,84,0,2,-4,-2.4,0
2017,1,7,"Northwestern St.","A&M-Corpus Chris","V",82,99,0,2,-17,-11.5,0
2017,1,12,"Northwestern St.","Nicholls St.","H",86,81,0,2,5,5.2,1
2017,1,14,"Northwestern St.","Sam Houston St.","H",68,77,0,2,-9,-1.3,0
2017,1,21,"Northwestern St.","McNeese","V",78,65,0,2,13,-0.4,1
2017,1,25,"Northwestern St.","Southeastern La.","V",85,71,0,2,14,-7.6,1
2017,1,28,"Northwestern St.","Lamar University","V",64,85,0,2,-21,-7.6,0
2017,2,2,"Northwestern St.","Central Ark.","V",97,107,0,2,-10,-1.9,0
2017,2,4,"Northwestern St.","SFA","H",73,75,1,2,-2,-1.8,0
2017,2,9,"Northwestern St.","Houston Baptist","H",69,86,0,2,-17,-1.8,0
2017,2,11,"Northwestern St.","Abilene Christian","V",72,76,0,2,-4,-3.1,0
2017,2,16,"Northwestern St.","Southeastern La.","H",66,73,0,2,-7,-1.8,0
2017,2,18,"Northwestern St.","Nicholls St.","V",80,78,0,2,2,-0.5,1
2017,2,22,"Northwestern St.","Lamar University","H",68,88,0,2,-20,-1.9,0
2017,2,25,"Northwestern St.","New Orleans","H",83,82,0,2,1,-4.7,1
2017,3,2,"Northwestern St.","SFA","V",72,67,0,2,5,-7.5,1
2017,3,4,"Northwestern St.","Central Ark.","H",97,83,0,2,14,3.9,1
2016,11,12,"Notre Dame","Bryant","H",89,64,0,2,25,27.6,1
2016,11,16,"Notre Dame","Seattle U","H",92,49,0,2,43,27.1,1
2016,11,18,"Notre Dame","Loyola Maryland","H",83,48,0,2,35,24.3,1
2016,11,21,"Notre Dame","Colorado","N",89,83,0,2,6,8.4,1
2016,11,22,"Notre Dame","Northwestern","N",70,66,0,2,4,3.8,1
2016,11,26,"Notre Dame","Chicago St.","H",91,60,0,2,31,34.5,1
2016,11,29,"Notre Dame","Iowa","H",92,78,0,2,14,10.8,1
2016,12,4,"Notre Dame","N.C. A&T","H",107,53,0,2,54,40.5,1
2016,12,6,"Notre Dame","Fort Wayne","H",87,72,0,2,15,18,1
2016,12,10,"Notre Dame","Villanova","N",66,74,0,2,-8,-6.2,0
2016,12,17,"Notre Dame","Purdue","N",81,86,0,2,-5,-2.4,0
2016,12,19,"Notre Dame","Colgate","H",77,62,0,2,15,26.4,1
2016,12,28,"Notre Dame","Saint Peter's","H",63,55,0,2,8,16.4,1
2016,12,31,"Notre Dame","Pittsburgh","V",78,77,1,2,1,5.7,1
2017,1,4,"Notre Dame","Louisville","H",77,70,0,2,7,-1.8,1
2017,1,7,"Notre Dame","Clemson","H",75,70,0,2,5,7.4,1
2017,1,12,"Notre Dame","Miami (FL)","V",67,62,0,2,5,0.4,1
2017,1,14,"Notre Dame","Virginia Tech","V",76,71,0,2,5,2.1,1
2017,1,18,"Notre Dame","Florida St.","V",80,83,0,2,-3,-3.9,0
2017,1,21,"Notre Dame","Syracuse","H",84,66,0,2,18,7.1,1
2017,1,24,"Notre Dame","Virginia","H",54,71,0,2,-17,-0.2,0
2017,1,28,"Notre Dame","Georgia Tech","V",60,62,0,2,-2,6.9,0
2017,1,30,"Notre Dame","Duke","H",74,84,0,2,-10,-1,0
2017,2,5,"Notre Dame","North Carolina","V",76,83,0,2,-7,-10.1,0
2017,2,7,"Notre Dame","Wake Forest","H",88,81,0,2,7,6,1
2017,2,11,"Notre Dame","Florida St.","H",84,72,0,2,12,1.8,1
2017,2,14,"Notre Dame","Boston College","V",84,76,0,2,8,12.7,1
2017,2,18,"Notre Dame","North Carolina St.","V",81,72,0,2,9,8.7,1
2017,2,26,"Notre Dame","Georgia Tech","H",64,60,0,2,4,12.6,1
2017,3,1,"Notre Dame","Boston College","H",82,66,0,2,16,18.4,1
2017,3,4,"Notre Dame","Louisville","V",64,71,0,2,-7,-7.6,0
2017,3,9,"Notre Dame","Virginia","N",71,58,0,2,13,-3,1
2017,3,10,"Notre Dame","Florida St.","N",77,73,0,2,4,-1,1
2017,3,11,"Notre Dame","Duke","N",69,75,0,2,-6,-3.8,0
2017,3,16,"Notre Dame","Princeton","N",60,58,0,2,2,9,1
2017,3,18,"Notre Dame","West Virginia","N",71,83,0,2,-12,-6.8,0
2016,11,11,"Oakland","Bowling Green","H",78,70,0,2,8,12.9,1
2016,11,14,"Oakland","Western Mich.","H",77,60,0,2,17,7.8,1
2016,11,19,"Oakland","Chicago St.","H",107,79,0,2,28,22.6,1
2016,11,23,"Oakland","Nevada","N",78,82,0,2,-4,-5.6,0
2016,11,26,"Oakland","UC Davis","N",79,66,0,2,13,8.8,1
2016,12,1,"Oakland","Oral Roberts","H",92,64,0,2,28,12.2,1
2016,12,3,"Oakland","Southern Utah","H",78,68,0,2,10,21.7,1
2016,12,10,"Oakland","Robert Morris","V",74,53,0,2,21,8.9,1
2016,12,20,"Oakland","Northeastern","H",59,61,0,2,-2,6.8,0
2016,12,21,"Oakland","Michigan St.","V",65,77,0,2,-12,-10.7,0
2016,12,23,"Oakland","Georgia","H",86,79,0,2,7,-2.7,1
2016,12,29,"Oakland","Wright St.","H",81,62,0,2,19,7.7,1
2016,12,31,"Oakland","Northern Ky.","H",76,65,0,2,11,6.6,1
2017,1,6,"Oakland","Valparaiso","V",78,66,0,2,12,-2.4,1
2017,1,8,"Oakland","Ill.-Chicago","V",58,57,0,2,1,7.1,1
2017,1,13,"Oakland","Detroit Mercy","H",88,93,0,2,-5,17.2,0
2017,1,16,"Oakland","Cleveland St.","H",65,76,0,2,-11,13.1,0
2017,1,20,"Oakland","Northern Ky.","V",79,70,0,2,9,0.9,1
2017,1,22,"Oakland","Wright St.","V",67,88,0,2,-21,1.9,0
2017,1,27,"Oakland","Green Bay","H",72,80,0,2,-8,9.1,0
2017,1,29,"Oakland","Milwaukee","H",79,70,1,2,9,13.9,1
2017,2,2,"Oakland","Youngstown St.","V",90,76,0,2,14,10.5,1
2017,2,4,"Oakland","Cleveland St.","V",53,51,0,2,2,7.4,1
2017,2,10,"Oakland","Detroit Mercy","V",89,80,0,2,9,11.5,1
2017,2,17,"Oakland","Valparaiso","H",82,71,0,2,11,3.3,1
2017,2,19,"Oakland","Ill.-Chicago","H",87,75,0,2,12,12.9,1
2017,2,21,"Oakland","Youngstown St.","H",101,72,0,2,29,16.2,1
2017,2,24,"Oakland","Green Bay","V",85,72,0,2,13,3.4,1
2017,2,26,"Oakland","Milwaukee","V",86,75,0,2,11,8.2,1
2017,3,4,"Oakland","Youngstown St.","N",80,81,0,2,-1,13.3,0
2017,3,14,"Oakland","Clemson","V",74,69,0,2,5,-10.3,1
2017,3,19,"Oakland","Richmond","V",83,87,0,2,-4,-3.2,0
2016,11,12,"Ohio","Southern U.","H",77,67,0,2,10,19.6,1
2016,11,14,"Ohio","Sam Houston St.","H",96,75,0,2,21,13.5,1
2016,11,18,"Ohio","Georgia Tech","V",67,61,0,2,6,-5.2,1
2016,11,25,"Ohio","Tennessee Tech","H",68,57,0,2,11,13.4,1
2016,11,30,"Ohio","Marshall","V",88,98,0,2,-10,1,0
2016,12,3,"Ohio","Bryant","H",79,53,0,2,26,15.5,1
2016,12,10,"Ohio","Iona","V",75,79,0,2,-4,-0.8,0
2016,12,14,"Ohio","Milwaukee","H",71,69,0,2,2,13.7,1
2016,12,17,"Ohio","Cleveland St.","H",71,53,0,2,18,12.9,1
2016,12,21,"Ohio","Western Ky.","V",66,67,0,2,-1,6.7,0
2017,1,3,"Ohio","Western Mich.","H",89,58,0,2,31,7.6,1
2017,1,6,"Ohio","Kent St.","H",85,67,0,2,18,6,1
2017,1,10,"Ohio","Buffalo","V",74,72,0,2,2,-0.2,1
2017,1,14,"Ohio","Eastern Mich.","H",49,53,0,2,-4,6.7,0
2017,1,17,"Ohio","Akron","V",68,83,0,2,-15,-2.6,0
2017,1,21,"Ohio","Northern Ill.","V",78,69,0,2,9,4.3,1
2017,1,24,"Ohio","Toledo","H",76,79,0,2,-3,5.7,0
2017,1,28,"Ohio","Bowling Green","V",96,72,0,2,24,7,1
2017,1,31,"Ohio","Western Mich.","V",85,90,0,2,-5,1.9,0
2017,2,4,"Ohio","Akron","H",85,70,0,2,15,3.1,1
2017,2,7,"Ohio","Central Mich.","H",87,97,0,2,-10,12.3,0
2017,2,10,"Ohio","Ball St.","V",79,77,0,2,2,2.4,1
2017,2,14,"Ohio","Eastern Mich.","V",79,71,0,2,8,0.9,1
2017,2,18,"Ohio","Bowling Green","H",95,75,0,2,20,12.7,1
2017,2,21,"Ohio","Miami (OH)","V",79,62,0,2,17,9.2,1
2017,2,25,"Ohio","Kent St.","V",67,70,0,2,-3,0.3,0
2017,2,28,"Ohio","Buffalo","H",79,83,0,2,-4,5.6,0
2017,3,3,"Ohio","Miami (OH)","H",69,55,0,2,14,14.9,1
2017,3,9,"Ohio","Toledo","N",67,66,0,2,1,2.8,1
2017,3,10,"Ohio","Kent St.","N",66,68,0,2,-2,3.1,0
2016,11,11,"Ohio St.","Navy","V",78,68,0,2,10,9.4,1
2016,11,14,"Ohio St.","N.C. Central","H",69,63,0,2,6,13.1,1
2016,11,17,"Ohio St.","Providence","H",72,67,0,2,5,1.9,1
2016,11,21,"Ohio St.","Western Caro.","H",66,38,0,2,28,26.1,1
2016,11,23,"Ohio St.","Jackson St.","H",78,47,0,2,31,25.1,1
2016,11,25,"Ohio St.","Marshall","H",111,70,0,2,41,11.4,1
2016,11,30,"Ohio St.","Virginia","V",61,63,0,2,-2,-13.4,0
2016,12,3,"Ohio St.","Fairleigh Dickinson","H",70,62,0,2,8,19.6,1
2016,12,6,"Ohio St.","Fla. Atlantic","H",77,79,1,2,-2,19.5,0
2016,12,10,"Ohio St.","UConn","H",64,60,0,2,4,5.4,1
2016,12,17,"Ohio St.","UCLA","N",73,86,0,2,-13,-10.2,0
2016,12,20,"Ohio St.","Youngstown St.","H",77,40,0,2,37,20.7,1
2016,12,22,"Ohio St.","UNC Asheville","H",79,77,0,2,2,9.6,1
2017,1,1,"Ohio St.","Illinois","V",70,75,0,2,-5,-2.9,0
2017,1,5,"Ohio St.","Purdue","H",75,76,0,2,-1,-7,0
2017,1,8,"Ohio St.","Minnesota","V",68,78,0,2,-10,-6.9,0
2017,1,12,"Ohio St.","Wisconsin","V",66,89,0,2,-23,-11.9,0
2017,1,15,"Ohio St.","Michigan St.","H",72,67,0,2,5,-0.4,1
2017,1,18,"Ohio St.","Nebraska","V",67,66,0,2,1,1,1
2017,1,22,"Ohio St.","Northwestern","H",72,74,0,2,-2,-0.8,0
2017,1,25,"Ohio St.","Minnesota","H",78,72,0,2,6,-1.2,1
2017,1,28,"Ohio St.","Iowa","V",72,85,0,2,-13,-2.4,0
2017,1,31,"Ohio St.","Maryland","H",71,77,0,2,-6,0.5,0
2017,2,4,"Ohio St.","Michigan","V",70,66,0,2,4,-11.4,1
2017,2,8,"Ohio St.","Rutgers","H",70,64,0,2,6,9,1
2017,2,11,"Ohio St.","Maryland","V",77,86,0,2,-9,-5.3,0
2017,2,14,"Ohio St.","Michigan St.","V",66,74,0,2,-8,-6.1,0
2017,2,18,"Ohio St.","Nebraska","H",57,58,0,2,-1,6.7,0
2017,2,23,"Ohio St.","Wisconsin","H",83,73,0,2,10,-6.2,1
2017,2,28,"Ohio St.","Penn St.","V",71,70,0,2,1,-0.4,1
2017,3,4,"Ohio St.","Indiana","H",92,96,0,2,-4,-1.6,0
2017,3,8,"Ohio St.","Rutgers","N",57,66,0,2,-9,6.2,0
2016,11,13,"Oklahoma","Northwestern St.","H",97,61,0,2,36,23.3,1
2016,11,17,"Oklahoma","Tulane","N",89,70,0,2,19,14.8,1
2016,11,18,"Oklahoma","UNI","N",67,73,1,2,-6,9.3,0
2016,11,20,"Oklahoma","Clemson","N",70,64,0,2,6,-1.9,1
2016,11,25,"Oklahoma","Abilene Christian","H",72,64,0,2,8,23.1,1
2016,11,29,"Oklahoma","Northern Colo.","H",87,66,0,2,21,20.9,1
2016,12,3,"Oklahoma","Wisconsin","V",70,90,0,2,-20,-10.9,0
2016,12,7,"Oklahoma","Oral Roberts","H",92,66,0,2,26,17.7,1
2016,12,10,"Oklahoma","Wichita St.","H",73,76,0,2,-3,-7.5,0
2016,12,17,"Oklahoma","Memphis","H",94,99,1,2,-5,7.5,0
2016,12,21,"Oklahoma","Auburn","N",70,74,0,2,-4,2.9,0
2016,12,30,"Oklahoma","Baylor","H",50,76,0,2,-26,-5.6,0
2017,1,3,"Oklahoma","TCU","V",57,60,0,2,-3,-7.1,0
2017,1,7,"Oklahoma","Kansas St.","V",64,75,0,2,-11,-6.5,0
2017,1,10,"Oklahoma","Kansas","H",70,81,0,2,-11,-9.4,0
2017,1,14,"Oklahoma","Texas Tech","H",84,75,0,2,9,0.1,1
2017,1,18,"Oklahoma","West Virginia","V",89,87,1,2,2,-16.1,1
2017,1,21,"Oklahoma","Iowa St.","H",87,92,2,2,-5,-6.5,0
2017,1,23,"Oklahoma","Texas","V",83,84,0,2,-1,-2.5,0
2017,1,28,"Oklahoma","Florida","H",52,84,0,2,-32,-8.8,0
2017,1,30,"Oklahoma","Oklahoma St.","H",66,68,0,2,-2,-5.2,0
2017,2,4,"Oklahoma","Texas Tech","V",69,77,0,2,-8,-5.6,0
2017,2,8,"Oklahoma","West Virginia","H",50,61,0,2,-11,-10.3,0
2017,2,11,"Oklahoma","Iowa St.","V",64,80,0,2,-16,-12.2,0
2017,2,14,"Oklahoma","Texas","H",70,66,0,2,4,3.2,1
2017,2,18,"Oklahoma","Oklahoma St.","V",92,96,0,2,-4,-11,0
2017,2,21,"Oklahoma","Baylor","V",54,60,0,2,-6,-11.3,0
2017,2,25,"Oklahoma","Kansas St.","H",81,51,0,2,30,-0.8,1
2017,2,27,"Oklahoma","Kansas","V",63,73,0,2,-10,-15.1,0
2017,3,4,"Oklahoma","TCU","H",73,68,0,2,5,-1.4,1
2017,3,8,"Oklahoma","TCU","N",63,82,0,2,-19,-4.3,0
2016,11,11,"Oklahoma St.","Campbell","H",102,65,0,2,37,29.7,1
2016,11,14,"Oklahoma St.","Central Ark.","H",102,90,0,2,12,32.4,1
2016,11,16,"Oklahoma St.","New Orleans","H",117,72,0,2,45,23.9,1
2016,11,21,"Oklahoma St.","UConn","N",98,90,0,2,8,11.7,1
2016,11,22,"Oklahoma St.","North Carolina","N",75,107,0,2,-32,-5.6,0
2016,11,23,"Oklahoma St.","Georgetown","N",97,70,0,2,27,8.2,1
2016,12,3,"Oklahoma St.","Maryland","V",70,71,0,2,-1,3.9,0
2016,12,10,"Oklahoma St.","Tulsa","V",71,67,0,2,4,13.6,1
2016,12,14,"Oklahoma St.","Ark.-Pine Bluff","H",102,66,0,2,36,41.4,1
2016,12,17,"Oklahoma St.","Wichita St.","V",93,76,0,2,17,-5.2,1
2016,12,22,"Oklahoma St.","A&M-Corpus Chris","H",92,70,0,2,22,22.8,1
2016,12,30,"Oklahoma St.","West Virginia","H",75,92,0,2,-17,-2.3,0
2017,1,4,"Oklahoma St.","Texas","V",79,82,0,2,-3,5.6,0
2017,1,7,"Oklahoma St.","Baylor","V",57,61,0,2,-4,-3.2,0
2017,1,11,"Oklahoma St.","Iowa St.","H",86,96,0,2,-10,1.6,0
2017,1,14,"Oklahoma St.","Kansas","V",80,87,0,2,-7,-7,0
2017,1,18,"Oklahoma St.","Kansas St.","H",88,96,0,2,-8,7.3,0
2017,1,21,"Oklahoma St.","Texas Tech","V",83,64,0,2,19,2.5,1
2017,1,23,"Oklahoma St.","TCU","H",89,76,0,2,13,6.7,1
2017,1,28,"Oklahoma St.","Arkansas","H",99,71,0,2,28,8.1,1
