"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2019,11,6,"A&M-Corpus Christi","Louisiana Tech","H",49,82,NA,2
2019,11,11,"A&M-Corpus Christi","Vanderbilt","V",66,71,NA,2
2019,11,15,"A&M-Corpus Christi","Stony Brook","H",63,68,NA,2
2019,11,16,"A&M-Corpus Christi","North Dakota St.","H",45,57,NA,2
2019,11,17,"A&M-Corpus Christi","UTRGV","H",NA,NA,NA,2
2019,11,23,"A&M-Corpus Christi","St. Thomas (TX)","H",NA,NA,NA,1
2019,11,30,"A&M-Corpus Christi","UTRGV","V",NA,NA,NA,2
2019,12,3,"A&M-Corpus Christi","UTSA","V",NA,NA,NA,2
2019,12,7,"A&M-Corpus Christi","St. Mary's (TX)","H",NA,NA,NA,1
2019,12,15,"A&M-Corpus Christi","Texas A&M","V",NA,NA,NA,2
2019,12,18,"A&M-Corpus Christi","Nicholls St.","V",NA,NA,NA,2
2019,12,21,"A&M-Corpus Christi","Central Ark.","V",NA,NA,NA,2
2019,12,29,"A&M-Corpus Christi","Nebraska","V",NA,NA,NA,2
2020,1,2,"A&M-Corpus Christi","Northwestern St.","H",NA,NA,NA,2
2020,1,4,"A&M-Corpus Christi","Southeastern La.","H",NA,NA,NA,2
2020,1,8,"A&M-Corpus Christi","SFA","V",NA,NA,NA,2
2020,1,11,"A&M-Corpus Christi","Abilene Christian","V",NA,NA,NA,2
2020,1,15,"A&M-Corpus Christi","Southeastern La.","V",NA,NA,NA,2
2020,1,18,"A&M-Corpus Christi","Lamar University","H",NA,NA,NA,2
2020,1,22,"A&M-Corpus Christi","New Orleans","H",NA,NA,NA,2
2020,1,25,"A&M-Corpus Christi","UIW","V",NA,NA,NA,2
2020,1,29,"A&M-Corpus Christi","Sam Houston St.","V",NA,NA,NA,2
2020,2,1,"A&M-Corpus Christi","Houston Baptist","V",NA,NA,NA,2
2020,2,5,"A&M-Corpus Christi","McNeese","H",NA,NA,NA,2
2020,2,12,"A&M-Corpus Christi","SFA","H",NA,NA,NA,2
2020,2,15,"A&M-Corpus Christi","Abilene Christian","H",NA,NA,NA,2
2020,2,22,"A&M-Corpus Christi","Lamar University","V",NA,NA,NA,2
2020,2,26,"A&M-Corpus Christi","New Orleans","V",NA,NA,NA,2
2020,2,29,"A&M-Corpus Christi","UIW","H",NA,NA,NA,2
2020,3,4,"A&M-Corpus Christi","Sam Houston St.","H",NA,NA,NA,2
2020,3,7,"A&M-Corpus Christi","Houston Baptist","H",NA,NA,NA,2
2019,11,5,"Abilene Christian","Arlington Baptist","H",90,39,NA,1
2019,11,10,"Abilene Christian","Drexel","V",83,86,NA,2
2019,11,16,"Abilene Christian","Pepperdine","H",NA,NA,NA,2
2019,11,18,"Abilene Christian","UNLV","V",NA,NA,NA,2
2019,11,21,"Abilene Christian","Champion Chris.","H",NA,NA,NA,1
2019,11,25,"Abilene Christian","Texas St.","V",NA,NA,NA,2
2019,11,29,"Abilene Christian","SMU","V",NA,NA,NA,2
2019,12,5,"Abilene Christian","Southeast Mo. St.","H",NA,NA,NA,2
2019,12,7,"Abilene Christian","Dallas Christian","H",NA,NA,NA,1
2019,12,12,"Abilene Christian","Howard Payne","H",NA,NA,NA,1
2019,12,18,"Abilene Christian","New Orleans","V",NA,NA,NA,2
2019,12,21,"Abilene Christian","Nicholls St.","H",NA,NA,NA,2
2019,12,29,"Abilene Christian","Wichita St.","V",NA,NA,NA,2
2020,1,4,"Abilene Christian","Lamar University","V",NA,NA,NA,2
2020,1,8,"Abilene Christian","McNeese","H",NA,NA,NA,2
2020,1,11,"Abilene Christian","A&M-Corpus Christi","H",NA,NA,NA,2
2020,1,18,"Abilene Christian","Southeastern La.","H",NA,NA,NA,2
2020,1,22,"Abilene Christian","Sam Houston St.","V",NA,NA,NA,2
2020,1,25,"Abilene Christian","Central Ark.","V",NA,NA,NA,2
2020,1,29,"Abilene Christian","SFA","V",NA,NA,NA,2
2020,2,1,"Abilene Christian","UIW","H",NA,NA,NA,2
2020,2,5,"Abilene Christian","Northwestern St.","V",NA,NA,NA,2
2020,2,8,"Abilene Christian","Lamar University","H",NA,NA,NA,2
2020,2,12,"Abilene Christian","Houston Baptist","H",NA,NA,NA,2
2020,2,15,"Abilene Christian","A&M-Corpus Christi","V",NA,NA,NA,2
2020,2,19,"Abilene Christian","Houston Baptist","V",NA,NA,NA,2
2020,2,22,"Abilene Christian","Southeastern La.","V",NA,NA,NA,2
2020,2,26,"Abilene Christian","Sam Houston St.","H",NA,NA,NA,2
2020,2,29,"Abilene Christian","Central Ark.","H",NA,NA,NA,2
2020,3,3,"Abilene Christian","SFA","H",NA,NA,NA,2
2020,3,7,"Abilene Christian","UIW","V",NA,NA,NA,2
2019,11,7,"Air Force","Idaho St.","H",79,89,NA,2
2019,11,9,"Air Force","Texas St.","H",78,71,NA,2
2019,11,12,"Air Force","Army West Point","V",69,57,NA,2
2019,11,18,"Air Force","TCU","V",NA,NA,NA,2
2019,11,21,"Air Force","LMU (CA)","N",NA,NA,NA,2
2019,11,22,"Air Force","Duquesne","N",NA,NA,NA,2
2019,11,24,"Air Force","Indiana St.","N",NA,NA,NA,2
2019,12,1,"Air Force","Jackson St.","H",NA,NA,NA,2
2019,12,4,"Air Force","Wyoming","V",NA,NA,NA,2
2019,12,7,"Air Force","Nevada","H",NA,NA,NA,2
2019,12,14,"Air Force","Denver","V",NA,NA,NA,2
2019,12,17,"Air Force","JWU (Denver)","H",NA,NA,NA,1
2019,12,21,"Air Force","Drake","H",NA,NA,NA,2
2019,12,31,"Air Force","UC Riverside","H",NA,NA,NA,2
2020,1,4,"Air Force","UNLV","V",NA,NA,NA,2
2020,1,7,"Air Force","Utah St.","H",NA,NA,NA,2
2020,1,11,"Air Force","New Mexico","V",NA,NA,NA,2
2020,1,15,"Air Force","Boise St.","H",NA,NA,NA,2
2020,1,18,"Air Force","Colorado St.","H",NA,NA,NA,2
2020,1,21,"Air Force","Utah St.","V",NA,NA,NA,2
2020,1,25,"Air Force","San Jose St.","V",NA,NA,NA,2
2020,1,28,"Air Force","Fresno St.","H",NA,NA,NA,2
2020,2,4,"Air Force","Nevada","V",NA,NA,NA,2
2020,2,8,"Air Force","San Diego St.","H",NA,NA,NA,2
2020,2,11,"Air Force","Boise St.","V",NA,NA,NA,2
2020,2,15,"Air Force","San Jose St.","H",NA,NA,NA,2
2020,2,19,"Air Force","Fresno St.","V",NA,NA,NA,2
2020,2,22,"Air Force","Wyoming","H",NA,NA,NA,2
2020,2,26,"Air Force","New Mexico","H",NA,NA,NA,2
2020,2,29,"Air Force","Colorado St.","V",NA,NA,NA,2
2019,11,5,"Akron","Malone","H",81,64,NA,1
2019,11,8,"Akron","West Virginia","V",84,94,NA,2
2019,11,15,"Akron","N.C. Central","H",57,47,NA,2
2019,11,18,"Akron","USC Upstate","H",NA,NA,NA,2
2019,11,21,"Akron","Youngstown St.","H",NA,NA,NA,2
2019,11,24,"Akron","Louisville","V",NA,NA,NA,2
2019,11,29,"Akron","Merrimack","H",NA,NA,NA,2
2019,12,4,"Akron","Marshall","V",NA,NA,NA,2
2019,12,8,"Akron","Southern U.","H",NA,NA,NA,2
2019,12,15,"Akron","Concord","H",NA,NA,NA,1
2019,12,20,"Akron","Tulane","N",NA,NA,NA,2
2019,12,30,"Akron","Massachusetts","H",NA,NA,NA,2
2020,1,4,"Akron","Eastern Mich.","V",NA,NA,NA,2
2020,1,7,"Akron","Western Mich.","H",NA,NA,NA,2
2020,1,10,"Akron","Ball St.","H",NA,NA,NA,2
2020,1,14,"Akron","Northern Ill.","V",NA,NA,NA,2
2020,1,18,"Akron","Toledo","H",NA,NA,NA,2
2020,1,21,"Akron","Miami (OH)","V",NA,NA,NA,2
2020,1,25,"Akron","Ohio","V",NA,NA,NA,2
2020,1,28,"Akron","Buffalo","H",NA,NA,NA,2
2020,1,31,"Akron","Kent St.","V",NA,NA,NA,2
2020,2,8,"Akron","Eastern Mich.","H",NA,NA,NA,2
2020,2,11,"Akron","Bowling Green","H",NA,NA,NA,2
2020,2,15,"Akron","Central Mich.","V",NA,NA,NA,2
2020,2,18,"Akron","Western Mich.","V",NA,NA,NA,2
2020,2,22,"Akron","Miami (OH)","H",NA,NA,NA,2
2020,2,25,"Akron","Bowling Green","V",NA,NA,NA,2
2020,2,29,"Akron","Buffalo","V",NA,NA,NA,2
2020,3,3,"Akron","Ohio","H",NA,NA,NA,2
2020,3,6,"Akron","Kent St.","H",NA,NA,NA,2
2019,11,5,"Alabama","Penn","H",80,81,NA,2
2019,11,11,"Alabama","Fla. Atlantic","H",78,59,NA,2
2019,11,15,"Alabama","Rhode Island","V",79,93,NA,2
2019,11,19,"Alabama","Furman","H",NA,NA,NA,2
2019,11,27,"Alabama","North Carolina","N",NA,NA,NA,2
2019,12,6,"Alabama","SFA","H",NA,NA,NA,2
