date,location,team,opponent,team_score,opp_score,postponed,canceled,logo_url,game_id
2025-01-04,H,Alabama A&M,Ark.-Pine Bluff,89,79,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg/290px-Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg.png,1
2025-01-06,H,Alabama A&M,Mississippi Val.,79,67,FALSE,FALSE,https://i.imgur.com/TOQFibH.jpg,2
2025-01-11,V,Alabama A&M,Alcorn,52,62,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Alcorn_State_athletics_logo.svg/280px-Alcorn_State_athletics_logo.svg.png,3
2025-01-13,V,Alabama A&M,Jackson St.,93,103,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Jackson_State_athletics_logo.svg/320px-Jackson_State_athletics_logo.svg.png,4
2025-01-18,H,Alabama A&M,Alabama St.,65,69,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Alabama_State_Hornets_logo.svg/320px-Alabama_State_Hornets_logo.svg.png,5
2025-01-25,H,Alabama A&M,Texas Southern,78,82,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Texas_Southern_Tigers_logo.svg/254px-Texas_Southern_Tigers_logo.svg.png,6
2025-01-27,H,Alabama A&M,Prairie View,98,82,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Prairie_View_A%26M_Panthers_logo.svg/320px-Prairie_View_A%26M_Panthers_logo.svg.png,7
2025-02-01,V,Alabama A&M,Florida A&M,79,95,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/7/78/FAMU_Rattler.png,8
2025-02-03,V,Alabama A&M,Bethune-Cookman,75,89,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/230px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png,9
2025-02-08,H,Alabama A&M,Southern U.,68,81,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Southern_Jaguars_logo.svg/273px-Southern_Jaguars_logo.svg.png,10
2025-02-10,H,Alabama A&M,Grambling,61,72,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Grambling_State_Tigers_logo.svg/320px-Grambling_State_Tigers_logo.svg.png,11
2025-02-15,V,Alabama A&M,Mississippi Val.,NA,NA,FALSE,FALSE,https://i.imgur.com/TOQFibH.jpg,12
2025-02-17,V,Alabama A&M,Ark.-Pine Bluff,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg/290px-Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg.png,13
2025-02-22,H,Alabama A&M,Bethune-Cookman,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/230px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png,14
2025-02-24,H,Alabama A&M,Florida A&M,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/7/78/FAMU_Rattler.png,15
2025-03-01,V,Alabama A&M,Alabama St.,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Alabama_State_Hornets_logo.svg/320px-Alabama_State_Hornets_logo.svg.png,16
2025-03-06,V,Alabama A&M,Grambling,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Grambling_State_Tigers_logo.svg/320px-Grambling_State_Tigers_logo.svg.png,17
2025-03-08,V,Alabama A&M,Southern U.,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Southern_Jaguars_logo.svg/273px-Southern_Jaguars_logo.svg.png,18
2025-01-04,H,Alabama St.,Mississippi Val.,84,55,FALSE,FALSE,https://i.imgur.com/TOQFibH.jpg,1
2025-01-06,H,Alabama St.,Ark.-Pine Bluff,93,91,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg/290px-Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg.png,2
2025-01-11,V,Alabama St.,Jackson St.,70,77,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Jackson_State_athletics_logo.svg/320px-Jackson_State_athletics_logo.svg.png,3
2025-01-13,V,Alabama St.,Alcorn,65,67,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Alcorn_State_athletics_logo.svg/280px-Alcorn_State_athletics_logo.svg.png,4
2025-01-18,V,Alabama St.,Alabama A&M,69,65,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Alabama_A%26M_Bulldogs_logo.svg/201px-Alabama_A%26M_Bulldogs_logo.svg.png,5
2025-01-25,H,Alabama St.,Prairie View,66,63,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Prairie_View_A%26M_Panthers_logo.svg/320px-Prairie_View_A%26M_Panthers_logo.svg.png,6
2025-01-27,H,Alabama St.,Texas Southern,69,80,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Texas_Southern_Tigers_logo.svg/254px-Texas_Southern_Tigers_logo.svg.png,7
2025-02-01,V,Alabama St.,Bethune-Cookman,64,67,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/230px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png,8
2025-02-03,V,Alabama St.,Florida A&M,67,66,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/7/78/FAMU_Rattler.png,9
2025-02-08,H,Alabama St.,Grambling,67,77,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Grambling_State_Tigers_logo.svg/320px-Grambling_State_Tigers_logo.svg.png,10
2025-02-10,H,Alabama St.,Southern U.,82,81,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Southern_Jaguars_logo.svg/273px-Southern_Jaguars_logo.svg.png,11
2025-02-15,V,Alabama St.,Ark.-Pine Bluff,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg/290px-Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg.png,12
2025-02-17,V,Alabama St.,Mississippi Val.,NA,NA,FALSE,FALSE,https://i.imgur.com/TOQFibH.jpg,13
2025-02-22,H,Alabama St.,Florida A&M,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/7/78/FAMU_Rattler.png,14
2025-02-24,H,Alabama St.,Bethune-Cookman,NA,NA,FALSE,FALSE,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/230px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png,15
