"date","team","opponent","location","team_score","opp_score","score_diff","game_id","opp_game_id","team_conf","opp_conf","year","month","day","season_id","D1","OT","weights","pred_score_diff","wins"
2018-03-10,"New Mexico","San Diego St.","N",75,82,-7,33,31,NA,NA,2018,3,10,"2018-19",2,NA,1,-6.4,0
2017-11-13,"New Mexico St.","Saint Mary's (CA)","V",74,92,-18,1,2,NA,NA,2017,11,13,"2018-19",2,NA,1,-6.1,0
2017-11-17,"New Mexico St.","New Mexico","H",75,56,19,2,2,NA,NA,2017,11,17,"2018-19",2,NA,1,7.3,1
2017-11-22,"New Mexico St.","Colorado St.","H",89,76,13,3,5,NA,NA,2017,11,22,"2018-19",2,NA,1,16.8,1
2017-11-25,"New Mexico St.","UTEP","H",72,63,9,4,4,NA,NA,2017,11,25,"2018-19",2,NA,1,18.2,1
2017-11-30,"New Mexico St.","UTEP","V",80,60,20,5,6,NA,NA,2017,11,30,"2018-19",2,NA,1,11.5,1
2017-12-03,"New Mexico St.","Prairie View","H",69,57,12,6,7,NA,NA,2017,12,3,"2018-19",2,NA,1,20.1,1
2017-12-06,"New Mexico St.","San Diego","H",60,65,-5,7,8,NA,NA,2017,12,6,"2018-19",2,NA,1,10,0
2017-12-09,"New Mexico St.","New Mexico","V",65,62,3,8,9,NA,NA,2017,12,9,"2018-19",2,NA,1,0.6,1
2017-12-16,"New Mexico St.","Illinois","N",74,69,5,9,12,NA,NA,2017,12,16,"2018-19",2,NA,1,2.2,1
2017-12-22,"New Mexico St.","Davidson","N",69,68,1,10,9,NA,NA,2017,12,22,"2018-19",2,NA,1,-1.5,1
2017-12-23,"New Mexico St.","Miami (FL)","N",63,54,9,11,11,NA,NA,2017,12,23,"2018-19",2,NA,1,-3,1
2017-12-25,"New Mexico St.","Southern California","N",72,77,-5,12,13,NA,NA,2017,12,25,"2018-19",2,NA,1,-2.2,0
2017-12-28,"New Mexico St.","UC Irvine","V",65,60,5,13,14,NA,NA,2017,12,28,"2018-19",2,NA,1,4.8,1
2018-01-06,"New Mexico St.","Chicago St.","V",97,60,37,14,16,NA,NA,2018,1,6,"2018-19",2,NA,1,26.1,1
2018-01-11,"New Mexico St.","Grand Canyon","V",70,59,11,15,17,NA,NA,2018,1,11,"2018-19",2,NA,1,2,1
2018-01-13,"New Mexico St.","CSU Bakersfield","V",66,53,13,16,15,NA,NA,2018,1,13,"2018-19",2,NA,1,11.3,1
2018-01-18,"New Mexico St.","Seattle U","H",75,62,13,17,18,NA,NA,2018,1,18,"2018-19",2,NA,1,14.7,1
2018-01-20,"New Mexico St.","Utah Valley","H",86,59,27,18,18,NA,NA,2018,1,20,"2018-19",2,NA,1,6.7,1
2018-01-27,"New Mexico St.","UMKC","V",73,48,25,19,20,NA,NA,2018,1,27,"2018-19",2,NA,1,15,1
2018-02-03,"New Mexico St.","UTRGV","H",90,67,23,20,22,NA,NA,2018,2,3,"2018-19",2,NA,1,19.3,1
2018-02-08,"New Mexico St.","CSU Bakersfield","H",69,43,26,21,21,NA,NA,2018,2,8,"2018-19",2,NA,1,18,1
2018-02-10,"New Mexico St.","Grand Canyon","H",74,70,4,22,25,NA,NA,2018,2,10,"2018-19",2,NA,1,8.7,1
2018-02-15,"New Mexico St.","Utah Valley","V",79,86,-7,23,23,NA,NA,2018,2,15,"2018-19",2,NA,1,0,0
2018-02-17,"New Mexico St.","Seattle U","V",63,73,-10,24,25,NA,NA,2018,2,17,"2018-19",2,1,1,8,0
2018-02-22,"New Mexico St.","Chicago St.","H",78,67,11,25,27,NA,NA,2018,2,22,"2018-19",2,NA,1,32.8,1
2018-02-24,"New Mexico St.","UMKC","H",82,58,24,26,27,NA,NA,2018,2,24,"2018-19",2,NA,1,21.7,1
2018-03-03,"New Mexico St.","UTRGV","V",86,71,15,27,29,NA,NA,2018,3,3,"2018-19",2,NA,1,12.6,1
2018-03-08,"New Mexico St.","Chicago St.","N",97,70,27,28,30,NA,NA,2018,3,8,"2018-19",2,NA,1,29.4,1
2018-03-09,"New Mexico St.","Seattle U","N",84,79,5,29,30,NA,NA,2018,3,9,"2018-19",2,NA,1,11.3,1
2018-03-10,"New Mexico St.","Grand Canyon","N",72,58,14,30,32,NA,NA,2018,3,10,"2018-19",2,NA,1,5.3,1
2018-03-16,"New Mexico St.","Clemson","N",68,79,-11,31,33,NA,NA,2018,3,16,"2018-19",2,NA,1,-6.8,0
2017-11-10,"New Orleans","St. John's (NY)","V",61,77,-16,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-18.9,0
2017-11-13,"New Orleans","Oakland","V",68,87,-19,2,2,NA,NA,2017,11,13,"2018-19",2,NA,1,-9,0
2017-11-21,"New Orleans","Memphis","V",52,63,-11,3,3,NA,NA,2017,11,21,"2018-19",2,NA,1,-10.7,0
2017-11-26,"New Orleans","South Ala.","V",52,55,-3,4,6,NA,NA,2017,11,26,"2018-19",2,NA,1,-5.8,0
2017-11-29,"New Orleans","Houston","V",66,75,-9,5,6,NA,NA,2017,11,29,"2018-19",2,NA,1,-25.3,0
2017-12-13,"New Orleans","SMU","V",66,79,-13,6,11,NA,NA,2017,12,13,"2018-19",2,NA,1,-18,0
2017-12-16,"New Orleans","Louisiana","V",65,87,-22,7,9,NA,NA,2017,12,16,"2018-19",2,NA,1,-18.8,0
2017-12-20,"New Orleans","UAB","V",67,74,-7,8,10,NA,NA,2017,12,20,"2018-19",2,NA,1,-14.9,0
2017-12-28,"New Orleans","Abilene Christian","H",77,74,3,9,10,NA,NA,2017,12,28,"2018-19",2,NA,1,3.7,1
2017-12-30,"New Orleans","Houston Baptist","V",64,57,7,10,12,NA,NA,2017,12,30,"2018-19",2,NA,1,4,1
2018-01-03,"New Orleans","Lamar University","H",72,62,10,11,12,NA,NA,2018,1,3,"2018-19",2,NA,1,-0.2,1
2018-01-06,"New Orleans","McNeese","V",82,75,7,12,11,NA,NA,2018,1,6,"2018-19",2,1,1,-0.5,1
2018-01-10,"New Orleans","SFA","V",68,78,-10,13,13,NA,NA,2018,1,10,"2018-19",2,NA,1,-14.3,0
2018-01-13,"New Orleans","A&M-Corpus Chris","H",61,55,6,14,12,NA,NA,2018,1,13,"2018-19",2,NA,1,6.8,1
2018-01-17,"New Orleans","Central Ark.","H",57,81,-24,15,19,NA,NA,2018,1,17,"2018-19",2,NA,1,0.5,0
2018-01-20,"New Orleans","Incarnate Word","H",74,70,4,16,13,NA,NA,2018,1,20,"2018-19",2,NA,1,12.6,1
2018-01-24,"New Orleans","Northwestern St.","V",73,67,6,17,15,NA,NA,2018,1,24,"2018-19",2,NA,1,8.9,1
2018-01-27,"New Orleans","Incarnate Word","V",68,58,10,18,15,NA,NA,2018,1,27,"2018-19",2,NA,1,5.9,1
2018-01-31,"New Orleans","Northwestern St.","H",82,64,18,19,17,NA,NA,2018,1,31,"2018-19",2,NA,1,15.6,1
2018-02-03,"New Orleans","Nicholls St.","H",64,81,-17,20,19,NA,NA,2018,2,3,"2018-19",2,NA,1,-1.9,0
2018-02-10,"New Orleans","A&M-Corpus Chris","V",62,53,9,21,19,NA,NA,2018,2,10,"2018-19",2,NA,1,0.1,1
2018-02-14,"New Orleans","Southeastern La.","V",64,71,-7,22,24,NA,NA,2018,2,14,"2018-19",2,NA,1,-6.1,0
2018-02-17,"New Orleans","McNeese","H",90,74,16,23,21,NA,NA,2018,2,17,"2018-19",2,NA,1,6.2,1
2018-02-21,"New Orleans","Sam Houston St.","V",54,57,-3,24,25,NA,NA,2018,2,21,"2018-19",2,NA,1,-6.9,0
2018-02-24,"New Orleans","Nicholls St.","V",64,78,-14,25,25,NA,NA,2018,2,24,"2018-19",2,NA,1,-8.5,0
2018-02-28,"New Orleans","Southeastern La.","H",64,68,-4,26,27,NA,NA,2018,2,28,"2018-19",2,NA,1,0.6,0
2018-03-07,"New Orleans","A&M-Corpus Chris","N",83,76,7,27,26,NA,NA,2018,3,7,"2018-19",2,NA,1,3.4,1
2018-03-08,"New Orleans","Sam Houston St.","N",63,85,-22,28,28,NA,NA,2018,3,8,"2018-19",2,NA,1,-3.5,0
2018-03-14,"New Orleans","UTRGV","H",77,74,3,29,31,NA,NA,2018,3,14,"2018-19",2,NA,1,3.4,1
2018-03-19,"New Orleans","Campbell","V",69,71,-2,30,30,NA,NA,2018,3,19,"2018-19",2,NA,1,-5.6,0
2017-11-10,"Niagara","St. Bonaventure","V",77,75,2,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-15.4,1
2017-11-15,"Niagara","Minnesota","V",81,107,-26,2,3,NA,NA,2017,11,15,"2018-19",2,NA,1,-12.5,0
2017-11-19,"Niagara","Massachusetts","V",76,101,-25,3,3,NA,NA,2017,11,19,"2018-19",2,NA,1,-4.5,0
2017-11-21,"Niagara","BYU","V",88,95,-7,4,4,NA,NA,2017,11,21,"2018-19",2,NA,1,-14.6,0
2017-11-24,"Niagara","Alabama A&M","H",96,74,22,5,5,NA,NA,2017,11,24,"2018-19",2,NA,1,21.4,1
2017-11-25,"Niagara","UT Arlington","H",90,95,-5,6,5,NA,NA,2017,11,25,"2018-19",2,NA,1,-3.4,0
2017-11-27,"Niagara","Army West Point","H",77,71,6,7,4,NA,NA,2017,11,27,"2018-19",2,NA,1,6.3,1
2017-11-29,"Niagara","Buffalo","H",87,106,-19,8,6,NA,NA,2017,11,29,"2018-19",2,NA,1,-8.5,0
2017-12-05,"Niagara","New Hampshire","V",78,70,8,9,8,NA,NA,2017,12,5,"2018-19",2,NA,1,0.3,1
2017-12-10,"Niagara","Saint Francis (PA)","H",87,93,-6,10,8,NA,NA,2017,12,10,"2018-19",2,1,1,4,0
2017-12-16,"Niagara","Norfolk St.","V",85,82,3,11,9,NA,NA,2017,12,16,"2018-19",2,NA,1,3.9,1
2017-12-19,"Niagara","Cleveland St.","H",79,77,2,12,9,NA,NA,2017,12,19,"2018-19",2,NA,1,9.6,1
2017-12-23,"Niagara","Cornell","V",89,86,3,13,10,NA,NA,2017,12,23,"2018-19",2,NA,1,0.3,1
2017-12-29,"Niagara","Iona","H",93,98,-5,14,13,NA,NA,2017,12,29,"2018-19",2,1,1,-2.3,0
2017-12-31,"Niagara","Rider","H",76,99,-23,15,14,NA,NA,2017,12,31,"2018-19",2,NA,1,-2.4,0
2018-01-05,"Niagara","Siena","V",84,76,8,16,16,NA,NA,2018,1,5,"2018-19",2,NA,1,2.5,1
2018-01-07,"Niagara","Marist","V",86,70,16,17,15,NA,NA,2018,1,7,"2018-19",2,NA,1,4.6,1
2018-01-12,"Niagara","Monmouth","H",78,77,1,18,16,NA,NA,2018,1,12,"2018-19",2,NA,1,0.8,1
2018-01-14,"Niagara","Saint Peter's","H",73,70,3,19,17,NA,NA,2018,1,14,"2018-19",2,NA,1,3.6,1
2018-01-18,"Niagara","Quinnipiac","V",81,73,8,20,19,NA,NA,2018,1,18,"2018-19",2,NA,1,1.1,1
2018-01-20,"Niagara","Fairfield","V",85,104,-19,21,18,NA,NA,2018,1,20,"2018-19",2,NA,1,-3,0
2018-01-24,"Niagara","Manhattan","H",72,63,9,22,21,NA,NA,2018,1,24,"2018-19",2,NA,1,3.6,1
2018-01-27,"Niagara","Canisius","V",105,89,16,23,22,NA,NA,2018,1,27,"2018-19",2,NA,1,-8.7,1
2018-02-02,"Niagara","Saint Peter's","V",52,58,-6,24,22,NA,NA,2018,2,2,"2018-19",2,NA,1,-3.1,0
2018-02-04,"Niagara","Monmouth","V",96,91,5,25,23,NA,NA,2018,2,4,"2018-19",2,NA,1,-5.9,1
2018-02-08,"Niagara","Quinnipiac","H",95,76,19,26,25,NA,NA,2018,2,8,"2018-19",2,NA,1,7.8,1
2018-02-10,"Niagara","Fairfield","H",95,83,12,27,24,NA,NA,2018,2,10,"2018-19",2,NA,1,3.7,1
2018-02-16,"Niagara","Iona","V",85,84,1,28,28,NA,NA,2018,2,16,"2018-19",2,NA,1,-9,1
2018-02-18,"Niagara","Manhattan","V",72,82,-10,29,28,NA,NA,2018,2,18,"2018-19",2,NA,1,-3.1,0
2018-02-21,"Niagara","Canisius","H",88,95,-7,30,30,NA,NA,2018,2,21,"2018-19",2,NA,1,-2,0
2018-02-23,"Niagara","Marist","H",100,76,24,31,29,NA,NA,2018,2,23,"2018-19",2,NA,1,11.3,1
2018-03-03,"Niagara","Fairfield","N",77,90,-13,32,31,NA,NA,2018,3,3,"2018-19",2,NA,1,0.3,0
2018-03-14,"Niagara","Eastern Mich.","V",65,83,-18,33,30,NA,NA,2018,3,14,"2018-19",2,NA,1,-7.6,0
2017-11-10,"Nicholls St.","UTRGV","V",111,106,5,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,1.9,1
2017-11-14,"Nicholls St.","Villanova","V",77,113,-36,2,2,NA,NA,2017,11,14,"2018-19",2,NA,1,-29.8,0
2017-11-19,"Nicholls St.","Western Ky.","V",86,100,-14,3,2,NA,NA,2017,11,19,"2018-19",2,NA,1,-15.9,0
2017-11-23,"Nicholls St.","Presbyterian","N",76,64,12,4,5,NA,NA,2017,11,23,"2018-19",2,NA,1,11.3,1
2017-11-24,"Nicholls St.","UMBC","V",88,89,-1,5,5,NA,NA,2017,11,24,"2018-19",2,NA,1,-4.1,0
2017-12-01,"Nicholls St.","Louisiana","H",80,105,-25,6,7,NA,NA,2017,12,1,"2018-19",2,NA,1,-6.9,0
2017-12-03,"Nicholls St.","Idaho","H",68,79,-11,7,6,NA,NA,2017,12,3,"2018-19",2,NA,1,-0.2,0
2017-12-18,"Nicholls St.","Tulane","V",69,76,-7,8,11,NA,NA,2017,12,18,"2018-19",2,NA,1,-5.3,0
2017-12-23,"Nicholls St.","Seattle U","V",89,95,-6,9,12,NA,NA,2017,12,23,"2018-19",2,NA,1,-2.7,0
2017-12-28,"Nicholls St.","Northwestern St.","H",87,46,41,10,8,NA,NA,2017,12,28,"2018-19",2,NA,1,20.8,1
2017-12-30,"Nicholls St.","Incarnate Word","H",77,60,17,11,8,NA,NA,2017,12,30,"2018-19",2,NA,1,17.8,1
2018-01-03,"Nicholls St.","SFA","V",64,81,-17,12,11,NA,NA,2018,1,3,"2018-19",2,NA,1,-9.1,0
2018-01-06,"Nicholls St.","Houston Baptist","V",72,71,1,13,13,NA,NA,2018,1,6,"2018-19",2,NA,1,9.2,1
2018-01-10,"Nicholls St.","McNeese","H",85,80,5,14,12,NA,NA,2018,1,10,"2018-19",2,NA,1,11.4,1
2018-01-13,"Nicholls St.","Central Ark.","H",86,79,7,15,18,NA,NA,2018,1,13,"2018-19",2,NA,1,5.7,1
2018-01-16,"Nicholls St.","A&M-Corpus Chris","H",91,61,30,16,13,NA,NA,2018,1,16,"2018-19",2,NA,1,12,1
2018-01-24,"Nicholls St.","Lamar University","V",79,74,5,17,17,NA,NA,2018,1,24,"2018-19",2,NA,1,-1.7,1
2018-01-27,"Nicholls St.","Southeastern La.","H",63,67,-4,18,19,NA,NA,2018,1,27,"2018-19",2,NA,1,5.8,0
2018-02-03,"Nicholls St.","New Orleans","V",81,64,17,19,20,NA,NA,2018,2,3,"2018-19",2,NA,1,1.9,1
2018-02-07,"Nicholls St.","Abilene Christian","V",69,65,4,20,21,NA,NA,2018,2,7,"2018-19",2,NA,1,2.2,1
2018-02-10,"Nicholls St.","Houston Baptist","H",94,67,27,21,22,NA,NA,2018,2,10,"2018-19",2,NA,1,15.9,1
2018-02-14,"Nicholls St.","Sam Houston St.","H",73,72,1,22,23,NA,NA,2018,2,14,"2018-19",2,NA,1,5,1
2018-02-17,"Nicholls St.","Central Ark.","V",87,83,4,23,26,NA,NA,2018,2,17,"2018-19",2,NA,1,-1,1
2018-02-21,"Nicholls St.","McNeese","V",96,79,17,24,22,NA,NA,2018,2,21,"2018-19",2,NA,1,4.7,1
2018-02-24,"Nicholls St.","New Orleans","H",78,64,14,25,25,NA,NA,2018,2,24,"2018-19",2,NA,1,8.5,1
2018-02-28,"Nicholls St.","Northwestern St.","V",73,70,3,26,24,NA,NA,2018,2,28,"2018-19",2,NA,1,14.1,1
2018-03-03,"Nicholls St.","Southeastern La.","V",57,69,-12,27,28,NA,NA,2018,3,3,"2018-19",2,NA,1,-0.9,0
2018-03-09,"Nicholls St.","SFA","N",66,78,-12,28,29,NA,NA,2018,3,9,"2018-19",2,NA,1,-5.8,0
2017-11-10,"Norfolk St.","Auburn","V",74,102,-28,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-29,0
2017-11-18,"Norfolk St.","San Diego","V",62,71,-9,2,3,NA,NA,2017,11,18,"2018-19",2,NA,1,-16.6,0
2017-11-20,"Norfolk St.","Grand Canyon","V",60,85,-25,3,4,NA,NA,2017,11,20,"2018-19",2,NA,1,-18,0
2017-11-24,"Norfolk St.","Robert Morris","N",53,75,-22,4,5,NA,NA,2017,11,24,"2018-19",2,NA,1,-4.9,0
2017-11-26,"Norfolk St.","Little Rock","V",55,70,-15,5,5,NA,NA,2017,11,26,"2018-19",2,NA,1,-5.1,0
2017-11-29,"Norfolk St.","Kent St.","H",70,79,-9,6,6,NA,NA,2017,11,29,"2018-19",2,NA,1,-4.2,0
2017-12-02,"Norfolk St.","Bowling Green","H",77,92,-15,7,8,NA,NA,2017,12,2,"2018-19",2,NA,1,-2,0
2017-12-09,"Norfolk St.","Loyola Chicago","V",52,80,-28,8,10,NA,NA,2017,12,9,"2018-19",2,NA,1,-24.7,0
2017-12-16,"Norfolk St.","Niagara","H",82,85,-3,9,11,NA,NA,2017,12,16,"2018-19",2,NA,1,-3.9,0
2017-12-18,"Norfolk St.","Eastern Ky.","V",66,83,-17,10,10,NA,NA,2017,12,18,"2018-19",2,NA,1,-5.1,0
2017-12-22,"Norfolk St.","Old Dominion","V",50,61,-11,11,12,NA,NA,2017,12,22,"2018-19",2,NA,1,-23.5,0
2017-12-30,"Norfolk St.","Stony Brook","V",74,68,6,12,13,NA,NA,2017,12,30,"2018-19",2,NA,1,-10.3,1
2018-01-03,"Norfolk St.","Coppin St.","H",75,67,8,13,16,NA,NA,2018,1,3,"2018-19",2,NA,1,11.3,1
2018-01-08,"Norfolk St.","N.C. Central","V",63,64,-1,14,13,NA,NA,2018,1,8,"2018-19",2,NA,1,-3.2,0
2018-01-18,"Norfolk St.","N.C. A&T","V",68,71,-3,15,17,NA,NA,2018,1,18,"2018-19",2,NA,1,-3.9,0
2018-01-20,"Norfolk St.","South Carolina St.","V",78,54,24,16,18,NA,NA,2018,1,20,"2018-19",2,NA,1,3.8,1
2018-01-22,"Norfolk St.","Savannah St.","V",99,104,-5,17,19,NA,NA,2018,1,22,"2018-19",2,1,1,-0.8,0
2018-01-27,"Norfolk St.","Bethune-Cookman","H",71,70,1,18,19,NA,NA,2018,1,27,"2018-19",2,NA,1,2.4,1
2018-01-29,"Norfolk St.","Florida A&M","H",80,71,9,19,22,NA,NA,2018,1,29,"2018-19",2,NA,1,9.1,1
2018-02-03,"Norfolk St.","Morgan St.","H",76,65,11,20,20,NA,NA,2018,2,3,"2018-19",2,NA,1,4.9,1
2018-02-05,"Norfolk St.","Bethune-Cookman","V",83,79,4,21,22,NA,NA,2018,2,5,"2018-19",2,NA,1,-4.3,1
2018-02-10,"Norfolk St.","Hampton","V",52,82,-30,22,23,NA,NA,2018,2,10,"2018-19",2,NA,1,-6.8,0
2018-02-12,"Norfolk St.","Delaware St.","H",93,58,35,23,24,NA,NA,2018,2,12,"2018-19",2,NA,1,15,1
2018-02-17,"Norfolk St.","Savannah St.","H",85,77,8,24,25,NA,NA,2018,2,17,"2018-19",2,NA,1,5.9,1
2018-02-19,"Norfolk St.","South Carolina St.","H",76,62,14,25,26,NA,NA,2018,2,19,"2018-19",2,NA,1,10.5,1
2018-02-24,"Norfolk St.","UMES","V",74,63,11,26,28,NA,NA,2018,2,24,"2018-19",2,NA,1,8.2,1
2018-02-26,"Norfolk St.","Howard","V",79,74,5,27,29,NA,NA,2018,2,26,"2018-19",2,NA,1,0.5,1
2018-03-01,"Norfolk St.","Hampton","H",71,74,-3,28,28,NA,NA,2018,3,1,"2018-19",2,NA,1,-0.1,0
2018-03-05,"Norfolk St.","UMES","N",78,68,10,29,30,NA,NA,2018,3,5,"2018-19",2,NA,1,11.5,1
2018-03-08,"Norfolk St.","N.C. A&T","N",64,70,-6,30,31,NA,NA,2018,3,8,"2018-19",2,NA,1,-0.5,0
2017-11-10,"North Carolina","UNI","H",86,69,17,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,18.7,1
2017-11-15,"North Carolina","Bucknell","H",93,81,12,2,3,NA,NA,2017,11,15,"2018-19",2,NA,1,16.6,1
2017-11-20,"North Carolina","Stanford","V",96,72,24,3,5,NA,NA,2017,11,20,"2018-19",2,NA,1,9,1
2017-11-23,"North Carolina","Portland","N",102,78,24,4,2,NA,NA,2017,11,23,"2018-19",2,NA,1,26,1
2017-11-24,"North Carolina","Arkansas","N",87,68,19,5,5,NA,NA,2017,11,24,"2018-19",2,NA,1,5.7,1
2017-11-26,"North Carolina","Michigan St.","N",45,63,-18,6,6,NA,NA,2017,11,26,"2018-19",2,NA,1,-2,0
2017-11-29,"North Carolina","Michigan","H",86,71,15,7,7,NA,NA,2017,11,29,"2018-19",2,NA,1,4.4,1
2017-12-01,"North Carolina","Davidson","V",85,75,10,8,6,NA,NA,2017,12,1,"2018-19",2,NA,1,4.9,1
2017-12-03,"North Carolina","Tulane","H",97,73,24,9,8,NA,NA,2017,12,3,"2018-19",2,NA,1,21.8,1
2017-12-06,"North Carolina","Western Caro.","H",104,61,43,10,9,NA,NA,2017,12,6,"2018-19",2,NA,1,32.8,1
2017-12-17,"North Carolina","Tennessee","V",78,73,5,11,9,NA,NA,2017,12,17,"2018-19",2,NA,1,-1.5,1
2017-12-20,"North Carolina","Wofford","H",75,79,-4,12,9,NA,NA,2017,12,20,"2018-19",2,NA,1,22.5,0
2017-12-23,"North Carolina","Ohio St.","N",86,72,14,13,14,NA,NA,2017,12,23,"2018-19",2,NA,1,2.9,1
2017-12-30,"North Carolina","Wake Forest","H",73,69,4,14,13,NA,NA,2017,12,30,"2018-19",2,NA,1,15.6,1
2018-01-03,"North Carolina","Florida St.","V",80,81,-1,15,14,NA,NA,2018,1,3,"2018-19",2,NA,1,1,0
2018-01-06,"North Carolina","Virginia","V",49,61,-12,16,15,NA,NA,2018,1,6,"2018-19",2,NA,1,-5.3,0
2018-01-09,"North Carolina","Boston College","H",96,66,30,17,17,NA,NA,2018,1,9,"2018-19",2,NA,1,14.1,1
2018-01-13,"North Carolina","Notre Dame","V",69,68,1,18,17,NA,NA,2018,1,13,"2018-19",2,NA,1,3,1
2018-01-16,"North Carolina","Clemson","H",87,79,8,19,18,NA,NA,2018,1,16,"2018-19",2,NA,1,6.3,1
2018-01-20,"North Carolina","Georgia Tech","H",80,66,14,20,19,NA,NA,2018,1,20,"2018-19",2,NA,1,18.2,1
2018-01-22,"North Carolina","Virginia Tech","V",69,80,-11,21,20,NA,NA,2018,1,22,"2018-19",2,NA,1,2.5,0
2018-01-27,"North Carolina","North Carolina St.","H",91,95,-4,22,22,NA,NA,2018,1,27,"2018-19",2,1,1,10.8,0
2018-01-30,"North Carolina","Clemson","V",78,82,-4,23,22,NA,NA,2018,1,30,"2018-19",2,NA,1,-0.4,0
2018-02-03,"North Carolina","Pittsburgh","H",96,65,31,24,24,NA,NA,2018,2,3,"2018-19",2,NA,1,25.4,1
2018-02-08,"North Carolina","Duke","H",82,78,4,25,24,NA,NA,2018,2,8,"2018-19",2,NA,1,-1.3,1
2018-02-10,"North Carolina","North Carolina St.","V",96,89,7,26,25,NA,NA,2018,2,10,"2018-19",2,NA,1,4.1,1
2018-02-12,"North Carolina","Notre Dame","H",83,66,17,27,25,NA,NA,2018,2,12,"2018-19",2,NA,1,9.7,1
2018-02-17,"North Carolina","Louisville","V",93,76,17,28,27,NA,NA,2018,2,17,"2018-19",2,NA,1,3,1
2018-02-21,"North Carolina","Syracuse","V",78,74,4,29,28,NA,NA,2018,2,21,"2018-19",2,NA,1,4.2,1
2018-02-27,"North Carolina","Miami (FL)","H",88,91,-3,30,29,NA,NA,2018,2,27,"2018-19",2,NA,1,10.1,0
2018-03-03,"North Carolina","Duke","V",64,74,-10,31,31,NA,NA,2018,3,3,"2018-19",2,NA,1,-8,0
2018-03-07,"North Carolina","Syracuse","N",78,59,19,32,33,NA,NA,2018,3,7,"2018-19",2,NA,1,7.5,1
2018-03-08,"North Carolina","Miami (FL)","N",82,65,17,33,31,NA,NA,2018,3,8,"2018-19",2,NA,1,6.7,1
2018-03-09,"North Carolina","Duke","N",74,69,5,34,33,NA,NA,2018,3,9,"2018-19",2,NA,1,-4.6,1
2018-03-10,"North Carolina","Virginia","N",63,71,-8,35,33,NA,NA,2018,3,10,"2018-19",2,NA,1,-2,0
2018-03-16,"North Carolina","Lipscomb","N",84,66,18,36,30,NA,NA,2018,3,16,"2018-19",2,NA,1,19.5,1
2018-03-18,"North Carolina","Texas A&M","N",65,86,-21,37,34,NA,NA,2018,3,18,"2018-19",2,NA,1,5,0
2017-11-10,"North Dakota","Troy","N",83,80,3,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-6,1
2017-11-12,"North Dakota","Hawaii","V",78,81,-3,2,2,NA,NA,2017,11,12,"2018-19",2,NA,1,-7.2,0
2017-11-13,"North Dakota","Ark.-Pine Bluff","N",80,71,9,3,3,NA,NA,2017,11,13,"2018-19",2,NA,1,6.1,1
2017-11-19,"North Dakota","Nebraska","V",70,92,-22,4,4,NA,NA,2017,11,19,"2018-19",2,NA,1,-19.3,0
2017-11-25,"North Dakota","Utah Valley","H",75,83,-8,5,5,NA,NA,2017,11,25,"2018-19",2,1,1,-8.7,0
2017-12-05,"North Dakota","Creighton","V",68,111,-43,6,8,NA,NA,2017,12,5,"2018-19",2,NA,1,-24.5,0
2017-12-09,"North Dakota","North Dakota St.","H",79,88,-9,7,9,NA,NA,2017,12,9,"2018-19",2,NA,1,-2.3,0
2017-12-12,"North Dakota","South Dakota St.","V",63,99,-36,8,10,NA,NA,2017,12,12,"2018-19",2,NA,1,-17.1,0
2017-12-16,"North Dakota","Gonzaga","V",83,89,-6,9,11,NA,NA,2017,12,16,"2018-19",2,1,1,-27.3,0
2017-12-29,"North Dakota","Idaho","H",57,74,-17,10,11,NA,NA,2017,12,29,"2018-19",2,NA,1,-5,0
2017-12-31,"North Dakota","Eastern Wash.","H",64,77,-13,11,13,NA,NA,2017,12,31,"2018-19",2,NA,1,-4.5,0
2018-01-04,"North Dakota","Montana","V",79,109,-30,12,13,NA,NA,2018,1,4,"2018-19",2,NA,1,-16.9,0
2018-01-06,"North Dakota","Montana St.","V",68,79,-11,13,15,NA,NA,2018,1,6,"2018-19",2,NA,1,-2.3,0
2018-01-11,"North Dakota","Idaho St.","H",81,58,23,14,13,NA,NA,2018,1,11,"2018-19",2,NA,1,1.6,1
2018-01-13,"North Dakota","Weber St.","H",89,79,10,15,14,NA,NA,2018,1,13,"2018-19",2,NA,1,-3.8,1
2018-01-16,"North Dakota","North Dakota St.","V",86,77,9,16,17,NA,NA,2018,1,16,"2018-19",2,NA,1,-9,1
2018-01-20,"North Dakota","Northern Colo.","V",91,94,-3,17,17,NA,NA,2018,1,20,"2018-19",2,1,1,-14.2,0
2018-01-25,"North Dakota","Eastern Wash.","V",71,95,-24,18,19,NA,NA,2018,1,25,"2018-19",2,NA,1,-11.2,0
2018-01-27,"North Dakota","Idaho","V",71,96,-25,19,19,NA,NA,2018,1,27,"2018-19",2,NA,1,-11.7,0
2018-02-01,"North Dakota","Montana St.","H",75,74,1,20,21,NA,NA,2018,2,1,"2018-19",2,NA,1,4.4,1
2018-02-03,"North Dakota","Montana","H",67,72,-5,21,21,NA,NA,2018,2,3,"2018-19",2,NA,1,-10.2,0
