"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2017,11,13,"A&M-Corpus Chris","Baylor","V",46,70,NA,2
2017,11,15,"A&M-Corpus Chris","UTRGV","H",75,82,1,2
2017,11,19,"A&M-Corpus Chris","Georgia","V",NA,NA,NA,2
2017,11,24,"A&M-Corpus Chris","UTSA","V",NA,NA,NA,2
2017,11,29,"A&M-Corpus Chris","Texas St.","V",NA,NA,NA,2
2017,12,6,"A&M-Corpus Chris","UTRGV","V",NA,NA,NA,2
2017,12,19,"A&M-Corpus Chris","Ole Miss","V",NA,NA,NA,2
2017,12,28,"A&M-Corpus Chris","Central Ark.","V",NA,NA,NA,2
2017,12,30,"A&M-Corpus Chris","Lamar University","H",NA,NA,NA,2
2018,1,3,"A&M-Corpus Chris","Northwestern St.","H",NA,NA,NA,2
2018,1,10,"A&M-Corpus Chris","Sam Houston St.","H",NA,NA,NA,2
2018,1,13,"A&M-Corpus Chris","New Orleans","V",NA,NA,NA,2
2018,1,16,"A&M-Corpus Chris","Nicholls St.","V",NA,NA,NA,2
2018,1,24,"A&M-Corpus Chris","Abilene Christian","H",NA,NA,NA,2
2018,1,27,"A&M-Corpus Chris","Houston Baptist","H",NA,NA,NA,2
2018,1,31,"A&M-Corpus Chris","Southeastern La.","V",NA,NA,NA,2
2018,2,3,"A&M-Corpus Chris","Incarnate Word","V",NA,NA,NA,2
2018,2,7,"A&M-Corpus Chris","Sam Houston St.","V",NA,NA,NA,2
2018,2,10,"A&M-Corpus Chris","New Orleans","H",NA,NA,NA,2
2018,2,14,"A&M-Corpus Chris","SFA","H",NA,NA,NA,2
2018,2,17,"A&M-Corpus Chris","Lamar University","V",NA,NA,NA,2
2018,2,21,"A&M-Corpus Chris","Abilene Christian","V",NA,NA,NA,2
2018,2,24,"A&M-Corpus Chris","Incarnate Word","H",NA,NA,NA,2
2018,2,28,"A&M-Corpus Chris","McNeese","H",NA,NA,NA,2
2018,3,3,"A&M-Corpus Chris","Houston Baptist","V",NA,NA,NA,2
2017,11,13,"Abilene Christian","Arkansas St.","V",69,83,NA,2
2017,11,20,"Abilene Christian","Lipscomb","H",NA,NA,NA,2
2017,11,24,"Abilene Christian","Campbell","V",NA,NA,NA,2
2017,11,25,"Abilene Christian","USC Upstate","H",NA,NA,NA,2
2017,11,26,"Abilene Christian","Bowling Green","H",NA,NA,NA,2
2017,12,6,"Abilene Christian","Air Force","V",NA,NA,NA,2
2017,12,9,"Abilene Christian","Texas St.","H",NA,NA,NA,2
2017,12,17,"Abilene Christian","Lipscomb","V",NA,NA,NA,2
2017,12,22,"Abilene Christian","Texas Tech","V",NA,NA,NA,2
2017,12,28,"Abilene Christian","New Orleans","V",NA,NA,NA,2
2017,12,30,"Abilene Christian","Sam Houston St.","H",NA,NA,NA,2
2018,1,3,"Abilene Christian","McNeese","H",NA,NA,NA,2
2018,1,6,"Abilene Christian","Southeastern La.","H",NA,NA,NA,2
2018,1,10,"Abilene Christian","Houston Baptist","V",NA,NA,NA,2
2018,1,13,"Abilene Christian","Northwestern St.","V",NA,NA,NA,2
2018,1,17,"Abilene Christian","SFA","H",NA,NA,NA,2
2018,1,20,"Abilene Christian","Central Ark.","V",NA,NA,NA,2
2018,1,24,"Abilene Christian","A&M-Corpus Chris","V",NA,NA,NA,2
2018,1,31,"Abilene Christian","Lamar University","H",NA,NA,NA,2
2018,2,3,"Abilene Christian","Sam Houston St.","V",NA,NA,NA,2
2018,2,7,"Abilene Christian","Nicholls St.","H",NA,NA,NA,2
2018,2,10,"Abilene Christian","Incarnate Word","H",NA,NA,NA,2
2018,2,17,"Abilene Christian","Southeastern La.","V",NA,NA,NA,2
2018,2,21,"Abilene Christian","A&M-Corpus Chris","H",NA,NA,NA,2
2018,2,24,"Abilene Christian","Central Ark.","H",NA,NA,NA,2
2018,2,28,"Abilene Christian","SFA","V",NA,NA,NA,2
2018,3,3,"Abilene Christian","Incarnate Word","V",NA,NA,NA,2
2017,11,12,"Air Force","Texas St.","H",65,57,NA,2
2017,11,14,"Air Force","Canisius","H",93,79,NA,2
2017,11,20,"Air Force","Ark.-Pine Bluff","H",NA,NA,NA,2
2017,11,21,"Air Force","Pacific","H",NA,NA,NA,2
2017,11,26,"Air Force","Colorado","V",NA,NA,NA,2
2017,11,29,"Air Force","Indiana St.","V",NA,NA,NA,2
2017,12,2,"Air Force","Denver","V",NA,NA,NA,2
2017,12,6,"Air Force","Abilene Christian","H",NA,NA,NA,2
2017,12,8,"Air Force","UC Riverside","V",NA,NA,NA,2
2017,12,17,"Air Force","Army West Point","H",NA,NA,NA,2
2017,12,27,"Air Force","New Mexico","V",NA,NA,NA,2
2017,12,30,"Air Force","Fresno St.","V",NA,NA,NA,2
2018,1,6,"Air Force","Nevada","H",NA,NA,NA,2
2018,1,10,"Air Force","UNLV","H",NA,NA,NA,2
2018,1,13,"Air Force","San Jose St.","V",NA,NA,NA,2
2018,1,17,"Air Force","Colorado St.","V",NA,NA,NA,2
2018,1,20,"Air Force","Fresno St.","H",NA,NA,NA,2
2018,1,24,"Air Force","Utah St.","V",NA,NA,NA,2
2018,1,27,"Air Force","Boise St.","H",NA,NA,NA,2
2018,2,3,"Air Force","San Diego St.","V",NA,NA,NA,2
2018,2,6,"Air Force","Colorado St.","H",NA,NA,NA,2
2018,2,10,"Air Force","New Mexico","H",NA,NA,NA,2
2018,2,14,"Air Force","UNLV","V",NA,NA,NA,2
2018,2,17,"Air Force","Boise St.","V",NA,NA,NA,2
2018,2,21,"Air Force","San Diego St.","H",NA,NA,NA,2
2018,2,24,"Air Force","Utah St.","H",NA,NA,NA,2
2018,2,28,"Air Force","Wyoming","V",NA,NA,NA,2
