team,conference,off_coeff,def_coeff,yusag_coeff
Indiana,Big 10,3.68098740954222,7.99014007395443,11.6711274834966
VCU,A-10,1.39677188632963,10.2449199641514,11.641691850481
Penn St.,Big 10,4.34514379898253,7.29118161809551,11.636325417078
Ole Miss,SEC,7.23638211647223,4.02581905790882,11.2622011743811
Minnesota,Big 10,4.78675918749326,6.47527405151189,11.2620332390052
Utah St.,MWC,6.3896343492794,4.57046197972767,10.9600963290071
Washington,Pac 12,0.562708465117899,10.2807240699214,10.8434325350393
Arkansas,SEC,7.48738388386337,3.17339786008827,10.6607817439517
Creighton,Big East,7.51305192424909,3.07894101316799,10.5919929374171
Belmont,OVC,11.7839038679253,-1.22753227296117,10.5563715949642
New Mexico St.,WAC,4.20718296286861,6.31300034023648,10.520183303105
Lipscomb,A-Sun,10.6403563122196,-0.233043333736333,10.4073129784833
Murray St.,OVC,6.84300090587655,2.99156023195258,9.83456113782913
Memphis,AAC,11.3195695036614,-1.981664516496,9.33790498716536
Seton Hall,Big East,5.25079952365506,3.90864531724726,9.15944484090234
Arizona St.,Pac 12,7.42166059250217,1.52650386814838,8.94816446065035
Furman,Southern,2.56245400607138,6.37649593597421,8.9389499420456
Dayton,A-10,2.80501476430684,6.11947008583068,8.92448485013753
Alabama,SEC,4.12800306887645,4.7400023295227,8.8680053983992
Toledo,MAC,3.91109466656086,4.72712593896912,8.63822060552994
Colorado,Pac 12,2.19548133454602,6.43638273198749,8.63186406653351
Xavier,Big East,2.52531444507273,6.00647081331191,8.53178525838466
Miami (FL),ACC,3.50517562088053,4.50203883663134,8.00721445751192
South Carolina,SEC,5.27438317664367,2.68345961362458,7.95784279026826
Northwestern,Big 10,-1.87303592277563,9.78498998742423,7.91195406464858
Missouri,SEC,-0.597418775912654,8.49177359640754,7.89435482049492
Wichita St.,AAC,1.95821228611105,5.87905394685001,7.83726623296107
Temple,AAC,5.50232062837448,2.20462499605064,7.70694562442513
Fresno St.,MWC,3.42882229153718,4.12867242985132,7.55749472138858
Butler,Big East,3.144777374703,4.31024435026136,7.45502172496439
San Francisco,WCC,4.36131535384152,3.03778261142113,7.39909796526263
Rutgers,Big 10,1.42495496012711,5.9458681458864,7.37082310601351
Providence,Big East,1.544289319575,5.62092662553274,7.16521594510774
Illinois,Big 10,7.0448960536169,0.11568401951439,7.16058007313129
St. John's (NY),Big East,7.39402960484934,-0.292256175694802,7.10177342915461
Southern California,Pac 12,6.69183739693488,0.377187912514101,7.06902530944899
Oklahoma St.,Big 12,2.08864293773948,4.7405611830089,6.82920412074836
South Dakota St.,Summit,9.92937981304436,-3.13335511827469,6.79602469476967
Yale,Ivy,8.49356264610609,-1.82779462858217,6.66576801752395
Oregon St.,Pac 12,3.59809405112456,3.03268683913544,6.63078089026
UC Irvine,Big West,0.428631214922142,6.17239957859227,6.60103079351439
Liberty,A-Sun,-2.76380432296393,9.36315963974497,6.59935531678103
San Diego,WCC,1.62752483197288,4.95738894439202,6.58491377636486
Texas A&M,SEC,1.70489514879275,4.76313934918639,6.46803449797917
Pittsburgh,ACC,0.679978163962829,5.63555635955206,6.31553452351491
Notre Dame,ACC,0.373581789701928,5.90086766479137,6.27444945449329
Arizona,Pac 12,0.42018025729748,5.85189323654479,6.27207349384224
ETSU,Southern,3.82817083397789,2.35224968018275,6.18042051416051
Vermont,Am. East,-0.0485931208489756,6.18757210233032,6.13897898148133
Georgetown,Big East,9.66231894588817,-3.7958118646117,5.8665070812765
Davidson,A-10,-0.522406059231532,6.38419848636829,5.8617924271368
West Virginia,Big 12,7.5281475919124,-1.7242092302576,5.80393836165481
UConn,AAC,4.16561380582377,1.46750332062729,5.63311712645107
BYU,WCC,9.11860462435278,-3.50109908008377,5.61750554426904
South Fla.,AAC,-0.0972899911948062,5.58271859157707,5.48542860038223
Utah,Pac 12,6.35084742487448,-0.907290746215698,5.44355667865879
Hofstra,CAA,9.49222697312104,-4.06283746743813,5.42938950568288
Northern Ky.,Horizon,3.99538901542684,1.37720626300252,5.37259527842931
SMU,AAC,2.56848579416102,2.71002627595807,5.2785120701192
Bowling Green,MAC,5.94392366732917,-0.686179666034773,5.2577440012944
Georgia Tech,ACC,-2.3985954321072,7.63168767001145,5.2330922379042
UCLA,Pac 12,8.95966649427571,-3.73780240561588,5.22186408865984
UNC Greensboro,Southern,0.667561632191269,4.53197456733165,5.19953619952294
Stanford,Pac 12,2.06850951034903,3.00211933684544,5.07062884719447
DePaul,Big East,7.99928810296464,-3.14795438415333,4.85133371881115
Ga. Southern,Sunbelt,8.21676282583267,-3.47299664238624,4.74376618344643
Northeastern,CAA,2.89889399473272,1.67996658043461,4.57886057516735
Boston College,ACC,2.68387713739436,1.84201708864654,4.52589422604092
Saint Louis,A-10,-3.18863901123934,7.6992781408642,4.51063912962485
Utah Valley,WAC,3.80891080253294,0.570118113697347,4.37902891623018
San Diego St.,MWC,-1.73854075588426,6.0464898677537,4.30794911186942
Grand Canyon,WAC,2.37966839816974,1.90866738762587,4.28833578579557
Georgia,SEC,1.97253011028593,2.19646206041868,4.16899217070458
Tulsa,AAC,2.19404922272434,1.95881635007406,4.15286557279838
Akron,MAC,-5.2940447501414,9.26338624138144,3.96934149124002
Wright St.,Horizon,-0.876432299367442,4.84286421281797,3.96643191345054
Southern Miss.,C-USA,-1.09020332650957,5.03843619141144,3.94823286490182
St. Bonaventure,A-10,-4.34928638891807,8.13112434681262,3.78183795789457
Old Dominion,C-USA,-5.71410744194009,9.41726167667192,3.70315423473188
Harvard,Ivy,0.692430973989817,2.96498634354804,3.65741731753787
Western Ky.,C-USA,1.24756381469869,2.39013611833183,3.63769993303057
Jacksonville St.,OVC,1.14403713349274,2.49348336655322,3.63752050004594
Central Mich.,MAC,8.67880038685333,-5.1668077558081,3.51199263104515
Loyola Chicago,MVC,-5.67691780940319,9.04711338551297,3.37019557610969
Boise St.,MWC,0.632646028706223,2.64537042303623,3.27801645174244
Georgia St.,Sunbelt,3.9563821924467,-0.759668111103511,3.1967140813432
Ball St.,MAC,2.76727011333234,0.272405909735118,3.03967602306743
Loyola Marymount,WCC,-6.17807346969456,9.21519990373006,3.03712643403544
Radford,Big South,-0.22078034741349,3.22386114857524,3.00308080116173
Penn,Ivy,-0.498048172940413,3.4564874542588,2.95843928131837
Colgate,Patriot,2.56803523083766,0.382611762337938,2.95064699317562
Montana,Big Sky,1.08690582838562,1.82254892950653,2.90945475789211
Northern Ill.,MAC,1.10577024824362,1.64014711239391,2.74591736063751
Drake,MVC,3.78297968911297,-1.13070858543763,2.65227110367533
Austin Peay,OVC,5.36529590018564,-2.78809997180726,2.57719592837839
Col. of Charleston,CAA,-0.262172112854554,2.80224980643368,2.54007769357908
Rhode Island,A-10,0.147178953308558,2.39054531024004,2.53772426354864
Miami (OH),MAC,-1.29182758574481,3.68240102094149,2.39057343519666
Texas St.,Sunbelt,-4.28983231674415,6.52974066994082,2.23990835319667
Vanderbilt,SEC,-1.3151974692244,3.36687642787462,2.05167895865024
Kent St.,MAC,3.23776929788832,-1.21499190549618,2.02277739239212
Eastern Mich.,MAC,-4.06000052635053,5.9982875311339,1.93828700478335
La.-Monroe,Sunbelt,4.97943851187672,-3.12731580716268,1.85212270471406
Bucknell,Patriot,4.20988539242349,-2.3597440929549802,1.85014129946856
UTSA,C-USA,6.51790502523224,-4.7076881136028,1.81021691162943
Pepperdine,WCC,5.08677931374276,-3.53420537129592,1.55257394244684
Louisiana Tech,C-USA,-1.80850960508283,3.20598717569413,1.39747757061137
Samford,Southern,4.47917933630168,-3.19081361155705,1.28836572474469
Southern Ill.,MVC,-2.27346785429782,3.55209531885302,1.27862746455517
UAB,C-USA,-1.02631645795936,2.14282344302807,1.11650698506875
Brown,Ivy,-0.0543051930035379,1.14050137317535,1.08619618017181
UT Arlington,Sunbelt,-3.00841978986053,3.95666829462522,0.948248504764678
Coastal Caro.,Sunbelt,3.69040297861264,-2.81462913502311,0.875773843589564
George Mason,A-10,-0.0576354649414892,0.691908359508933,0.634272894567451
Wake Forest,ACC,0.188153682410791,0.146198392498166,0.334352074908939
Bradley,MVC,-4.3836237659751,4.44079655350449,0.0571727875293639
Stony Brook,Am. East,-1.85877074282688,1.87693289602035,0.018162153193491
Charleston So.,Big South,-0.703318976338547,0.626571529668174,-0.0767474466703852
UNLV,MWC,1.58759364206616,-1.68440020306272,-0.0968065609965887
North Texas,C-USA,-6.59219529684726,6.48581017620187,-0.106385120645351
Duquesne,A-10,2.44660678823141,-2.75557137775018,-0.308964589518709
Abilene Christian,Southland,-3.34835007114266,3.01827608543098,-0.330073985711674
Gardner-Webb,Big South,2.33538431154364,-2.78606939354605,-0.450685082002451
Fla. Atlantic,C-USA,-3.97869834845456,3.51706189083247,-0.461636457622056
Colorado St.,MWC,1.78189149080779,-2.25578228596608,-0.47389079515831
Omaha,Summit,4.44312490901205,-4.92358816611916,-0.480463257107159
Marshall,C-USA,8.51840218892712,-9.0395014268571,-0.521099237929957
UC Santa Barbara,Big West,-2.92343252943669,2.12737570367361,-0.796056825763093
Hampton,Big South,6.70279216140439,-7.64091193134645,-0.938119769942043
Missouri St.,MVC,-3.80453176037513,2.79115209303401,-1.01337966734111
Lehigh,Patriot,7.06468727241838,-8.08108141456999,-1.01639414215156
Winthrop,Big South,6.67325750523706,-7.70902290807202,-1.03576540283496
Ohio,MAC,-1.60764742784972,0.550929554877177,-1.05671787297259
Sam Houston St.,Southland,0.387741753796679,-1.46368196305057,-1.07594020925382
Presbyterian,Big South,2.83346623924732,-3.95144614422408,-1.11797990497674
Oakland,Horizon,2.71420431619935,-3.83479512862697,-1.12059081242764
Princeton,Ivy,-4.17824745443473,2.91927131082553,-1.25897614360918
UTRGV,WAC,-1.11591876218498,-0.152956810736576,-1.26887557292159
Louisiana,Sunbelt,6.39196341843431,-7.66156543217068,-1.26960201373636
Seattle U,WAC,-3.02195465268663,1.7004389447763,-1.32151570791044
Saint Joseph's,A-10,0.989197044012377,-2.31801404955448,-1.32881700554208
UNI,MVC,-6.15897420543589,4.7901890641592,-1.36878514127671
New Mexico,MWC,3.94747283601602,-5.37644681346557,-1.42897397744956
Hawaii,Big West,-1.70613766309347,0.229203682965408,-1.47693398012808
Green Bay,Horizon,5.96474134132919,-7.47927860066182,-1.51453725933272
Campbell,Big South,-0.503680357779185,-1.01610737883121,-1.51978773661038
Purdue Fort Wayne,Summit,6.25626025665767,-7.84890182880946,-1.59264157215182
Richmond,A-10,-0.348623840800204,-1.2696563814946,-1.61828022229479
Hartford,Am. East,2.35311173297813,-4.13235861421728,-1.77924688123919
North Florida,A-Sun,3.14596344588776,-4.95135406699424,-1.80539062110645
NJIT,A-Sun,-3.46150356534338,1.65205082967351,-1.80945273566985
IUPUI,Horizon,-0.301622387757961,-1.52061194155198,-1.82223432930994
Santa Clara,WCC,-3.15507727410396,1.33052160095439,-1.82455567314955
Mercer,Southern,-2.01465677822061,-0.102384342024799,-2.1170411202454
California Baptist,WAC,2.00064239557984,-4.24272135803027,-2.24207896245053
UIC,Horizon,-0.413076653918825,-1.89399078593802,-2.30706743985685
Pacific,WCC,-5.85832650092212,3.54799832842957,-2.31032817249256
Illinois St.,MVC,-3.06313147327465,0.687924191259584,-2.37520728201512
Cal St. Fullerton,Big West,-1.29030429002604,-1.30078108510359,-2.59108537512966
Iona,MAAC,3.66850633227263,-6.34656336111699,-2.6780570288444
Northern Colo.,Big Sky,-2.83793054011775,0.156709997433027,-2.68122054268474
Appalachian St.,Sunbelt,4.79070057347113,-7.51049561025201,-2.71979503678092
North Dakota St.,Summit,-1.34921391848277,-1.40283169754276,-2.75204561602554
Washington St.,Pac 12,3.47488569377977,-6.29290252218506,-2.8180168284053
Texas Southern,SWAC,8.37195259040942,-11.2404215106613,-2.8684689202519
American,Patriot,-2.5130838320627,-0.373902506705865,-2.88698633876855
Columbia,Ivy,0.0243451571478737,-3.15661389922649,-3.13226874207866
Indiana St.,MVC,-1.06627994264351,-2.13121562124794,-3.19749556389148
Valparaiso,MVC,-6.68354982466717,3.29370976830061,-3.38984005636657
Rider,MAAC,3.45527463310991,-6.91590207670801,-3.46062744359811
FGCU,A-Sun,-2.19179312222704,-1.29910056407593,-3.49089368630293
South Alabama,Sunbelt,-2.33571692644674,-1.28155592112126,-3.61727284756799
Long Beach St.,Big West,1.65770266171354,-5.33200062928699,-3.67429796757343
FIU,C-USA,6.98938840568521,-10.6785973589457,-3.68920895326053
Weber St.,Big Sky,1.41453978763174,-5.16746428616197,-3.75292449853024
La Salle,A-10,-2.85363953142004,-0.931617832480723,-3.78525736390077
Lamar University,Southland,-0.286185064927052,-3.5358710479001,-3.82205611282714
CSU Bakersfield,WAC,-3.85000019512544,0.0232705451694062,-3.82672964995615
Dartmouth,Ivy,-3.05244101317589,-0.775422390663487,-3.82786340383933
William & Mary,CAA,0.550846010408868,-4.41019760117078,-3.85935159076193
Evansville,MVC,-1.58549577618525,-2.27443151193477,-3.85992728812003
High Point,Big South,-7.56249504051052,3.66302807666165,-3.89946696384888
Cornell,Ivy,-2.85789994803747,-1.09189209613016,-3.94979204416763
Little Rock,Sunbelt,-0.983134325413733,-2.98758464916896,-3.97071897458267
Massachusetts,A-10,-1.11511366154066,-2.86557201297309,-3.98068567451376
Fairleigh Dickinson,NEC,0.136958396538454,-4.4397957244457,-4.30283732790721
Prairie View,SWAC,0.839218530002201,-5.19631337402465,-4.35709484402246
UMBC,Am. East,-7.12725950687383,2.64837083953358,-4.47888866734025
California,Pac 12,-2.17492678438291,-2.41666393471917,-4.59159071910217
South Dakota,Summit,-3.60237413351971,-1.01350972736929,-4.61588386088902
Air Force,MWC,-3.60002423188177,-1.09677674645608,-4.69680097833791
Quinnipiac,MAAC,1.02605724359413,-5.74046854869663,-4.71441130510248
UMKC,WAC,-4.25574861081614,-0.668183543522866,-4.92393215433911
UC Davis,Big West,-6.7128376620452,1.75816554471976,-4.95467211732548
Eastern Wash.,Big Sky,-2.12005998451007,-2.85976186690589,-4.97982185141604
Boston U.,Patriot,-2.45692956484599,-2.59501623473442,-5.05194579958037
Southeastern La.,Southland,-7.2861899302512,2.01905650749732,-5.26713342275387
Middle Tenn.,C-USA,-5.05391561162845,-0.260630584273752,-5.31454619590221
CSUN,Big West,3.70229906775677,-9.14874436738671,-5.44644529962992
Detroit Mercy,Horizon,1.31526111038941,-6.78370381504046,-5.46844270465103
Sacred Heart,NEC,3.73166744388842,-9.21489076649338,-5.48322332260494
Fordham,A-10,-7.91484110142605,2.35980441654024,-5.55503668488573
Army West Point,Patriot,-4.58212603895964,-1.02038059546101,-5.60250663442059
Holy Cross,Patriot,-6.98862287756579,1.37478611655326,-5.6138367610125
Troy,Sunbelt,-2.38261838051183,-3.24113801499501,-5.62375639550685
Western Mich.,MAC,-2.02693679983122,-3.61344417300488,-5.64038097283612
Arkansas St.,Sunbelt,-0.0745322657816665,-5.60053049166271,-5.6750627574444
Norfolk St.,MEAC,-2.5005034778575,-3.24683679642668,-5.7473402742842
Jacksonville,A-Sun,-0.511204976999629,-5.28566486333207,-5.79686984033166
Rice,C-USA,2.20015655571567,-8.06513626574879,-5.86497971003319
UMass Lowell,Am. East,1.72815615418445,-7.60211841100816,-5.87396225682367
Eastern Ky.,OVC,6.34727305969843,-12.2375141098887,-5.89024105019023
East Carolina,AAC,-3.37345297119253,-2.6478626467246,-6.02131561791714
Chattanooga,Southern,-3.90034501555475,-2.23868861274119,-6.13903362829592
Youngstown St.,Horizon,0.121738687392885,-6.26383725641108,-6.1420985690182
Montana St.,Big Sky,3.49341539240939,-9.69170535979309,-6.19828996738372
Morehead St.,OVC,-2.67752572118042,-3.53645624147939,-6.21398196265988
LIU Brooklyn,NEC,-1.60332342486145,-4.64997242356657,-6.25329584842798
Longwood,Big South,-4.08584773922236,-2.25090441634501,-6.33675215556735
Siena,MAAC,-9.53250257079024,2.94269123528721,-6.58981133550298
Drexel,CAA,0.597063446501645,-7.25350841595216,-6.65644496945048
Saint Francis (PA),NEC,-0.36169366089808,-6.36457097970282,-6.7262646406008
North Dakota,Summit,-3.42834775519459,-3.41126405573119,-6.83961181092582
Loyola Maryland,Patriot,-1.1657397821174,-5.80382599806961,-6.96956578018705
George Washington,A-10,-5.93762680355386,-1.15599649859702,-7.09362330215091
Grambling,SWAC,-5.03416901588142,-2.07999818780686,-7.11416720368824
New Orleans,Southland,-4.31785945022446,-2.82817154322824,-7.14603099345263
Albany (NY),Am. East,-5.70036002093058,-1.50469791012527,-7.20505793105582
Delaware,CAA,-4.38293814004477,-2.82992566475095,-7.21286380479573
Robert Morris,NEC,-7.47128390204682,0.132731201125442,-7.33855270092134
The Citadel,Southern,6.90409847488366,-14.2918225467009,-7.38772407181716
Western Caro.,Southern,-0.674810894707727,-6.77458705483355,-7.44939794954125
Cleveland St.,Horizon,-0.559151162300415,-6.91578853997597,-7.47493970227636
UNCW,CAA,1.67435423077459,-9.16308869143967,-7.48873446066505
Canisius,MAAC,-2.21399912183631,-5.31618428738716,-7.53018340922344
Marist,MAAC,-6.77833373611103,-0.753177330195884,-7.53151106630692
Tulane,AAC,-3.59674957987868,-3.95356277437695,-7.55031235425564
Sacramento St.,Big Sky,-5.96261769829148,-1.66139382789118,-7.62401152618265
James Madison,CAA,-4.80110653097498,-2.83363212813555,-7.63473865911053
Oral Roberts,Summit,-2.02927189630945,-5.62970497041876,-7.65897686672819
Houston Baptist,Southland,6.41046431736661,-14.0834538919809,-7.67298957461429
Towson,CAA,-6.77855529784255,-0.951639745158514,-7.73019504300102
Southern Utah,Big Sky,-2.24572379770431,-5.5121430276107,-7.75786682531504
Milwaukee,Horizon,-5.83813956742333,-1.98140056353994,-7.81954013096327
A&M-Corpus Christi,Southland,-10.6022459921946,2.75566233388297,-7.84658365831072
St. Francis Brooklyn,NEC,-6.05044793223648,-1.9008111434327,-7.95125907566917
Navy,Patriot,-6.71145639984825,-1.25254187377326,-7.96399827362145
Portland St.,Big Sky,-0.969240378931728,-7.06438189602258,-8.03362227495434
Charlotte,C-USA,-9.98070878665093,1.85445170315273,-8.12625708349833
UTEP,C-USA,-9.47128479408516,1.34071735966941,-8.13056743441575
Monmouth,MAAC,-7.93721145798738,-0.455124570051646,-8.39233602803904
North Ala.,A-Sun,-6.29643068525071,-2.19787242445807,-8.4943031097087
Fairfield,MAAC,-6.45423519631425,-2.10739457910451,-8.56162977541875
Western Ill.,Summit,-6.33162310548054,-2.27866620257752,-8.61028930805808
VMI,Southern,2.19595513461825,-10.9559971942964,-8.76004205967815
UT Martin,OVC,-0.260851960424944,-8.83780203461461,-9.09865399503965
N.C. Central,MEAC,-7.81804300729055,-1.31041797346381,-9.12846098075435
N.C. A&T,MEAC,-7.66759653239137,-1.59574638609413,-9.26334291848552
Northern Ariz.,Big Sky,-2.47541775550494,-6.88979211320186,-9.36520986870682
Lafayette,Patriot,-0.839049618544152,-8.55057466864555,-9.38962428718971
Central Ark.,Southland,-1.29790172765649,-8.52273168299922,-9.82063341065567
Bethune-Cookman,MEAC,-3.71040627600422,-6.15984297911353,-9.87024925511775
Tennessee St.,OVC,-3.68558232381543,-6.1991185276686,-9.88470085148396
SFA,Southland,-5.39297497661968,-4.51551067310642,-9.90848564972605
Nicholls St.,Southland,-3.71523727210431,-6.29510471557905,-10.0103419876833
UC Riverside,Big West,-9.26613459257433,-0.794303679707948,-10.0604382722823
Howard,MEAC,0.779905400593728,-10.9065643612924,-10.1266589606987
Southeast Mo. St.,OVC,-4.23604024841099,-5.92130056636273,-10.1573408147737
Niagara,MAAC,-0.842329688689718,-9.43193208317319,-10.2742617718629
Elon,CAA,-4.30611735897726,-6.04865487309424,-10.3547722320715
Eastern Ill.,OVC,-3.87598331146773,-6.48194203590016,-10.357925347368
Saint Peter's,MAAC,-11.5193364357899,1.13693384615055,-10.3824025896393
Denver,Summit,-4.51314692341859,-6.04120916388694,-10.5543560873055
Wyoming,MWC,-7.42046122752313,-3.19799452900104,-10.6184557565242
Wagner,NEC,-12.807590761734,1.93209808631974,-10.8754926754143
Portland,WCC,-8.16064718345267,-2.76143088871853,-10.9220780721711
Manhattan,MAAC,-16.4907197400653,5.40952638597055,-11.0811933540949
Ark.-Pine Bluff,SWAC,-8.21265840068274,-3.11785747672885,-11.3305158774115
Florida A&M,MEAC,-14.110565193572,2.65499361530099,-11.455571578271
Binghamton,Am. East,-8.83561786323364,-2.98351046041568,-11.8191283236493
Jackson St.,SWAC,-13.892689385826,1.87669000712011,-12.0159993787058
Mount St. Mary's,NEC,-8.40649455680749,-3.61206189227546,-12.0185564490829
Idaho St.,Big Sky,-3.38243179469995,-8.95906710621306,-12.341498900913
Central Conn. St.,NEC,-4.10852835549712,-8.48108248345419,-12.5896108389513
Bryant,NEC,-4.97403588887995,-7.70463097315059,-12.6786668620305
Tennessee Tech,OVC,-11.1948217314696,-1.57360446638217,-12.7684261978518
McNeese,Southland,-6.91431097930895,-5.96132649463072,-12.8756374739396
Stetson,A-Sun,-4.50830387221379,-8.38942904527365,-12.8977329174874
Maine,Am. East,-10.347958227789,-2.55434341891021,-12.9023016466993
Cal Poly,Big West,-5.89274992394534,-7.09581765908478,-12.9885675830301
Alabama St.,SWAC,-8.06100260888779,-5.05104492934724,-13.112047538235
SIUE,OVC,-2.82753192006407,-10.3497632618746,-13.1772951819387
USC Upstate,Big South,-7.63396647432573,-5.76610801584949,-13.4000744901752
Southern U.,SWAC,-10.3160700473264,-3.98578861470584,-14.3018586620323
South Carolina St.,MEAC,-5.553006130841,-8.85220473401565,-14.4052108648567
Morgan St.,MEAC,-4.47814266821473,-10.0462469435535,-14.5243896117682
Kennesaw St.,A-Sun,-9.28966054977606,-5.47247343141544,-14.7621339811915
Northwestern St.,Southland,-10.0681120207223,-5.14849864627305,-15.2166106669952
New Hampshire,Am. East,-16.853253187139,0.532056998963959,-16.3211961881749
Coppin St.,MEAC,-9.69410016423483,-6.63882386718997,-16.3329240314248
Alabama A&M,SWAC,-14.3581864725576,-2.51114440284323,-16.8693308754008
UNC Asheville,Big South,-14.6002622694841,-2.60790221830492,-17.208164487789
Incarnate Word,Southland,-8.4155322387567,-8.83967345292651,-17.2552056916833
San Jose St.,MWC,-6.87471686188227,-10.7203166675785,-17.5950335294607
Savannah St.,MEAC,0.351003104077334,-18.3499429070986,-17.9989398030212
Idaho,Big Sky,-10.0712840154621,-8.0068245495434,-18.0781085650055
Alcorn,SWAC,-13.9733685686634,-5.40998777256773,-19.3833563412311
Mississippi Val.,SWAC,-9.91503316174179,-9.85289759287829,-19.7679307546201
UMES,MEAC,-18.8747584257009,-3.27379759852942,-22.1485560242304
Chicago St.,WAC,-10.4711342521327,-12.8668119883801,-23.3379462405131
Delaware St.,MEAC,-14.2635308561769,-9.91019242648939,-24.173723282666302
