team,off_coeff,def_coeff,yusag_coeff
A&M-Corpus Christi,-2.87163738152339,-2.54529765602373,-5.41693503754713
Abilene Christian,4.40609062087547,-1.58924587489559,2.81684474597986
Air Force,-9.08617160776048,3.36125467512691,-5.72491693263354
Akron,-3.47053538757247,5.56294023660628,2.09240484903386
Alabama,14.122811534899,-1.02293419222733,13.0998773426717
Alabama A&M,-12.031577579849,0.20471651707795,-11.826861062771
Alabama St.,-2.5454806456213,-7.91923171720265,-10.464712362824
Albany (NY),-9.98856426711621,2.02913122324854,-7.95943304386763
Alcorn,-3.92666511272701,-3.25709168503039,-7.18375679775741
American,-9.64378371920514,-3.3987493333271,-13.042533052532301
Appalachian St.,-4.310341542001,4.74026546129251,0.429923919291504
Arizona,17.3857246896232,3.65811944859783,21.0438441382212
Arizona St.,0.0590033645440822,6.82610356763323,6.88510693217736
Ark.-Pine Bluff,-5.6858273745917,-11.4373451303596,-17.1231725049512
Arkansas,9.55267859867978,6.13407983358472,15.6867584322645
Arkansas St.,-1.41927194072829,-0.0689218854224114,-1.48819382615069
Army West Point,-3.2535934698382,-6.00354133370006,-9.2571348035383
Auburn,11.5524133256013,6.71415726797839,18.2665705935797
Austin Peay,-8.16430731537707,-0.127959455061633,-8.29226677043869
Ball St.,1.0855671266804,-7.80477983501987,-6.71921270833945
Baylor,11.7839891559426,8.87360396981665,20.6575931257592
Bellarmine,-3.27564944677911,0.912418070210177,-2.36323137656895
Belmont,6.3611129018745,1.44015645585309,7.80126935772754
Bethune-Cookman,-8.79315005866223,-3.94049092311024,-12.7336409817725
Binghamton,-6.41166435962195,-2.04010792576173,-8.45177228538365
Boise St.,1.80694754866873,9.80970844692049,11.6166559955892
Boston College,-0.0725218803987442,3.77931952790063,3.70679764750187
Boston U.,-0.99990632559057,-3.09926121670952,-4.09916754230009
Bowling Green,5.59856216858924,-13.8165351120955,-8.21797294350625
Bradley,1.35857486643157,5.75426064451068,7.11283551094229
Brown,-2.24863281390853,-0.5339080071157,-2.78254082102424
Bryant,5.54389682413507,-8.10465440734968,-2.5607575832147
Bucknell,-1.15807430329791,-12.1330311364057,-13.2911054397035
Buffalo,6.79794666953123,-3.90736230291938,2.89058436661188
Butler,-2.50398345247461,6.44105588727444,3.9370724347998
BYU,5.42010674577295,3.45503895760611,8.87514570337909
Cal Poly,-9.18485460632056,-0.543320675436889,-9.72817528175748
Cal St. Fullerton,-1.05415860627997,1.68061617764161,0.626457571361628
California,-4.1615072743585,6.75333132908928,2.59182405473082
California Baptist,-2.58390190981903,-0.539879174298284,-3.12378108411732
Campbell,-6.76953030318312,3.3182463449031,-3.45128395828003
Canisius,-3.14389464929754,-2.70339411593131,-5.84728876522888
Central Ark.,1.19869214846248,-12.8902294711371,-11.6915373226747
Central Conn. St.,-11.3008422082133,-3.84387371843028,-15.1447159266436
Central Mich.,-5.40107499705308,-5.34927048327092,-10.750345480324
Charleston So.,-7.2369717633592,-8.5621619851409,-15.7991337485
Charlotte,-0.478637127683977,-0.663702806534994,-1.14233993421896
