Gonzaga,15.69079143,4.493793011
Texas A&M,14.71642017,4.254417896
Alabama,14.38197166,9.1943748
High Point,13.92380977,4.238904476
Houston,13.73030019,5.18961668
Wake Forest,12.34772003,8.276456118
Creighton,11.78249979,10.54269928
Marquette,11.38848615,9.609715939
Mississippi,11.32021517,3.043205261
Cincinnati,11.1662302,4.798424959
Iowa St.,11.11359,4.244214296
Northwestern,10.78509021,8.683888435
Texas Tech,10.70642996,8.855625629
Princeton,10.63928181,6.826724768
Wofford,10.51863992,0.031594104
Iowa,10.45745039,8.419496655
UAB,10.14565007,5.604147792
Saint Joseph's,10.05138016,4.211807966
VCU,9.963859916,5.423496485
Kansas,9.842740059,6.766786516
Arkansas St.,9.735049963,4.743794918
American,9.726570919,0.847307026
Auburn,9.681760073,8.250583649
Grand Canyon,9.589859962,3.196778774
Santa Clara,9.473740101,2.674800396
BYU,9.46194005,10.75376463
UMass Lowell,9.44332993,1.959397078
Wisconsin,9.361130238,9.895472765
Boise St.,9.208509922,7.055422701
Pittsburgh,9.128090024,9.276329756
Purdue,9.031530142,13.54747748
Penn St.,8.991816938,6.481182337
Saint Mary's,8.914820075,8.480245113
San Francisco,8.900030017,5.73460722
UC San Diego,8.760479927,6.27267772
Bradley,8.581910014,7.541916132
North Carolina,8.409300208,10.33927083
Florida,8.300069809,11.83266473
Ohio,8.254184127,4.183492661
McNeese St.,8.241806835,5.776967645
Connecticut,8.171189904,18.92640543
Notre Dame,8.028820228,0.852969527
Towson,7.950563736,1.689394832
Chattanooga,7.903859854,6.582157437
Air Force,7.8482759,5.146731019
Arizona,7.804519892,12.4954443
UC Riverside,7.787147105,1.323572338
Dayton,7.637430191,11.9441011
Vermont,7.549241006,3.778403997
Mississippi St.,7.527019799,7.054103553
UCLA,7.517760877,3.47309804
Nebraska,7.415546179,11.32084173
New Mexico,7.400847912,10.51770949
Winthrop,7.395896852,3.979193777
Cornell,7.37289989,8.686634183
Purdue Fort Wayne,7.220142081,3.802131653
Clemson,6.964330196,11.04290509
Sam Houston St.,6.938907862,3.03572657
Liberty,6.923579931,6.179570436
UCF,6.903239965,3.176125139
South Carolina,6.84149003,10.15132236
Indiana,6.818119884,4.236676216
Georgia Tech,6.804320097,7.68050608
Western Kentucky,6.745327055,3.51043731
Nevada,6.656010032,9.074150085
Milwaukee,6.316650152,3.856492281
Troy,6.293644011,4.85016048
Yale,6.281520009,8.132725716
Wright St.,6.243000031,10.53354573
Oregon,6.208930016,11.70680332
Northern Iowa,6.207690001,5.02123642
UC Irvine,6.205070019,3.692014813
SMU,6.170599043,6.650695443
Howard,6.144509792,3.135737777
Davidson,6.126179993,3.120450944
Nicholls St.,6.097379029,4.101417422
Weber St.,6.018874809,6.705492247
Villanova,5.931850076,10.7054857
Brown,5.928783983,2.473918676
Baylor,5.911780119,16.40141296
Tennessee,5.878649831,11.42771685
Minnesota,5.874020219,7.734250188
Lipscomb,5.857919931,8.018262744
Massachusetts,5.811319888,9.933844686
Columbia,5.787948936,3.719005108
Butler,5.701300144,8.51553154
N.C. State,5.698659897,11.15237129
Utah St.,5.660809994,9.228997231
Murray St.,5.645033032,5.933571339
Ohio St.,5.546774149,8.978657909
Miami FL,5.532429934,10.04844058
Saint Louis,5.430478096,3.383614153
Charleston Southern,5.428501017,0.114527635
Marshall,5.301664978,2.208822072
William & Mary,5.298514031,1.910881281
Oklahoma,5.27380991,11.15505803
North Dakota St.,5.234929979,4.104825139
North Carolina Central,5.200716138,4.802249312
UMKC,5.178550243,1.447116017
Navy,5.123198897,0.419541687
Montana St.,5.075190991,4.013428152
North Dakota,5.054790914,6.040327311
LSU,4.966102064,7.378985047
UNLV,4.956420064,10.59716821
Oral Roberts,4.954966903,3.634573281
Fordham,4.953341842,3.64480111
Northeastern,4.92208004,6.133544683
George Mason,4.897636026,9.005663276
Duke,4.890469909,16.60496116
Elon,4.853888094,4.752261698
George Washington,4.844993949,8.208479226
Bucknell,4.82467404,2.207974672
Texas A&M Corpus Chris,4.749443432,0.836889252
Northern Arizona,4.70371601,0.732461214
Lehigh,4.701219037,2.910284638
North Alabama,4.685619116,6.398652077
St. Thomas,4.67907089,5.127284527
Xavier,4.649749935,10.19348347
Rhode Island,4.637613058,4.350860775
Montana,4.606160045,9.942480326
Louisiana,4.589335918,5.921588182
Cal Baptist,4.500541002,5.443079174
Michigan St.,4.458999932,10.6758008
Northern Colorado,4.42037797,8.3990587
Valparaiso,4.407782853,1.030710816
Loyola Marymount,4.403409958,10.58605766
Jacksonville,4.346592084,4.141358554
Syracuse,4.336220026,9.302254707
Georgia Southern,4.305540025,4.247308038
Wichita St.,4.254710913,6.099247932
Bryant,4.240372002,3.036442317
Stanford,4.224390984,10.72580737
Texas,4.205349922,15.49930167
Lamar,4.196369007,5.887163222
Louisiana Tech,4.190606892,7.292752862
Southern Utah,4.162100077,5.803329885
East Tennessee St.,4.158019669,3.505006552
Toledo,4.134820104,8.810337305
Missouri,4.12579,8.04841125
Penn,4.105401181,5.879183054
Michigan,4.082700014,11.78669786
North Carolina A&T,4.044167966,-0.32173118
UC Davis,3.949715108,3.967019796
Florida Gulf Coast,3.947043091,5.114890039
East Carolina,3.933087051,6.105324268
Quinnipiac,3.913275063,6.057316542
Charleston,3.905139923,11.54365551
South Dakota,3.89379403,3.668603778
South Florida,3.833456993,8.812319279
Furman,3.753347993,9.134612441
Abilene Christian,3.736000061,3.757189274
Georgetown,3.642930031,9.516085804
UNC Asheville,3.628079891,6.688776821
Utah Tech,3.625089884,2.316191688
Longwood,3.619811088,6.060306072
Utah,3.58024013,11.37587959
Florida St.,3.556740046,8.350699782
Green Bay,3.540769935,7.059845421
UNC Wilmington,3.490580082,11.63115549
Illinois St.,3.470062971,6.106305212
Appalachian St.,3.442829967,8.512114555
Little Rock,3.429699957,8.082450509
Colorado St.,3.410391033,12.86920118
Maryland,3.403719977,8.057476386
UNC Greensboro,3.366715118,10.26359797
Northern Kentucky,3.347175002,4.84731698
Marist,3.301761046,3.107542276
Monmouth,3.239549994,6.562074363
Portland,3.235947952,4.913089573
Loyola Chicago,3.136410996,4.103236407
Grambling St.,3.092180895,2.704984814
Oakland,3.07633996,10.16738057
Charlotte,3.066946786,9.155426174
Morgan St.,3.061417013,2.308391452
Cleveland St.,3.042690098,7.996876001
South Alabama,3.035670042,7.324296236
Illinois Chicago,3.0106951,3.973459259
FIU,2.957854033,4.643092752
Seattle,2.927152053,9.0898965
Alabama St.,2.857061058,-0.966461778
Cal St. Fullerton,2.807847083,4.590195022
Albany,2.79993391,6.714206129
UT Rio Grande Valley,2.728779972,2.948645025
Idaho,2.713748008,2.658958264
South Carolina St.,2.671763033,3.409500062
Stephen F. Austin,2.630342036,5.063635588
