team,mins
UC Santa Barbara,0.858482951
Ark.-Pine Bluff,0.664040062
Portland St.,0.544078651
Indiana,0.667933587
North Carolina St.,0.451780712
Central Mich.,0.591918384
Brown,0.600839496
Columbia,0.700948007
UC Irvine,0.6778
Montana,0.607908064
UAB,0.419
Tulane,0.599560176
FIU,0.258296681
BYU,0.597570661
Ill.-Chicago,0.833583312
Xavier,0.667533507
Charlotte,0.58715093
Canisius,0.520495901
Wake Forest,0.7168
Fla. Atlantic,0.577897245
Northeastern,0.662013246
Robert Morris,0.373874775
Seattle U,0.531437248
Villanova,0.617297297
Howard,0.317581395
Utah St.,0.673934787
Marist,0.751976229
Toledo,0.468693739
Denver,0.951390278
CSUN,0.433886777
Maryland,0.6164
Rice,0.278888445
Abilene Christian,0.928782289
Rider,0.390363875
Boston College,0.415067946
Arizona,0.54623334
Penn St.,0.795126733
Hawaii,0.777268672
San Diego,0.770091963
UC Davis,0.385722855
LSU,0.788324003
Houston Baptist,0.362693085
St. Francis Brooklyn,0.641065144
Fresno St.,0.6812
UMKC,0.3302
Baylor,0.595723421
Oral Roberts,0.436712657
Ohio,0.571571371
Winthrop,0.47251649
Northern Ill.,0.468493699
Georgia Tech,0.580283943
Morgan St.,0.831647739
Marquette,0.538507702
Weber St.,0.592607393
Maine,0.572720356
Sam Houston St.,0.479186834
Kansas,0.4688
Saint Francis (PA),0.70451684
SMU,0.431486297
Richmond,0.565686863
Providence,0.942777111
Louisville,0.555503018
Davidson,0.790283886
Savannah St.,0.601520304
North Florida,0.311542733
Missouri St.,0.662704098
Vanderbilt,0.7162
Washington St.,0.386122775
Akron,0.2166
Bowling Green,0.529505901
Memphis,0.288142372
Central Ark.,0.68767507
Murray St.,0.543
American,0.4768
Notre Dame,0.581283743
Creighton,0.537092581
Duke,0.192076831
Indiana St.,0.532706541
UCLA,0.317638358
Pacific,0.271555855
Texas A&M,0.759693842
North Texas,0.454518122
Nevada,0.503722084
UTSA,0.593162735
Hartford,0.795674153
Mississippi Val.,0.353093122
Gardner-Webb,0.717
Prairie View,0.578371506
Chattanooga,0.304478209
Ga. Southern,0.90588808
Northern Ariz.,0.4126
Nebraska,0.551820728
Yale,0.70405962
UT Martin,0.328065613
Morehead St.,0.365980412
Tennessee,0.66807343
Texas St.,0.522895421
Jackson St.,0.347488014
Ole Miss,0.5956
Wyoming,0.713742749
Minnesota,0.8782
Illinois,0.338467694
UTEP,0.735347069
Loyola Chicago,0.762968253
Texas,0.561063362
UMES,0.429542275
Western Ill.,0.646019501
Fairleigh Dickinson,0.675994403
Cornell,0.709871536
Fort Wayne,0.6534
West Virginia,0.5264
Oklahoma,0.785514206
Southern Ill.,0.576566392
San Diego St.,0.550976086
Omaha,0.489804078
DePaul,0.675470188
UTRGV,0.6936
Chicago St.,0.58008012
South Dakota,0.783756751
Montana St.,0.846908145
Oklahoma St.,0.584750851
Wagner,0.516813547
Bethune-Cookman,0.422569028
Wofford,0.573285343
Cal Poly,0.634466631
Towson,0.774690124
Delaware St.,0.5278
Norfolk St.,0.651714006
Vermont,0.671655362
Liberty,0.737854943
CSU Bakersfield,0.493805197
Presbyterian,0.660146035
Boise St.,0.5678
East Carolina,0.46121024
Northwestern,0.811144281
Col. of Charleston,0.915983197
Eastern Ill.,0.622524505
Buffalo,0.590220518
Northern Ky.,0.808838232
Valparaiso,0.5075015
Elon,0.829736211
Appalachian St.,0.792682927
Cleveland St.,0.6372
St. John's (NY),0.718543709
Long Beach St.,0.545663231
Samford,0.928992919
Eastern Wash.,0.658868226
Kansas St.,0.62295082
Pepperdine,0.291085694
Grambling,0.38917565
Texas Southern,0.639786009
Central Conn. St.,0.60631538
VMI,0.414577512
Auburn,0.748941814
New Orleans,0.4206
Idaho St.,0.677665509
Western Caro.,0.833906329
Eastern Ky.,0.6666
Penn,0.861892867
South Carolina St.,0.605547755
