team,mins
Idaho,0.828668533
Stony Brook,0.752548471
SIUE,0.615254237
Saint Peter's,0.357014209
Virginia,0.585517103
UCF,0.584904708
Drexel,0.735461208
Charleston So.,0.563661803
UNI,0.698918919
South Carolina,0.414268585
Lamar University,0.805102008
Kentucky,0.116176765
Lafayette,0.829592196
VCU,0.318391035
Wisconsin,0.393648892
Alabama,0.613477305
Tennessee Tech,0.63131614
NJIT,0.554985192
IUPUI,0.553876089
Alabama A&M,0.473703779
Dartmouth,0.729562263
La Salle,0.718957737
Tulsa,0.75824835
Incarnate Word,0.796423508
Grand Canyon,0.771859551
Michigan St.,0.789075752
Cal St. Fullerton,0.654148382
Southeastern La.,0.694019471
UC Riverside,0.6513151
Clemson,0.558475467
Colorado,0.390921816
Coastal Caro.,0.721888563
N.C. A&T,0.722974622
Washington,0.625874825
Colorado St.,0.608956417
UMBC,0.841894863
La.-Monroe,0.692174159
The Citadel,0.720180154
Hofstra,0.59132703
UMass Lowell,0.644226928
South Ala.,0.424630148
Butler,0.520695861
Evansville,0.481669344
Northern Colo.,0.842231554
Iowa,0.860242183
Florida A&M,0.77499208
TCU,0.775625458
Middle Tenn.,0.538384646
Oregon,0.18487395
Harvard,0.727629513
Florida,0.482496499
Saint Joseph's,0.871683419
Saint Mary's (CA),0.6768
A&M-Corpus Chris,0.611355458
Ohio St.,0.59439168
Florida St.,0.4712
Seton Hall,0.805876527
North Carolina,0.427
Lehigh,0.482438832
Navy,0.819908055
Santa Clara,0.675256494
Loyola Marymount,0.302539492
Delaware,0.641471706
Miami (OH),0.692577359
New Mexico,0.308491808
Coppin St.,0.4302
Temple,0.7104
Monmouth,0.429114177
Southern U.,0.556488702
Southern Miss.,0.635935357
California,0.170565887
Georgia St.,0.595192765
Miami (FL),0.6776
Georgia,0.771293397
North Dakota,0.491882112
Princeton,0.551931159
Saint Louis,0.648955224
Arizona St.,0.575484903
Stetson,0.917541178
Marshall,0.564778611
Eastern Mich.,0.576196124
Niagara,0.932413517
Campbell,0.868929305
Mercer,0.908181636
St. Bonaventure,0.73885223
Oregon St.,0.948646076
Lipscomb,0.806569293
Kennesaw St.,0.632860794
James Madison,0.285142971
Georgetown,0.510023651
USC Upstate,0.69512311
Iona,0.548547048
New Hampshire,0.639327866
Wright St.,0.585170732
Iowa St.,0.24475105
Alcorn,0.612677465
Purdue,0.754498201
Utah Valley,0.703485472
Mississippi St.,0.735147029
Holy Cross,0.407355587
Houston,0.565363396
Hampton,0.735845528
Western Mich.,0.8428
New Mexico St.,0.481295416
Ball St.,0.726745349
Milwaukee,0.739704118
Portland,0.343694669
Albany (NY),0.682426439
Kent St.,0.670531787
San Francisco,0.877424515
Bucknell,0.923030788
UConn,0.470423884
FGCU,0.676148854
San Jose St.,0.659268146
Drake,0.85
Missouri,0.69409921
Cincinnati,0.6958
South Dakota St.,0.686758051
Boston U.,0.730990486
Belmont,0.607242897
Bradley,0.969593919
Troy,0.673130748
Gonzaga,0.461092218
South Fla.,0.420548338
Army West Point,0.7554
Loyola Maryland,0.823760514
Air Force,0.715814987
Siena,0.381260772
Southern Utah,0.556511302
Pittsburgh,0.097
Furman,0.862147426
LIU Brooklyn,0.548748749
Massachusetts,0.445
Mt. St. Mary's,0.4716
Bryant,0.610477904
Syracuse,0.345407244
Jacksonville St.,0.622372924
McNeese,0.749334547
Quinnipiac,0.3334
Rhode Island,0.764766226
High Point,0.630066643
Radford,0.885645742
ETSU,0.402319536
Duquesne,0.523361101
Virginia Tech,0.717076457
N.C. Central,0.115
North Dakota St.,0.556488702
Northwestern St.,0.581199524
Fairfield,0.5872
Arkansas,0.620627623
UNCW,0.337532494
George Washington,0.337940366
UNC Asheville,0.729748603
Dayton,0.402039184
SFA,0.743465516
Arkansas St.,0.617970782
Oakland,0.835
Southeast Mo. St.,0.521542912
Binghamton,0.860315268
George Mason,0.6588
Old Dominion,0.641688138
Green Bay,0.206
UNCG,0.719236773
Little Rock,0.2708
Detroit Mercy,0.559607293
Austin Peay,0.297680928
Rutgers,0.787140575
Nicholls St.,0.429813325
Sacramento St.,0.607886672
William & Mary,0.587282543
Colgate,0.908218356
Southern California,0.971277258
UNLV,0.457511521
Illinois St.,0.322135573
Manhattan,0.774045191
Louisiana,0.770491803
Utah,0.478086997
Louisiana Tech,0.819715283
Youngstown St.,0.5497105
Jacksonville,0.175300348
Tennessee St.,0.533495182
Stanford,0.720398637
Longwood,0.575108969
Sacred Heart,0.696260748
Western Ky.,0.277544491
UT Arlington,0.578831533
Fordham,0.562717633
Alabama St.,0.687680915
Wichita St.,0.886709367
Texas Tech,0.5402
Michigan,0.441488298
