"player","team","yr","trank_ppg","mins_pct","year"
"LaRond Williams","Long Beach St.","So",-0.392894,5.4,2018
"Quentin Shropshire","Long Beach St.","Sr",-0.392271,4.2,2018
"Siler Schneider","UC Davis","Jr",1.75851,75.3,2018
"Chima Moneke","UC Davis","Sr",3.3941,46.3,2018
"Joe Mooney","UC Davis","So",0.794299,39.1,2018
"Rogers Printup","UC Davis","So",-0.121416,23.8,2018
"Ahmad Frost","Maryland Eastern Shore","So",-0.125643,83.3,2018
"Lew Stallworth","UT Rio Grande Valley","Jr",0.506831,39.7,2018
"Jake Wright","Miami OH","Jr",1.07636,34.4,2018
"King McClure","Baylor","Jr",1.20793,58.6,2018
"Justin Robinson","Duke","So",0.00542061,5.5,2018
"Antonio Vrankovic","Duke","Jr",0.236573,4.4,2018
"Jake Lindsey","Baylor","Jr",1.53919,57.1,2018
"Rozelle Nix","South Alabama","Sr",-0.445312,8.8,2018
"Nathan Bain","Stephen F. Austin","So",0.0664613,11.3,2018
"TJ Holyfield","Stephen F. Austin","Jr",1.56414,67.8,2018
"Jordan Johnson","UNLV","Sr",3.54743,84.2,2018
"Hudson Price","Charlotte","Sr",2.27525,20.9,2018
"Francisco Santiago","Youngstown St.","Sr",-0.240873,6.9,2018
"Ibrahim Sylla","Northern Colorado","Jr",-0.199792,2.1,2018
"Jonah Radebaugh","Northern Colorado","So",2.38991,88.9,2018
"Tyler Loose","Northern Colorado","Sr",-0.302417,1.3,2018
"Jordan Davis","Northern Colorado","Jr",2.59603,73.4,2018
"Isaiah Thomas","Northern Arizona","Jr",0.4575,49.7,2018
"Josh McFolley","Detroit","Jr",1.47084,62.7,2018
"Adrian Autry","Syracuse","Jr",-0.20479,0.1,2018
"Chris Clover","Saint Joseph's","Jr",0.232677,67.5,2018
"LaDarien Griffin","St. Bonaventure","Jr",2.00655,70.9,2018
"Derrick Woods","Delaware","So",-0.883694,7.8,2018
"Nelson Kaputo","St. Bonaventure","Jr",0.849062,24.3,2018
"Courtney Stockard","St. Bonaventure","Jr",2.42589,70.2,2018
"Johnny Trueblood","Nebraska","So",-0.260016,0.8,2018
"Ronald Delph","Florida Atlantic","Sr",2.07568,74.1,2018
"Dusan Kovacevic","Davidson","So",0.0128477,5.6,2018
"Trey Moses","Ball St.","Jr",2.0724,65.3,2018
"Ahmed Hamdy","TCU","Sr",1.19001,31.4,2018
"Gabe Bealer","Utah","Sr",1.11619,44.6,2018
"David Crisp","Washington","Jr",1.2878,85.5,2018
"Noah Dickerson","Washington","Jr",3.81926,66.5,2018
"Dominic Green","Washington","Jr",1.8783,48.1,2018
"Khyri Thomas","Creighton","Jr",4.27313,79.5,2018
"Payton Hulsey","Florida Atlantic","Sr",-0.530471,59,2018
"Jaro Moravek","Troy","Sr",-0.382658,0.1,2018
"Lincoln Conrey","Northern Iowa","So",0.469294,0.4,2018
"Jarred Dixon","Missouri St.","Jr",1.58597,72.2,2018
"Omar Ndiaye","Northern Arizona","Jr",-0.21824,0.1,2018
"Obediah Church","Missouri St.","Jr",1.98097,58.1,2018
"Jalone Friday","Abilene Christian","So",1.18255,57.1,2018
"Rayshawn Miller","Massachusetts","Jr",-0.0507088,60.7,2018
"Joey Lane","Ohio St.","Jr",0.0806411,2,2018
"Tanner Borchardt","Nebraska","Jr",0.399637,8.9,2018
"Charlie Hall","Northwestern","Jr",-0.985769,0.6,2018
"Kent Auslander","Coppin St.","Jr",-3.09714,30.7,2018
"Andrew Terrell","Maryland","Jr",-0.565174,0.9,2018
"Demola Onifade","Delaware St.","Jr",-1.56712,26.1,2018
"Joseph Lewis","Delaware St.","Sr",-1.18253,34.3,2018
"Tookie Brown","Georgia Southern","Jr",4.82267,79,2018
"Jalen Williams","Furman","So",0.300057,20.9,2018
"Andrew Brown","Furman","Jr",2.48528,59.4,2018
"Kevin Larkin","Niagara","Jr",-0.0643594,27.5,2018
"Chris Silva","South Carolina","Jr",3.42109,65.2,2018
"Landry Shamet","Wichita St.","So",5.0766,76.3,2018
"Dana Batt","Colgate","Jr",1.76644,55,2018
"Julius van Sauers","LIU Brooklyn","So",-0.0196883,27.8,2018
"Raul Frias","LIU Brooklyn","Jr",0.216834,25.4,2018
"Nate Jones","Bucknell","Jr",0.0807664,25.7,2018
"Matt O'Reilly","Bucknell","Jr",-0.148932,9.6,2018
"Raiquan Clark","LIU Brooklyn","Jr",2.11189,80.4,2018
"David Favorite","Colgate","Jr",-0.78445,0.2,2018
"Malcolm Regisford","Colgate","Jr",0.829141,26.3,2018
"Emondre Rickman","Indiana St.","Jr",-0.181041,28.7,2018
"Roland Griffin","Iona","Jr",1.87172,55.3,2018
"Bronson Kessinger","Indiana St.","So",0.407344,26.9,2018
"Matt Hein","Illinois St.","So",-1.27996,52,2018
"Cameron Lewis","Howard","Jr",-0.00766152,49.3,2018
"Jalen Jones","Howard","Jr",-0.390889,53.1,2018
"Nick Severado","Florida A&M","Jr",-1.06781,55.2,2018
"L'Hassane Niangane","Gardner Webb","Sr",-1.57062,39.7,2018
"Derryck Thornton","USC","So",-0.0952041,24.4,2018
"Thomas Neff","Denver","Jr",-0.289291,12.6,2018
"Kipper Nichols","Illinois","So",2.63324,46.1,2018
"Blake Paul","Tulane","Jr",-0.0734511,37.5,2018
"Legend Robertin","Nicholls St.","Sr",-0.484324,22.8,2018
"Alan Vest","Wright St.","Jr",-0.336175,3.5,2018
"Mark Hughes","Wright St.","Jr",1.44125,78.5,2018
"Dominique Matthews","Illinois Chicago","So",0.459041,45,2018
"Corey Brown","Northern Arizona","Jr",0.910753,37.5,2018
"Conner Avants","North Dakota","Jr",1.69054,68.2,2018
"Cortez Seales","North Dakota","Jr",1.11347,80.7,2018
"Adam McDermott","Northern Iowa","So",-0.403238,4.1,2018
"Tanner Schmit","Central Arkansas","Jr",0.0978143,30.3,2018
"Jimond Ivey","Akron","Jr",1.92023,82,2018
"Aaron Jordan","Illinois","Jr",2.59754,50,2018
"Maurice Kirby","IUPUI","Sr",0.209464,36.9,2018
"Jeremy Johnson","Milwaukee","So",-0.14323,24.2,2018
"Lavone Holland II","Northern Kentucky","Sr",2.44828,77.6,2018
"Drew McDonald","Northern Kentucky","Jr",3.16835,79.1,2018
"Cavan LaRose","Sacred Heart","Sr",-0.0399823,0.7,2018
"Jonathan Kasibabu","Fairfield","Jr",2.01368,50.6,2018
"Ramone Snowden","James Madison","Sr",0.439363,71.9,2018
"Robert Franks","Washington St.","Jr",4.03047,76.7,2018
"Viont'e Daniels","Washington St.","Jr",3.47936,78.7,2018
"Carson Smith","USC Upstate","Sr",0.913219,34.9,2018
"Andrew Rowsey","Marquette","Sr",5.62677,80.8,2018
"Brenden Morris","Weber St.","So",0.124378,0.9,2018
"Joel Swallow","Southern Utah","So",-0.0854633,1.7,2018
"Nick Parker","Campbell","Sr",0.123583,1.6,2018
"Cole Blackstock","Auburn","Jr",0.564625,1.4,2018
"Ellis Dozier","Ohio","Fr",-0.462871,3.1,2018
"Brent Hibbitts","Michigan","So",0.442795,0.7,2018
"Moritz Wagner","Michigan","Jr",3.80731,65.5,2018
"Paris Collins","Jackson St.","Sr",0.86522,57,2018
"Grant Riller","College of Charleston","So",3.91848,81.1,2018
"Thomas Capuano","Manhattan","Jr",0.674979,56,2018
"Zane Najdawi","The Citadel","Jr",1.75565,63.8,2018
"Ryan Funk","Marist","Jr",1.89885,74.5,2018
"Hayden Dalton","Wyoming","Sr",3.3929,81.1,2018
"Justin James","Wyoming","Jr",3.12338,73.9,2018
"Jehyve Floyd","Holy Cross","Jr",1.64783,73.9,2018
"Karl Charles","Holy Cross","Jr",1.23938,52.2,2018
"Francisco Amiel","Colgate","Jr",-0.95757,49.3,2018
"Matija Milin","Fairfield","Jr",0.901703,32.9,2018
"Matt Zignorski","Holy Cross","Jr",0.26072,38,2018
"Jarrell Brantley","College of Charleston","Jr",3.08045,59.5,2018
"Michael Benkert","Belmont","So",-0.85751,14.8,2018
"Seth Adelsperger","Belmont","So",0.228194,22,2018
"Khalil Ahmad","Cal St. Fullerton","Jr",1.89848,80.2,2018
"Dylan Windler","Belmont","Jr",4.42456,88.5,2018
"Jamal Smith","Cal St. Fullerton","So",-0.476215,57,2018
"Kevin McClain","Belmont","Jr",2.37354,80.9,2018
"Kyle Allman Jr.","Cal St. Fullerton","Jr",3.76124,83.3,2018
"Keyshawn Evans","Illinois St.","Jr",3.46369,69.8,2018
"Dwayne Lautier-Ogunleye","Bradley","Jr",2.04411,67.3,2018
"Callum Barker","Bradley","Jr",-0.200516,4.7,2018
"Nick McGlynn","Drake","Jr",2.60909,57,2018
"Juwan Morgan","Indiana","Jr",4.4324,72.7,2018
"Kyle Massie","UTSA","Jr",0.475875,0.6,2018
"Armon Fletcher","Southern Illinois","Jr",3.52044,77.8,2018
"Jordan Caroline","Nevada","Jr",4.43498,85.9,2018
"Austin Weiher","Southern Illinois","Jr",-0.303225,2.6,2018
"Deion Lavender","UAB","Jr",0.276459,14.2,2018
"Chaz Glotta","Northern Colorado","Jr",0.623398,27.7,2018
"Bailey Walker","Northwestern St.","Jr",-2.09142,2.4,2018
"Eddie Davis III","Southern Miss","Jr",1.20611,34.3,2018
"Thomas Sanchez","Fordham","Sr",-0.459784,3.7,2018
"Joseph Chartouny","Fordham","Jr",1.56233,83.4,2018
"Jesse Bunting","Fordham","Jr",1.52414,3.6,2018
"David Pekarek","Fordham","Jr",-0.272063,37.3,2018
"Jordan Dallas","Weber St.","So",-0.264093,13.8,2018
"Jacob Broussard","Louisiana Lafayette","Sr",-0.120856,3.3,2018
"KeVaughn Allen","Florida","Jr",2.51317,77.5,2018
"Lawson Schaffer","Alabama","Jr",-0.145177,3.9,2018
"Horace Spencer","Auburn","Jr",1.1036,43.2,2018
"Donta Hall","Alabama","Jr",3.45532,55.9,2018
"Dazon Ingram","Alabama","So",1.85109,69.9,2018
"Bryce Brown","Auburn","Jr",3.58264,75.7,2018
"Anthony Bilas","Wake Forest","Jr",-0.00848042,0.6,2018
"Ed Stephens","Austin Peay","Sr",-0.00332291,6.8,2018
"Brady Ernst","Florida Gulf Coast","So",-0.00141539,21.6,2018
"Steve Rogers","Alabama St.","Sr",-0.257213,17.5,2018
"Paulo Cruz","Cal Poly","Jr",-0.392225,0.1,2018
"Amir Smith","Florida Atlantic","Jr",-0.160647,19.6,2018
"Lucas Campbell","Tennessee","Jr",1.36851,0.5,2018
"Lamonte Turner","Tennessee","So",3.07584,62.8,2018
"Chace Franklin","Jackson St.","Sr",1.30758,21.4,2018
"Robin Jorch","Boise St.","Jr",0.0300742,17.1,2018
"Kirkland Humphrey","Eastern Kentucky","Jr",-0.434745,0.5,2018
"Andrew Zelis","Northern Illinois","Sr",-0.208433,4.7,2018
"Charles Jackson","Arkansas Pine Bluff","Jr",-0.387218,72.8,2018
"Kylan Phillips","Mississippi Valley St.","Jr",-1.18094,37.2,2018
"Grant Gibb","Eastern Washington","So",-0.146892,2,2018
"J'Breun Sprinkle","Arkansas Pine Bluff","So",-0.385557,6.8,2018
"Marcus Wallace","Arkansas Pine Bluff","Jr",0.353037,1.6,2018
"DeRias Johnson","Southern","So",-0.492418,9.4,2018
"Nigel Ribeiro","Grambling St.","Jr",-0.290687,32.8,2018
"Joshua Ko","Florida Gulf Coast","Sr",-0.299464,1.4,2018
"Terrence Thompson","Wake Forest","Sr",0.0958153,40.8,2018
"Hayden Farquhar","Abilene Christian","Jr",-0.0758497,20.5,2018
"AJ Sumbry","Wagner","Jr",0.376688,48.4,2018
"Hayden Howell","Abilene Christian","Jr",0.125237,24.4,2018
"Armani Chaney","Tennessee St.","Jr",0.137215,72.2,2018
"Paul Thomas","UTEP","Jr",0.00970774,63,2018
"McKay Cannon","BYU","Jr",0.447967,37.9,2018
"Dupree McBrayer","Minnesota","Jr",1.1942,59.5,2018
"Davante Cooper","Washington St.","Jr",-0.192613,8.8,2018
"Kerry Blackshear Jr.","Virginia Tech","Jr",3.38771,62.2,2018
"Johnny Hamilton","UT Arlington","Sr",2.07508,57.7,2018
"Chris Clarke","Virginia Tech","Jr",1.98939,61,2018
"Justin Robinson","Virginia Tech","Jr",4.12447,76.5,2018
"Peter Hanley","Bradley","Jr",-0.577057,0.5,2018
"Luuk van Bree","Bradley","Jr",0.68487,24.5,2018
"Josh Davis","Western Michigan","Jr",2.10482,70,2018
"Deividas Zemgulis","Penn St.","Jr",0.135197,8.5,2018
"Emmanuel Nzekwesi","Oral Roberts","So",2.1241,77,2018
"Trhae Mitchell","South Alabama","So",0.133477,75.6,2018
"Shaq Calhoun","Tennessee Tech","Sr",1.22012,61.4,2018
"Travis Munnings","Louisiana Monroe","Jr",2.9148,87.8,2018
"Jerekius Davis","Louisiana Lafayette","So",0.403021,12,2018
"Quinn Taylor","Utah St.","Jr",2.6069,54.9,2018
"Eric McGill","Southern Illinois","Jr",-0.905473,12.6,2018
"Brodricks Jones","Wyoming","So",-0.394873,4.4,2018
"Elijah Staley","Morgan St.","Jr",-0.269553,17,2018
"Lagerald Vick","Kansas","Jr",3.27993,82.4,2018
"Donte DiVincenzo","Villanova","So",4.3061,72.5,2018
"Jalen Brunson","Villanova","Jr",6.18538,78.8,2018
"Rashard Odomes","Oklahoma","Jr",1.87391,50.6,2018
"Akolda Manyang","Utah Valley","Sr",2.66553,49,2018
"Alex Foster","Albany","Sr",0.246356,37.4,2018
"Tim Delaney","Villanova","So",-0.0644277,3,2018
"Tayler Persons","Ball St.","Jr",2.24812,73.8,2018
"Alex Illikainen","Wisconsin","Jr",0.376213,12.8,2018
"James Harvey","McNeese St.","Jr",0.611839,77.9,2018
"Nick Garth","Lamar","Jr",2.10953,66.4,2018
"Micheal Warren","Cal St. Northridge","Sr",1.39146,70.4,2018
"Josh Nzeakor","Lamar","Jr",1.73442,71.9,2018
"Geno Crandall","North Dakota","Jr",2.94485,82.5,2018
"Malcolm Laws","Nebraska","Sr",-0.278702,1.1,2018
"Keith Oddo","Richmond","Jr",0.829132,1,2018
"Rashaan Holloway","Massachusetts","Jr",1.5291,20,2018
"Kassoum Yakwe","St. John's","Jr",-0.0488515,20.5,2018
"Darius Thompson","Western Kentucky","Sr",4.0417,89.2,2018
"Steve Harris","Austin Peay","Jr",0.219545,50.7,2018
"Brandon Sampson","LSU","Jr",1.91877,38.4,2018
"Derek Ogbeide","Georgia","Jr",1.58317,53.9,2018
"Tripp Davis","Tennessee St.","So",-0.70933,9.1,2018
"Kevarrius Hayes","Florida","Jr",1.50346,55.8,2018
"Keith Stone","Florida","So",1.96667,57.8,2018
"Samson Oyediran","Tennessee St.","Jr",-0.345756,10,2018
"E'Torrion Wilridge","Georgia","Jr",-0.719698,21.5,2018
"William Jackson II","Georgia","Jr",1.41946,72.8,2018
"Connor O'Neill","Georgia","Jr",0.028325,0.5,2018
"Mike Edwards","Georgia","Jr",-0.0813401,20.4,2018
"Ahmad Wagner","Iowa","Jr",0.127663,20.5,2018
"Glynn Watson Jr.","Nebraska","Jr",1.76168,74,2018
"Brady Schuck","Furman","Jr",0.346051,2.6,2018
"Tahjai Teague","Ball St.","So",1.99507,63.3,2018
"DaQuan Jeffries","Tulsa","Jr",2.40602,43.7,2018
"Dylan Miller","North Dakota St.","Jr",0.299703,16.1,2018
"David Cunningham","Nevada","Jr",0.0541294,0.2,2018
"Kendall Smith","Oklahoma St.","Sr",2.25914,65,2018
"Matt McQuaid","Michigan St.","Jr",2.25631,51.2,2018
"Lucas Jones","Eastern Illinois","Jr",-0.0997863,24.8,2018
"Aboubacar Diallo","Eastern Illinois","Jr",-0.138838,32.4,2018
"Jesse Johnson","Memphis","Sr",-0.78445,0.1,2018
"Mohamed Sherif","Alabama A&M","Jr",-1.32251,44.6,2018
"Conner George","Michigan St.","So",-0.347842,3.8,2018
"Dainan Swoope","Elon","Jr",1.25359,81.5,2018
"Zach Lewis","Iona","Sr",1.42056,60.8,2018
"Ajdin Penava","Marshall","Jr",3.36065,69.1,2018
"Jalen Duke","Tennessee St.","So",-0.0284503,8.8,2018
"Micaiah Henry","Tennessee Tech","So",-0.405486,35.3,2018
"Courtney Alexander II","Tennessee Tech","Jr",-0.442543,66,2018
"Jordan Naughton","Wyoming","Jr",0.253144,4.1,2018
"Andrew Moemeka","Wyoming","So",0.439168,22.6,2018
"Ervins Meznieks","Boston College","Jr",0.10611,3.3,2018
"Kadavion Evans","Louisiana Lafayette","So",-0.392225,0.1,2018
"Andre Fox","High Point","Jr",2.45656,71.2,2018
"Brion Sanchious","Murray St.","Jr",0.0346757,43.3,2018
"Thomas Smallwood","UAB","Jr",-0.668949,5.1,2018
"Marquelle McIntyre","Akron","So",0.217653,0.5,2018
"Jordan Hunter","Saint Mary's","Jr",0.65562,15.9,2018
"Doral Moore","Wake Forest","Jr",3.41212,63.8,2018
"Bryant Crawford","Wake Forest","Jr",4.00117,79.6,2018
"Avery Johnson Jr.","Alabama","Jr",0.656322,34.8,2018
"Tariq Owens","St. John's","Jr",1.61609,75.3,2018
"Elijah Burns","Notre Dame","Jr",0.378726,21,2018
"Luke Maye","North Carolina","Jr",4.60589,80.3,2018
"Matt Hauser","Santa Clara","Jr",0.762669,59.8,2018
"Henrik Jadersten","Santa Clara","Jr",0.525941,17.2,2018
"Mladen Djordjevic","San Francisco","Jr",-0.434048,8.6,2018
"KJ Feagin","Santa Clara","Jr",3.32532,87.4,2018
"Nate Renfro","San Francisco","Jr",0.526671,58.2,2018
"Richard Laku","McNeese St.","So",0.186228,11.5,2018
"Jarren Greenwood","McNeese St.","Jr",1.86338,82.9,2018
"Adrian Brown","McNeese St.","Jr",-0.410243,10.4,2018
"Terry Maston","Baylor","Sr",2.7194,48.2,2018
"Ethan Haslam","South Alabama","So",-0.219389,0.7,2018
"Junior Robinson","Mount St. Mary's","Sr",4.29715,90.4,2018
"Desure Buie","Hofstra","Jr",1.33201,53.9,2018
"Andre Spight","Northern Colorado","Sr",4.31335,85.7,2018
"Roman Davis","California","So",-0.239356,15.9,2018
"Josh Newkirk","Indiana","Sr",1.08205,57.5,2018
"Francois Lewis","Presbyterian","Jr",2.16269,24.7,2018
"Quinndary Weatherspoon","Mississippi St.","Jr",3.48245,78.3,2018
"Terence Davis","Mississippi","Jr",2.52057,67.2,2018
"Aric Holman","Mississippi St.","Jr",3.35469,57.9,2018
"Chad Brown","UCF","Jr",0.855341,46.5,2018
"Sedrick Barefield","Utah","Jr",2.38209,66.4,2018
"Jahmal McMurray","SMU","Jr",3.1675,52.3,2018
"Tacko Fall","UCF","Jr",1.7876,27.3,2018
"Stanford Robinson","Rhode Island","Sr",1.37666,66.8,2018
"Caleb Sedore","Lehigh","Jr",-0.38242,2.9,2018
"Sam Norton","Loyola MD","Jr",0.0997031,35.9,2018
"Josh Martin","Cal Poly","Jr",0.128898,40.3,2018
"Brett Barney","Wichita St.","So",0.399308,1.1,2018
"Joel Angus III","Hofstra","Sr",1.10873,28.6,2018
"KiShawn Pritchett","Davidson","So",1.80319,61.7,2018
"Jordan Madrid-Andrews","Richmond","Sr",-0.613477,3.3,2018
"TK Edogi","Iona","Sr",1.70184,57.5,2018
"Jonathan Stark","Murray St.","Sr",5.14955,92.9,2018
"Gavin Block","Ohio","Jr",0.60111,73.3,2018
"Dale Jones","North Dakota","Sr",1.74659,59.7,2018
"Dusty Baker","Weber St.","Sr",2.25878,63.2,2018
"Christian James","Oklahoma","Jr",2.83866,72.3,2018
"Isaiah Moss","Iowa","So",2.4436,60,2018
"Shaun Kirk","North Carolina St.","Jr",-0.487421,4.2,2018
"Jonathan Milligan","Pittsburgh","Sr",0.513276,43.6,2018
"John Crosby","Dayton","Jr",0.523642,30.4,2018
"Jessie Govan","Georgetown","Jr",4.06454,79.4,2018
"Abdulai Bundu","Quinnipiac","Jr",0.972604,49.6,2018
"Andrew Robinson","Quinnipiac","Jr",0.40226,31.3,2018
"Aaron Robinson","Quinnipiac","Jr",0.544264,34.5,2018
"Devontae Cacok","UNC Wilmington","Jr",3.42809,72.5,2018
"Khalil Iverson","Wisconsin","Jr",2.02732,75.7,2018
"Ty Cockfield","Arkansas St.","Jr",2.46159,74.9,2018
"Kaleb Johnson","Georgetown","Jr",2.32421,65.8,2018
"Chris McNeal","New Mexico","Jr",1.10706,60.8,2018
"Marlon Hunter","Jacksonville St.","Jr",1.73139,60.5,2018
"Fatodd Lewis","Tennessee Martin","Jr",0.87715,68.1,2018
"Nick Allen","UTSA","Jr",1.3356,64,2018
"Justin Jenkins","Gardner Webb","So",0.214064,11.6,2018
"Eric Jamison","Gardner Webb","So",-0.547343,29.4,2018
"Nych Smith","Winthrop","Jr",0.274578,18.7,2018
"Jay Camus","St. John's","Jr",0.0347102,0.1,2018
"Matt Maloney","Manhattan","So",-0.294169,0.2,2018
"Sam Averbuck","Wyoming","So",-0.438408,1.7,2018
"Alex Dargenton","Utah St.","Jr",1.18093,39.4,2018
"Cody Kelley","Wyoming","So",0.193965,56.3,2018
"Darrian Traylor","UC Irvine","So",-0.106032,13.2,2018
"Maxwell Kupchak","UC Santa Barbara","Jr",0.203528,6.4,2018
"J.D. Paige","Colorado St.","Jr",0.24783,55.5,2018
"Scott Muirhead","UT Arlington","So",0.0168156,3.2,2018
"B.J. Miller","Troy","Jr",1.43884,70.6,2018
"Jordon Varnado","Troy","Jr",3.2184,63.1,2018
"Shawn Hopkins","Troy","Jr",0.198053,19.7,2018
"Alex Hicks","Troy","Jr",2.45671,65.4,2018
"Cody Helgeland","Jacksonville","Sr",-0.242028,73.6,2018
"Barry Brown Jr.","Kansas St.","Jr",3.34116,86.6,2018
"Cortez Edwards","Southern Miss","Jr",3.37653,90.9,2018
"B.J. Maxwell","Abilene Christian","So",0.329734,21.2,2018
"Fletcher Magee","Wofford","Jr",4.62638,87.2,2018
"Matthew Pegram","Wofford","Jr",0.506253,36,2018
"Jesse Hunt","Eastern Washington","Jr",1.43851,23.8,2018
"Ty Gibson","Eastern Washington","Jr",0.939295,65.5,2018
"Brandon Smith","UC Irvine","Jr",-0.680056,25.3,2018
"George Kiernan","Navy","Jr",1.27669,47.1,2018
"Allonzo Trier","Arizona","Jr",5.46951,79.2,2018
"Darien Williams","Nevada","Sr",-0.04077,6.5,2018
"Ayan Nunez de Carvalho","Temple","So",-0.390489,0.7,2018
"Ernest Aflakpui","Temple","Jr",1.16408,47.9,2018
"Kajon Brown","BYU","Jr",-0.336271,2.8,2018
"Sterling Taplin","Tulsa","Jr",2.50439,67.3,2018
"Marcus LoVett","St. John's","So",2.31804,15.8,2018
"Boaz Williams","Longwood","Jr",-1.83344,4.2,2018
"Jon Elmore","Marshall","Jr",4.7558,95.3,2018
"Kevin Puryear","Missouri","Jr",1.91278,62.8,2018
"Terrence Phillips","Missouri","Jr",0.849996,16.1,2018
"Eric Cobb","Connecticut","Jr",-0.42982,8.9,2018
"Cullen VanLeer","Missouri","Jr",-0.0801938,32.6,2018
"Sylvester Ogbonda","Georgia Tech","So",-0.0657271,1.6,2018
"Christ Koumadje","Florida St.","Jr",1.94356,27.1,2018
"Ray Spalding","Louisville","Jr",3.33522,68.2,2018
"Terance Mann","Florida St.","Jr",3.68677,69.9,2018
"James Harrison","Lamar","Sr",1.2903,43.9,2018
"Deion Holmes","USC Upstate","Jr",2.00081,66,2018
"Julius Johnson","Richmond","Jr",0.573368,39.4,2018
"Mo Lewis","Navy","Jr",0.896988,14.2,2018
"Nicola Akele","Rhode Island","Jr",0.516586,18.1,2018
"Tai Wynyard","Kentucky","So",0.0798261,2.9,2018
"Andre Berry","Rhode Island","Sr",1.77544,43.4,2018
"Ryan Pearson","Navy","Jr",0.249461,16.4,2018
"Malik Hines","Massachusetts","Jr",2.30325,66.1,2018
"Nate Navigato","Toledo","Jr",4.04615,81.4,2018
"Kyle Clarke","Kennesaw St.","Jr",-0.689919,42.3,2018
"Justice Bartley","Virginia","Jr",0.081255,1.6,2018
"Zach Snyder","Duquesne","Jr",0.375646,0.5,2018
"Jack Westerfield","Dayton","Jr",-0.0531419,3.7,2018
"Chris Downing","Fordham","Jr",-0.0419777,4.5,2018
"Luwane Pipkins","Massachusetts","So",4.10904,82.5,2018
"Brenton Petty","Fordham","Jr",-0.824157,5,2018
"Ron Patterson","IUPUI","Sr",0.886467,69.4,2018
"Jeffery McClendon","Loyola Marymount","Jr",-0.489556,60.4,2018
"Ryan Maas","Western Illinois","Jr",-1.17667,0.6,2018
"Christian Vega","Saint Joseph's","Sr",-0.247272,0.4,2018
"DJ Sylvester","UC Riverside","So",0.0349953,52.6,2018
"David Knudsen","Marist","Jr",1.37515,74.4,2018
"Menno Dijkstra","UC Riverside","Jr",1.05356,35.7,2018
"Eli Cain","DePaul","Jr",1.47615,83.5,2018
"Sam Lindgren","Colgate","Jr",0.678248,7.8,2018
"Aleer Leek","UMKC","Jr",-1.63591,57,2018
"Austin Nehls","Central Connecticut","Jr",1.37463,84.4,2018
"Jaire Grayer","George Mason","Jr",1.82415,73.1,2018
"Martez Cameron","Morgan St.","Jr",-0.758509,79.3,2018
"Taylor McHugh","Bryant","Jr",-0.255099,26.6,2018
"D'Angelo West","Southeastern Louisiana","Jr",-1.38859,8.8,2018
"Josh Ajayi","South Alabama","So",1.56398,72.6,2018
"Antonio Gillespie","Morgan St.","Jr",0.209245,33.8,2018
"Jamaal Robateau","Gardner Webb","Jr",-1.46204,24.8,2018
"Christian Adams","Coastal Carolina","Jr",-1.87073,30.9,2018
"Mairega Clarke","UT Arlington","Sr",-0.991742,23.7,2018
"New Williams","Fresno St.","So",-0.104309,0.7,2018
"Michael Oguine","Montana","Jr",3.92003,79,2018
"Karl Gamble","Middle Tennessee","Jr",0.464495,35.7,2018
"Gary Chivichyan","Idaho St.","So",0.952722,27.9,2018
"Brandon Boyd","Idaho St.","So",2.74231,74.9,2018
"Isaiah Lamb","Marist","Jr",0.131601,50.6,2018
"Tyler Seibring","Elon","Jr",3.7655,84.2,2018
"Steven Santa Ana","Elon","Jr",0.975313,69,2018
"Sheldon Eberhardt","Elon","Jr",0.654769,43.8,2018
"Karolis Kundrotas","Elon","Jr",0.0416547,24,2018
"Terrell Allen","UCF","So",-0.0787909,74.7,2018
"Curtis Lochner","Delaware","Jr",-0.536079,1.3,2018
"Peter Barba","Columbia","Jr",-0.0721249,5.8,2018
"Shaqquan Aaron","USC","Jr",0.304251,38.2,2018
"Quinton Adlesh","Columbia","Jr",2.47148,75.1,2018
"Lukas Meisner","Columbia","Jr",1.93888,64.9,2018
"Rodney Hunter","Columbia","Jr",-0.11174,19.6,2018
"Gunnar Olafsson","St. Francis NY","Sr",0.577853,14.2,2018
"Matt Morgan","Cornell","Jr",4.41336,84.8,2018
"Zach Glotta","Austin Peay","Jr",1.90779,54.7,2018
"Demetre Rivers","Mercer","Sr",2.77299,72.1,2018
"Eric Davis Jr.","Texas","Jr",1.74116,48.2,2018
"Kerwin Roach II","Texas","Jr",2.7341,75.9,2018
"Hank Hollingsworth","Cal Poly","So",-0.385966,46,2018
"Djery Baptiste","Vanderbilt","So",0.441536,34.3,2018
"Admiral Schofield","Tennessee","Jr",3.11022,69.6,2018
"Brad Woodson","Tennessee","Jr",-1.01137,0.4,2018
"Kyle Alexander","Tennessee","Jr",2.90927,48.9,2018
"Jamall Gregory","Jacksonville St.","Jr",0.624962,57.7,2018
"James Bolden","West Virginia","So",2.34502,42.9,2018
"Gordon Gehan","Boston College","Jr",0.198518,0.7,2018
"Lamont West","West Virginia","So",2.39026,53.3,2018
"Zach Smith","Pittsburgh","Sr",-0.34757,0.9,2018
"Nate Fowler","Butler","Jr",2.2387,42.5,2018
"Trey Knight III","Indiana St.","So",-0.930014,2.8,2018
"Nick Mayo","Eastern Kentucky","Jr",3.19748,86.7,2018
"Cameron Delaney","Sam Houston St.","Jr",-0.204485,36,2018
