team,off_coeff,def_coeff,yusag_coeff,off_sd,def_sd,yusag_sd,departing_ppg,returning_ppg,transfer_ppg,net_ppg,mins,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
Marshall,6.648233329,-2.282374237,4.365859091,0.47210187,0.422441141,0.6335114,3.36065,11.13758,0,7.77693,0.764695026,0,0,0,1,0,0
Maryland,9.06449373,7.12498282,16.18947655,0.814886758,0.422626646,0.917961715,5.53066,8.64059,0,3.10993,0.5092,1,3,1,5,95.16,66.97
Massachusetts,1.187890702,-0.637735352,0.55015535,0.408611724,0.251429845,0.479771308,4.6887412,6.80741908,0.479583,2.59826088,0.549341477,0,0,2,2,88.6,34.07
McNeese,-2.934592598,-5.910159344,-8.844751942,0.220490441,0.247574802,0.331525742,4.788727,2.475219,2.30325,-0.010258,0.404908888,0,0,0,0,0,0
Memphis,5.248220998,2.658894118,7.907115116,0.479459486,0.463269472,0.666708334,2.20138,11.352278,0,9.150898,0.715543341,0,3,3,7,88.68,56.98
Mercer,-5.893386827,-0.924408502,-6.817795329,0.630606436,0.563721487,0.845840643,15.08388,0,0,-15.08388,0.371250281,0,0,0,0,0,0
Miami (FL),1.904980105,5.383075367,7.288055471,0.405091295,0.44308146,0.600350012,5.89892,9.81811,3.69704,7.61623,0.637123746,0,0,0,0,0,0
Miami (OH),-3.335976723,0.115258065,-3.220718658,0.208988749,0.251156582,0.326735254,2.612843,3.523447,0,0.910604,0.577013752,0,0,0,0,0,0
Michigan,3.970454684,10.45842849,14.42888317,0.479344453,0.468236145,0.670086705,11.11607,4.5249,0,-6.59117,0.518607443,0,4,1,5,94.53,64.82
Michigan St.,9.857589811,10.08554806,19.94313787,0.468169366,0.426530748,0.633333273,8.20101,12.63973,0,4.43872,0.583966413,0,5,0,5,95.1,63.22
Middle Tenn.,-4.053292393,4.04490283,-0.008389563,0.565837589,0.606580271,0.829525046,14.639445,0,1.59877,-13.040675,0.16670002,0,0,0,0,0,0
Milwaukee,-4.970261553,1.086640637,-3.883620916,0.469908431,0.348080447,0.584785372,6.935095,-0.198059,0,-7.133154,0.255532568,0,0,2,2,86.28,29.41
Minnesota,6.821469515,1.830702628,8.652172143,0.399312354,0.375787654,0.548330846,3.91654,9.072841,1.49597,6.652271,0.596412282,0,1,2,3,92.56,52.14
Mississippi St.,8.657181335,8.044378798,16.70156013,0.589975932,0.55372135,0.809122323,0.820859,14.84873,0,14.027871,0.840881288,0,3,1,4,94.74,63.62
Mississippi Val.,-5.811481801,-7.028846151,-12.84032795,0.322276379,0.336965757,0.466270292,-0.9737,2.413064,0,3.386764,0.73853398,0,0,0,0,0,0
Missouri,2.309719443,7.366483478,9.676202921,0.509486428,0.290732085,0.58660171,8.77227,8.02145,0,-0.75082,0.582,0,1,1,2,91.59,39.56
Missouri St.,-3.248712355,1.887957765,-1.36075459,0.333046867,0.325900409,0.465973489,7.8659673,4.208472,1.11356,-2.5439353,0.377875575,0,0,0,0,0,0
Monmouth,0.361336235,-3.023310444,-2.661974209,0.331055577,0.199464891,0.386502313,3.00534,3.520247,0.600113,1.11502,0.6524,0,0,0,0,0,0
Montana,2.768805355,3.753718289,6.522523644,0.393779362,0.416975504,0.573524853,1.49746,11.099766,0,9.602306,0.8196,0,0,0,0,0,0
Montana St.,-1.050353555,-4.296137233,-5.346490787,0.236482358,0.25989758,0.351383918,2.725588,6.51217,0,3.786582,0.442376951,0,0,0,0,0,0
Morehead St.,-3.161426108,-3.262778901,-6.424205009,0.232654826,0.224970414,0.323635529,1.24316,5.0428565,0,3.7996965,0.886593879,0,0,0,0,0,0
Morgan St.,-7.127247777,-4.990858623,-12.1181064,0.307424994,0.297320992,0.427679669,5.23039,-0.8605841,0,-6.0909741,0.604962018,0,0,0,0,0,0
Mt. St. Mary's,-6.839352259,-1.836615118,-8.675967378,0.40653524,0.354562109,0.539430432,9.4472164,0,0,-9.4472164,0.068958625,0,0,0,0,0,0
Murray St.,-0.184328279,3.212537766,3.028209488,0.370198636,0.324968441,0.492596709,10.42733,5.3952757,0,-5.0320543,0.480296059,0,0,1,1,86,16
N.C. A&T,-5.220975749,-5.255277311,-10.47625306,0.254583815,0.25673567,0.361560677,5.638693,1.02779,0,-4.610903,0.364705882,0,0,0,0,0,0
N.C. Central,-6.968360606,-1.706445271,-8.674805877,0.316621645,0.230940774,0.391896552,1.75878,3.438062,-0.26113,1.418152,0.561399467,0,0,0,0,0,0
Navy,-6.335602922,0.912704404,-5.422898517,0.294126007,0.267971947,0.397893293,3.445414,3.283366,0,-0.162048,0.48889778,0,0,0,0,0,0
Nebraska,5.163377058,6.678668543,11.8420456,0.452290498,0.342923108,0.567594003,3.52228,11.87568,0,8.3534,0.643586152,0,0,3,3,86.51,36.66
Nevada,13.31909187,4.729558305,18.04865018,0.970557939,0.576531201,1.128880392,7.16895,16.73866,15.536671,25.106381,0.624240696,1,0,2,3,90.64,49.36
New Hampshire,-7.530560839,-0.864017051,-8.394577891,0.313745963,0.288396286,0.426156013,5.313515,0.5551676,0,-4.7583474,0.582316608,0,0,0,0,0,0
New Mexico,3.675123383,-1.158322709,2.516800674,0.377753061,0.372114137,0.530251172,10.67438,6.694101,4.34488,0.364601,0.390916303,0,0,1,2,79.43,18.86
New Mexico St.,-1.694354319,3.582245551,1.887891232,0.313932361,0.400205775,0.50864348,8.72896,2.60914,2.37409,-3.74573,0.447287191,0,0,0,0,0,0
New Orleans,-5.517898672,-0.922908225,-6.440806897,0.25204537,0.224592765,0.337592623,3.023964,3.303466,0,0.279502,0.595062503,0,0,0,0,0,0
Niagara,3.094824651,-7.188243248,-4.093418597,0.371109111,0.442664418,0.577645011,7.65892,6.257166,0,-1.401754,0.637219073,0,0,0,0,0,0
Nicholls St.,-1.692453678,-4.154925151,-5.847378829,0.375724358,0.332643628,0.501817274,8.86137,0.171125,2.377676,-6.312569,0.323559155,0,0,0,0,0,0
NJIT,-4.177789054,-1.326445737,-5.50423479,0.231123745,0.23506358,0.329655991,1.47049,3.9915019,0,2.5210119,0.819613192,0,0,0,0,0,0
Norfolk St.,-4.277311032,-3.341706665,-7.619017697,0.250579323,0.243524532,0.349419797,0.560475,3.862262,0,3.301787,0.603565836,0,0,0,0,0,0
North Ala.,-8.554624669,-3.560665432,-12.1152901,0.354185264,0.149139833,0.384304425,0,0,0,0,0.7,0,0,0,0,0,0
North Carolina,15.17252707,6.119536058,21.29206313,0.847834245,0.472758671,0.970733572,7.95512,13.38199,0,5.42687,0.671014696,2,1,0,3,98.81,64.51
NC State,8.916202681,2.202627177,11.11882986,0.410008079,0.418985522,0.586221368,10.75099,9.01185,7.91268,6.17354,0.42643492,0,3,0,3,94.16,54.16
North Dakota,0.199856285,-5.942644349,-5.742788064,0.256476745,0.274485551,0.375662933,4.69144,4.634753,0,-0.056687,0.674166479,0,0,0,0,0,0
North Dakota St.,-3.60115489,0.404028598,-3.197126292,0.259157023,0.253789545,0.362727854,5.94781,3.875983,0,-2.071827,0.663867227,0,0,0,1,0,0
North Florida,5.232609158,-8.989027452,-3.756418294,0.470129352,0.591787571,0.755800329,-0.425376,11.75515,0,12.180526,0.897952441,0,0,0,1,70,0
North Texas,0.993595345,1.202664632,2.196259977,0.323118526,0.329162192,0.461251916,0.454297,8.94363,0,8.489333,0.719665388,0,0,0,0,0,0
Northeastern,1.63031197,3.638209375,5.268521345,0.408520542,0.430120303,0.593205284,0.18251,11.30798,1.9903,13.11577,0.882823435,0,0,0,0,0,0
Northern Ariz.,-6.169861838,-5.101300037,-11.27116188,0.327170954,0.317320947,0.455777815,1.68523,-0.336222,0,-2.021452,0.61787295,0,0,0,0,0,0
Northern Colo.,2.737544169,-0.542163119,2.19538105,0.328046844,0.290125338,0.437935433,5.677074,7.24505,0,1.567976,0.5174,0,0,0,0,0,0
Northern Ill.,-0.278945733,-1.382442782,-1.661388515,0.305079294,0.270008076,0.407403653,0.561519,8.0030301,0,7.4415111,0.831734199,0,0,1,1,86,16
Northern Ky.,-0.730306818,2.938212786,2.207905968,0.238638004,0.232185789,0.332953957,7.285972,4.183423,1.84312,-1.259429,0.43662535,0,0,1,1,86,16
Northwestern,2.367499718,7.673461827,10.04096155,0.42249919,0.343269452,0.544370721,6.350909,7.592947,5.42961,6.671648,0.564640466,0,2,2,4,91.29,55.59
Northwestern St.,-9.187504642,-6.259980086,-15.44748473,0.404264946,0.397971125,0.567284023,0.765445,-1.867844,0,-2.633289,0.841918466,0,0,0,0,0,0
Notre Dame,4.211997917,6.765786296,10.97778421,0.495684372,0.408630467,0.642403187,12.05045,6.60818,0,-5.44227,0.602794472,0,4,1,5,94.88,64.22
Oakland,-3.64799984,-3.777507223,-7.425507063,0.569758591,0.56047269,0.799221176,14.85174,0,0.916555,-13.935185,0.226139474,0,0,0,0,0,0
Ohio,0.250549923,-2.248469459,-1.997919536,0.249080053,0.236215241,0.343276147,2.910637,6.681853,0,3.771216,0.689953593,0,0,0,0,0,0
Ohio St.,5.347884277,7.99450566,13.34238994,0.43124294,0.382605974,0.576504818,11.689541,6.5979624,2.61631,-2.4752686,0.4894,0,2,2,4,93.23,59.22
Oklahoma,8.715454866,-1.087703344,7.627751521,0.499257489,0.429081085,0.658307389,10.62412,8.68587,2.22305,0.2848,0.590760186,0,1,0,1,92.97,22.97
Oklahoma St.,3.270658342,4.212050689,7.482709031,0.416863453,0.341234239,0.538716943,11.94357,5.02355,4.22456,-2.69546,0.337667534,0,1,3,4,88.53,46.15
Old Dominion,0.799794491,7.271014305,8.070808796,0.378289443,0.294192989,0.479220635,6.6878,5.876526,0,-0.811274,0.551868879,0,0,3,3,86.37,36.85
Ole Miss,4.886794225,0.404556558,5.291350783,0.374404274,0.373688663,0.528981831,10.46111,5.733131,0,-4.727979,0.400039984,0,1,4,5,88.21,49.06
Omaha,0.336228784,-6.536302095,-6.200073311,0.268370985,0.294959097,0.398777952,2.10712,5.710304,0,3.603184,0.694383315,0,0,0,0,0,0
Oral Roberts,-2.126938128,-2.358428054,-4.485366182,0.251870642,0.200867673,0.322159343,6.668616,3.9844802,0,-2.6841358,0.571192118,0,0,1,1,86.6,16.6
Oregon,8.625611912,5.180091402,13.80570331,0.803589038,0.431750305,0.912230052,7.4889,8.56775,2.73884,3.81769,0.504626774,2,3,0,5,98.58,69.57
Oregon St.,3.04472941,5.121443216,8.166172626,0.406873762,0.277164228,0.492307086,3.31031,9.39189,0,6.08158,0.684852118,0,0,3,3,85.37,35.73
Pacific,-2.275866679,0.429564887,-1.846301792,0.286253053,0.2555148,0.383703823,4.960328,6.22617,0.50802,1.773862,0.605529396,0,0,0,0,0,0
Penn,1.724386801,2.319872875,4.044259677,0.408655227,0.232381144,0.470106468,3.57883,5.311171,0,1.732341,0.726683683,0,0,2,2,87.34,31.38
Penn St.,5.425999811,8.149083143,13.57508295,0.402236274,0.325088213,0.517181174,8.5696,9.85854,0,1.28894,0.559345603,0,1,2,4,87.85,48.11
Pepperdine,0.959202363,-2.737268927,-1.778066564,0.301983035,0.301583023,0.426785746,1.423084,8.675658,0,7.252574,0.608798225,0,0,1,1,87.53,17.53
Pittsburgh,-2.269214436,2.548697015,0.279482579,0.525746731,0.479054335,0.711268361,4.371946,1.679546,2.38028,-0.31212,0.571,0,2,1,3,93.07,53.48
Portland,-3.519997485,-1.677531537,-5.197529023,0.252043475,0.218964506,0.333873282,1.949663,5.630365,0,3.680702,0.760692151,0,0,0,1,70,0
Portland St.,4.17250126,-5.983331417,-1.810830158,0.476992856,0.283444546,0.554854031,5.35578,4.36811,0,-0.98767,0.475283354,0,0,0,0,0,0
Prairie View,-2.006932957,-5.248265562,-7.255198519,0.214166745,0.244664525,0.325158614,4.96821,3.795767,0.189008,-0.983435,0.412435026,0,0,0,0,0,0
Presbyterian,-9.04461777,-2.813183971,-11.85780174,0.351972525,0.284204136,0.452389931,4.12526,-0.1217442,0,-4.2470042,0.523231946,0,0,0,0,0,0
Princeton,0.595745236,0.578902817,1.174648054,0.329298334,0.202403354,0.386528797,3.314313,7.08251,0,3.768197,0.668134508,0,1,0,1,96.14,26.14
Providence,3.654649389,6.007603715,9.662253104,0.433273864,0.384154866,0.579051985,8.64496,5.157954,0,-3.487006,0.537784886,0,2,2,4,93.39,61.49
Purdue,6.142265935,8.544169756,14.68643569,0.611888989,0.539812794,0.815969354,16.86445,7.83595,2.32545,-6.70305,0.426829268,0,2,1,3,92.4,49.97
Quinnipiac,-1.488700992,-3.039773349,-4.528474342,0.276615394,0.273253794,0.388823498,0.627164,7.314774,0,6.68761,0.699350209,0,0,0,0,0,0
Radford,-3.976435936,3.152869904,-0.823566032,0.31701698,0.340737035,0.465404654,1.0297013,6.694669,0,5.6649677,0.721488595,0,0,0,0,0,0
Rhode Island,3.559637539,5.428441183,8.988078723,0.371134483,0.305199558,0.480507622,9.7777,5.85514,0,-3.92256,0.359543818,0,1,2,3,91.59,49.89
Rice,-2.016345109,-2.143032855,-4.159377964,0.451665299,0.376918588,0.588276436,4.364612,1.35500493,0.684328,-2.32527907,0.3022,0,0,3,3,86.8,37.36
Richmond,1.642081299,-0.193660738,1.448420562,0.282038673,0.246835905,0.374798316,4.46545,8.79499,0.869047,5.198587,0.643857543,0,0,1,1,86.48,16.48
Rider,6.909121297,-2.929840929,3.979280368,0.432565125,0.360007786,0.562777215,1.85674,10.28534,0,8.4286,0.776644671,0,0,1,1,85.56,15.56
Robert Morris,-5.549413213,-1.122537742,-6.671950956,0.255467481,0.288932773,0.385675746,2.27897,1.322281,0.752754,-0.203935,0.799891163,0,0,0,0,0,0
Rutgers,-1.213654188,6.481385512,5.267731324,0.44826228,0.382794343,0.589466352,5.18057,4.39262,1.22851,0.44056,0.542925755,0,1,3,4,89.52,49.85
Sacramento St.,-5.062808305,-1.256862092,-6.319670397,0.257506006,0.217302811,0.336941916,2.26364,4.218791,0,1.955151,0.806321508,0,0,0,0,0,0
Sacred Heart,-4.748161839,-3.004552646,-7.752714485,0.241244387,0.237681723,0.338661269,1.38482,2.83867,0,1.45385,0.531822282,0,0,0,0,0,0
Saint Francis (PA),2.523247963,-2.509543255,0.013704708,0.445547392,0.45505159,0.636855107,-0.726261,12.156621,0,12.882882,0.894251486,0,0,0,0,0,0
Saint Joseph's,-0.117417002,0.905530505,0.788113503,0.253396634,0.205510972,0.326258508,7.41446,3.3679389,-0.0536787,-4.1001998,0.593350831,0,0,1,1,86.14,16.14
Saint Louis,-1.212127829,6.362173911,5.150046082,0.471979223,0.376558206,0.603788431,3.137906,6.151113,6.103293,9.1165,0.567946257,0,1,2,3,90.17,47.55
Saint Mary's (CA),0.557791709,5.563808549,6.121600258,0.501144248,0.396658617,0.63912723,12.79345,5.71912,3.262548,-3.811782,0.396208709,0,1,0,1,96.35,26.35
Saint Peter's,-6.303592026,4.5306477,-1.772944325,0.412283237,0.396477436,0.571989358,0.620116,3.8656344,0,3.2455184,0.545363709,0,0,1,1,87.87,17.87
Sam Houston St.,-3.7562042,-0.600522533,-4.356726734,0.225423507,0.218854459,0.314186301,4.56665,3.82197,0,-0.74468,0.545319389,0,0,0,0,0,0
Samford,-0.590709178,-8.947079089,-9.537788266,0.368267617,0.483265818,0.607591054,10.231093,0.772672,0.0747399,-9.3836811,0.263917928,0,0,1,1,85,15
San Diego,-1.084193695,3.302880276,2.218686581,0.352031868,0.361522941,0.504604076,1.492104,9.18697,0,7.694866,0.763516142,0,0,0,0,0,0
San Diego St.,4.453384828,5.703380238,10.15676507,0.411663268,0.252448625,0.482904706,4.53411,8.451378,0,3.917268,0.629222467,0,0,2,2,88.4,33.34
San Francisco,-2.761249504,2.408241564,-0.353007941,0.277164186,0.293205105,0.403471461,2.96615,6.559001,0,3.592851,0.786685326,0,0,0,0,0,0
San Jose St.,-4.999367408,-1.475624093,-6.474991501,0.547479934,0.418617349,0.689184128,4.439351,-0.8889926,0,-5.3283436,0.431476965,0,0,2,2,87.78,32.57
Santa Clara,-3.314989927,1.049727845,-2.265262082,0.484169474,0.297229307,0.568124406,3.03867,4.701225,0.948353,2.610908,0.502437837,0,0,3,3,86.62,37.44
Savannah St.,5.145892067,-16.6412438,-11.49535173,0.731374688,0.638404613,0.970808624,4.809545,1.24005,0,-3.569495,0.287766574,0,0,0,0,0,0
Seattle U,-1.161637347,-0.744620408,-1.906257756,0.372988458,0.231322819,0.438897068,7.31605,3.168818,0.43253,-3.714702,0.3438,0,0,2,2,86.28,29.31
Seton Hall,5.303501244,4.147309495,9.450810739,0.469632476,0.398240052,0.615751412,13.69502,5.860949,3.8512,-3.982871,0.376075215,0,0,3,3,89.48,43.16
SFA,0.938616256,0.955784458,1.894400714,0.262188574,0.256302714,0.366652328,3.602602,6.4876503,0,2.8850483,0.685725559,0,0,0,0,0,0
Siena,-4.673144165,-1.945398063,-6.618542228,0.284032157,0.221374425,0.360112347,2.818869,2.742696,0,-0.076173,0.575671746,0,0,1,1,85,15
SIUE,-3.935274181,-5.181647569,-9.11692175,0.208382376,0.222333038,0.304721503,3.58724,3.205762,0,-0.381478,0.742423552,0,0,0,0,0,0
SMU,0.165054853,7.28507199,7.450126843,0.661910899,0.352318897,0.749836411,7.90319,11.213367,3.32697,6.637147,0.691613745,0,0,2,2,88.11,32.98
South Alabama,-1.945074674,-1.027817817,-2.972892492,0.29491712,0.292132163,0.4151112,-0.700135,5.205602,3.54346,9.449197,0.740894695,0,0,0,0,0,0
South Carolina,3.707637217,5.762048226,9.469685442,0.359563321,0.308665519,0.473877816,4.77614,7.596108,0,2.819968,0.671753809,0,1,4,5,88.69,48.89
South Carolina St.,-3.422994571,-9.631363671,-13.05435824,0.278362833,0.356514842,0.452314824,1.345292,2.1768997,0,0.8316077,0.599410307,0,0,0,0,0,0
South Dakota,1.259794826,1.45019917,2.709993997,0.28134439,0.273100736,0.392095241,5.41909,5.698298,0.193965,0.473173,0.675517829,0,0,0,0,0,0
South Dakota St.,5.270840338,-0.048765958,5.22207438,0.447133887,0.431731411,0.621547041,5.60834,10.92063,0,5.31229,0.566106283,0,0,0,1,0,0
South Fla.,-4.307083858,0.659703303,-3.647380555,0.494500065,0.354966688,0.608713121,5.157523,1.977517,2.11314,-1.066866,0.299824889,0,0,4,4,87.18,41.55
Southeast Mo. St.,-1.085793126,-6.760253485,-7.846046611,0.294401819,0.362451473,0.466951284,8.028174,3.29608,0,-4.732094,0.455004888,0,0,0,0,0,0
Southeastern La.,-4.335231544,0.232356407,-4.102875137,0.219287452,0.247764065,0.330868582,2.9154651,3.6306,0,0.7151349,0.362067152,0,0,0,0,0,0
Southern California,7.951416473,5.228079238,13.17949571,0.814060483,0.403067374,0.908381956,11.2886,7.96643,0,-3.32217,0.552019817,1,2,0,3,98.12,62.84
Southern Ill.,0.102700474,1.781188402,1.883888876,0.351556303,0.346728606,0.493773795,1.44152,9.706748,0,8.265228,0.827124992,0,0,0,0,0,0
Southern Miss.,-0.868305082,0.206138051,-0.662167031,0.379425665,0.349242355,0.515687946,0.0732614,9.86015,0,9.7868886,0.85572925,0,0,0,0,0,0
Southern U.,-6.489187777,-3.785959148,-10.27514693,0.26735543,0.25454287,0.369149019,2.283179,1.22738,0,-1.055799,0.347849788,0,0,0,0,0,0
Southern Utah,-1.50189063,-5.488125474,-6.990016105,0.256410333,0.244078428,0.354006409,5.19443,2.543082,0,-2.651348,0.518202503,0,0,0,0,0,0
St. Bonaventure,0.773515927,1.226793846,2.000309774,0.374911582,0.374888256,0.53018855,9.75575,4.43244,1.19102,-4.13229,0.414282857,0,0,0,0,0,0
St. Francis Brooklyn,-3.173844217,-5.050640675,-8.224484892,0.205506637,0.223536802,0.303647295,2.7718489,3.986647,0,1.2147981,0.560624427,0,0,0,0,0,0
St. John's (NY),5.72385139,5.540810561,11.26466195,0.398981715,0.333226352,0.519832868,3.31061,10.870575,3.0104,10.570365,0.591609872,0,1,2,3,89.57,44.53
Stanford,4.260647388,2.295362285,6.556009673,0.427528465,0.385423496,0.575614332,9.37019,3.773505,0,-5.596685,0.538207,0,2,2,4,92.13,56.43
Stetson,-3.98136456,-5.282824405,-9.264188965,0.265657137,0.270983723,0.379481083,5.232398,1.236,0,-3.996398,0.36342533,0,0,1,1,84,14
Stony Brook,-4.36131812,0.050718605,-4.310599515,0.218272748,0.259975601,0.339455896,2.442548,3.169354,0,0.726806,0.482878553,0,0,0,0,0,0
Syracuse,3.987256045,11.94950676,15.9367628,0.619617732,0.562428866,0.836810829,0,14.10523,0,14.10523,0.907581516,0,2,1,3,92.47,53.07
TCU,10.00118365,4.198770911,14.19995456,0.41557596,0.394499417,0.573003637,9.30105,10.65753,0,1.35648,0.649873555,0,2,2,4,91.73,55.22
Temple,1.302313068,3.115001745,4.417314813,0.23133012,0.204608932,0.308834,4.33917,6.75589,0,2.41672,0.693349673,0,0,1,1,87.1,17.1
Tennessee,6.775336544,10.64515844,17.42049498,0.638245467,0.604882765,0.87934091,1.39987,17.28565,0,15.88578,0.8722511,0,1,0,1,95.63,25.63
Tennessee St.,-6.770270179,1.141870179,-5.6284,0.295372288,0.301551426,0.42211142,4.811673,1.869244,0,-2.942429,0.396758703,0,0,0,0,0,0
Tennessee Tech,-5.297462483,-2.708682593,-8.006145076,0.324616145,0.322006313,0.457234849,7.98214,-0.442543,0.945798,-7.478885,0.288857772,0,0,0,0,0,0
Texas,5.733913688,8.038547328,13.77246102,0.472688911,0.422902218,0.63425633,5.58084,8.53124,2.0096,4.96,0.6566,0,4,1,5,95.93,66.59
Texas A&M,1.302804369,5.091768898,6.394573267,0.353248961,0.353526723,0.499765917,10.81634,4.45116,3.39521,-2.96997,0.399651972,0,0,1,1,88.89,18.89
Texas Southern,-0.448889003,-5.855039867,-6.30392887,0.29369345,0.350356234,0.457171011,7.74924,4.36102,0.728902,-2.659318,0.430032416,0,0,0,0,0,0
Texas St.,-6.790572971,2.294998959,-4.495574012,0.338967094,0.31148195,0.460347364,2.44412,4.08607,0,1.64195,0.675016432,0,0,0,0,0,0
Texas Tech,2.652222805,9.144275505,11.79649831,0.461651028,0.46654142,0.656340284,12.21689,2.70711,5.0121,-4.49768,0.357814689,0,2,2,4,90.43,55.51
The Citadel,4.3678025,-12.02249899,-7.654696492,0.545146712,0.492969144,0.734985384,0.499651,5.535019,-0.258224,4.777144,0.743658748,0,0,0,0,0,0
Toledo,3.295211706,0.068285366,3.363497073,0.433329236,0.426332093,0.607892491,3.99643,11.52773,0,7.5313,0.727687071,0,0,0,0,0,0
Towson,-2.202940957,-1.176062529,-3.379003486,0.368932641,0.324984465,0.491656584,9.856524,0,0.713734,-9.14279,0.230953809,0,0,1,1,87.23,17.23
Troy,-0.365808899,-0.618865699,-0.984674598,0.291442433,0.275641463,0.401144497,4.4326429,7.587507,0,3.1548641,0.581196713,0,0,0,0,0,0
Tulane,2.784585459,-0.122032582,2.662552876,0.347580099,0.270947441,0.440709021,5.79415,6.926378,0,1.132228,0.605078984,0,0,3,3,87.44,38.82
Tulsa,-0.348416457,1.782160813,1.433744356,0.28619121,0.298917995,0.413832546,5.6943401,6.7384903,0,1.0441502,0.575842631,0,0,0,0,0,0
UAB,0.963462643,1.842608438,2.806071081,0.419735255,0.308719421,0.521042576,10.77229,3.34586,0,-7.42643,0.319936013,0,0,3,3,87.28,38.72
UC Davis,-0.996772144,1.231397165,0.234625022,0.245864544,0.264255363,0.360943584,3.4836446,6.675026,0,3.1913814,0.737012824,0,0,0,0,0,0
UC Irvine,-2.453063988,3.229629717,0.776565729,0.268680526,0.369006561,0.456459272,0,6.186652,0,6.186652,0.913396249,0,0,0,0,0,0
UC Riverside,-6.246183968,-0.880420357,-7.126604325,0.263666118,0.289432153,0.391523681,1.796594,1.8021653,0,0.0055713,0.522046915,0,0,0,0,0,0
UC Santa Barbara,0.802183554,1.527919194,2.330102747,0.428693721,0.320613472,0.535323552,10.836418,4.300194,0,-6.536224,0.383806995,0,0,3,3,88.42,42.35
UCF,-4.980538436,6.402204912,1.421666476,0.310496138,0.472365789,0.565276296,2.43411,2.0658071,0.368775,0.0004721,0.811865181,0,0,1,1,85.78,15.78
UCLA,11.05754832,2.600466576,13.65801489,0.801412222,0.498844068,0.943984615,11.54796,8.63942,0,-2.90854,0.5264,1,4,1,6,96.21,67.94
UConn,0.651775674,0.967782873,1.619558547,0.287878344,0.205234306,0.353546406,2.452291,7.17864,1.95487,6.681219,0.680211272,0,0,1,1,91.08,21.08
UMass Lowell,-0.812780159,-7.207448671,-8.02022883,0.260761554,0.307756123,0.403373796,5.737885,3.156618,0,-2.581267,0.518903781,0,0,0,0,0,0
UMBC,-3.945535225,0.285094782,-3.660440443,0.285534008,0.285053284,0.403466287,7.277326,2.7855561,0,-4.4917699,0.564335583,0,0,0,0,0,0
UMES,-10.34742521,-6.215766158,-16.56319136,0.411564517,0.346394908,0.537935669,0.278306,-0.046197,0,-0.324503,0.579157081,0,0,0,0,0,0
UMKC,-4.349890178,-4.094242657,-8.444132835,0.228286798,0.223337583,0.319365837,2.9894,1.986272,0.380954,-0.622174,0.698403899,0,0,0,0,0,0
UNC Asheville,-3.280141266,-4.148761855,-7.42890312,0.399998675,0.398833984,0.56486059,10.7816016,0,0,-10.7816016,0.0764,0,0,0,0,0,0
UNC Greensboro,-1.280884538,5.551893396,4.271008857,0.250125764,0.329248456,0.413482096,2.590571,5.505612,0,2.915041,0.690449841,0,0,1,1,87.43,17.43
UNCW,2.008502555,-6.494324489,-4.485821935,0.298722997,0.336138507,0.449693812,3.512746,6.7463119,0.34363,3.5771959,0.673469388,0,0,0,1,70,0
UNI,-3.747055875,6.503852481,2.756796605,0.411877837,0.336061248,0.531583028,4.0054747,4.761521,0,0.7560463,0.537451737,0,1,0,1,96.95,26.95
UNLV,6.222711746,-1.969592571,4.253119175,0.58128759,0.349447235,0.678239363,9.08695,4.506431,2.12777,-2.452749,0.530293941,0,1,1,2,92.41,40.46
USC Upstate,-1.149684961,-10.74685847,-11.89654344,0.217692853,0.433343579,0.484950343,3.76414,4.519195,0,0.755055,0.580435483,0,0,0,0,0,0
UT Arlington,-0.880226547,-2.644038743,-3.52426529,0.418756382,0.347871517,0.544400129,9.363003,0,0.223356,-9.139647,0.153645354,0,0,0,0,0,0
UT Martin,-6.484001387,-1.45187624,-7.935877628,0.269798981,0.255419973,0.371525037,1.971726,2.3654036,0,0.3936776,0.573647681,0,0,0,0,0,0
Utah,1.2528394,6.393497648,7.646337047,0.48005404,0.384994817,0.61536403,12.20418,4.272312,0.602654,-7.329214,0.431450441,0,2,4,6,88.98,53.76
Utah St.,-0.033103891,1.76961718,1.736513289,0.310699789,0.316974044,0.443854597,2.27323,8.744973,0,6.471743,0.706549612,0,0,0,1,0,0
Utah Valley,0.015269533,1.555071256,1.57034079,0.30482328,0.317215001,0.439934755,7.30473,5.833817,0.419384,-1.051529,0.40562554,0,0,0,0,0,0
UTEP,-3.173069592,0.329563848,-2.843505744,0.50553685,0.351260038,0.615590059,3.12678,1.93804874,0,-1.18873126,0.448579432,0,0,2,2,88.72,34.05
UTRGV,-0.871011845,-6.97526541,-7.846277255,0.456383338,0.291908023,0.541752753,3.208617,0.2315856,0,-2.9770314,0.634053478,0,0,0,0,0,0
UTSA,1.452767529,-1.937986915,-0.485219386,0.297195678,0.29418093,0.418171844,3.5473,8.271118,0,4.723818,0.697833515,0,0,0,1,0,0
Valparaiso,-0.37606141,1.253365246,0.877303836,0.235770906,0.174294255,0.293200285,3.612,5.552936,0,1.940936,0.718482325,0,0,1,1,88.13,18.13
Vanderbilt,5.857102546,3.123601049,8.980703595,0.817744518,0.458377287,0.937451777,11.412019,3.502284,0,-7.909735,0.4064,2,1,0,3,98.99,64.71
