"team","mins"
"UC Santa Barbara",0.704550783716022
"Arkansas Pine Bluff",0.530547969341908
"Toledo",0.58082670289152
"Indiana",0.589758624059415
"North Carolina St.",0.715686274509804
"Central Michigan",0.658954290555533
"Brown",0.650777261803027
"Wright St.",0.586765223512848
"UC Irvine",0.507554243935153
"Furman",0.734855118206439
"UAB",0.710752561770396
"Tulane",0.199539543916964
"FIU",0.611402753217244
"BYU",0.6692
"Illinois Chicago",0.997245024176318
"Xavier",0.613897147194636
"Charlotte",0.535121097185353
"Canisius",0.500800320128051
"Wake Forest",0.689468982163569
"Florida Atlantic",0.632180826969187
"Northeastern",0.488902219556089
"Robert Morris",0.663959944139787
"Seattle",0.896746855472417
"Villanova",0.53034247947126
"Howard",0.522795854873798
"Utah St.",0.713114754098361
"Marist",0.29671868747499
"Portland St.",0.432113577284543
"Denver",0.440726251754796
"Cal St. Northridge",0.858500587432645
"Maryland",0.832899739843906
"Rice",0.751072183630323
"Abilene Christian",0.456707897240723
"Rider",0.670599645594359
"Boston College",0.653539780230798
"Arizona",0.49823056621881
"Penn St.",0.704421964685547
"Hawaii",0.581483703259348
"San Diego",0.348155259931135
"UC Davis",0.499767583017041
"LSU",0.5972
"Houston Baptist",0.561950376144355
"St. Francis NY",0.596507282323773
"Fresno St.",0.511102220444089
"UMKC",0.502811712235796
"Baylor",0.760736196319018
"Oral Roberts",0.7495898882219
"Ohio",0.300279888044782
"Winthrop",0.4478
"Northern Illinois",0.604303055100927
"Georgia Tech",0.7394
"Morgan St.",0.703088555106088
"Marquette",0.591300861896172
"Weber St.",0.691112446085413
"Maine",0.535481585008169
"Sam Houston St.",0.447297297297297
"Incarnate Word",0.656317068400107
"St. Francis PA",0.643386031618971
"SMU",0.49619391025641
"Richmond",0.85349022383438
"Providence",0.746356545787887
"Louisville",0.67060236141685
"Davidson",0.9481659212122
"North Florida",0.804760952190438
"Missouri St.",0.483893232734094
"Vanderbilt",0.520295940811838
"Washington St.",0.596611536910044
"Akron",0.622074820164041
"Memphis",0.291220556745182
"Central Arkansas",0.652390927732528
"Murray St.",0.472
"American",0.658233898665156
"Notre Dame",0.890310786106033
"Creighton",0.722475540206617
"Duke",0.453381352541016
"Bowling Green",0.679864027194561
"UCLA",0.587372812678212
"Pacific",0.31351471064243
"Texas A&M",0.658993525560623
"North Texas",0.599761504848394
"Nevada",0.1578
"UTSA",0.727189592378771
"Hartford",0.0774
"Mississippi Valley St.",0.363587646914886
"Gardner Webb",0.681810096782631
"Norfolk St.",0.248765541515788
"Chattanooga",0.643729988327619
"Georgia Southern",0.671296454287957
"Northern Arizona",0.877526987242395
"Nebraska",0.0412
"Yale",0.448289657931586
"Tennessee Martin",0.391185606458486
"Morehead St.",0.5666
"Tennessee",0.406276668960771
"Texas St.",0.517896420715857
"Jackson St.",0.491821337720411
"Mississippi",0.57251450290058
"Wyoming",0.719075489951871
"Minnesota",0.397242467852003
"Illinois",0.816473410635746
"UTEP",0.637678307548072
"Loyola Chicago",0.609855313641196
"Texas",0.554132479487693
"Maryland Eastern Shore",0.758837701101644
"Western Illinois",0.707822103995656
"Fairleigh Dickinson",0.65113539829958
"Cornell",0.456691338267654
"Fort Wayne",0.5066
"West Virginia",0.607720220105276
"Cleveland St.",0.319271332694152
"Southern Illinois",0.3246
"San Diego St.",0.527312144322713
"Nebraska Omaha",0.663227542895592
"DePaul",0.570606224141032
"UT Rio Grande Valley",0.612003851375192
"Chicago St.",0.336429893646815
"South Dakota",0.796715970083349
"Montana St.",0.444777911164466
"Oklahoma St.",0.76231477773328
"Wagner",0.282391562478173
"Bethune Cookman",0.543223830580213
"Wofford",0.536679169125907
"Cal Poly",0.565858384976612
"Towson",0.822251114413076
"Delaware St.",0.880572221947641
"Prairie View A&M",0.4572
"Alcorn St.",0.804087591824483
"Liberty",0.7588
"UNC Wilmington",0.481270677956597
"Presbyterian",0.406255768508558
"Michigan",0.541725035021013
"East Carolina",0.267351686700271
"Northwestern",0.448310337932414
"College of Charleston",0.638583149889934
"Eastern Illinois",0.753849230153969
"Buffalo",0.364091273018415
"Northern Kentucky",0.675945969639955
"Valparaiso",0.462954767663253
"Elon",0.52447612504294
"Appalachian St.",0.653206087369074
"North Alabama",0.678770382384853
"Oklahoma",0.414834066373451
"St. John's",0.362034441329596
"Long Beach St.",0.23109243697479
"Samford",0.716143228645729
"Eastern Washington",0.623568097413985
"Kansas St.",0.537939994922418
"Pepperdine",0.752193759509765
"Grambling St.",0.840622184553518
"Texas Southern",0.306503714457684
"Colorado",0.94118823764753
"VMI",0.701042290118681
"Auburn",0.372850859656137
"New Orleans",0.75475945524737
"Idaho St.",0.506101220244049
"Columbia",0.774709357295756
"Western Carolina",0.828096858114869
"Eastern Kentucky",0.672140377084614
"Penn",0.591261922345658
"South Carolina St.",0.697072297606886
"Idaho",0.490191393276146
"Stony Brook",0.611444577831133
"Evansville",0.678557273087594
"Saint Peter's",0.580633549316055
"Virginia",0.405081016203241
"UCF",0.22124424884977
"Drexel",0.619595575913306
"Charleston Southern",0.73289321593357
"Northern Iowa",0.833227911740904
"South Carolina",0.544797449697928
"Lamar",0.542089339572899
"Kentucky",0.368020812487493
"Lafayette",0.891690626708689
"North Carolina Central",0.377516316700989
"Wisconsin",0.697121151539384
"Alabama",0.5198
"Tennessee Tech",0.506433943398687
"NJIT",0.893307171107091
"IUPUI",0.419968497949651
"Alabama A&M",0.519703940788158
"Cal Baptist",0.641810041856901
"Dartmouth",0.892778534744786
"La Salle",0.641001516303412
"Tulsa",0.538
"Kansas",0.552453200722182
"Grand Canyon",0.373949579831933
"Michigan St.",0.655660461866456
"Cal St. Fullerton",0.51869626074785
"Southeastern Louisiana",0.558021616443491
"UC Riverside",0.720697110659765
"Clemson",0.3625274945011
"Central Connecticut",0.428450530295444
"Coastal Carolina",0.497883028163326
"North Carolina A&T",0.4666
"Washington",0.274294205052006
"Colorado St.",0.587561055030935
"Indiana St.",0.724621866355071
"UMBC",0.772607771773972
"Louisiana Monroe",0.457417033186725
"The Citadel",0.390370889263333
"Hofstra",0.448
"UMass Lowell",0.571397008055236
"South Alabama",0.579049466537342
"Butler",0.683944865074743
"SIU Edwardsville",0.609643136110081
"Northern Colorado",0.804844298318444
"Iowa",0.608488361222773
"Florida A&M",0.614255748123848
"TCU",0.38875550220088
"Middle Tennessee",0.67132083369905
"Oregon",0.364272854570914
"Harvard",0.963780540679529
"Florida",0.4602
"Saint Joseph's",0.217971371823848
"Saint Mary's",0.873718016493973
"Texas A&M Corpus Chris",0.610863717652592
"Ohio St.",0.688393495353824
"Florida St.",0.429828068772491
"Seton Hall",0.849279423538831
"North Carolina",0.2678
"Lehigh",0.492565583862108
"Navy",0.55996198441361
"Santa Clara",0.783091202582728
"Loyola Marymount",0.585484766822324
"Delaware",0.405149037729142
"Miami OH",0.634926985397079
"New Mexico",0.648137417324201
"Coppin St.",0.329465893178636
"Temple",0.721432859715829
"Monmouth",0.761767340670591
"Southern",0.353835450632581
"Southern Miss",0.395630534782814
"California",0.569713400464756
"Georgia St.",0.332933653077538
"Miami FL",0.502275312855518
"Georgia",0.394524325389009
"North Dakota",0.762071504297599
"Princeton",0.752531922121208
"Saint Louis",0.452071242745647
"Arizona St.",0.620111511193907
"Iona",0.768737055434565
"Stetson",0.61629430971916
"Marshall",0.5468
"Eastern Michigan",0.324723512017772
"Niagara",0.391443422630948
"Campbell",0.515570157659669
"Mercer",0.552220888355342
"St. Bonaventure",0.517298784018529
"Oregon St.",0.7148
"Lipscomb",0.357457017193123
"Kennesaw St.",0.594127888949841
"James Madison",0.695613679372803
"Georgetown",0.644883488749584
"USC Upstate",0.544683870847875
"Kent St.",0.552320701021641
"New Hampshire",0.746203721518641
"Iowa St.",0.374274854970994
"Vermont",0.756751350270054
"Purdue",0.530987604958017
"Drake",0.651115155518806
"Mississippi St.",0.577703027390677
"Holy Cross",0.348121502797762
"Houston",0.463553158569686
"Hampton",0.447923816060398
"Western Michigan",0.659947710213376
"New Mexico St.",0.755382676372458
"Ball St.",0.68780207765884
"Milwaukee",0.58843537414966
"Portland",0.525054171180932
"Albany",0.782737329560072
"San Francisco",0.615107913669065
"Bucknell",0.649220934878146
"Connecticut",0.677583128114751
"Florida Gulf Coast",0.414860681114551
"San Jose St.",0.534867888561941
"Utah Valley",0.259568680784923
"Missouri",0.658910329171396
"Cincinnati",0.522869429241595
"South Dakota St.",0.3034
"Boston University",0.790720275266106
"Air Force",0.93577800917457
"Texas Tech",0.326992390869043
"Bradley",0.604279144171166
"Troy",0.34645122211929
"Gonzaga",0.276476423012361
"South Florida",0.904019196160768
"Army",0.665424390666118
"Loyola MD",0.891061452513967
"Belmont",0.671209713404467
"Siena",0.487017287618226
"Southern Utah",0.8296
"Pittsburgh",0.603679264147171
"Montana",0.383320581484315
"LIU Brooklyn",0.750755329662572
"Massachusetts",0.419165953705957
"Mount St. Mary's",0.960045976649531
"Bryant",0.556977209116353
"Syracuse",0.4494
"Jacksonville St.",0.2842
"McNeese St.",0.372595935221306
"Quinnipiac",0.556745106352908
"Rhode Island",0.803886217948718
"High Point",0.441283691446233
"Radford",0.644869005090991
"East Tennessee St.",0.797386289066708
"Duquesne",0.771176639403071
"Virginia Tech",0.248650809514291
"VCU",0.827323717948718
"North Dakota St.",0.879125927955958
"Northwestern St.",0.542997809478893
"Fairfield",0.584486307829838
"Arkansas",0.788242351529694
"Cal St. Bakersfield",0.382714315804255
"George Washington",0.70496898333565
"UNC Asheville",0.854617248496814
"Dayton",0.708008898776418
"Stephen F. Austin",0.491216764878979
"Arkansas St.",0.46922053840588
"Southeast Missouri St.",0.54100412509255
"Binghamton",0.25250100040016
"George Mason",0.748063902850054
"Old Dominion",0.566055916700224
"Green Bay",0.803118791969971
"UNC Greensboro",0.640313133275963
"Little Rock",0.700410888125711
"Detroit",0.501963365152289
"Austin Peay",0.341784713674075
"Rutgers",0.713815152102306
"Nicholls St.",0.563507807172683
"Sacramento St.",0.769668406172347
"William & Mary",0.393372814438804
"Colgate",0.717971387236778
"USC",0.40825352112676
"Merrimack",0.7
"UNLV",0.433175289557002
"Illinois St.",0.29254149170166
"Manhattan",0.835256289010781
"Louisiana Lafayette",0.351682281182364
"Utah",0.334934934934935
"Louisiana Tech",0.735743344515024
"Youngstown St.",0.819233978714516
"Jacksonville",0.541405837271405
"Tennessee St.",0.326038457452459
"Stanford",0.568209473162378
"Longwood",0.661237117734192
"Sacred Heart",0.847934200459067
"Western Kentucky",0.712
"UT Arlington",0.781660300538525
"Fordham",0.649870025994801
"Alabama St.",0.599682500162496
"Wichita St.",0.554146341463415
"Oakland",0.381705639614856
"Boise St.",0.702741220000134
