team,departing_ppg,returning_ppg,mins,off_coeff,def_coeff,yusag_coeff,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
Northern Ariz.,-9.35793e-6,9.221105874,0.877526987242395,-2.47541775550494,-6.88979211320186,-9.36520986870682,NA,NA,NA,NA,NA,NA
Northern Colo.,4.807687432,4.894786999,0.804844298318444,-2.83793054011775,0.156709997433027,-2.68122054268474,NA,NA,NA,NA,NA,NA
Northern Ill.,6.946283519,7.549243808,0.604303055100927,1.10577024824362,1.64014711239391,2.74591736063751,0,0,0,1,79,9
Northern Ky.,5.22541678,9.249819875,0.675945969639955,3.99538901542684,1.37720626300252,5.37259527842931,NA,NA,NA,NA,NA,NA
Northwestern,8.902329221,2.622406036,0.448310337932414,-1.87303592277563,9.78498998742423,7.91195406464858,0,1,2,3,90.15,46.59
Northwestern St.,2.004299864,-0.483644977,0.542997809478893,-10.0681120207223,-5.14849864627305,-15.2166106669952,NA,NA,NA,NA,NA,NA
Notre Dame,1.524616897,10.53797406,0.890310786106033,0.373581789701928,5.90086766479137,6.27444945449329,NA,NA,NA,NA,NA,NA
Oakland,7.754954696,5.959264994,0.381705639614856,2.71420431619935,-3.83479512862697,-1.12059081242764,NA,NA,NA,NA,NA,NA
Ohio,5.171858847,2.187012017,0.300279888044782,-1.60764742784972,0.550929554877177,-1.05671787297259,0,0,2,3,84.55,35.09
Ohio St.,4.337596357,9.898803115,0.688393495353824,1.80242609901458,9.9688306000907,11.7712566991053,0,3,1,4,95.49,65.29
Oklahoma,7.328875244,7.466779947,0.414834066373451,6.08552747916259,7.75421017302086,13.8397376521834,0,3,4,7,89.56,58.68
Oklahoma St.,2.86102e-6,13.67865956,0.76231477773328,2.08864293773948,4.7405611830089,6.82920412074836,0,4,1,5,92.68,58.74
Old Dominion,6.637673303,0.374827981,0.566055916700224,-5.71410744194009,9.41726167667192,3.70315423473188,NA,NA,NA,NA,NA,NA
Ole Miss,7.339835644,10.48695993,0.57251450290058,7.23638211647223,4.02581905790882,11.2622011743811,0,1,4,5,89.54,50.12
Omaha,6.476913393,8.34870708,0.663227542895592,4.44312490901205,-4.92358816611916,-0.480463257107159,NA,NA,NA,NA,NA,NA
Oral Roberts,0.418173756,8.972880885,0.7495898882219,-2.02927189630945,-5.62970497041876,-7.65897686672819,NA,NA,NA,NA,NA,NA
Oregon,8.929192424,4.927249908,0.364272854570914,0.0849692455623838,13.0162767767524,13.1012460223148,1,2,2,5,93.61,64.77
Oregon St.,3.529701256,11.13156254,0.7148,3.59809405112456,3.03268683913544,6.63078089026,0,0,5,5,86.63,42.6
Pacific,5.400875894,1.981978457,0.31351471064243,-5.85832650092212,3.54799832842957,-2.31032817249256,0,0,2,2,86.65,30.05
Penn,2.189624287,7.25677979,0.591261922345658,-0.498048172940413,3.4564874542588,2.95843928131837,0,0,1,1,88.54,18.54
Penn St.,4.240714014,8.520589888,0.704421964685547,4.34514379898253,7.29118161809551,11.636325417078,0,0,3,3,86.7,38.36
Pepperdine,3.306647509,7.831041284,0.752193759509765,5.08677931374276,-3.53420537129592,1.55257394244684,0,0,1,1,87.85,17.85
Pittsburgh,4.424316764,7.657225192,0.603679264147171,0.679978163962829,5.63555635955206,6.31553452351491,0,1,3,4,88.51,47.93
Portland,1.606508955,1.969699979,0.525054171180932,-8.16064718345267,-2.76143088871853,-10.9220780721711,NA,NA,NA,NA,NA,NA
Portland St.,4.87106736,3.394021034,0.432113577284543,-0.969240378931728,-7.06438189602258,-8.03362227495434,NA,NA,NA,NA,NA,NA
Prairie View,3.929105774,3.869052947,0.4572,0.839218530002201,-5.19631337402465,-4.35709484402246,NA,NA,NA,NA,NA,NA
Presbyterian,10.99902165,3.384663999,0.406255768508558,2.83346623924732,-3.95144614422408,-1.11797990497674,NA,NA,NA,NA,NA,NA
Princeton,4.769194052,3.122382939,0.752531922121208,-4.17824745443473,2.91927131082553,-1.25897614360918,0,0,1,1,82.68,12.68
Providence,2.619398937,8.6714091,0.746356545787887,1.544289319575,5.62092662553274,7.16521594510774,0,1,0,1,97.48,27.48
Purdue,15.17556167,6.32446003,0.530987604958017,11.8041188968608,8.65595665353711,20.4600755503979,0,1,2,3,90.51,46.62
Purdue Fort Wayne,9.254172467,2.43949822,0.5066,6.25626025665767,-7.84890182880946,-1.59264157215182,0,0,2,1,0,0
Quinnipiac,5.513872577,5.45173803,0.556745106352908,1.02605724359413,-5.74046854869663,-4.71441130510248,0,0,1,1,83.31,13.31
Radford,6.205837965,8.363180995,0.644869005090991,-0.22078034741349,3.22386114857524,3.00308080116173,NA,NA,NA,NA,NA,NA
Rhode Island,0.553799521,9.610770393,0.803886217948718,0.147178953308558,2.39054531024004,2.53772426354864,0,0,3,3,87.36,38.77
Rice,2.150141254,8.676590949,0.751072183630323,2.20015655571567,-8.06513626574879,-5.86497971003319,0,0,3,3,86.09,35.66
Richmond,0.092556,12.55862695,0.85349022383438,-0.348623840800204,-1.2696563814946,-1.61828022229479,NA,NA,NA,NA,NA,NA
Rider,2.799665153,5.58828789,0.670599645594359,3.45527463310991,-6.91590207670801,-3.46062744359811,0,0,1,1,86,16
Robert Morris,2.469885536,3.191200912,0.663959944139787,-7.47128390204682,0.132731201125442,-7.33855270092134,NA,NA,NA,NA,NA,NA
Rutgers,3.783815145,6.195052981,0.713815152102306,1.42495496012711,5.9458681458864,7.37082310601351,0,1,0,1,92.41,22.41
Sacramento St.,2.654172255,2.271820227,0.769668406172347,-5.96261769829148,-1.66139382789118,-7.62401152618265,NA,NA,NA,NA,NA,NA
Sacred Heart,2.859430641,7.758668475,0.847934200459067,3.73166744388842,-9.21489076649338,-5.48322332260494,NA,NA,NA,NA,NA,NA
Saint Francis (PA),3.508108631,6.098493844,0.643386031618971,-0.36169366089808,-6.36457097970282,-6.7262646406008,NA,NA,NA,NA,NA,NA
Saint Joseph's,10.76644123,1.087219954,0.217971371823848,0.989197044012377,-2.31801404955448,-1.32881700554208,NA,NA,NA,NA,NA,NA
Saint Louis,6.113376811,2.48803398,0.452071242745647,-3.18863901123934,7.6992781408642,4.51063912962485,0,0,3,3,87.22,38.94
Saint Mary's (CA),2.800946712,13.76990998,0.873718016493973,1.41933463004529,10.4608585641848,11.8801931942301,NA,NA,NA,NA,NA,NA
Saint Peter's,4.857177949,-0.103781106,0.580633549316055,-11.5193364357899,1.13693384615055,-10.3824025896393,NA,NA,NA,NA,NA,NA
Sam Houston St.,6.433642745,3.719988078,0.447297297297297,0.387741753796679,-1.46368196305057,-1.07594020925382,NA,NA,NA,NA,NA,NA
Samford,4.048223376,8.720639944,0.716143228645729,4.47917933630168,-3.19081361155705,1.28836572474469,NA,NA,NA,NA,NA,NA
San Diego,10.79110146,2.245429993,0.348155259931135,1.62752483197288,4.95738894439202,6.58491377636486,0,0,2,2,86.58,30.15
San Diego St.,6.762960136,5.454560041,0.527312144322713,-1.73854075588426,6.0464898677537,4.30794911186942,0,0,1,1,87.43,17.43
San Francisco,7.143830776,7.760864019,0.615107913669065,4.36131535384152,3.03778261142113,7.39909796526263,NA,NA,NA,NA,NA,NA
San Jose St.,1.674632203,0.605856307,0.534867888561941,-6.87471686188227,-10.7203166675785,-17.5950335294607,0,0,1,1,86,16
Santa Clara,0.223004192,9.318499982,0.783091202582728,-3.15507727410396,1.33052160095439,-1.82455567314955,0,0,2,NA,88.16,NA
Seattle U,5.66244e-6,7.777647197,0.896746855472417,-3.02195465268663,1.7004389447763,-1.32151570791044,NA,NA,NA,NA,NA,NA
Seton Hall,2.8910954,10.24734974,0.849279423538831,5.25079952365506,3.90864531724726,9.15944484090234,0,0,2,2,88.98,34.41
SFA,3.1826384660000002,2.966484964,0.491216764878979,-5.39297497661968,-4.51551067310642,-9.90848564972605,0,0,1,1,86.78,16.78
Siena,6.422874272,5.131158113,0.487017287618226,-9.53250257079024,2.94269123528721,-6.58981133550298,NA,NA,NA,NA,NA,NA
SIUE,1.624931395,2.523142934,0.609643136110081,-2.82753192006407,-10.3497632618746,-13.1772951819387,NA,NA,NA,NA,NA,NA
SMU,9.609380007,7.921939969,0.49619391025641,2.56848579416102,2.71002627595807,5.2785120701192,0,0,5,5,86.61,41.57
South Alabama,2.560591578,7.497110844,0.579049466537342,-2.33571692644674,-1.28155592112126,-3.61727284756799,0,0,2,2,86.5,30.01
South Carolina,8.886099219,3.821813107,0.544797449697928,5.27438317664367,2.68345961362458,7.95784279026826,0,2,2,4,88.79,49.75
South Carolina St.,0.87877968,4.226848021,0.697072297606886,-5.553006130841,-8.85220473401565,-14.4052108648567,NA,NA,NA,NA,NA,NA
South Dakota,0.929409027,7.74988997,0.796715970083349,-3.60237413351971,-1.01350972736929,-4.61588386088902,NA,NA,NA,NA,NA,NA
South Dakota St.,14.09569055,2.109739989,0.3034,9.92937981304436,-3.13335511827469,6.79602469476967,NA,NA,NA,NA,NA,NA
South Fla.,0.699153841,9.182776988,0.904019196160768,-0.0972899911948062,5.58271859157707,5.48542860038223,0,0,2,2,86.65,30.05
Southeast Mo. St.,1.960496545,2.422243029,0.54100412509255,-4.23604024841099,-5.92130056636273,-10.1573408147737,NA,NA,NA,NA,NA,NA
Southeastern La.,4.306964815,0.609603889,0.558021616443491,-7.2861899302512,2.01905650749732,-5.26713342275387,NA,NA,NA,NA,NA,NA
Southern California,7.207881957,6.706417918,0.40825352112676,6.69183739693488,0.377187912514101,7.06902530944899,2,2,2,6,94.35,67.71
Southern Ill.,8.221090108,3.859530091,0.3246,-2.27346785429782,3.55209531885302,1.27862746455517,NA,NA,NA,NA,NA,NA
Southern Miss.,7.662095308,5.241299868,0.395630534782814,-1.09020332650957,5.03843619141144,3.94823286490182,NA,NA,NA,NA,NA,NA
Southern U.,2.566757828,0.591010988,0.353835450632581,-10.3160700473264,-3.98578861470584,-14.3018586620323,NA,NA,NA,NA,NA,NA
Southern Utah,1.238368034,5.02177608,0.8296,-2.24572379770431,-5.5121430276107,-7.75786682531504,NA,NA,NA,NA,NA,NA
St. Bonaventure,5.855447888,6.569088876,0.517298784018529,-4.34928638891807,8.13112434681262,3.78183795789457,0,0,1,1,87.43,17.43
St. Francis Brooklyn,3.533557057,2.029915035,0.596507282323773,-6.05044793223648,-1.9008111434327,-7.95125907566917,NA,NA,NA,NA,NA,NA
St. John's (NY),8.676955223,5.678169966,0.362034441329596,7.39402960484934,-0.292256175694802,7.10177342915461,NA,NA,NA,NA,NA,NA
Stanford,6.585986346,3.199656963,0.568209473162378,2.06850951034903,3.00211933684544,5.07062884719447,0,1,2,3,90.01,46.45
Stetson,3.201039828,1.333819985,0.61629430971916,-4.50830387221379,-8.38942904527365,-12.8977329174874,NA,NA,NA,NA,NA,NA
Stony Brook,3.291213274,4.382191986,0.611444577831133,-1.85877074282688,1.87693289602035,0.018162153193491,NA,NA,NA,NA,NA,NA
Syracuse,10.22853255,6.103550076,0.4494,2.92434297380205,9.39713505024396,12.321478024046,0,2,3,5,90.79,56.04
TCU,10.28534605,6.523561969,0.38875550220088,7.18136330255443,5.21284809134152,12.394211393896,0,3,2,5,91.57,57.74
Temple,6.515998259,6.690163016,0.721432859715829,5.50232062837448,2.20462499605064,7.70694562442513,0,1,1,2,88.99,34.84
Tennessee,17.38232684,6.520099878,0.406276668960771,14.2958380059966,6.01787254014586,20.3137105461425,1,0,3,4,92.25,57.01
Tennessee St.,4.051217377,2.833142996,0.326038457452459,-3.68558232381543,-6.1991185276686,-9.88470085148396,NA,NA,NA,NA,NA,NA
Tennessee Tech,-1.093257397,2.053081036,0.506433943398687,-11.1948217314696,-1.57360446638217,-12.7684261978518,NA,NA,NA,NA,NA,NA
Texas,12.12973696,6.263410091,0.554132479487693,4.1623389275319,10.6220574060859,14.7843963336178,0,3,0,3,98.05,62.49
Texas A&M,3.542847872,11.23861003,0.658993525560623,1.70489514879275,4.76313934918639,6.46803449797917,NA,NA,NA,NA,NA,NA
Texas Southern,6.193023652,2.599276066,0.306503714457684,8.37195259040942,-11.2404215106613,-2.8684689202519,NA,NA,NA,NA,NA,NA
Texas St.,3.972157478,4.290959954,0.517896420715857,-4.28983231674415,6.52974066994082,2.23990835319667,NA,NA,NA,NA,NA,NA
Texas Tech,12.77963126,5.353129864,0.326992390869043,5.34923513333177,16.8380181352625,22.1872532685942,0,3,3,7,90.15,62.76
The Citadel,9.491905928,2.395383,0.390370889263333,6.90409847488366,-14.2918225467009,-7.38772407181716,NA,NA,NA,NA,NA,NA
Toledo,6.961595535,7.380531132,0.58082670289152,3.91109466656086,4.72712593896912,8.63822060552994,0,0,2,2,85.64,28.29
Towson,0.114962397,7.726909546,0.822251114413076,-6.77855529784255,-0.951639745158514,-7.73019504300102,0,0,0,1,70.63,0.63
Troy,9.563405097,0.941569984,0.34645122211929,-2.38261838051183,-3.24113801499501,-5.62375639550685,0,0,1,1,86,16
Tulane,5.619326785,-0.122980997,0.199539543916964,-3.59674957987868,-3.95356277437695,-7.55031235425564,0,0,3,3,84.81,33.79
Tulsa,5.968319237,5.794651031,0.538,2.19404922272434,1.95881635007406,4.15286557279838,0,0,3,3,86.61,36.91
UAB,5.483631372,7.623302877,0.710752561770396,-1.02631645795936,2.14282344302807,1.11650698506875,0,0,2,2,85.5,28.01
UC Davis,3.020450305,1.943654984,0.499767583017041,-6.7128376620452,1.75816554471976,-4.95467211732548,NA,NA,NA,NA,NA,NA
UC Irvine,7.16692692,4.402346909,0.507554243935153,0.428631214922142,6.17239957859227,6.60103079351439,0,0,1,1,83.33,13.33
UC Riverside,1.08158727,5.347251013,0.720697110659765,-9.26613459257433,-0.794303679707948,-10.0604382722823,NA,NA,NA,NA,NA,NA
UC Santa Barbara,3.47129643,6.785930037,0.704550783716022,-2.92343252943669,2.12737570367361,-0.796056825763093,0,0,1,1,88,18
UCF,13.98943818,1.236150026,0.22124424884977,3.39354766428245,10.318973179661,13.7125208439434,0,0,4,4,85.7,38
UCLA,8.169342399,6.063109934,0.587372812678212,8.95966649427571,-3.73780240561588,5.22186408865984,0,1,1,2,91.87,40.34
UConn,5.097337604,10.21196985,0.677583128114751,4.16561380582377,1.46750332062729,5.63311712645107,0,3,0,3,96.5,59.2
UIC,4.52995e-6,9.293435752,0.997245024176318,-0.413076653918825,-1.89399078593802,-2.30706743985685,NA,NA,NA,NA,NA,NA
UMass Lowell,2.502549022,6.216781795,0.571397008055236,1.72815615418445,-7.60211841100816,-5.87396225682367,NA,NA,NA,NA,NA,NA
UMBC,2.70334357,1.490271986,0.772607771773972,-7.12725950687383,2.64837083953358,-4.47888866734025,NA,NA,NA,NA,NA,NA
UMES,0.203600824,-2.276763991,0.758837701101644,-18.8747584257009,-3.27379759852942,-22.1485560242304,NA,NA,NA,NA,NA,NA
UMKC,4.019969754,4.443087831,0.502811712235796,-4.25574861081614,-0.668183543522866,-4.92393215433911,NA,NA,NA,NA,NA,NA
UNC Asheville,-0.506878302,2.167604059,0.854617248496814,-14.6002622694841,-2.60790221830492,-17.208164487789,NA,NA,NA,NA,NA,NA
UNC Greensboro,5.896130174,6.339965969,0.640313133275963,0.667561632191269,4.53197456733165,5.19953619952294,0,0,3,3,87.05,38.09
UNCW,5.435227612,5.774805844,0.481270677956597,1.67435423077459,-9.16308869143967,-7.48873446066505,NA,NA,NA,NA,NA,NA
UNI,1.449028291,7.693306528,0.833227911740904,-6.15897420543589,4.7901890641592,-1.36878514127671,NA,NA,NA,NA,NA,NA
UNLV,7.198992014,4.060079932,0.433175289557002,1.58759364206616,-1.68440020306272,-0.0968065609965887,0,0,1,1,88,18
USC Upstate,3.025275029,-0.554842912,0.544683870847875,-7.63396647432573,-5.76610801584949,-13.4000744901752,0,0,1,1,86,16
UT Arlington,3.079249196,6.01617603,0.781660300538525,-3.00841978986053,3.95666829462522,0.948248504764678,0,0,2,1,0,0
UT Martin,4.405992597,4.747969985,0.391185606458486,-0.260851960424944,-8.83780203461461,-9.09865399503965,NA,NA,NA,NA,NA,NA
Utah,11.31998491,7.29429996,0.334934934934935,6.35084742487448,-0.907290746215698,5.44355667865879,0,1,3,4,88.68,48.94
Utah St.,2.342069864,11.78219175,0.713114754098361,6.3896343492794,4.57046197972767,10.9600963290071,0,0,4,4,87.19,43.92
Utah Valley,9.203325808,1.483991981,0.259568680784923,3.80891080253294,0.570118113697347,4.37902891623018,NA,NA,NA,NA,NA,NA
UTEP,0.707517058,1.646278977,0.637678307548072,-9.47128479408516,1.34071735966941,-8.13056743441575,0,0,1,1,85.78,15.78
UTRGV,2.44967185,4.950616091,0.612003851375192,-1.11591876218498,-0.152956810736576,-1.26887557292159,0,0,4,4,86.34,40.39
UTSA,1.262817368,10.13500726,0.727189592378771,6.51790502523224,-4.7076881136028,1.81021691162943,NA,NA,NA,NA,NA,NA
Valparaiso,4.686113276,0.777705967,0.462954767663253,-6.68354982466717,3.29370976830061,-3.38984005636657,NA,NA,NA,NA,NA,NA
Vanderbilt,3.710523099,5.392750055,0.520295940811838,-1.3151974692244,3.36687642787462,2.05167895865024,0,1,4,5,88.9,48.79
VCU,-0.130371973,9.378750086,0.827323717948718,1.39677188632963,10.2449199641514,11.641691850481,0,1,2,3,90.32,47.66
Vermont,3.601699352,9.119284943,0.756751350270054,-0.0485931208489756,6.18757210233032,6.13897898148133,0,0,1,1,87,17
Villanova,9.782836497,11.08097017,0.53034247947126,4.60580029232042,8.7963879649609,13.4021882572813,2,2,0,4,98.53,68.2
Virginia,16.44660008,5.67742002,0.405081016203241,4.0175523267799,20.2467368089731,24.264289135753,0,2,2,4,92.38,59.62
Virginia Tech,20.66326874,0.544529974,0.248650809514291,5.92197054224632,11.9807190298115,17.9026895720578,0,1,3,4,88.37,48.93
VMI,5.568590611,4.049856059,0.701042290118681,2.19595513461825,-10.9559971942964,-8.76004205967815,NA,NA,NA,NA,NA,NA
Wagner,3.937806964,-0.588435993,0.282391562478173,-12.807590761734,1.93209808631974,-10.8754926754143,NA,NA,NA,NA,NA,NA
Wake Forest,2.49841994,8.58455193,0.689468982163569,0.188153682410791,0.146198392498166,0.334352074908939,0,1,3,4,87.2,45.3
Washington,12.08055508,1.811339974,0.274294205052006,0.562708465117899,10.2807240699214,10.8434325350393,2,1,1,4,95.98,67.14
Washington St.,7.662854071,5.117010883,0.596611536910044,3.47488569377977,-6.29290252218506,-2.8180168284053,0,0,3,4,85,38.99
Weber St.,3.906383753,6.247022033,0.691112446085413,1.41453978763174,-5.16746428616197,-3.75292449853024,NA,NA,NA,NA,NA,NA
West Virginia,4.700622916,6.023490071,0.607720220105276,7.5281475919124,-1.7242092302576,5.80393836165481,0,1,3,4,89.95,52.2
Western Caro.,0.722032249,8.204406917,0.828096858114869,-0.674810894707727,-6.77458705483355,-7.44939794954125,NA,NA,NA,NA,NA,NA
Western Ill.,1.05209516,4.917406976,0.707822103995656,-6.33162310548054,-2.27866620257752,-8.61028930805808,NA,NA,NA,NA,NA,NA
Western Ky.,2.371509194,9.681509972,0.712,1.24756381469869,2.39013611833183,3.63769993303057,0,0,2,2,87.39,31.43
Western Mich.,4.661745936,3.222039938,0.659947710213376,-2.02693679983122,-3.61344417300488,-5.64038097283612,0,0,0,1,79,9
Wichita St.,6.019687831,5.261011064,0.554146341463415,1.95821228611105,5.87905394685001,7.83726623296107,0,2,4,6,89.17,51.34
William & Mary,6.113224208,4.121373117,0.393372814438804,0.550846010408868,-4.41019760117078,-3.85935159076193,NA,NA,NA,NA,NA,NA
Winthrop,7.519501328,4.600877106,0.4478,6.67325750523706,-7.70902290807202,-1.03576540283496,NA,NA,NA,NA,NA,NA
Wisconsin,6.560616076,10.35137016,0.697121151539384,1.97518369726279,14.5700747529922,16.545258450255,0,0,1,1,89.41,19.41
Wofford,11.73335719,6.871220112,0.536679169125907,8.5215334600719,6.71616602832672,15.2376994883987,NA,NA,NA,NA,NA,NA
Wright St.,2.567488454,9.559048116,0.586765223512848,-0.876432299367442,4.84286421281797,3.96643191345054,NA,NA,NA,NA,NA,NA
Wyoming,3.48112268,1.448615558,0.719075489951871,-7.42046122752313,-3.19799452900104,-10.6184557565242,0,0,2,2,86.64,30.03
Xavier,6.469818115,10.61635995,0.613897147194636,2.52531444507273,6.00647081331191,8.53178525838466,0,4,1,5,93.07,58.66
Yale,9.879874825,6.540099859,0.448289657931586,8.49356264610609,-1.82779462858217,6.66576801752395,0,0,2,2,84.19,25.72
Youngstown St.,2.86102e-6,8.233120084,0.819233978714516,0.121738687392885,-6.26383725641108,-6.1420985690182,0,0,2,1,0,0
