"player","team","yr","trank_ppg","mins_pct","year"
"Lew Stallworth","UT Rio Grande Valley","So",0.891864,62.4,2017
"Jake Wright","Miami OH","So",1.23549,66.6,2017
"Jordan Johnson","UNLV","Sr",3.54743,84.2,2018
"Hudson Price","Charlotte","Jr",0.547526,49.4,2017
"Derrick Woods","Delaware","So",-0.883694,7.8,2018
"Rakim Lubin","Cal St. Northridge","So",0.658509,33.9,2017
"Ronnye Beamon","Morehead St.","Jr",-0.291521,27.2,2016
"Clint Nwosuh","Idaho St.","Jr",-0.370984,15.1,2016
"Payton Hulsey","College of Charleston","Jr",0.650426,71.8,2016
"Payton Hulsey","Florida Atlantic","Sr",-0.530471,59,2018
"Adonis Filer","Florida Atlantic","Jr",0.795102,68,2016
"Kent Auslander","Coppin St.","Jr",-3.09714,30.7,2018
"Joe Rahon","Saint Mary's","Jr",2.85525,92.9,2016
"Sam Finley","Mississippi","Jr",0.36567,16.6,2016
"Jimmy Jent","Ohio St.","So",-0.100343,0.8,2017
"Khari Price","Southern Miss","Jr",1.75497,73.1,2016
"Roland Griffin","Iona","Jr",1.87172,55.3,2018
"Demetrius Pollard","Charleston Southern","Sr",0.38278,47.7,2016
"Derryck Thornton","USC","So",-0.0952041,24.4,2018
"Adam McDermott","Northern Iowa","So",-0.403238,4.1,2018
"Jordan Gathers","Butler","Sr",0.811564,32.7,2016
"K.J. Bluford","Eastern Kentucky","Sr",0.641663,14.1,2016
"Ramone Snowden","James Madison","Jr",0.696973,67.3,2017
"Kyle Meyer","Houston","Jr",0.120978,34.2,2016
"Pat Ingram","Idaho","Jr",-0.680471,22.6,2016
"Blake Hamilton","Buffalo","Jr",1.93635,64.2,2016
"Dylan Johns","Cal St. Northridge","Jr",-0.539104,31.8,2017
"Andrew Rowsey","Marquette","Jr",3.63351,51.9,2017
"Glen Pierre, Jr.","SIU Edwardsville","Jr",-0.524501,5.2,2017
"Johnathan Burroughs-Cook","Chattanooga","Jr",0.580313,37.3,2016
"Josh Fortune","Colorado","Jr",1.40231,56.6,2016
"Jordan Caroline","Nevada","So",3.3613,87.5,2017
"Deion Lavender","UAB","So",0.122988,58.1,2017
"Chaz Glotta","Northern Colorado","So",0.520825,65.2,2017
"Joshea Singleton","North Carolina A&T","Sr",0.645109,28.5,2016
"Trevor Manuel","Loyola Marymount","So",0.74645,26.5,2017
"DeJuan Marrero","Morehead St.","Jr",0.669271,61.9,2016
"Zach Dickerson","South Dakota","So",-0.36623,5.6,2016
"Uros Ljeskovic","Grand Canyon","Sr",0.0437341,11.1,2016
"Brady Ernst","Florida Gulf Coast","So",-0.00141539,21.6,2018
"David Andoh","St. Bonaventure","Sr",0.825219,47.2,2017
"Paulo Cruz","Cal Poly","Jr",-0.392225,0.1,2018
"Amir Smith","Florida Atlantic","Jr",-0.160647,19.6,2018
"Kethan Savage","Butler","Sr",1.87302,44.7,2017
"Joshua Ko","Florida Gulf Coast","Jr",-0.0115292,0.2,2017
"Davante Cooper","Washington St.","Jr",-0.192613,8.8,2018
"Eric McGill","Southern Illinois","Jr",-0.905473,12.6,2018
"Brodricks Jones","Wyoming","So",-0.394873,4.4,2018
"Elijah Staley","Morgan St.","Jr",-0.269553,17,2018
"Akolda Manyang","Utah Valley","Sr",2.66553,49,2018
"Alex Foster","Bradley","Jr",0.0967573,7.3,2017
"Tayler Persons","Ball St.","So",2.79635,71.8,2017
"Malcolm Laws","Nebraska","So",-0.778071,1.4,2016
"Darius Thompson","Virginia","So",1.5086,43.6,2016
"Michael Ramey","Southern Miss","Jr",0.161833,41,2016
"Jacorey Williams","Middle Tennessee","Sr",3.47384,74.4,2017
"Braeden Anderson","Seton Hall","Jr",-0.181506,8.1,2016
"DaQuan Jeffries","Tulsa","Jr",2.40602,43.7,2018
"Kendall Smith","Cal St. Northridge","Jr",1.43798,60,2016
"Zach Lewis","Massachusetts","Jr",0.833518,57.5,2017
"Avery Johnson Jr.","Alabama","So",0.768774,47.6,2017
"Tariq Owens","St. John's","So",1.2274,45.5,2017
"Schuyler Rimmer","Florida","Jr",0.226392,11.2,2016
"Andre Spight","Northern Colorado","Sr",4.31335,85.7,2018
"Josh Newkirk","Indiana","Jr",1.89801,68.7,2017
"Francois Lewis","Presbyterian","Jr",2.16269,24.7,2018
"Kenny Kaminski","Ohio","Jr",1.71794,70.7,2016
"Sedrick Barefield","Utah","So",1.55641,46.9,2017
"Jahmal McMurray","SMU","Jr",3.1675,52.3,2018
"Stanford Robinson","Rhode Island","Jr",1.50281,45.3,2017
"Josh Martin","Cal Poly","So",0.463156,29.6,2016
"Joel Angus III","Hofstra","Sr",1.10873,28.6,2018
"Jordan Madrid-Andrews","Richmond","Sr",-0.613477,3.3,2018
"Damyean Dotson","Houston","Jr",4.72788,75.9,2016
"Jonathan Stark","Murray St.","Jr",4.29996,90.6,2017
"Jordan Reed","Tennessee St.","Sr",-0.390267,0.1,2016
"Austin Nichols","Virginia","Jr",2.30468,1.2,2017
"Clemmye Owens V","Chicago St.","Jr",0.430264,45.7,2016
"Ty Cockfield","Arkansas St.","Jr",2.46159,74.9,2018
"Chris McNeal","New Mexico","Jr",1.10706,60.8,2018
"Marlon Hunter","Jacksonville St.","Jr",1.73139,60.5,2018
"Justin Jenkins","Gardner Webb","So",-0.203172,1.4,2017
"Nych Smith","Winthrop","Jr",0.274578,18.7,2018
"Jay Camus","St. John's","Jr",0.0347102,0.1,2018
"Kajon Brown","BYU","Jr",-0.336271,2.8,2018
"Boaz Williams","Longwood","Jr",-1.83344,4.2,2018
"Robert Carter","Maryland","Jr",3.27816,66.4,2016
"Eric Cobb","Connecticut","Jr",-0.42982,8.9,2018
"Jeremy Hollowell","Georgia St.","Jr",2.29458,78.6,2016
"Hanner Mosquera-Perea","East Tennessee St.","Sr",1.24564,54.2,2017
"Nick Jacobs","Georgia Tech","Sr",2.05212,56.6,2016
"James Harrison","Tennessee Martin","Jr",-0.5074,4.5,2016
"James Harrison","Lamar","Sr",1.2903,43.9,2018
"James Reid","Boise St.","Sr",2.16972,56.8,2017
"Ron Patterson","IUPUI","Jr",1.73889,59.3,2017
"Jaren Sina","George Washington","Jr",1.88218,78.1,2017
"D'Angelo West","Southeastern Louisiana","Jr",-1.38859,8.8,2018
"New Williams","Fresno St.","So",-0.104309,0.7,2018
"Terrell Allen","UCF","So",-0.0787909,74.7,2018
"Shaqquan Aaron","USC","So",1.30278,51.7,2017
"Jamall Gregory","Jacksonville St.","Jr",0.624962,57.7,2018
"Conor Clifford","Washington St.","Jr",1.14967,34,2016
"Cameron Delaney","Sam Houston St.","So",-0.307307,12,2017
"Shane Whitfield","Campbell","So",1.45689,69.5,2016
"Malique Trent-Street","Hampton","Sr",1.93685,46.6,2018
"Dominic Magee","Southern Miss","So",1.83199,61.2,2018
"Malik Maitland","Bethune Cookman","Jr",0.186976,48.8,2018
"Yankuba Sima","Oklahoma St.","Jr",0.143839,27.2,2018
"Jordan Andrews","South Alabama","So",-0.304927,36.4,2018
"Jimmy Whitt","SMU","So",2.74783,83,2018
"Tyre Moore","Mercer","So",-0.0240589,1.6,2016
"Max Hoetzel","San Diego St.","So",1.46311,43.3,2017
"Matthew Atewe","Washington","Jr",0.0540755,13.3,2017
"Matthew Atewe","Pepperdine","Sr",0.777444,43.6,2018
"Samir Sehic","Tulane","So",2.85054,50.5,2018
"Anton Gill","Nebraska","Jr",-0.553001,15.1,2017
"Matthew Butler","Tennessee Martin","Jr",1.10243,89.4,2017
"Jordan Pickett","IUPUI","Jr",0.879117,52,2016
"Matt Rose","Lipscomb","So",1.41355,49.4,2018
"Je'lon Hornbeak","Monmouth","Jr",1.22812,50.3,2016
"Jared Hamilton","Georgia Southern","So",-1.0153,8.7,2018
"DelFincko Bogan","Tennessee Martin","Jr",1.55288,69,2018
"Terrence Samuel","Penn St.","Jr",0.706997,34.8,2017
"Josh White","SIU Edwardsville","Jr",-0.205058,11.8,2016
"Matt Donlan","Youngstown St.","Jr",2.00943,85.9,2016
"Jack Williams","Pacific","So",1.45995,58.8,2017
"Akoy Agau","Georgetown","Jr",0.748592,37.1,2017
"Brandon Randolph","Utah Valley","Jr",0.670233,69.1,2017
"Ahmaad Rorie","Montana","So",3.56034,78.1,2017
"Trey Dickerson","South Dakota","Jr",1.19639,55.7,2017
"Oumar Barry","San Jose St.","Jr",0.0350534,50,2018
"Jab Singleton","Southeastern Louisiana","Sr",-0.784875,56.8,2017
"Marcus Bryan","UNC Wilmington","So",0.453129,38.9,2016
"Charles Cooke","Dayton","Jr",3.20937,77,2016
"Skyler White","Idaho","So",-0.213922,1.9,2016
"Montaque Gill-Caesar","San Diego St.","So",-0.430469,24.3,2017
"Jeremiah Worthem","North Carolina Central","Jr",0.461064,7.6,2016
"Nic Thomas","Norfolk St.","So",0.466967,47.6,2018
"Deion James","Colorado St.","Jr",1.57849,61.6,2018
"Malik Pugh","Tennessee Martin","So",-0.00906822,12.8,2017
"Gabe Levin","Long Beach St.","So",1.87434,61.2,2016
"Torloft Thomas","Alabama St.","Jr",0.240596,64.8,2016
"Cole Gentry","Wright St.","So",1.26972,58,2018
"Ryan Taylor","Evansville","So",2.67161,77.3,2017
"Colin Russell","UC Davis","Jr",-0.16617,15.9,2018
"Hunter Seacat","Appalachian St.","So",0.380545,19.5,2018
"Jacob Orender","California","Jr",0.138286,0.4,2018
"Lacey James","Northern Illinois","Jr",-0.209032,53.7,2018
"Grandy Glaze","Grand Canyon","Sr",2.3566,63.7,2016
"Tevin Glass","East Tennessee St.","Sr",1.6062,56,2017
"Denzel Ingram","UNC Wilmington","Jr",2.20063,81,2016
"Andrew Fleming","Lipscomb","So",-0.0957301,18.3,2018
"Wes Alcegaire","Bowling Green","Jr",1.24443,68.3,2016
"Tra'Vaughn White","Longwood","Sr",1.39274,65,2016
"Develle Phillips","James Madison","Jr",1.42223,56.8,2018
"Nick Stover","South Alabama","Jr",0.326056,70.4,2016
"Curran Scott","Tulsa","Jr",0.900498,36.7,2018
"Desmond Ridenour","Kent St.","Jr",0.56327,40.4,2017
"Zavier Turner","Manhattan","Jr",2.54426,70.1,2017
"Karl Harris","Northern Arizona","Jr",0.506168,45.4,2018
"Deyshonee Much","Iona","So",2.733,65.4,2016
"Chance Murray","UC Riverside","Jr",-0.0471865,64.2,2017
"Will Gates Jr.","Houston Baptist","Jr",-1.75961,1.6,2016
"Jevon Thomas","Seton Hall","Jr",-1.58412,7,2017
"Nikola Scekic","South Florida","Jr",-1.01754,38.6,2018
"Brandonn Kamga","High Point","So",1.05688,65.5,2018
"Kenny Wormley","Hofstra","Jr",-0.223851,34.8,2018
"Jason Burnell","Jacksonville St.","Jr",2.41751,61.5,2018
"Marcus Marshall","Nevada","Sr",4.94175,88.3,2017
"Denton Koon","Hofstra","Sr",1.70836,87.3,2016
"Jordan Jackson","UT Rio Grande Valley","Jr",1.17645,5.7,2018
"Charles Brown III","Incarnate Word","Jr",1.01764,73.4,2018
"Jeff Beverly","UTSA","Jr",2.04874,67.7,2017
"Greg King","Niagara","Jr",0.641436,41.9,2018
"Abdul Lewis","NJIT","So",0.880503,70.6,2017
"Cory Calvert","Utah Valley","Jr",-0.868117,7,2018
"Davin Guinn","BYU","So",0.345754,1.8,2016
"B.K. Ashe","Longwood","Sr",-0.0705523,86.8,2018
"Trevor Glassman","Missouri","Jr",-0.463014,1,2017
"Jerome Frink","LIU Brooklyn","Jr",1.96847,81.5,2016
"Xavier Eaglin","Prairie View A&M","So",-0.360552,0.4,2018
"Willie Conner","Buffalo","Jr",2.20171,72.4,2016
"Evan Payne","Long Beach St.","Jr",1.98126,63.7,2017
"Stokley Chaffee Jr.","Tennessee St.","Jr",0.990126,40.4,2018
"Austin Starr","Prairie View A&M","Jr",-0.16761,35.2,2018
"Jermaine Ukaegbu","Winthrop","Jr",0.16906,28.3,2018
"Dante Scott","Mississippi Valley St.","Jr",1.57225,72.9,2018
"Jalen Bradley","Oral Roberts","Jr",1.54756,63.3,2016
"Jackson Davis","Eastern Kentucky","Jr",1.06387,21.2,2018
"Warren Jones","Green Bay","Sr",1.66921,43,2017
"Dayon Griffin","UCF","Jr",0.574998,68.2,2018
"Christian Albright","Lamar","Jr",0.0730081,28.7,2017
"Daniel Norl","Nebraska Omaha","Jr",0.402633,34.6,2017
"Shaquille Preston","Prairie View A&M","Jr",-0.477295,22.3,2017
"Matt Cimino","American","Jr",-0.115068,27.6,2017
"Anthony Swan","Cal St. Northridge","Jr",-0.37197,15.2,2018
"Darian Bryant","Delaware","So",-0.369482,66.5,2017
"Darrell Bowie","Iowa St.","Sr",0.872382,39.4,2017
"Malik Martin","South Florida","Jr",0.76494,57.9,2018
"Renard Suggs","Nebraska Omaha","Sr",-0.345805,13.6,2018
"Kory Holden","South Carolina","Jr",-0.0830561,11.8,2018
"Scottie James","Liberty","So",3.49774,65.1,2018
"Dominik Olejniczak","Mississippi","So",0.717003,34.7,2018
"Tramaine Isabell","Drexel","Jr",4.0098,71.8,2018
"Jamar Akoh","Montana","Jr",2.52314,64.8,2018
"David Skara","Clemson","Jr",0.117058,35.6,2018
"DeSean Murray","Auburn","Jr",2.69258,59.7,2018
"Jonathan Davis","Baylor","So",0.0512301,1.2,2017
"Lew Evans","Utah St.","Jr",1.41481,52.8,2016
"Jerrelle DeBerry","Utah Valley","Sr",1.1539,24.7,2018
"Jordan Barnett","Missouri","So",2.61968,48.8,2017
"Link Kabadyundi","UT Arlington","Jr",-0.25511,10.3,2017
"James Palmer Jr.","Nebraska","Jr",4.05762,77.3,2018
"Evan Taylor","Nebraska","Jr",0.0299249,60.1,2017
"Devon Pekas","North Dakota","Sr",0.368319,1.5,2017
"Malik Marquetti","Louisiana Lafayette","Jr",1.5909,68,2018
"Stephan Bennett","Texas Southern","Sr",0.523915,25,2017
"Marcus Stroman","Louisiana Lafayette","Jr",1.45132,68.7,2018
"Hayes Garrity","Idaho St.","Jr",-1.51777,13.6,2017
"Robert Knar","UMKC","Sr",0.454875,18.4,2018
"Obi Romeo","Longwood","Jr",-0.261186,10.4,2017
"Troy Harper","Drexel","Jr",0.986331,43.8,2018
"Jonathan Wiley","Southern Illinois","Jr",0.0937113,23.6,2017
"JaMarcus Weatherspoon","Southern","Sr",0.0497345,35.8,2017
"Elijah Thomas","Clemson","So",1.8027,30.6,2017
"Kinnon LaRose","Sacred Heart","So",1.30292,69.6,2018
"Terence Traylor","Mississippi Valley St.","Sr",-0.154058,8,2017
"Shirmane Thomas","Grambling St.","Sr",0.54777,69.8,2018
"DeAndre Harris","Nicholls St.","Sr",2.16978,22.1,2017
"Isaiah Pineiro","San Diego","Jr",2.76352,70,2018
"Ricky Doyle","Florida Gulf Coast","Jr",0.453874,27.6,2018
"Daniel Giddens","Alabama","So",0.592804,31.3,2018
"Johnathan Williams","Gonzaga","Jr",2.4954,60.6,2017
"Ronnie Johnson","Houston","Jr",2.17204,53,2016
"Alex Robinson","TCU","Jr",2.66198,82,2017
"Lamonte Bearden","Western Kentucky","Jr",2.60155,69,2018
"Kurt Karis","USC","Jr",-0.0443304,1.6,2017
"Paul White","Oregon","Jr",2.88745,51.4,2018
"Ot Elmore","Marshall","Jr",-0.0848756,1.1,2017
"Andre Washington","East Carolina","Sr",0.802165,62.2,2017
"Dre'Kalo Clayton","Austin Peay","Jr",-0.65194,36.1,2017
"Steven Haney Jr.","Loyola Marymount","So",1.19171,68.6,2016
"Keljin Blevins","Montana St.","Sr",0.703418,60.9,2018
"Stevie Clark","Oakland","Jr",0.940032,36.5,2017
"Connar Tava","Boston College","Sr",0.381897,63.3,2017
"Andrew White III","Nebraska","Jr",4.06505,73.7,2016
"Jahaad Proctor","High Point","So",2.79208,71.4,2018
"Lyrik Shreiner","Cal St. Northridge","So",0.376844,73.5,2018
"Kevin Degnan","Siena","Jr",-0.106933,6.7,2018
"Kendrick Nunn","Oakland","Sr",4.6324,85.4,2018
"Demetrius Denzel-Dyson","Samford","Jr",2.48276,75.6,2017
"Charles Matthews","Michigan","So",2.631,74.6,2018
"Caleb Martin","Nevada","Jr",4.54872,80,2018
"Cody Martin","Nevada","Jr",4.37018,85.6,2018
"Larry Dennis","Stetson","Jr",-0.431178,32.1,2017
"Dusan Majstorovic","Maine","Jr",-0.90589,27.7,2018
"Tevon Saddler","Nicholls St.","Sr",2.06763,71.1,2018
"Aleksandar Dozic","Marist","So",0.270943,53.2,2018
"Eric Lockett","FIU","So",-0.205377,62.4,2017
"Kendall Small","Pacific","So",0.220143,39.4,2018
"Chas Brown","Duquesne","Sr",-0.485783,34.7,2018
"Ria'n Holland","Mercer","Jr",3.97452,78,2017
"Tyler Rawson","Utah","Jr",1.06104,49,2017
"Justin Jordan","UNC Greensboro","Jr",-0.105712,2.7,2017
"Sherron Wilson","Jackson St.","Jr",-0.600488,15.3,2017
"Marcus Keene","Central Michigan","Jr",5.60765,92.8,2017
"Curtis Phillips","Tennessee Tech","Jr",0.808753,41.3,2017
"Femi Olujobi","North Carolina A&T","Jr",1.80354,72,2018
"Demetrius Houston","Alabama St.","Jr",-1.67744,12.7,2017
"Deontae North","Portland St.","Jr",1.84401,61,2017
"JT Escobar","North Florida","So",1.54975,67.7,2018
"Malik Newman","Kansas","So",4.23989,78.8,2018
"Leon Gilmore III","Stephen F. Austin","Jr",1.31711,60.8,2017
"Rokas Ulvydas","UCF","So",-0.184812,21.6,2018
"Tucker Thompson","North Carolina St.","Jr",0.218135,0.5,2017
"Devin Davis","Houston","Jr",1.16501,32.5,2017
"JJ N'Ganga","Mercer","Sr",-0.508308,18.8,2017
"Connor MacDougall","New Mexico","So",0.739466,21.6,2017
"Marcus Neely","Florida Atlantic","Jr",-0.523389,38.3,2017
"Keith Pinckney","Old Dominion","Jr",-1.2705,2.4,2017
"JC Washington","Charlotte","Jr",0.125624,11.7,2017
"Davon Hayes","Southeastern Louisiana","Jr",1.06679,64.9,2017
"Norville Carey","Rider","Sr",0.93658,59.2,2017
"Trayvon Reed","Texas Southern","Jr",2.812,57.5,2018
"Joseph Lopez","Sacred Heart","Jr",2.03814,67.4,2017
"Isaiah Wright","San Diego","Jr",2.6664,85.8,2018
"Kameron Chatman","Detroit","Jr",3.33015,74.3,2018
"Steven Whitley","Norfolk St.","So",1.46101,71.6,2018
"Pat McNamara","Fairleigh Dickinson","So",-0.475241,24.6,2018
"Marlon Stewart","North Dakota","So",1.46678,69.4,2018
"Frederick Scott","Rider","Jr",1.74201,59.4,2018
"Matt Milon","William & Mary","So",2.5817,76.4,2018
"Satchel Pierce","Penn St.","Jr",-0.298928,11,2018
"Nick Rogers","IUPUI","So",-0.369563,55.1,2018
"Devine Eke","Rider","Jr",0.524007,22.7,2018
"Issac Vann","VCU","So",0.943113,48.5,2018
"Maurice Rivers","Jackson St.","Jr",0.579065,49.9,2017
"Larry Lewis Jr.","Hawaii","Jr",-0.0922366,11.1,2017
"Brekkott Chapman","Weber St.","Jr",0.550012,60.8,2018
"Harry Froling","Marquette","So",0.601069,17.5,2018
"Madison Jones","Seton Hall","Sr",0.416088,72.9,2017
"Julian Torres","SIU Edwardsville","Jr",0.484961,6.1,2018
"Gerron Scissum","James Madison","So",-0.00606192,3.6,2018
"Del'Vin Dickerson","North Carolina Central","Sr",1.25773,51.8,2017
"Talbott Denny","Arizona","Sr",-0.297294,0.4,2018
"Julian Walters","Alabama A&M","Sr",-0.26113,54,2018
"Justin Massey","Florida Atlantic","Jr",0.761888,36.2,2017
"Iziahiah Sweeney","Northwestern St.","Jr",0.100543,66.8,2017
"Dan Robinson","Norfolk St.","Jr",-0.33166,40.2,2017
"Sam Cunliffe","Kansas","So",0.320021,4.7,2018
"Willie Jackson","Toledo","So",1.25912,28.7,2018
"Justin Simon","St. John's","So",2.58241,88.6,2018
"Elijah Minnie","Eastern Michigan","Jr",2.38711,79,2018
"Chris Harrison-Docks","DePaul","Sr",0.81801,39.5,2017
"Mike Hoffman","UT Rio Grande Valley","Jr",1.20671,47.3,2017
"Lorenzo Jenkins","Colorado St.","So",0.199327,32.7,2018
"James Suber","Cal St. Bakersfield","Jr",-0.679646,17.6,2017
"Julian Richardson","Cal St. Northridge","Jr",-0.204633,0.4,2017
"Marvin Clark II","St. John's","Jr",2.7004,76.9,2018
"Terry Harris","Eastern Michigan","Jr",-0.417018,7.5,2018
"Dederick Lee","South Alabama","Jr",-0.702521,45.2,2017
"Donovan Gilmore","UNC Asheville","Jr",0.1018,18.9,2018
"Will Ransom","North Carolina Central","Sr",-0.440605,36.7,2017
"Rondale Watson","Marshall","Jr",1.01376,45.4,2018
"Kendall Stephens","Nevada","Sr",3.51638,68.1,2018
"Vasa Pusica","Northeastern","Jr",4.01671,86.3,2018
"Marcus Harris","Sam Houston St.","Jr",1.06768,59.5,2018
"Austin Ajukwa","Charlotte","Jr",1.31823,48.7,2017
"Franklin Porter","Portland","So",0.498732,64.9,2018
"J-Mychal Reese","North Texas","Sr",1.63322,84.2,2016
"Da'Shawn Robinson","Lamar","Sr",-0.0639944,6.1,2018
"Randy Onwuasor","Southern Utah","Sr",3.70419,87.8,2017
