"player","team","yr","trank_ppg","mins_pct","year"
"Aaron Brown","Saint Joseph's","Sr",1.82803,65.8,2016
"Tre Demps","Northwestern","Sr",3.08426,90.8,2016
"Tomasz Gielo","Mississippi","Sr",2.10619,68,2016
"Anthony Drmic","Boise St.","Sr",2.6962,73.6,2016
"John Cannon","UNC Asheville","Sr",0.135414,6.5,2016
"Ricky Tarrant Jr.","Memphis","Sr",2.52499,73.4,2016
"Karl Madison","Drake","Sr",-1.21143,34.1,2016
"Robert Brown","UAB","Sr",2.25496,75.2,2016
"Dylan Sherwood","UNC Wilmington","Sr",0.806375,29,2016
"Evan Wessel","Wichita St.","Sr",0.644948,52.5,2016
"Anthony Odunsi","Houston Baptist","Sr",3.19869,72.9,2016
"Carlton Brundidge","Detroit","Sr",2.18879,50.6,2016
"Austin Tillotson","Colgate","Sr",3.2544,86.4,2016
"John Walton III","Troy","Sr",1.42913,73.9,2016
"Trey Norris","South Dakota","Sr",0.967817,73.5,2016
"Anthony Collins","Texas A&M","Sr",1.61139,62.4,2016
"Myke Henry","DePaul","Sr",2.89383,72,2016
"Max Landis","IPFW","Sr",4.57213,93.5,2016
"Mario Moody","Bethune Cookman","Sr",1.36506,69.4,2016
"Zach Price","Winthrop","Sr",0.45595,46.7,2016
"Myles Taylor","Tennessee Martin","Sr",2.63579,60.6,2016
"Joey Van Zegeren","Northwestern","Sr",0.528671,22.2,2016
"Ibby Djimde","Southern Illinois","Sr",0.0883705,21.4,2016
"Jibri Bryan","Mercer","Sr",0.452685,3.5,2016
"Josh Henderson","Vanderbilt","Sr",0.698483,24.5,2016
"Bryce Douvier","Texas A&M Corpus Chris","Sr",1.91389,56.9,2016
"Colby Wollenman","Michigan St.","Sr",0.384699,13.3,2016
"Brandon Sherrod","Yale","Sr",2.94649,70.1,2016
"Michael Gbinije","Syracuse","Sr",4.68115,93.8,2016
"Zay Jackson","Southeastern Louisiana","Sr",1.08206,81,2016
"Jaylen Bland","UC Riverside","Sr",2.09935,86.7,2016
"Rashad Smith","Tulsa","Sr",1.35592,49.1,2016
"Oliver Ellison","Howard","Sr",0.0928452,8.6,2016
"Ryan Canty","Fordham","Sr",-0.21948,9.3,2016
"Nate Austin","BYU","Sr",0.82404,38.3,2016
"Adrian Diaz","FIU","Sr",3.26178,73.2,2016
"Rod Days","Campbell","Sr",0.707159,50.5,2016
"Angel Rodriguez","Miami FL","Sr",3.77033,75.1,2016
"Remy Abell","Xavier","Sr",1.49851,60.9,2016
"Henry Brooks","Wagner","Sr",-0.318634,42.9,2016
"Austin McBroom","Eastern Washington","Sr",4.06217,94.2,2016
"Jaqawn Raymond","Middle Tennessee","Sr",0.410662,58.4,2016
"Martin Breunig","Montana","Sr",4.24937,76,2016
"Sterling Gibbs","Connecticut","Sr",3.1125,81.2,2016
"Hameed Ali","Texas A&M Corpus Chris","Sr",1.43098,76.8,2016
"Trey Freeman","Old Dominion","Sr",4.37676,87.1,2016
"Jaylen Bond","Temple","Sr",1.95509,67.2,2016
"Dennis Clifford","Boston College","Sr",1.3453,66.5,2016
"Ryan Sawvell","Wofford","Sr",1.28933,34.3,2016
"Keaton Miles","Arkansas","Sr",-0.579268,36.8,2016
"Craig McFerrin","McNeese St.","Sr",0.657618,63.8,2016
"Quincy Ford","Northeastern","Sr",2.9902,75.4,2016
"Aaron Wright","UC Irvine","Sr",-0.12096,47.4,2016
"Mike Best","UC Irvine","Sr",1.31155,55.9,2016
"Papa Ndao","Saint Joseph's","Sr",0.548293,41.2,2016
"Eric Washington","Miami OH","Sr",3.03802,75.9,2016
"Will Simonton","Quinnipiac","Sr",-0.292167,18.6,2016
"Mike Brown","Western Carolina","Sr",2.73113,86.6,2016
"Brian Darden","Hampton","Sr",1.50411,77.5,2016
"Barry Cheaney","UNLV","Jr",0.193638,3.8,2016
"Damion Lee","Louisville","Sr",4.20076,81.1,2016
"Devonta Abron","TCU","Sr",0.866425,24.1,2016
"Kazembe Abif","Drexel","Sr",1.1797,75.2,2016
"Ricky Johnson","Bethune Cookman","Sr",0.303935,81.5,2016
"Devin Coleman","Temple","Sr",1.63348,63.2,2016
"Johnny Hill","Purdue","Sr",1.87326,43.7,2016
"Austin Etherington","Butler","Sr",1.14317,27.6,2016
"Alex Rosenberg","Columbia","Sr",2.83075,63.4,2016
"Daniel Green","Arkansas Little Rock","Sr",0.09619,8.8,2016
"Roosevelt Jones","Butler","Sr",3.80361,83.7,2016
"Jordan Tolbert","SMU","Sr",3.59481,66.5,2016
"Filip Cvjeticanin","Florida Gulf Coast","Sr",-0.010182,30,2016
"Derrick Gordon","Seton Hall","Sr",0.857945,58.8,2016
"Derrick Henry","The Citadel","Sr",2.25433,67.3,2016
"Maxwell Lenox","Army","Sr",-0.26743,0.5,2016
"Vinny Zollo","Cleveland St.","Sr",0.11802,50,2016
"Jake Giesler","Northern Kentucky","Sr",-0.0382659,17.5,2016
"Michael Orris","Northern Illinois","Jr",-1.65561,52.1,2016
"Venky Jois","Eastern Washington","Sr",3.01147,80.5,2016
"Tony Parker","UCLA","Sr",2.50308,61.9,2016
"Shane Benton","North Dakota","Sr",-0.187544,1.4,2016
"Nathan Watkins","Vanderbilt","Sr",0.268831,2.2,2016
"Carter Josephs","Vanderbilt","Sr",-0.103594,7.3,2016
"Kyle Wilson","Army","Sr",1.35199,80.5,2016
"A.J. English","Iona","Sr",4.77007,75.8,2016
"Derrick Colter","Duquesne","Sr",3.08679,89.7,2016
"Nick Foschia","Duquesne","Sr",-0.193477,1.4,2016
"Tommy Matthews","Eastern Kentucky","Sr",0.0739119,2.5,2016
"Terry Tarpey","William & Mary","Sr",2.27906,75,2016
"Rico Gathers","Baylor","Sr",3.28761,59.4,2016
"Taurean Prince","Baylor","Sr",3.8726,76.2,2016
"Max Guercy","Rice","Sr",0.746056,83.7,2016
"Benny Parker","Nebraska","Sr",0.651289,64.1,2016
"James Ford, Jr.","Quinnipiac","Sr",-0.592521,69,2016
"Perry Ellis","Kansas","Sr",4.84744,75.1,2016
"Evan Manning","Kansas","Sr",-0.0701222,2.3,2016
"Tyler Self","Kansas","Jr",-0.317606,1.8,2016
"Jamari Traylor","Kansas","Sr",0.365711,32.6,2016
"Trey Kellum","Southeast Missouri St.","Jr",0.404392,50,2016
"Tyrel Hunt","Alcorn St.","Sr",-0.170718,34.2,2016
"Anton Wilson","Detroit","Sr",3.66766,82,2016
"Justin Seymour","Murray St.","Jr",0.447981,57.2,2016
"Alex Caruso","Texas A&M","Sr",2.62003,71.1,2016
"Marvelle Harris","Fresno St.","Sr",4.24489,91,2016
"Chris Bryant","Miami OH","Sr",0.752536,42.3,2016
"Javier Lacunza","Florida Atlantic","Sr",-0.230982,10,2016
"Jackson Trapp","Florida Atlantic","Sr",0.4391,69.3,2016
"Jake Belford","Davidson","Jr",0.610668,8,2016
"Malcolm McMillan","Canisius","Sr",3.61404,83.5,2016
"Markus Crider","Georgia St.","Sr",1.45015,72.6,2016
"Shaquille Hines","UT Rio Grande Valley","Sr",2.22136,81.4,2016
"Shane Hammink","Valparaiso","Jr",1.2977,54.8,2016
"Corban Collins","Morehead St.","Jr",2.35993,59.8,2016
"Billy Murphy","Lafayette","Sr",-0.148115,1.3,2016
"Ryan Rhoomes","Fordham","Sr",3.50668,78.4,2016
"Mandell Thomas","Fordham","Sr",1.60601,57,2016
"Alex Young","UC Irvine","Sr",2.47344,74.6,2016
"Shaquille Harrison","Tulsa","Sr",3.38045,80.2,2016
"Jordon Granger","Auburn","Sr",1.35195,53.5,2016
"Brian Greene Jr.","Florida Gulf Coast","Jr",0.640536,6,2016
"Marshall Plumlee","Duke","Sr",4.30887,75.8,2016
"A.J. Hammons","Purdue","Sr",3.54299,57.5,2016
"Brandon Burnett","Indiana St.","Sr",-0.890518,22.4,2016
"Joe McDonald","George Washington","Sr",2.22386,70.1,2016
"Jeremiah Jones","Duquesne","Sr",1.8732,21.7,2016
"Tyler White","Northern Kentucky","Sr",0.876967,76.7,2016
"Marc-Eddy Norelia","Florida Gulf Coast","Jr",2.96122,82.1,2016
"Kajon Mack","Tulane","Jr",-0.853877,3.7,2016
"Louis Dabney","Tulane","Sr",2.23406,78.3,2016
"Marcus Paige","North Carolina","Sr",4.21265,67.2,2016
"Brice Johnson","North Carolina","Sr",5.08898,70.1,2016
"Nigel Pruitt","Kennesaw St.","Sr",0.721668,41.2,2016
"Myles Hamilton","Cleveland St.","Jr",0.0088409,9.1,2016
"Aric Dickerson","Delaware St.","Sr",0.0497862,27.5,2016
"Yonel Brown","Kennesaw St.","Sr",2.56812,96.7,2016
"Matt Smith","Cal St. Bakersfield","Jr",0.51306,29.8,2016
"Grant O'Brien","Wake Forest","Sr",-1.32792,3.5,2016
"Andrew Andrews","Washington","Sr",5.20316,83,2016
"Avry Holmes","Clemson","Jr",2.46804,76.7,2016
"Terry Brutus","Mississippi","Jr",-1.04644,3.9,2016
"Joel Awich","Cal Poly","Sr",0.673021,47.7,2016
"Reese Morgan","Cal Poly","Sr",3.36311,60.2,2016
"Korey Billbury","VCU","Sr",1.79132,69.6,2016
"Aaron Anderson","Oral Roberts","Jr",-0.257859,55.3,2016
"Winston Shepard","San Diego St.","Sr",2.14512,71.9,2016
"Shaun Johnson","McNeese St.","Sr",-0.266418,21.7,2016
"Jordan Barham","Davidson","Sr",1.75811,32.1,2016
"Justin Browning","Western Carolina","Sr",1.51763,77.2,2016
"Eric Laster","Loyola MD","Sr",0.881694,68.1,2016
"Kyle Dobbins","Texas A&M","Jr",0.182676,1.9,2016
"Uche Ofoegbu","San Francisco","Jr",1.22302,64.2,2016
"Bryce Scott","Lafayette","Sr",2.48201,71.8,2016
"Zach Rufer","Lafayette","Sr",0.805093,55.5,2016
"Stacy Davis","Pepperdine","Sr",2.78104,85,2016
"Austin Mills","Baylor","Sr",0.248922,1.9,2016
"Atif Russell","Pepperdine","Sr",0.495149,3.3,2016
"Jett Raines","Pepperdine","Sr",2.73613,67.9,2016
"Zach Korkowski","Wofford","Sr",0.472705,1.7,2016
"Shaquille Johnson","Longwood","Sr",0.468524,55.1,2016
"Alex Murphy","Florida","Sr",0.152557,1.6,2016
"Connor Lammert","Texas","Sr",2.71808,70.6,2016
"Cullen Hamilton","Holy Cross","Sr",0.228033,67.6,2016
"Lawrence Brown","Mercer","Jr",0.334244,29.7,2016
"L.J. Rose","Houston","Sr",1.39271,2.1,2016
"Dylan Poston","Gardner Webb","Sr",0.583789,62,2016
"Lanerryl Johnson","Cal St. Fullerton","Sr",0.453312,15.5,2016
"John Brown","High Point","Sr",4.73458,65.5,2016
"Will Kelly","Navy","Sr",1.21942,66.4,2016
"Michael Bryson","UC Santa Barbara","Sr",3.92106,82.3,2016
"Mitch Brewe","UC Santa Barbara","Sr",1.38037,39.5,2016
"Sam Beeler","UC Santa Barbara","Sr",1.47704,48,2016
"Chris Fowler","Central Michigan","Sr",3.87661,74,2016
"Austin Stewart","Central Michigan","Sr",0.465656,31.9,2016
"Kyle Dranginis","Gonzaga","Sr",2.69853,78.4,2016
"Robert Mischler","Cornell","Sr",0.932308,12.6,2016
"Eli Stalzer","Colorado","Sr",-0.287441,1.1,2016
"Xavier Talton","Colorado","Sr",0.70014,51.2,2016
"Rhett Harrelson","Western Carolina","Sr",2.1839,64.4,2016
"Torrion Brummitt","Western Carolina","Sr",1.67569,70.3,2016
"Corvon Butler","Alabama St.","Jr",1.8062,53.6,2016
"Bruce Beckford","North Carolina A&T","Sr",0.727948,66.6,2016
"Cameron Ridley","Texas","Sr",2.1267,22,2016
"Casey Jones","Chattanooga","Sr",2.91413,14.5,2016
"Darien Nelson-Henry","Penn","Sr",2.34692,66.2,2016
"Jamal Lewis","Penn","Sr",-0.191762,19.2,2016
"Joel Bolomboy","Weber St.","Sr",3.20493,75.6,2016
"Tyler Hubbard","Loyola MD","Sr",0.687467,71.9,2016
"T.J. Carpenter","Nicholls St.","Sr",0.472158,69.9,2016
"Malik Gill","Dartmouth","Sr",-0.643552,41.3,2016
"Alex Mitola","George Washington","Sr",1.41468,38.7,2016
"Dale Francis","Texas A&M Corpus Chris","Sr",-0.265186,27,2016
"Jelani Currie","Texas A&M Corpus Chris","Sr",-0.297807,57.8,2016
"Jerred Kite","Incarnate Word","Jr",-0.418567,10.8,2016
"Nate Wells","Ball St.","Sr",-0.261139,15,2016
"Taylor Danaher","Mount St. Mary's","Sr",0.833687,46.1,2016
"Savon Goodman","Arizona St.","Jr",1.71229,45.6,2016
"Daquan Cook","UNLV","Jr",0.333919,0.3,2016
"Badou Diagne","Coastal Carolina","Sr",1.0595,62.4,2016
"Tristian Curtis","Coastal Carolina","Sr",1.40671,60.8,2016
"Skylar Spencer","San Diego St.","Sr",1.67165,60.8,2016
"Fred Richardson III","Colorado St.","Sr",0.522193,28,2016
"Kellon Thomas","Kent St.","Jr",1.91629,78.9,2016
"Nathan Dieudonne","Boston University","Sr",1.03341,58.8,2016
"Jarryn Skeete","Buffalo","Sr",0.465851,69.4,2016
"Shavon Shields","Nebraska","Sr",3.71628,67.2,2016
"Sergej Vucetic","Evansville","Jr",-0.00777726,2.5,2016
"Tyler Ott","Utah Valley","So",0.029497,4.2,2016
"Brandon Taylor","Utah","Sr",2.08618,81.3,2016
"Jordan Loveridge","Utah","Sr",3.17604,77,2016
"Timajh Parker-Rivera","Towson","Sr",1.22254,62.8,2016
"Michel Enanga","Coastal Carolina","Sr",0.34685,10.3,2016
"Matt Bohannon","Northern Iowa","Sr",3.4535,87.3,2016
"Chris Olivier","Oklahoma St.","Sr",1.53457,40,2016
"Marqueze Coleman","Nevada","Sr",2.3954,65.9,2016
"Josh Scott","Colorado","Sr",4.53706,71.6,2016
"Vashil Fernandez","Valparaiso","Sr",0.319649,62.6,2016
"Ky Howard","NJIT","Sr",1.90016,79.4,2016
"Terrence Smith","NJIT","Jr",1.05769,41.8,2016
"Cody Demps","Sacramento St.","Sr",1.39071,53.9,2016
"Ron Curry","James Madison","Sr",4.31374,81.2,2016
"Dion Wright","St. Bonaventure","Sr",3.74923,92,2016
"Malik Morgan","Tulane","Jr",1.66977,77.3,2016
"Frank Rogers","San Jose St.","Sr",1.16522,71.8,2016
"Chase Cannon","North Carolina St.","Sr",0.0153475,0.2,2016
"Maodo Lo","Columbia","Sr",3.45798,82.1,2016
"Isaac Cohen","Columbia","Sr",2.17057,37.5,2016
"Jack Crook","Seattle","Sr",0.251533,75.4,2016
"Jourdan Stickler","Houston Baptist","Sr",0.43885,53.8,2016
"Tommy Carpenter","Dartmouth","Sr",-0.295033,21.9,2016
"Connor Boehm","Dartmouth","Sr",1.72187,71,2016
"Kevin Crescenzi","Dartmouth","Sr",0.131472,40.6,2016
"Matt Rennie","Dartmouth","Sr",-0.728545,4.2,2016
"Tiremone Williams","Louisiana Lafayette","Sr",-0.0219004,12.8,2016
"Casey Perrin","Campbell","Sr",0.442905,1.9,2016
"Patrick Holloway","George Mason","Sr",0.308249,4.3,2016
"Chris Ortiz","Kent St.","Sr",0.82078,62.7,2016
"Khaliq Spicer","Kent St.","Sr",2.27499,56,2016
"Matt Banas","Bucknell","Sr",-0.00121406,3,2016
"Ryan Frazier","Bucknell","Sr",1.06807,66.4,2016
"Dom Hoffman","Bucknell","Sr",1.52481,44.7,2016
"Dakota Slaughter","UT Rio Grande Valley","Sr",1.10466,78.1,2016
"Kris Dunn","Providence","Jr",3.86201,76.9,2016
"Geoffrey Groselle","Creighton","Sr",3.3169,53,2016
"Stefan Jankovic","Hawaii","Jr",3.30353,61.4,2016
"Landon Drew","Cal St. Northridge","Sr",-0.976083,25.4,2016
"Tyler Flack","South Dakota","Jr",2.21164,22.7,2016
"Eric Robertson","South Dakota","Sr",1.18263,51.2,2016
"Casey Kasperbauer","South Dakota","Sr",2.56126,82.9,2016
"Elias Desport","Saint Peter's","Sr",-0.476911,41.5,2016
"Chazz Patterson","Saint Peter's","Jr",-0.695622,78.9,2016
"Mikey Thompson","Boise St.","Sr",2.96418,80,2016
"Jordyn Martin","Northern Arizona","Sr",0.00293395,7.2,2016
"Jeff White","Loyola Chicago","Sr",-0.448865,46.6,2016
"Devon Turk","Loyola Chicago","Sr",1.89984,61.3,2016
"Darius Graham","UC Davis","Jr",0.402351,83,2016
"Travis Avery","New Orleans","Sr",0.0491445,4.2,2016
"Brandon Swannegan","Tulsa","Sr",1.83988,48.7,2016
"Georges Niang","Iowa St.","Sr",5.4716,82.1,2016
"Jito Kok","San Diego","Sr",0.508789,58.7,2016
"Trey Pinkney","Stephen F. Austin","Sr",1.59904,67.8,2016
"Dreon Barlett","Sacramento St.","Sr",0.533719,64.5,2016
"Sean Sheldon","William & Mary","Sr",2.64107,62.7,2016
"Danny Robison","Montana St.","Sr",0.564999,53.9,2016
"Stephen Toyra","Purdue","Sr",0.0244711,1.8,2016
"Rapheal Davis","Purdue","Sr",1.69274,65.2,2016
"Cleveland Thomas","Hartford","Jr",3.79306,77.9,2016
"Marcus Georges-Hunt","Georgia Tech","Sr",5.03661,80.8,2016
"Devonte Brown","Indiana St.","Sr",2.0354,81.5,2016
"Marin Mornar","Loyola Marymount","Sr",1.34264,53.7,2016
"Dakarai Tucker","Utah","Sr",1.27461,45.6,2016
"Austin Lewis","McNeese St.","Sr",0.499045,33.1,2016
"D.J. Mason","Campbell","Sr",1.62019,62.9,2016
"Adam Wing","Evansville","Sr",2.07351,73.2,2016
"Tilman Dunbar","Navy","Sr",1.32368,77.5,2016
"Kendall Knorr","Navy","Sr",-0.122153,33.4,2016
"Ben Freeland","Lafayette","Sr",-0.0757921,31.2,2016
"Daniel Dingle","Temple","Jr",0.163839,50.9,2016
"Devontae Watson","Temple","Sr",-0.570808,4,2016
"Nathaniel Musters","Lafayette","Sr",-0.66035,27.1,2016
"Brian Pegg","Stetson","Jr",1.52368,71.6,2016
"Junior Longrus","Washington St.","Sr",-0.202767,34.6,2016
"Malcolm Bernard","Florida A&M","Jr",0.759643,78.6,2016
"Rashun Davis","Radford","Sr",2.60141,78.6,2016
"Taj Owens","Radford","Sr",0.450872,29.6,2016
"YaYa Anderson","Radford","Sr",0.887344,56.6,2016
"Agunwa Okolie","Harvard","Sr",1.85793,78,2016
"Evan Cummins","Harvard","Sr",1.26714,58.9,2016
"Terry Allen","Richmond","Sr",3.95926,82.2,2016
"Deion Taylor","Richmond","Sr",0.968576,50.2,2016
"John Moran","Richmond","Sr",0.168272,3.8,2016
"Kendrick Ray","Kennesaw St.","Jr",3.16169,84.8,2016
"Kevin Coker","Xavier","Sr",-0.430631,0.5,2016
"Kevin Hill","New Orleans","Sr",0.949064,52,2016
"Kevin Mays","Cal St. Bakersfield","Sr",2.22581,62.2,2016
"Katin Reinhardt","USC","Jr",2.28554,66.2,2016
"Peter Ryckbosch","DePaul","Sr",-0.101895,18.7,2016
"Cory Dolins","DePaul","Sr",0.169703,1.4,2016
"Scott Sill","Delaware St.","Jr",-0.676242,18.9,2016
"Khristian Smith","Indiana St.","Sr",0.932499,72.3,2016
"Frank Eaves","Appalachian St.","Sr",3.38917,77.8,2016
"Chris Burgess","Appalachian St.","Sr",1.91375,52.7,2016
"Barrington Stevens III","South Alabama","Sr",-0.857789,69.6,2016
"Jamal Ferguson","North Carolina Central","Jr",-0.430293,19.3,2016
"Andre Yates","Cleveland St.","Jr",0.347498,66.7,2016
"Egidijus Mockevicius","Evansville","Sr",3.6605,79.5,2016
"Shane McLaughlin","Bryant","Sr",-0.765849,90.9,2016
"Ka'Darryl Bell","Bradley","Sr",-0.939395,26.3,2016
"C.J. Gettys","UNC Wilmington","Jr",1.22261,29.9,2016
"O.J. Lewis","La Salle","Sr",-0.0352927,1.7,2016
"J.J. Panoske","Milwaukee","Sr",1.77219,56.2,2016
"Michael Obacha","Appalachian St.","Sr",0.269957,40.9,2016
"Felix Balamou","St. John's","Sr",0.635957,47.7,2016
"Isaiah Miles","Saint Joseph's","Sr",5.5062,85.7,2016
"Jesse Reed","American","Sr",1.26534,93.8,2016
"Marko Vasic","American","Sr",-0.18503,63,2016
"Martin Shaw","Old Dominion","Sr",-0.210918,3.5,2016
"Parker U'u","San Diego St.","Jr",-0.0365994,1,2016
"Evan Cooper","Hartford","Jr",0.631761,38.7,2016
"Michael Zangari","East Carolina","Sr",0.956189,50.7,2016
"Aleksej Rostov","Western Kentucky","Sr",0.552482,25,2016
"Stetson Billings","Arkansas Little Rock","Jr",-0.851732,14.6,2016
"Jeff Laidig","Belmont","Sr",-0.456247,8.4,2016
"Craig Bradshaw","Belmont","Sr",3.02405,80.6,2016
"Marcel Davis","Utah Valley","Sr",1.97359,83.6,2016
"Jared Klein","Western Michigan","Sr",0.481543,26.7,2016
"Terry Henderson","North Carolina St.","Sr",-1.54885,0.5,2016
"Fred VanVleet","Wichita St.","Sr",3.57339,65.7,2016
"Isaiah Baker","Holy Cross","Sr",-0.339739,2.3,2016
"Petey McClain","East Tennessee St.","Sr",-0.485352,49.5,2016
"Javan Felix","Texas","Sr",3.06806,66.8,2016
"Spike Albrecht","Michigan","Sr",1.28357,4,2016
"Demarcus Holland","Texas","Sr",0.328345,34.5,2016
"Justin Tuoyo","Chattanooga","Jr",2.11706,60.8,2016
"Matt Killian","Northwestern St.","Sr",-0.866957,40.9,2016
"Phillip Lawrence-Ricks","Marist","Sr",0.371341,13.9,2016
"Jordan Roper","Clemson","Sr",2.15928,82.3,2016
"Zach LeDay","Virginia Tech","Jr",3.99054,75.6,2016
"Josh Adams","Wyoming","Sr",5.5409,88.2,2016
"Landry Nnoko","Clemson","Sr",1.85513,55.3,2016
"Steve Perpiglia","Boston College","Sr",-0.21371,1.9,2016
"Jacob Hazzard","Arizona","Sr",0.889582,1.9,2016
"Kaleb Tarczewski","Arizona","Sr",2.92153,51.2,2016
"Gabe York","Arizona","Sr",3.30938,81.6,2016
"Quinton Chievous","Hampton","Sr",2.47442,73,2016
"Joel James","North Carolina","Sr",0.333994,18.1,2016
"Tre Hale-Edmerson","Cal St. Northridge","Sr",0.953224,78.4,2016
"Alex Ramon","Colgate","Sr",0.718115,56.8,2016
"James Woodard","Tulsa","Sr",3.55932,81.9,2016
"Rashad Ray","Tulsa","Sr",0.628345,43.6,2016
"D'Andre Wright","Tulsa","Sr",0.569539,44,2016
"Nick Wood","Tulsa","Sr",0.123561,0.6,2016
"Andrew Scocca","Bryant","Jr",-0.00756387,9.2,2016
"Jameel Warney","Stony Brook","Sr",4.83128,84,2016
"Carson Puriefoy","Stony Brook","Sr",1.91218,86.2,2016
"Marcus Byrd","Denver","Sr",1.87182,69.3,2016
"Travis Rollo","Army","Sr",-0.628572,4.7,2016
"Tanner Plomb","Army","Sr",2.57144,65.6,2016
"Kevin Ferguson","Army","Sr",2.51372,59.2,2016
"Dylan Cox","Army","Sr",1.01703,65.8,2016
"Larry Toomey","Army","Sr",0.457086,61.1,2016
"Spencer Collins","Wofford","Sr",2.28802,78.6,2016
"C.J. Neumann","Wofford","Sr",0.777138,74.2,2016
"Justin Gordon","Wofford","Sr",1.41083,63.8,2016
"Baryn Houston","Alabama A&M","Sr",-0.374177,6.7,2016
"Marcellous Bell","Jacksonville","Sr",-0.0419218,4.5,2016
"Trey Davis","Richmond","Sr",0.59143,72.8,2016
"Phil Forte III","Oklahoma St.","Sr",2.91915,5.9,2016
"Andrew Poulter","IPFW","Jr",0.172319,1.6,2016
"Justin Goldsborough","Lehigh","Sr",-0.261014,36.8,2016
"Devon Carter","Lehigh","Sr",0.131986,37.1,2016
"Brandon Conley","Oral Roberts","Sr",1.11344,49.3,2016
"Terron Gilmore","Murray St.","Sr",0.173724,1.7,2016
"Justin Alston","Boston University","Sr",1.56329,13.3,2016
"Tahjere McCall","Tennessee St.","Jr",2.36422,75.4,2016
"T.J. Cline","Richmond","Jr",4.44215,74.2,2016
"Greg Tucker","Jacksonville St.","Jr",0.979348,62.7,2016
"Kayel Locke","UNC Greensboro","Sr",1.19225,75.7,2016
"Caris LeVert","Michigan","Sr",5.06338,31,2016
"Phillip Anglade","VMI","Sr",0.830352,64.2,2016
"James Robinson","Pittsburgh","Sr",3.25577,80.2,2016
"Tevin Falzon","Sacred Heart","Sr",1.73057,63,2016
"Peyton Robbins","East Carolina","Sr",-0.312213,0.3,2016
"Shane Plunkett","Rhode Island","Sr",-0.0832383,0.8,2016
"Zach Auguste","Notre Dame","Sr",3.64912,73.7,2016
"Austin Burgett","Notre Dame","Sr",0.715783,6.7,2016
"Isaiah Ivey","Gardner Webb","Sr",1.26845,59.9,2016
"Marcus Colbert","Montana St.","Sr",3.18546,83.4,2016
"Marshall Wood","Richmond","Jr",1.65497,54.1,2016
"Aaron Law","Coastal Carolina","Sr",0.0181805,4,2016
"Przemek Karnowski","Gonzaga","Sr",0.979556,8.8,2016
"Mitch McCormick","Sam Houston St.","Sr",-0.116549,0.9,2016
"Rem Bakamus","Gonzaga","Jr",-0.105025,2,2016
"Ahmad Abdullah","North Carolina A&T","Sr",0.869596,86.4,2016
"Ron Baker","Wichita St.","Sr",3.59066,78.5,2016
"Bryant Rucker","Denver","Sr",1.05879,41.1,2016
"Charles Mann","Georgia","Sr",1.67756,70.8,2016
"Kenny Gaines","Georgia","Sr",2.33435,72.4,2016
"Ethan O'Day","Vermont","Sr",1.77325,67.7,2016
"Tony Sabato","Elon","Sr",-0.201139,0.8,2016
"Tanner Samson","Elon","Sr",2.80406,69.9,2016
"Josh Smith","Clemson","Sr",-0.140576,15.3,2016
"Tim Marshall","VMI","Sr",-0.332924,49.8,2016
"Charles Mitchell","Georgia Tech","Sr",2.5358,62.4,2016
"Shaquille Cleare","Texas","Jr",0.893534,30.2,2016
"Jake Layman","Maryland","Sr",3.45624,79.1,2016
"Seth Allen","Virginia Tech","Jr",2.43845,69.1,2016
"Aaron Rountree","Iona","Sr",0.844231,66,2016
