"player","team","yr","trank_ppg","mins_pct","year"
"Marqueze Coleman","Nevada","Jr",1.07216,62.2,2015
"Josh Scott","Colorado","Jr",4.57347,58.1,2015
"Vashil Fernandez","Valparaiso","Sr",0.921155,62.6,2015
"Quentin Bastian","Florida A&M","Sr",-0.0119631,50.1,2015
"Ky Howard","NJIT","Jr",1.92566,62.9,2015
"Cody Demps","Sacramento St.","Jr",1.85836,84.3,2015
"Mikh McKinney","Sacramento St.","Sr",4.12979,91,2015
"Ron Curry","James Madison","Jr",2.6796,88.6,2015
"Andre Nation","James Madison","Jr",0.45147,24.9,2015
"Dion Wright","St. Bonaventure","Jr",3.28595,87,2015
"Frank Rogers","San Jose St.","Jr",0.76662,17.6,2015
"Chase Cannon","North Carolina St.","Jr",0.171084,0.7,2015
"Maodo Lo","Columbia","Jr",4.01945,87.1,2015
"Isaac Cohen","Columbia","Jr",2.06449,73,2015
"Jack Crook","Seattle","Jr",0.275532,63.1,2015
"Jourdan Stickler","Houston Baptist","Jr",0.620705,34.6,2015
"Tommy Carpenter","Dartmouth","Jr",0.312885,34.5,2015
"Connor Boehm","Dartmouth","Jr",1.15268,65.7,2015
"Kevin Crescenzi","Dartmouth","Jr",-0.103308,42.3,2015
"Tamron Manning","Marshall","Jr",-0.740332,39.4,2015
"Tiremone Williams","Louisiana Lafayette","Jr",-0.744847,13.8,2015
"Anali Okoloji","Eastern Michigan","Sr",0.437087,40.2,2015
"Patrick Holloway","George Mason","Jr",1.20025,56.8,2015
"Chris Ortiz","Kent St.","Jr",0.5452,57,2015
"Khaliq Spicer","Kent St.","Jr",0.756797,56.2,2015
"Jordan Faciane","Campbell","Jr",-0.183552,0.1,2015
"Matt Banas","Bucknell","Jr",0.63727,0.9,2015
"Ryan Frazier","Bucknell","Jr",0.799778,54.9,2015
"Dom Hoffman","Bucknell","Jr",0.279444,32.5,2015
"Dakota Slaughter","Alabama","Sr",0.900209,5.8,2015
"Reed McConnell","UC Irvine","Jr",-0.472686,1.6,2015
"Kris Dunn","Providence","So",3.8163,82,2015
"Sam Dekker","Wisconsin","Jr",5.06003,77,2015
"Mogboluwaga Oginni","Creighton","Jr",-0.0618615,1.9,2015
"Geoffrey Groselle","Creighton","Jr",1.10671,27.3,2015
"Stefan Jankovic","Hawaii","So",1.83288,37,2015
"Landon Drew","Cal St. Northridge","Jr",0.062634,63.6,2015
"Eric Robertson","South Dakota","Jr",0.515324,46,2015
"Casey Kasperbauer","South Dakota","Jr",2.1557,73.4,2015
"Elias Desport","Saint Peter's","Jr",-0.77318,36.1,2015
"Chazz Patterson","Saint Peter's","Jr",-0.508716,40.3,2015
"Tyler Harvey","Eastern Washington","Jr",4.63011,84.1,2015
"Mikey Thompson","Boise St.","Jr",1.09833,53.9,2015
"Jake Ness","Boise St.","Sr",-0.199176,6,2015
"Jordyn Martin","Northern Arizona","Jr",1.84886,68.2,2015
"Jeff White","Loyola Chicago","Jr",-0.0533662,48.8,2015
"Dez Wells","Maryland","Sr",3.17859,58.9,2015
"Devon Turk","Loyola Chicago","Jr",1.97987,60.4,2015
"Darius Graham","UC Davis","So",-0.731688,66.7,2015
"Travis Avery","New Orleans","Jr",-0.00322856,2.1,2015
"Brandon Swannegan","Tulsa","Jr",0.362212,42.3,2015
"Olivier Hanlan","Boston College","Jr",4.59944,92.6,2015
"Georges Niang","Iowa St.","Jr",3.38264,76.8,2015
"Jito Kok","San Diego","Jr",-0.420295,55.6,2015
"Trey Pinkney","Stephen F. Austin","Jr",-0.250497,66.1,2015
"Dreon Barlett","Sacramento St.","Jr",0.301435,25.1,2015
"Eric Norman","Montana St.","Sr",-0.495239,69.7,2015
"Sean Sheldon","William & Mary","Jr",2.1809,53.4,2015
"Danny Robison","Montana St.","Jr",1.04645,66.9,2015
"Stephen Toyra","Purdue","Jr",-0.577421,1.2,2015
"Rapheal Davis","Purdue","Jr",2.33262,77.5,2015
"Jarvis Davis","Gardner Webb","Sr",1.15881,60.7,2015
"Brooks Doyle","Georgia Tech","Jr",-1.56821,1.5,2015
"Chris Bolden","Georgia Tech","Jr",1.06186,42.2,2015
"Marcus Georges-Hunt","Georgia Tech","Jr",3.07128,73.5,2015
"Devonte Brown","Indiana St.","Jr",1.31028,80.9,2015
"Adam Drexler","Houston","So",-0.0577453,2,2015
"Marin Mornar","Loyola Marymount","Jr",2.42043,66.8,2015
"Dakarai Tucker","Utah","Jr",1.87862,44.7,2015
"Moses Abraham","Nebraska","Sr",-0.194375,17.8,2015
"Austin Lewis","McNeese St.","Jr",0.592667,43.2,2015
"Jordan Wells","McNeese St.","Jr",-0.0092922,7.3,2015
"D.J. Mason","Campbell","Jr",1.64732,66.2,2015
"Reco McCarter","Campbell","Sr",0.662245,64,2015
"Adam Wing","Evansville","Jr",0.725804,57,2015
"Tilman Dunbar","Navy","Jr",0.433273,75.4,2015
"Kendall Knorr","Navy","Jr",0.665334,34.2,2015
"Ben Freeland","Lafayette","Jr",-0.087334,4.6,2015
"Daniel Dingle","Temple","So",-0.145935,39.9,2015
"Devontae Watson","Temple","Jr",0.066392,35,2015
"Nathaniel Musters","Lafayette","Jr",-0.0888734,8.1,2015
"Brian Pegg","Stetson","So",0.587747,53.8,2015
"Junior Longrus","Washington St.","Jr",0.370661,29,2015
"Zach Elcano","American","Jr",-0.907265,24.8,2015
"Rashun Davis","Radford","Jr",0.285739,53.4,2015
"Taj Owens","Radford","Jr",0.152335,13,2015
"Lucas Dyer","Radford","So",-0.0157992,12.8,2015
"Ya Ya Anderson","Radford","Jr",1.75816,64.6,2015
"Agunwa Okolie","Harvard","Jr",-0.130164,58.9,2015
"Evan Cummins","Harvard","Jr",0.305197,18.9,2015
"Terry Allen","Richmond","Jr",2.64232,76.7,2015
"Deion Taylor","Richmond","Jr",-0.754907,57.7,2015
"John Moran","Richmond","Jr",-0.61184,0.4,2015
"Kevin Coker","Xavier","Jr",0.460788,0.3,2015
"Kevin Hill","New Orleans","Jr",1.03564,61.9,2015
"Kevin Mays","Cal St. Bakersfield","Jr",1.22563,68.3,2015
"Katin Reinhardt","USC","So",1.6456,68.2,2015
"Durrell McDonald","DePaul","Jr",0.180477,59.5,2015
"Cory Dolins","DePaul","Jr",0.0511996,0.8,2015
"Trevor Bohnhoff","Michigan St.","Jr",0.0729984,1.4,2015
"Scott Sill","Delaware St.","So",-0.323066,9.5,2015
"Khristian Smith","Indiana St.","Jr",1.34881,74.1,2015
"Frank Eaves","Appalachian St.","Jr",2.47883,82.7,2015
"Chris Burgess","Appalachian St.","Jr",1.13935,74.5,2015
"Rantavious GIlbert","Appalachian St.","Jr",-0.397503,6.9,2015
"Barrington Stevens III","South Alabama","Jr",0.16026,84.3,2015
"Paddy Quinn","Columbia","Jr",-0.0837814,1,2015
"Jamal Ferguson","North Carolina Central","So",-0.28459,17,2015
"Andre Yates","Cleveland St.","So",0.582831,51.1,2015
"Egidijus Mockevicius","Evansville","Jr",2.82811,65.9,2015
"Brendan Kilpatrick","Vermont","So",-0.0881258,17.6,2015
"Shane McLaughlin","Bryant","Jr",-0.149984,90.7,2015
"Ka'Darryl Bell","Bradley","Jr",-0.287575,60.4,2015
"Chris Obekpa","St. John's","Jr",0.743405,62,2015
"C.J. Gettys","UNC Wilmington","So",0.609162,33,2015
"O.J. Lewis","La Salle","Jr",-0.0191818,0.5,2015
"Jared Young","Arkansas Pine Bluff","Sr",-0.172071,0.5,2015
"C.J. Holmes","Auburn","Jr",0.972798,0.4,2015
"Mustafaa Jones","Fairleigh Dickinson","Sr",1.3415,79.7,2015
"J.J. Panoske","Milwaukee","Jr",0.744623,52.6,2015
"Michael Obacha","Appalachian St.","Jr",-0.0505559,34,2015
"Amin Torres","Nicholls St.","Jr",0.654529,37,2015
"Felix Balamou","St. John's","Jr",-0.671998,15.6,2015
"Khadim Ndiaye","St. John's","Sr",-0.49689,1.1,2015
"Isaiah Miles","Saint Joseph's","Jr",1.41707,76.8,2015
"Jesse Reed","American","Jr",2.22332,94.8,2015
"Marko Vasic","American","Jr",0.875017,50.1,2015
"Jon McKeeman","Purdue","Jr",-0.801131,0.9,2015
"Martin Shaw","Old Dominion","Jr",-0.180034,1.2,2015
"Parker U'u","San Diego St.","So",0.262359,0.1,2015
"Michael Zangari","East Carolina","Jr",-0.196617,38.2,2015
"Aleksej Rostov","Western Kentucky","Jr",-0.0980876,24.9,2015
"Brandon Jawato","Hawaii","Jr",-0.671079,1.7,2015
"Jeff Laidig","Belmont","Jr",-0.0834153,16.8,2015
"Craig Bradshaw","Belmont","Jr",3.15245,71,2015
"Dyami Starks","Bryant","Sr",2.5109,94.3,2015
"Marcel Davis","Utah Valley","Jr",0.0455691,77.3,2015
"Michael Frazier","Florida","Jr",2.93055,57.1,2015
"Dillon Graham","Florida","So",-0.930755,0.2,2015
"Jared Klein","Western Michigan","Jr",0.0998014,2.9,2015
"A.J. Avery","Western Michigan","Jr",0.270167,21,2015
"Charles Harris","Western Michigan","So",-0.0513835,0.9,2015
"Fred VanVleet","Wichita St.","Jr",4.4213,79.3,2015
"Isaiah Baker","Holy Cross","Jr",-0.577747,1,2015
"Jay Parker","Illinois Chicago","Sr",-0.721086,3.4,2015
"Petey McClain","East Tennessee St.","Jr",-0.0338838,52.8,2015
"Amadou Sidibe","Fairfield","Jr",0.699219,43.2,2015
"Reece Williams","Albany","Jr",-0.185268,0.8,2015
"Javan Felix","Texas","Jr",2.03257,52.6,2015
"Michael Albrecht","Michigan","Jr",2.73616,76.8,2015
"Demarcus Holland","Texas","Jr",1.94236,71,2015
"Justin Tuoyo","Chattanooga","So",1.74942,72.2,2015
"Matt Killian","Northwestern St.","Jr",0.179801,45.4,2015
"Phillip Lawrence","Marist","Jr",0.907635,66.1,2015
"Jordan Roper","Clemson","Jr",0.786938,47.3,2015
"Aaron Morgan","UMBC","Jr",-1.03456,18.2,2015
"Malik Garner","UMBC","Jr",-0.306708,2,2015
"Willie Clayton","Charlotte","Jr",0.597661,54.9,2015
"Josh Adams","Wyoming","Jr",2.51231,84.4,2015
"Derek Cooke Jr.","Wyoming","Sr",1.77318,65.7,2015
"Landry Nnoko","Clemson","Jr",1.41563,60.2,2015
"Steve Perpiglia","Boston College","Jr",-0.0976801,2.2,2015
"Jacob Hazzard","Arizona","Jr",-0.31151,1.8,2015
"Kaleb Tarczewski","Arizona","Jr",2.28689,64.8,2015
"Brandon Ashley","Arizona","Jr",2.88319,69.2,2015
"Gabe York","Arizona","Jr",2.50595,56.1,2015
"Quinton Chirvous","Hampton","Sr",0.736013,63.4,2015
"Tevin Prescott","Winthrop","Jr",0.843296,49.8,2015
"Joel James","North Carolina","Jr",0.221527,25,2015
"Tre Hale-Edmerson","Cal St. Northridge","Jr",-0.94554,77.9,2015
"Damon Sherman-Newsome","Colgate","Sr",2.45625,76.9,2015
"Alex Ramon","Colgate","Jr",0.438865,28.4,2015
"James Woodard","Tulsa","Jr",2.74824,85.6,2015
"Rashad Ray","Tulsa","Jr",1.43432,66.7,2015
"D'Andre Wright","Tulsa","Jr",0.728202,52.6,2015
"Nick Wood","Tulsa","Jr",-0.219193,0.6,2015
"Andrew Scocca","Bryant","So",-0.3526,28.6,2015
"Jameel Warney","Stony Brook","Jr",3.52943,82.9,2015
"Carson Puriefoy","Stony Brook","Jr",1.94836,83.1,2015
"Aaron Leblanc","Louisiana Lafayette","Sr",-0.337288,1.6,2015
"Marcus Byrd","Denver","Jr",1.43884,69.7,2015
"Travis Rollo","Army","Jr",-0.347444,16.9,2015
"Tanner Plomb","Army","Jr",1.9067,70.5,2015
"Kevin Ferguson","Army","Jr",1.5139,64.7,2015
"Dylan Cox","Army","Jr",1.76672,69.5,2015
"Larry Toomey","Army","Jr",0.0314453,54.1,2015
"Spencer Collins","Wofford","Jr",1.98665,69.5,2015
"CJ Neumann","Wofford","Jr",0.845902,51.8,2015
"Justin Gordon","Wofford","Jr",0.844916,52.7,2015
"Baryn Houston","Alabama A&M","Jr",-0.491647,24.7,2015
"Marcellous Bell","Jacksonville","Jr",1.40149,28.3,2015
"Trey Davis","Richmond","Jr",-0.183945,75.2,2015
"Phil Forte","Oklahoma St.","Jr",3.69295,84.4,2015
"Justin Goldsborough","Lehigh","Jr",0.657192,58.3,2015
"Devon Carter","Lehigh","Jr",-0.00271431,4.9,2015
"Montrezl Harrell","Louisville","Jr",4.17737,84.8,2015
"JJ O'Brien","San Diego St.","Sr",2.3438,82.4,2015
"Brandon Conley","Oral Roberts","Jr",0.340465,45.8,2015
"Terron Gillmore","Murray St.","Jr",-0.0779325,3.8,2015
"Tyler Rambo","Murray St.","Jr",0.561983,23,2015
"Justin Alston","Boston University","Jr",1.34756,59.7,2015
"James Hunter","South Dakota","Sr",0.835252,32.3,2015
"T.J. Cline","Richmond","So",2.42084,57.1,2015
"Kayel Locke","UNC Greensboro","Jr",1.34275,74.5,2015
"Caris LeVert","Michigan","Jr",2.97852,48.2,2015
"Phillip Anglade","VMI","Jr",1.25376,58.2,2015
"James Robinson","Pittsburgh","Jr",2.418,83.4,2015
"Tevin Falzon","Sacred Heart","Jr",0.72893,55.3,2015
"Marshall Guilmette","East Carolina","So",0.434385,32.3,2015
"Shane Plunkett","Rhode Island","Jr",-0.189661,0.3,2015
"Eric Youncofski","Rhode Island","Jr",0.137815,0.4,2015
"Zach Auguste","Notre Dame","Jr",3.36761,58.5,2015
"Austin Burgett","Notre Dame","Jr",0.352628,9,2015
"Maurice Walker","Minnesota","Sr",2.46198,61.2,2015
"Isaiah Ivey","Gardner Webb","Jr",0.0235577,34.2,2015
"Jerome Hill","Gardner Webb","Jr",2.84886,82.5,2015
"Adam Sweeney","Gardner Webb","Jr",-0.303243,0.5,2015
"Marcus Colbert","Montana St.","Jr",1.94444,75.6,2015
"Matt Sellers","Wyoming","Sr",0.287455,9.2,2015
"Christian Beyer","Virginia Tech","Sr",1.30526,26.2,2015
"Aaron Law","Coastal Carolina","Jr",-0.146812,0.4,2015
"Przemek Karnowski","Gonzaga","Jr",2.40308,61.8,2015
"Mitch McCormick","Sam Houston St.","Jr",-0.153058,1.9,2015
"Rem Bakamus","Gonzaga","So",-0.226235,0.8,2015
"Ahmad Abdullah","North Carolina A&T","Jr",0.233103,73,2015
"Ron Baker","Wichita St.","Jr",4.06364,81.8,2015
"Taylor Echols","Georgia","Sr",-0.263837,11.9,2015
"Jalen Love","Denver","Jr",0.922743,65.6,2015
"Bryant Rucker","Denver","Jr",0.296189,43.7,2015
"Sekou Harris","South Dakota","Jr",-0.268798,21.5,2015
"Charles Mann","Georgia","Jr",1.69216,74.7,2015
"Kenny Gaines","Georgia","Jr",2.33086,68.9,2015
"Ethan O'Day","Vermont","Jr",2.08595,64.8,2015
"Tony Sabato","Elon","Jr",-0.765491,41.8,2015
"Tanner Samson","Elon","Jr",1.23833,74.7,2015
"Ethan Mackey","Maine","Jr",0.465125,9.6,2015
"Josh Smith","Clemson","Jr",0.436467,23.7,2015
"Tim Marshall","VMI","Jr",1.05829,56.2,2015
"Charles Mitchell","Georgia Tech","Jr",1.85387,54.3,2015
"Jake Layman","Maryland","Jr",2.96555,74.4,2015
"Aaron Rountree","Wake Forest","Jr",0.248674,27.7,2015
"Langston Burnett","Wagner","Jr",-2.24179,6.7,2015
"Rohan Brown","La Salle","Jr",0.144737,15.7,2015
"Strahinja Gavrilovic","USC","Jr",0.807552,27.4,2015
"Tevin Hammond","Arkansas Pine Bluff","Jr",-0.708868,77.4,2015
"Patrick Myers","South Carolina St.","Jr",-0.984562,1,2015
"Gabe Snider","Illinois Chicago","Jr",0.317697,14.2,2015
"Cody McDavis","Northern Colorado","Jr",0.22165,41.8,2015
"Dwaun Anderson","Wagner","Jr",-1.82392,0.5,2015
"Anthony Silvestri","Cal Poly","Sr",-1.27942,19,2015
"Brian Bennett","Cal Poly","Jr",1.62751,76.1,2015
"Jake Bittle","South Dakota St.","Jr",2.70637,73.5,2015
"Haiishen McIntyre","High Point","58.9",0.0495756,47.1,2015
"Brett Bisping","Siena","Jr",1.6895,11.3,2015
"Marcus Tyus","Nebraska Omaha","Jr",2.06279,54.9,2015
"Aric Gresko","St. Francis PA","Jr",-0.386351,0.9,2015
"Ben Millaud-Meunier","St. Francis PA","Jr",0.745968,37.6,2015
"Daniel Ochefu","Villanova","Jr",2.91938,59.6,2015
"Henry Lowe","Villanova","Jr",-0.242101,2.3,2015
"Alex Poythress","Kentucky","Jr",0.576187,10.3,2015
"Keelan Garrett","McNeese St.","Sr",0.596104,71.7,2015
"Kendrec Ferrara","Furman","Jr",-0.238817,61.4,2015
"Dylan Green","Lipscomb","Jr",-0.0560687,1.1,2015
"Denzel Valentine","Michigan St.","Jr",4.10136,80.7,2015
"Spencer Parker","Bowling Green","Jr",0.838862,62.6,2015
"Richaun Holmes","Bowling Green","Sr",3.13078,67.1,2015
"Matt Costello","Michigan St.","Jr",2.37503,49.5,2015
"Geovonie McKnight","Miami OH","Jr",0.419467,74.7,2015
"Jack Montague","Yale","Jr",0.585761,74.8,2015
"Nick Victor","Yale","Jr",-0.73911,2.3,2015
"Jalen Hyde","Rutgers","Jr",-0.115823,1.6,2015
"Mindaugas Kacinas","South Carolina","Jr",1.99781,54.1,2015
"Michael Carrera","South Carolina","Jr",1.61088,48.4,2015
"Laimonas Chatkevicius","South Carolina","Jr",1.53218,57,2015
"Justin Colvin","Alabama A&M","Jr",-0.00495644,43.6,2015
"Justin Sears","Yale","Jr",2.75603,81.5,2015
"Jordan Downing","Presbyterian","Sr",1.58149,81.4,2015
"Josh Pierre","Arkansas St.","Jr",-0.861488,1.6,2015
"Cameron Golden","Arkansas St.","Jr",1.05096,87,2015
"Twymond Howard","Tennessee Martin","Jr",2.25412,87.4,2015
"Steve Johnston","Fairfield","Sr",-0.715679,45.6,2015
"Aaron Thomas","Florida St.","Jr",2.16915,12.8,2015
"Reggie McAdams","Akron","Jr",2.15512,46.3,2015
"Kelvin Downs","Arkansas St.","Jr",-0.973282,42.7,2015
"Dionte Adams","Hampton","Jr",-0.329587,13,2015
"Rick Kreklow","Creighton","Sr",1.78421,55.9,2015
"Jalan West","Northwestern St.","Jr",4.79134,88.7,2015
"Sam Hershberger","Elon","Jr",-0.489472,0.3,2015
"David Walker","Northeastern","Jr",2.86453,91.5,2015
"Zach Stahl","Northeastern","Jr",1.14688,68.5,2015
"Junior Lomomba","Providence","So",-0.139354,25.1,2015
"Kris Gulley","FIU","Sr",-0.320445,48.5,2015
"Steven Jones","UC Riverside","Jr",-0.21452,35.6,2015
"Taylor Johns","UC Riverside","Jr",1.88686,86.6,2015
"Jeffery Moss","Murray St.","Jr",3.10366,82.9,2015
"Isaiah Cousins","Oklahoma","Jr",2.16507,76.5,2015
"Buddy Hield","Oklahoma","Jr",3.97799,80.5,2015
"Shawn Valentine","Rider","Jr",-0.169676,43.3,2015
"Bryn Forbes","Michigan St.","Jr",2.55191,63.7,2015
"Christopher Hyder","Southern","Jr",-0.404984,74.3,2015
"Kenneth Hall","Western Carolina","Sr",-0.0517016,34,2015
"Ryan Harrow","Georgia St.","Sr",3.80378,65.3,2015
"Lester Wilson","East Tennessee St.","Jr",1.55897,71.3,2015
"JT Yoho","Wright St.","Jr",1.71803,42.6,2015
"Joe Bramanti","New Hampshire","Jr",-0.431367,49.8,2015
"Daniel Collie","Wright St.","Jr",-0.579175,6.9,2015
"Patrick Farrell","Villanova","Jr",-0.270808,1.9,2015
"Donovon Jack","Penn St.","Jr",0.645016,32.2,2015
"Lorenzo Cugini","High Point","Jr",2.7132,71.8,2015
"Adam Weary","High Point","Jr",1.24318,53,2015
"Ryan Arcidiacono","Villanova","Jr",3.22528,75.5,2015
"Brandon Taylor","Penn St.","Jr",0.724294,62.3,2015
"Marko Gujanicic","George Mason","Jr",0.0335346,21.2,2015
"Michael Rudy","George Mason","Jr",0.23306,0.2,2015
"Derek Reese","Tennessee","Jr",1.41163,63,2015
"Armani Moore","Tennessee","Jr",2.15922,77,2015
"Stephen Hurt","Kansas St.","Jr",0.573641,30.2,2015
"Daiquan Walker","UCF","Jr",0.483488,56.8,2015
"J.C. Hampton","Lipscomb","So",0.0388737,60.7,2015
"Tim Derksen","San Francisco","Jr",2.76976,73,2015
"David Allen","Georgetown","Jr",-0.430871,1.5,2015
"Brandon Bolden","Kansas St.","So",-0.19079,5.5,2015
"D'Vauntes Smith-Rivera","Georgetown","Jr",4.92426,82.2,2015
"Oskar Reinfelds","Troy","Jr",0.141597,9.7,2015
"Bryce Pressley","Portland","Jr",1.96152,69,2015
"Tyler Davis","Alabama A&M","Jr",-0.823297,65.6,2015
"Boris Bojanovsky","Florida St.","Jr",1.36704,40.6,2015
"Devon Bookert","Florida St.","Jr",1.54364,73.9,2015
"Montay Brandon","Florida St.","Jr",2.44173,85.9,2015
"Chris Washburn","TCU","So",1.28493,59.4,2015
"Michael Ojo","Florida St.","Jr",-0.154303,22,2015
"Jeremy Purvis","Austin Peay","Sr",0.056125,31.7,2015
"D.J. Balentine","Evansville","Jr",3.4627,91.5,2015
"Alex Bran","Chattanooga","Jr",-0.484225,3.8,2015
"Kevin Brown","New Orleans","Sr",0.978142,54.8,2015
"Tyrone Wallace","California","Jr",2.78484,86.3,2015
"Dorrian Williams","Missouri St.","Jr",-0.16326,73.6,2015
"Trivante Bloodman","Mississippi St.","Sr",-0.242202,45.5,2015
"Gavin Ware","Mississippi St.","Jr",2.05045,63,2015
"Craig Sword","Mississippi St.","Jr",1.95855,56.1,2015
"Fred Thomas","Mississippi St.","Jr",1.5367,59,2015
"Jarred Jones","Loyola MD","Jr",-0.149064,3.3,2015
"Kion Brown","Radford","Jr",-0.442486,24.8,2015
"Will Rassman","Loyola MD","Jr",0.76017,59.9,2015
"Larry Wideman","Furman","Jr",-0.720993,41.9,2015
"Kasey Shepherd","Louisiana Lafayette","Jr",1.51699,50.8,2015
"Steven Wronkoski","Louisiana Lafayette","Jr",0.243623,27.7,2015
"Gavin Gibson","Middle Tennessee","Jr",-0.506102,0.8,2015
"C.J. Cole","Oklahoma","So",-0.369741,2.7,2015
"Nicholas Paulos","UNC Greensboro","Sr",1.59803,88.9,2015
"Anthony Clemmons","Iowa","Jr",0.935502,49.4,2015
"Rosco Allen","Stanford","Jr",1.20923,57.9,2015
"A.J. Hess","Southern Utah","Jr",1.58206,64.3,2015
"Grant Verhoeven","Stanford","Jr",0.254971,6.1,2015
"Adam Woodbury","Iowa","Jr",1.12148,50.9,2015
"Sam Hughes","UNC Asheville","Jr",-0.209717,46.1,2015
"Will Weeks","UNC Asheville","So",0.586404,14.8,2015
"Devon Scott","Dayton","Jr",2.0681,17.2,2015
"Thomas Walkup","Stephen F. Austin","Jr",3.99539,70,2015
"Ryan Oliver","Siena","Jr",1.42916,60.1,2015
"Josh Hagins","Arkansas Little Rock","Jr",2.3401,61.7,2015
"Matt Hancock","Lamar","Jr",0.243427,3.5,2015
"Tonye Jekiri","Miami FL","Jr",2.61202,72.5,2015
"Till Gloger","Maine","Jr",1.24506,65.7,2015
"Shaun Lawton","Maine","Jr",0.321767,75.8,2015
"Nathan Boothe","Toledo","Jr",2.1808,67.4,2015
"Ronnie Drinnon","St. Francis PA","Jr",0.802079,67.3,2015
"Greg Brown","St. Francis PA","Jr",1.40878,68.4,2015
"Cedric Kuakumensah","Brown","Jr",1.28017,70.6,2015
"Chris Hass","Bucknell","Jr",2.52167,72.9,2015
"Aaron Scales","Cleveland St.","So",-0.160651,8.6,2015
"Jake Wiegand","Illinois Chicago","Jr",0.679642,50,2015
"Prince Williams","East Carolina","Jr",-0.331049,15.6,2015
"Anthlon Bell","Arkansas","Jr",1.48198,43.7,2015
"Michael Qualls","Arkansas","Jr",3.568,72.9,2015
"Braxton Ogbueze","Charlotte","So",1.96214,68.1,2015
"Deverin Muff","Eastern Kentucky","Sr",-0.453739,26.2,2015
"Dee Wallace","Cal St. Bakersfield","Sr",-0.13049,0.2,2015
"Christopher Morgan","Holy Cross","Jr",0.405457,23.2,2015
"Taylor Perry","Western Michigan","Jr",0.389793,30.2,2015
"Joe Reed","IPFW","Jr",1.3847,65.4,2015
"Kevin Harden","IPFW","Sr",-0.355562,2.1,2015
"Keenan Palmore","Old Dominion","Jr",-0.121326,27.3,2015
"Zach Moer","Air Force","Jr",0.0143462,20.1,2015
"Cameron Michael","Northern Colorado","Jr",2.23093,69.7,2015
"Amile Jefferson","Duke","Jr",2.34632,52.9,2015
"Marvin King-Davis","Delaware","Jr",1.53324,46.3,2015
"Tyler Bergantino","Massachusetts","Jr",0.55475,22.6,2015
"Gregory Graves","Mount St. Mary's","Jr",1.30507,65.1,2015
"Kevin Chuisseu","Furman","Jr",-1.24334,10.9,2015
"Greg Andrade","Central Connecticut","Sr",-0.369125,44.4,2015
"Khalen Cumberlander","Central Connecticut","Jr",0.147778,72.2,2015
"Brandon Peel","Central Connecticut","Jr",0.0215709,82.3,2015
"Tavon Allen","Drexel","Jr",0.454695,81.6,2015
"Raven Lee","Eastern Michigan","So",2.68388,71.7,2015
"Codi Miller-McIntyre","Wake Forest","Jr",2.79999,77.8,2015
"Devin Thomas","Wake Forest","Jr",1.68517,67.1,2015
"Luke Davis","North Carolina","Sr",-0.61184,0.3,2015
"Quinton Marshall","The Citadel","Jr",-0.251877,62.9,2015
"Martavious Newby","Mississippi","Jr",0.783961,50.6,2015
"Anthony Perez","Mississippi","Jr",0.148324,21.2,2015
"Trevor Cooney","Syracuse","Jr",2.2186,92.5,2015
"Danuel House","Texas A&M","Jr",2.99555,63.5,2015
"Brandon Pye","Texas A&M Corpus Chris","Jr",0.812506,71.8,2015
"Caleb Crayton","Houston Baptist","Jr",-0.343561,18.3,2015
"Curtis Oakley","Bryant","Jr",0.0601567,22,2015
"Cole Martinez","Texas A&M Corpus Chris","Jr",0.00524153,11.7,2015
"Shaq Goodwin","Memphis","Jr",2.0454,62.2,2015
"Jake Lorbach","Ohio St.","Sr",-0.516037,0.9,2015
"Alex Olah","Northwestern","Jr",2.62486,72.1,2015
"Kiel Turpin","Florida St.","Sr",0.755987,30.9,2015
"Nate Engesser","Denver","Jr",2.44399,65.5,2015
"Jamie Chapman","Southern Miss","Jr",-0.361373,24.1,2015
"Chris Hansen","Idaho St.","Sr",2.85168,83.7,2015
"Greg Louis","Penn","Sr",0.133075,45.7,2015
"Trent Whiting","Arkansas Pine Bluff","So",-0.116286,42.9,2015
"Dominique Miller","Jacksonville St.","Jr",-0.183552,0.1,2015
"Mike Gesell","Iowa","Jr",1.37596,63.2,2015
"Jamel Waters","Alabama St.","Jr",2.07239,81.4,2015
"Jalen Robinson","Dayton","Jr",-0.351957,9.6,2015
"Cedric Blossom","Morgan St.","Jr",1.84996,86.5,2015
"Rasean Simpson","Morgan St.","Jr",-0.121244,30.1,2015
"Omar Calhoun","Connecticut","Jr",0.683856,34.4,2015
"Phillip Nolan","Connecticut","Jr",-0.818712,36.7,2015
"Olaf Schaftenaar","Oregon St.","Jr",0.964802,75.3,2015
"Jarmal Reid","Oregon St.","Jr",1.18389,53.6,2015
"Victor Robbins","Oregon St.","Jr",1.80371,25.2,2015
"Langston Morris-Walker","Oregon St.","Jr",0.827038,75.9,2015
"Eric Jacobsen","Arizona St.","Jr",1.95091,70.2,2015
"Chris Horton","Austin Peay","Jr",1.56007,87.1,2015
"T.J. Shipes","Georgia St.","Jr",0.730346,48.9,2015
"Micah Mason","Duquesne","Jr",3.75081,81.7,2015
"R.J. Hunter","Georgia St.","Jr",4.21634,92.1,2015
"P.J. Boutte","IUPUI","Jr",-0.113417,52,2015
"Jordan Fouse","Green Bay","Jr",1.29255,81.7,2015
"Brandon Holcomb","Radford","Jr",0.307878,53.8,2015
"Raeford Worsham","Jackson St.","Jr",1.01991,48,2015
