"player","team","yr","trank_ppg","mins_pct","year"
"Tanner Borchardt","Nebraska","Sr",0.399637,8.9,2019
"Charlie Hall","Northwestern","Sr",-0.985769,0.6,2019
"Kent Auslander","Coppin St.","Sr",-3.09714,30.7,2019
"Andrew Terrell","Maryland","Sr",-0.565174,0.9,2019
"Demola Onifade","Delaware St.","Sr",-1.56712,26.1,2019
"Ty Outlaw","Virginia Tech","Sr",2.02583,44,2019
"Tookie Brown","Georgia Southern","Sr",4.82267,79,2019
"Jeantal Cylla","UNC Wilmington","Jr",0.34363,53.2,2019
"Jalen Williams","Furman","Jr",0.300057,20.9,2019
"Andrew Brown","Furman","Sr",2.48528,59.4,2019
"Kevin Larkin","Maryland Eastern Shore","Sr",-0.0643594,27.5,2019
"Chris Silva","South Carolina","Sr",3.42109,65.2,2019
"Kyle Ahrens","Michigan St.","Jr",0.565303,19.7,2019
"Dana Batt","Colgate","Sr",1.76644,55,2019
"Julius van Sauers","LIU Brooklyn","Jr",-0.0196883,27.8,2019
"Raul Frias","LIU Brooklyn","Sr",0.216834,25.4,2019
"Nate Jones","Bucknell","Sr",0.0807664,25.7,2019
"Matt O'Reilly","Bucknell","Sr",-0.148932,9.6,2019
"Raiquan Clark","LIU Brooklyn","Sr",2.11189,80.4,2019
"David Favorite","Colgate","Sr",-0.78445,0.2,2019
"Malcolm Regisford","Colgate","Sr",0.829141,26.3,2019
"Jared Savage","Western Kentucky","Jr",1.60851,77.4,2019
"Jaylen Shead","Texas St.","Jr",1.33872,18.6,2019
"Emondre Rickman","Indiana St.","Sr",-0.181041,28.7,2019
"Roland Griffin","Iona","Sr",1.87172,55.3,2019
"Bronson Kessinger","Indiana St.","Jr",0.407344,26.9,2019
"Matt Hein","Illinois St.","Jr",-1.27996,52,2019
"Cameron Lewis","Howard","Sr",-0.00766152,49.3,2019
"Jalen Jones","Howard","Sr",-0.390889,53.1,2019
"Nick Severado","Florida A&M","Sr",-1.06781,55.2,2019
"Derryck Thornton","USC","Jr",-0.0952041,24.4,2019
"Thomas Neff","Denver","Sr",-0.289291,12.6,2019
"Kipper Nichols","Illinois","Jr",2.63324,46.1,2019
"Von Julien","Southeastern Louisiana","Jr",0.320871,16.3,2019
"Blake Paul","Tulane","Sr",-0.0734511,37.5,2019
"Chase Jeter","Arizona","Jr",-0.0927145,16.1,2019
"Ty Hudson","Jacksonville St.","Jr",-0.699114,7,2019
"Alan Vest","Wright St.","Sr",-0.336175,3.5,2019
"Mark Hughes","Wright St.","Sr",1.44125,78.5,2019
"Dominique Matthews","Illinois Chicago","Jr",0.459041,45,2019
"Michael Kolawole","Lamar","Jr",-0.00572674,38.2,2019
"Corey Brown","Northern Arizona","Sr",0.910753,37.5,2019
"Conner Avants","North Dakota","Sr",1.69054,68.2,2019
"Marcus DeBerry","Fort Wayne","Jr",0.134612,82,2019
"Cortez Seales","North Dakota","Sr",1.11347,80.7,2019
"Adam McDermott","Northern Iowa","Jr",-0.403238,4.1,2019
"Tanner Schmit","Central Arkansas","Sr",0.0978143,30.3,2019
"Xavier Hill-Mais","Oakland","Jr",0.0423611,34,2019
"Matt Neufeld","UC Davis","Jr",-0.328953,11.4,2019
"Samir Doughty","Auburn","Jr",1.40916,57.1,2019
"Ky Feldman","Syracuse","Jr",0.161818,1,2019
"Jimond Ivey","Akron","Sr",1.92023,82,2019
"Aaron Jordan","Illinois","Sr",2.59754,50,2019
"Jalen Coleman-Lands","DePaul","Jr",0.967149,60.8,2019
"Drew McDonald","Northern Kentucky","Sr",3.16835,79.1,2019
"Jonathan Kasibabu","Fairfield","Sr",2.01368,50.6,2019
"Brandon Austin","Samford","Jr",-1.40992,3.2,2019
"Robert Franks","Washington St.","Sr",4.03047,76.7,2019
"Viont'e Daniels","Washington St.","Sr",3.47936,78.7,2019
"Nick Blair","UNLV","Jr",0.237482,8.5,2019
"Brenden Morris","Weber St.","Jr",0.124378,0.9,2019
"Joel Swallow","Southern Utah","Jr",-0.0854633,1.7,2019
"Cole Blackstock","Auburn","Sr",0.564625,1.4,2019
"Ak Ojo","Manhattan","Jr",-0.57844,17.9,2019
"Grant Riller","College of Charleston","Jr",3.91848,81.1,2019
"Ahmad Gilbert","Rider","Jr",-0.157173,5.4,2019
"Thomas Capuano","Manhattan","Sr",0.674979,56,2019
"Zane Najdawi","The Citadel","Sr",1.75565,63.8,2019
"Ryan Funk","Marist","Sr",1.89885,74.5,2019
"Justin James","Wyoming","Sr",3.12338,73.9,2019
"Jehyve Floyd","Holy Cross","Sr",1.64783,73.9,2019
"Francisco Amiel","Colgate","Sr",-0.95757,49.3,2019
"Matija Milin","Fairfield","Sr",0.901703,32.9,2019
"Isaiah Still","Iona","Jr",1.65662,76.3,2019
"Matt Zignorski","Holy Cross","Sr",0.26072,38,2019
"Jarrell Brantley","College of Charleston","Sr",3.08045,59.5,2019
"Ryan Fazekas","Valparaiso","Jr",0.547238,26.6,2019
"Michael Benkert","Belmont","Jr",-0.85751,14.8,2019
"Seth Adelsperger","Belmont","Jr",0.228194,22,2019
"Khalil Ahmad","Cal St. Fullerton","Sr",1.89848,80.2,2019
"Dylan Windler","Belmont","Sr",4.42456,88.5,2019
"Jamal Smith","Cal St. Fullerton","Jr",-0.476215,57,2019
"Kevin McClain","Belmont","Sr",2.37354,80.9,2019
"Kyle Allman Jr.","Cal St. Fullerton","Sr",3.76124,83.3,2019
"Keyshawn Evans","Illinois St.","Sr",3.46369,69.8,2019
"Ronnie Suggs","Missouri","Jr",-0.0674392,7.7,2019
"Dwayne Lautier-Ogunleye","Bradley","Sr",2.04411,67.3,2019
"Nick McGlynn","Drake","Sr",2.60909,57,2019
"Juwan Morgan","Indiana","Sr",4.4324,72.7,2019
"Kyle Massie","UTSA","Sr",0.475875,0.6,2019
"Armon Fletcher","Southern Illinois","Sr",3.52044,77.8,2019
"Jordan Caroline","Nevada","Sr",4.43498,85.9,2019
"Bailey Walker","Northwestern St.","Sr",-2.09142,2.4,2019
"Cody Cambre","Northwestern St.","Jr",-0.719465,1.1,2019
"Eddie Davis III","Hartford","Sr",1.20611,34.3,2019
"Joseph Chartouny","Marquette","Sr",1.56233,83.4,2019
"Jesse Bunting","Fordham","Sr",1.52414,3.6,2019
"David Pekarek","Fordham","Sr",-0.272063,37.3,2019
"DeAndre Abram","Milwaukee","Jr",0.445492,6.1,2019
"Danny Dixon","UMKC","Jr",0.144452,2,2019
"Jordan Roland","Northeastern","Jr",1.9903,50.2,2019
"Jordan Dallas","Weber St.","Jr",-0.264093,13.8,2019
"KeVaughn Allen","Florida","Sr",2.51317,77.5,2019
"Lawson Schaffer","Alabama","Sr",-0.145177,3.9,2019
"Horace Spencer","Auburn","Sr",1.1036,43.2,2019
"Donta Hall","Alabama","Sr",3.45532,55.9,2019
"Dazon Ingram","Alabama","Jr",1.85109,69.9,2019
"Bryce Brown","Auburn","Sr",3.58264,75.7,2019
"Trey Tate","Auburn","Jr",-0.707599,0.3,2019
"Anthony Bilas","Wake Forest","Sr",-0.00848042,0.6,2019
"Brady Ernst","Florida Gulf Coast","Jr",-0.00141539,21.6,2019
"Chad Lott","Howard","Jr",0.656089,44.3,2019
"Marquez Letcher-Ellis","Nevada","Jr",0.524081,47.3,2019
"Lucas Campbell","Tennessee","Sr",1.36851,0.5,2019
"Lamonte Turner","Tennessee","Jr",3.07584,62.8,2019
"Robin Jorch","Boise St.","Sr",0.0300742,17.1,2019
"Kirkland Humphrey","Eastern Kentucky","Sr",-0.434745,0.5,2019
"Charles Jackson","Arkansas Pine Bluff","Sr",-0.387218,72.8,2019
"Kylan Phillips","Mississippi Valley St.","Sr",-1.18094,37.2,2019
"Grant Gibb","Eastern Washington","Jr",-0.146892,2,2019
"J'Breun Sprinkle","Arkansas Pine Bluff","Jr",-0.385557,6.8,2019
"Marcus Wallace","Arkansas Pine Bluff","Sr",0.353037,1.6,2019
"DeRias Johnson","Southern","Jr",-0.492418,9.4,2019
"Nigel Ribeiro","Grambling St.","Sr",-0.290687,32.8,2019
"Hayden Farquhar","Abilene Christian","Sr",-0.0758497,20.5,2019
"AJ Sumbry","Wagner","Sr",0.376688,48.4,2019
"Hayden Howell","Abilene Christian","Sr",0.125237,24.4,2019
"Armani Chaney","Tennessee St.","Sr",0.137215,72.2,2019
"Paul Thomas","UTEP","Sr",0.00970774,63,2019
"McKay Cannon","BYU","Sr",0.447967,37.9,2019
"Dupree McBrayer","Minnesota","Sr",1.1942,59.5,2019
"Davante Cooper","Washington St.","Sr",-0.192613,8.8,2019
"Antoine Pittman","Bradley","Jr",0.0625008,40.9,2019
"Kerry Blackshear Jr.","Virginia Tech","Sr",3.38771,62.2,2019
"Chris Clarke","Virginia Tech","Sr",1.98939,61,2019
"Justin Robinson","Virginia Tech","Sr",4.12447,76.5,2019
"Peter Hanley","Bradley","Sr",-0.577057,0.5,2019
"Luuk van Bree","Bradley","Sr",0.68487,24.5,2019
"Josh Davis","Western Michigan","Sr",2.10482,70,2019
"Deividas Zemgulis","Penn St.","Sr",0.135197,8.5,2019
"Emmanuel Nzekwesi","Oral Roberts","Jr",2.1241,77,2019
"Trhae Mitchell","South Alabama","Jr",0.133477,75.6,2019
"Wade Martin","Louisiana Monroe","Jr",-0.275758,23.7,2019
"Travis Munnings","Louisiana Monroe","Sr",2.9148,87.8,2019
"Jerekius Davis","Louisiana Lafayette","Jr",0.403021,12,2019
"Quinn Taylor","Utah St.","Sr",2.6069,54.9,2019
"Eric McGill","Southern Illinois","Sr",-0.905473,12.6,2019
"Elijah Staley","Morgan St.","Sr",-0.269553,17,2019
"Lagerald Vick","Kansas","Sr",3.27993,82.4,2019
"Rashard Odomes","Oklahoma","Sr",1.87391,50.6,2019
"Tim Delaney","Villanova","Jr",-0.0644277,3,2019
"Tayler Persons","Ball St.","Sr",2.24812,73.8,2019
"Alex Illikainen","Wisconsin","Sr",0.376213,12.8,2019
"James Harvey","McNeese St.","Sr",0.611839,77.9,2019
"Nick Garth","Lamar","Sr",2.10953,66.4,2019
"Josh Nzeakor","Lamar","Sr",1.73442,71.9,2019
"Geno Crandall","Gonzaga","Sr",2.94485,82.5,2019
"Keith Oddo","Richmond","Sr",0.829132,1,2019
"Rashaan Holloway","Massachusetts","Sr",1.5291,20,2019
"Collin Goss","Delaware","Jr",0.398439,5.7,2019
"Kassoum Yakwe","Connecticut","Sr",-0.0488515,20.5,2019
"Steve Harris","Austin Peay","Sr",0.219545,50.7,2019
"Derek Ogbeide","Georgia","Sr",1.58317,53.9,2019
"Tripp Davis","Tennessee St.","Jr",-0.70933,9.1,2019
"Kevarrius Hayes","Florida","Sr",1.50346,55.8,2019
"Keith Stone","Florida","Jr",1.96667,57.8,2019
"E'Torrion Wilridge","Georgia","Sr",-0.719698,21.5,2019
"William Jackson II","Georgia","Sr",1.41946,72.8,2019
"Connor O'Neill","Georgia","Sr",0.028325,0.5,2019
"Mike Edwards","Georgia","Sr",-0.0813401,20.4,2019
"Glynn Watson Jr.","Nebraska","Sr",1.76168,74,2019
"Brady Schuck","Furman","Sr",0.346051,2.6,2019
"Tahjai Teague","Ball St.","Jr",1.99507,63.3,2019
"DaQuan Jeffries","Tulsa","Sr",2.40602,43.7,2019
"Matt McQuaid","Michigan St.","Sr",2.25631,51.2,2019
"Patrick Muldoon","Kansas St.","Jr",-0.0221996,48.9,2019
"Lucas Jones","Eastern Illinois","Sr",-0.0997863,24.8,2019
"Aboubacar Diallo","Eastern Illinois","Sr",-0.138838,32.4,2019
"Mohamed Sherif","Alabama A&M","Sr",-1.32251,44.6,2019
"Conner George","Michigan St.","Jr",-0.347842,3.8,2019
"Dainan Swoope","Elon","Sr",1.25359,81.5,2019
"Jalen Duke","Tennessee St.","Jr",-0.0284503,8.8,2019
"Micaiah Henry","Tennessee Tech","Jr",-0.405486,35.3,2019
"Courtney Alexander II","Tennessee Tech","Sr",-0.442543,66,2019
"Jordan Naughton","Wyoming","Sr",0.253144,4.1,2019
"Ervins Meznieks","Boston College","Sr",0.10611,3.3,2019
"Kadavion Evans","Louisiana Lafayette","Jr",-0.392225,0.1,2019
"Brion Sanchious","Murray St.","Sr",0.0346757,43.3,2019
"Thomas Smallwood","Chattanooga","Sr",-0.668949,5.1,2019
"Marquelle McIntyre","Akron","Jr",0.217653,0.5,2019
"Jordan Hunter","Saint Mary's","Sr",0.65562,15.9,2019
"Avery Johnson Jr.","Alabama","Sr",0.656322,34.8,2019
"Tariq Owens","Texas Tech","Sr",1.61609,75.3,2019
"Elijah Burns","Notre Dame","Sr",0.378726,21,2019
"Luke Maye","North Carolina","Sr",4.60589,80.3,2019
"Matt Hauser","Santa Clara","Sr",0.762669,59.8,2019
"Henrik Jadersten","Santa Clara","Sr",0.525941,17.2,2019
"Mladen Djordjevic","San Francisco","Sr",-0.434048,8.6,2019
"KJ Feagin","Santa Clara","Sr",3.32532,87.4,2019
"Nate Renfro","San Francisco","Sr",0.526671,58.2,2019
"Richard Laku","McNeese St.","Jr",0.186228,11.5,2019
"Jarren Greenwood","McNeese St.","Sr",1.86338,82.9,2019
"Adrian Brown","McNeese St.","Sr",-0.410243,10.4,2019
"Ethan Haslam","South Alabama","Jr",-0.219389,0.7,2019
"Desure Buie","Hofstra","Sr",1.33201,53.9,2019
"Roman Davis","California","Jr",-0.239356,15.9,2019
"Francois Lewis","Presbyterian","Sr",2.16269,24.7,2019
"Donte Fitzpatrick-Dorsey","Tennessee St.","Jr",-0.0462173,10.2,2019
"Quinndary Weatherspoon","Mississippi St.","Sr",3.48245,78.3,2019
"Aric Holman","Mississippi St.","Sr",3.35469,57.9,2019
"Chad Brown","UCF","Sr",0.855341,46.5,2019
"Sedrick Barefield","Utah","Sr",2.38209,66.4,2019
"Jahmal McMurray","SMU","Sr",3.1675,52.3,2019
"Luis Santos","Saint Louis","Jr",0.958803,42.5,2019
"Tacko Fall","UCF","Sr",1.7876,27.3,2019
"Caleb Sedore","Lehigh","Sr",-0.38242,2.9,2019
"Sam Norton","Loyola MD","Sr",0.0997031,35.9,2019
"Brett Barney","Nebraska Omaha","Jr",0.399308,1.1,2019
"KiShawn Pritchett","Davidson","Jr",1.80319,61.7,2019
"Tarekeyi Edogi","Iona","Sr",1.39974,28.6,2019
"Gavin Block","Ohio","Sr",0.60111,73.3,2019
"Christian James","Oklahoma","Sr",2.83866,72.3,2019
"Isaiah Moss","Iowa","Jr",2.4436,60,2019
"Nakye Sanders","Towson","Jr",0.713734,47.4,2019
"Carlton Bragg Jr.","New Mexico","Jr",1.33112,29.5,2019
"Jessie Govan","Georgetown","Sr",4.06454,79.4,2019
"Josh Williams","Robert Morris","Jr",0.752754,52.7,2019
"Abdulai Bundu","Quinnipiac","Sr",0.972604,49.6,2019
"Andrew Robinson","Quinnipiac","Sr",0.40226,31.3,2019
"Aaron Robinson","Quinnipiac","Sr",0.544264,34.5,2019
"Devontae Cacok","UNC Wilmington","Sr",3.42809,72.5,2019
"C.J. Bryce","North Carolina St.","Jr",3.5344,85.5,2019
"Brad Brechting","Oakland","Jr",0.193016,20.2,2019
"Khalil Iverson","Wisconsin","Sr",2.02732,75.7,2019
"Ty Cockfield","Arkansas St.","Sr",2.46159,74.9,2019
"Kaleb Johnson","Georgetown","Sr",2.32421,65.8,2019
"Marlon Hunter","Jacksonville St.","Sr",1.73139,60.5,2019
"Fatodd Lewis","Tennessee Martin","Sr",0.87715,68.1,2019
"Nick Allen","UTSA","Sr",1.3356,64,2019
"Justin Jenkins","Gardner Webb","Jr",0.214064,11.6,2019
"Eric Jamison","Gardner Webb","Jr",-0.547343,29.4,2019
"Nych Smith","Winthrop","Sr",0.274578,18.7,2019
"Jay Camus","St. John's","Sr",0.0347102,0.1,2019
"Matt Maloney","Manhattan","Jr",-0.294169,0.2,2019
"Alex Dargenton","Utah St.","Sr",1.18093,39.4,2019
"Cody Kelley","South Dakota","Jr",0.193965,56.3,2019
"Darrian Traylor","UC Irvine","Jr",-0.106032,13.2,2019
"Maxwell Kupchak","UC Santa Barbara","Sr",0.203528,6.4,2019
"J.D. Paige","Colorado St.","Sr",0.24783,55.5,2019
"Scott Muirhead","UT Arlington","Jr",0.0168156,3.2,2019
"B.J. Miller","Troy","Sr",1.43884,70.6,2019
"Jordon Varnado","Troy","Sr",3.2184,63.1,2019
"Alex Hicks","Troy","Sr",2.45671,65.4,2019
"Tyler Singleton","Prairie View A&M","Jr",0.189008,67.6,2019
"Barry Brown Jr.","Kansas St.","Sr",3.34116,86.6,2019
"Cortez Edwards","Southern Miss","Sr",3.37653,90.9,2019
"B.J. Maxwell","Abilene Christian","Jr",0.329734,21.2,2019
"Marcus Evans","VCU","Jr",3.43455,79.4,2019
"Fletcher Magee","Wofford","Sr",4.62638,87.2,2019
"Matthew Pegram","Wofford","Sr",0.506253,36,2019
"Jesse Hunt","Eastern Washington","Sr",1.43851,23.8,2019
"Ty Gibson","Eastern Washington","Sr",0.939295,65.5,2019
"George Kiernan","Navy","Sr",1.27669,47.1,2019
"Ernest Aflakpui","Temple","Sr",1.16408,47.9,2019
"Kajon Brown","BYU","Sr",-0.336271,2.8,2019
"Sterling Taplin","Tulsa","Sr",2.50439,67.3,2019
"Malik Ellison","Pittsburgh","Jr",1.00222,61.8,2019
"Jon Elmore","Marshall","Sr",4.7558,95.3,2019
"Kevin Puryear","Missouri","Sr",1.91278,62.8,2019
"K.J. Walton","Ball St.","Jr",0.755589,47.1,2019
"Eric Cobb","Connecticut","Sr",-0.42982,8.9,2019
"Cullen VanLeer","Missouri","Sr",-0.0801938,32.6,2019
"Sylvester Ogbonda","Georgia Tech","Jr",-0.0657271,1.6,2019
"Christ Koumadje","Florida St.","Sr",1.94356,27.1,2019
"Terance Mann","Florida St.","Sr",3.68677,69.9,2019
"Rayjon Tucker","Little Rock","Jr",1.46431,45.8,2019
"Deion Holmes","USC Upstate","Sr",2.00081,66,2019
"Julius Johnson","Richmond","Sr",0.573368,39.4,2019
"Mo Lewis","Navy","Sr",0.896988,14.2,2019
"Ryan Pearson","Navy","Sr",0.249461,16.4,2019
"Christion Thompson","Rhode Island","Jr",0.385014,19.1,2019
"Malik Hines","McNeese St.","Sr",2.30325,66.1,2019
"Nate Navigato","Toledo","Sr",4.04615,81.4,2019
"Kyle Clarke","Kennesaw St.","Sr",-0.689919,42.3,2019
"Justice Bartley","Virginia","Sr",0.081255,1.6,2019
"Zach Snyder","Duquesne","Sr",0.375646,0.5,2019
"Jack Westerfield","Dayton","Sr",-0.0531419,3.7,2019
"Chris Downing","Fordham","Sr",-0.0419777,4.5,2019
"Luwane Pipkins","Massachusetts","Jr",4.10904,82.5,2019
"Brenton Petty","Fordham","Sr",-0.824157,5,2019
"Jeffery McClendon","Loyola Marymount","Sr",-0.489556,60.4,2019
"Ryan Maas","Western Illinois","Sr",-1.17667,0.6,2019
"DJ Sylvester","UC Riverside","Jr",0.0349953,52.6,2019
"David Knudsen","Marist","Sr",1.37515,74.4,2019
"Menno Dijkstra","UC Riverside","Sr",1.05356,35.7,2019
"Eli Cain","DePaul","Sr",1.47615,83.5,2019
"Sam Lindgren","Colgate","Sr",0.678248,7.8,2019
"Ganlandou Cisse","LIU Brooklyn","Jr",0.108434,3,2019
"Hayden Schenck","Utah Valley","Jr",0.299202,41.1,2019
"Aleer Leek","UMKC","Sr",-1.63591,57,2019
"Austin Nehls","Ball St.","Sr",1.37463,84.4,2019
"Jaire Grayer","George Mason","Sr",1.82415,73.1,2019
"Martez Cameron","Morgan St.","Sr",-0.758509,79.3,2019
"Taylor McHugh","Bryant","Sr",-0.255099,26.6,2019
"Steven Enoch","Louisville","Jr",-0.122616,26.4,2019
"D'Angelo West","Southeastern Louisiana","Sr",-1.38859,8.8,2019
"Laquincy Rideau","South Florida","Jr",2.11314,73.3,2019
"Josh Ajayi","South Alabama","Jr",1.56398,72.6,2019
"Antonio Gillespie","Morgan St.","Sr",0.209245,33.8,2019
"Jamaal Robateau","Gardner Webb","Sr",-1.46204,24.8,2019
"New Williams","Fresno St.","Jr",-0.104309,0.7,2019
"JaQuan Lyle","New Mexico","Jr",2.85146,70.7,2019
"Michael Oguine","Montana","Sr",3.92003,79,2019
"Karl Gamble","Middle Tennessee","Sr",0.464495,35.7,2019
"Quavius Copeland","North Carolina A&T","Sr",-0.127407,10,2019
"Gary Chivichyan","Idaho St.","Jr",0.952722,27.9,2019
"Brandon Boyd","Idaho St.","Jr",2.74231,74.9,2019
"Isaiah Lamb","Marist","Sr",0.131601,50.6,2019
"Samson Usilo","Manhattan","Sr",-0.695825,31,2019
"Tyler Seibring","Elon","Sr",3.7655,84.2,2019
"Steven Santa Ana","Elon","Sr",0.975313,69,2019
"Sheldon Eberhardt","Elon","Sr",0.654769,43.8,2019
"Karolis Kundrotas","Elon","Sr",0.0416547,24,2019
"Terrell Allen","UCF","Jr",-0.0787909,74.7,2019
"Curtis Lochner","Delaware","Sr",-0.536079,1.3,2019
"Peter Barba","Columbia","Sr",-0.0721249,5.8,2019
"Shaqquan Aaron","USC","Sr",0.304251,38.2,2019
"Quinton Adlesh","Columbia","Sr",2.47148,75.1,2019
"Lukas Meisner","Columbia","Sr",1.93888,64.9,2019
"Rodney Hunter","Columbia","Sr",-0.11174,19.6,2019
"CJ Davis","Columbia","Jr",0.000613015,23.2,2019
"Matt Morgan","Cornell","Sr",4.41336,84.8,2019
"Zach Glotta","Austin Peay","Sr",1.90779,54.7,2019
"Kerwin Roach II","Texas","Sr",2.7341,75.9,2019
"Hank Hollingsworth","Cal Poly","Jr",-0.385966,46,2019
"Camron Justice","IUPUI","Jr",-0.527745,4.6,2019
"Admiral Schofield","Tennessee","Sr",3.11022,69.6,2019
"Brad Woodson","Tennessee","Sr",-1.01137,0.4,2019
"Kyle Alexander","Tennessee","Sr",2.90927,48.9,2019
"Jamall Gregory","Jacksonville St.","Sr",0.624962,57.7,2019
"James Bolden","West Virginia","Jr",2.34502,42.9,2019
"Gordon Gehan","Boston College","Sr",0.198518,0.7,2019
"Lamont West","West Virginia","Jr",2.39026,53.3,2019
"Nate Fowler","Butler","Sr",2.2387,42.5,2019
"Deondre Burns","Little Rock","Jr",0.676389,47.1,2019
"Nick Mayo","Eastern Kentucky","Sr",3.19748,86.7,2019
"Cameron Delaney","Sam Houston St.","Sr",-0.204485,36,2019
"Eric Rwahwire","UC Riverside","Jr",-0.508599,12.3,2019
"Bryan Gee","Longwood","Jr",-1.32035,27.8,2019
"Robbie Feinberg","Harvard","Sr",-0.643414,1.2,2019
"Josh Thompson","Ball St.","Jr",-0.0667939,11.1,2019
"C.J. Burks","Marshall","Sr",3.02675,86.8,2019
"Dontae Caldwell","Maryland Eastern Shore","Jr",0.357648,58.9,2019
"Alex Long","Norfolk St.","Sr",0.243838,64.9,2019
"TyQuaylon Smith","Alcorn St.","Sr",-0.321324,6.6,2019
"Jonathan Laurent","Massachusetts","Jr",-0.281314,31,2019
"John Emezie","Army","Sr",-0.0798493,34.3,2019
"JD Miller","TCU","Sr",1.76305,48.7,2019
"Simeon Carter","Georgia Southern","Jr",0.603428,1,2019
"Thomas Nolan","Fairfield","Sr",-0.242415,0.7,2019
"Quinton Forrest","Jacksonville","Jr",1.378,76.8,2019
"Ulmer Manzie","Bethune Cookman","Jr",-0.720161,8.3,2019
"Nolan Narain","San Diego St.","Jr",0.942109,17.9,2019
"Caleb Homesley","Liberty","Jr",1.28361,46.2,2019
"Dexter Gooding","High Point","Sr",-0.29267,0.9,2019
"Lovell Cabbil","Liberty","Sr",1.32959,72.2,2019
"Anthony Mathis","New Mexico","Sr",3.62386,56.1,2019
"Dane Kuiper","New Mexico","Sr",0.857791,55.5,2019
"Marc Gosselin","Western Carolina","Sr",0.699611,68.6,2019
"Wyatt Walker","North Carolina St.","Sr",1.28485,2.9,2019
"Austin Vereen","VMI","Sr",1.02576,70.1,2019
"Malik Metoyer","Northwestern St.","Sr",-0.686314,48,2019
"Dominic Magee","Southern Miss","Jr",1.83199,61.2,2019
"Bobby Moorehead","Montana","Sr",0.281536,78.2,2019
"Christian Cunningham","Jacksonville St.","Sr",1.1758,54,2019
"Malik Maitland","Bethune Cookman","Sr",0.186976,48.8,2019
"Lamontray Harris","Morehead St.","Sr",1.62168,52.1,2019
"Michael Klebon","St. Francis PA","Sr",0.0654159,1.8,2019
"Lyles Davis","Clemson","Sr",-0.466852,0.6,2019
"Nisre Zouzoua","Nevada","Jr",3.03788,84.5,2019
"Nico Carvacho","Colorado St.","Jr",2.2099,71.9,2019
"Jordan Andrews","South Alabama","Jr",-0.304927,36.4,2019
"Travis Fuller","Brown","Sr",-0.0253809,15.8,2019
"Jimmy Whitt","SMU","Jr",2.74783,83,2019
"Jonny David","Kentucky","Sr",-0.179336,0.3,2019
"Chris Sullivan","Brown","Sr",0.665444,24.7,2019
"Obi Okolie","Brown","Sr",0.952805,56.6,2019
"Ishmael Lane","Northwestern St.","Sr",1.92935,65.5,2019
"Kain Harris","Kent St.","Jr",1.08747,43.9,2019
"Deng Riak","Akron","So",-1.49114,53.3,2019
"Kentrell Barkley","East Carolina","Sr",1.56009,61,2019
"Joe Toye","Vanderbilt","Sr",0.397615,46.7,2019
"Samir Sehic","Tulane","Jr",2.85054,50.5,2019
"Jeremiah Martin","Memphis","Sr",4.44294,67.8,2019
"K.J. Lawson","Kansas","Jr",1.847,83.6,2019
"Dedric Lawson","Kansas","Jr",4.28963,85.6,2019
"Chase Miller","Middle Tennessee","Jr",0.0677175,0.9,2019
"Ed Polite Jr.","Radford","Sr",2.65946,80.3,2019
"Esa Ahmad","West Virginia","Sr",2.83293,38.4,2019
"Britton Anderson","Wake Forest","Jr",-0.112753,0.6,2019
"Malek Harwell","Boise St.","Jr",-0.256754,3.9,2019
"Jaevin Cumberland","Oakland","Sr",-0.973934,5.6,2019
"D.J. Williams","George Washington","Jr",-0.32634,10,2019
"Emil Knighton","Denver","Sr",0.20546,0.8,2019
"Lamarr Kimble","Saint Joseph's","Sr",0.257362,2.3,2019
"Myles Carter","Seattle","Jr",-0.950478,2.5,2019
"Cody Schwartz","Green Bay","Jr",0.093108,31.9,2019
"Andrew Sorrells","Texas Tech","Jr",-0.0413426,1.6,2019
"Elijah Holifield","Prairie View A&M","Jr",0.15235,1,2019
"Quentin Taylor","Indiana","Sr",-0.78445,0.2,2019
"Josh Coleman","Coastal Carolina","Sr",0.234071,38.4,2019
"Lucian Brownlee","Coppin St.","Sr",0.141021,27.4,2019
"Armel Potter","George Washington","Jr",1.38326,80.2,2019
"Branden Johnson","Alabama St.","Jr",0.78475,60.5,2019
"Seth Dugan","Western Michigan","Sr",0.952928,29.2,2019
"Luke Knapke","Toledo","Jr",2.25104,59.1,2019
"Cody John","Weber St.","Jr",0.193386,65.4,2019
"Bryce Moore","Western Michigan","Sr",1.97376,78.6,2019
"Brandon Gilbeck","Western Illinois","Sr",0.784154,67.1,2019
"Jordan Hughes","Western Illinois","Sr",0.379955,9.4,2019
"James Dickey","UNC Greensboro","Jr",0.851388,68.4,2019
"Demetrius Troy","UNC Greensboro","Sr",0.920741,64,2019
"Francis Alonso","UNC Greensboro","Sr",3.00004,73.1,2019
"Tanner Tapp","Samford","Sr",-0.276372,1.1,2019
"Matt Rose","Lipscomb","Jr",1.41355,49.4,2019
"Anthony Townes","Pacific","Sr",1.45023,53,2019
"Kameron Edwards","Pepperdine","Jr",2.09684,51.5,2019
"Galen Robinson Jr.","Houston","Sr",0.850843,61.4,2019
"Drew Edwards","Providence","Jr",-0.107173,23.5,2019
"Tre Scott","Cincinnati","Jr",1.03825,31.2,2019
"DelFincko Bogan","Tennessee Martin","Sr",1.55288,69,2019
"Dujuanta Weaver","Eastern Kentucky","Jr",0.176516,48.6,2019
"Tim Rowe","Southern Miss","Jr",0.0244983,38.6,2019
