"team","mins"
"UC Santa Barbara",0.77217263421524
"Arkansas Pine Bluff",0.633556728411107
"Toledo",0.4862
"Indiana",0.678290851955307
"North Carolina St.",0.6128903122498
"Central Michigan",0.351295461016289
"Wright St.",0.606233504114268
"UC Irvine",0.450690138027605
"Furman",0.743097238895558
"UAB",0.511697660467906
"Tulane",0.343588798820929
"FIU",0.61148994629699
"BYU",0.368947579031613
"Illinois Chicago",0.497583675245953
"Xavier",0.480049303256737
"Charlotte",0.4718
"Canisius",0.716719914802982
"Wake Forest",0.333266533066132
"Florida Atlantic",0.465263550009313
"Northeastern",0.410482096419284
"Robert Morris",0.548909781956391
"Seattle",0.262872765935902
"Villanova",0.830732292917167
"Howard",0.416082324014206
"Utah St.",0.548167285085134
"Marist",0.719512195121951
"Portland St.",0.157031406281256
"Denver",0.630443717066154
"Cal St. Northridge",0.473713800611996
"Maryland",0.562087582483503
"Rice",0.327428211139746
"Abilene Christian",0.748159534989852
"Rider",0.192838567713543
"Boston College",0.493795036028823
"Arizona",0.198198198198198
"Penn St.",0.659490248330567
"Hawaii",0.424572147985821
"San Diego",0.565580597368689
"UC Davis",0.62603957367301
"LSU",0.580502782575322
"Houston Baptist",0.462513248237408
"St. Francis NY",0.582800127240983
"Fresno St.",0.324173995721417
"UMKC",0.492278243416529
"Baylor",0.678335667133427
"Oral Roberts",0.431759272352092
"Ohio",0.683562917265275
"Winthrop",0.867650154891876
"Northern Illinois",0.503401360544218
"Georgia Tech",0.776709200433925
"Morgan St.",0.706113904505503
"Marquette",0.465735915839151
"Weber St.",0.462204366861361
"Maine",0.649850630431971
"Sam Houston St.",0.327686304368516
"Incarnate Word",0.679151514695623
"St. Francis PA",0.4438
"SMU",0.778828520294306
"Richmond",0.800851664546554
"Providence",0.425172812316012
"Louisville",0.267654455130395
"Davidson",0.789239230897438
"North Florida",0.402677857713829
"Missouri St.",0.313748630194723
"Vanderbilt",0.718988389741972
"Washington St.",0.497603666437991
"Akron",0.400839664134346
"Memphis",0.719291921032546
