"player","team","yr","trank_ppg","mins_pct","year"
"Ike Nwamu","UNLV","Sr",1.38602,62.4,2016
"Ron Mvouika","St. John's","Sr",0.799051,66.6,2016
"Willy Kouassi","Arkansas","Sr",0.481383,19.5,2016
"Austin Ruder","Oral Roberts","Sr",2.3749,54.8,2018
"Wesley Myers","South Carolina","Sr",1.27744,54.3,2018
"Henry Caruso","Santa Clara","Sr",3.40902,90.4,2018
"Ambrose Mosley","UNC Wilmington","Sr",2.70083,61.5,2017
"Geno Thorpe","Syracuse","Sr",0.398771,5.7,2018
"Ron Trapps","North Carolina Central","Sr",-0.220108,40.1,2017
"Leland King II","UC Santa Barbara","Sr",3.44809,81.4,2018
"Canyon Barry","Florida","Sr",3.20896,51.3,2017
"Lexus Williams","Boise St.","Sr",2.07797,64.9,2018
"Chris Sarbaugh","Idaho","Sr",0.17759,64.3,2016
"Richaud Gittens","Seattle","Sr",1.30942,78.8,2018
"Tyler Harris","Auburn","Sr",2.37491,68.5,2016
"David Onuorah","Connecticut","Sr",-0.747034,23.9,2018
"Eric Katenda","North Texas","Sr",0.777635,42.1,2016
"Frank Booker","South Carolina","Sr",3.4987,67,2018
"Jordan Hill","Seattle","Sr",1.66076,83.3,2018
"Anthony Fields","Liberty","Sr",0.09089,59.7,2016
"Jamall Robinson","LIU Brooklyn","Sr",-0.104645,43.2,2018
"Marcus Jackson","UC Santa Barbara","Sr",0.976828,76.3,2018
"Dontel Highsmith","Cleveland St.","Sr",-0.355558,35.6,2018
"Phillip Jones Jr.","Sam Houston St.","Sr",-0.372375,8.3,2017
"Derail Green","North Texas","Sr",1.13712,62.6,2017
"Mareik Isom","Texas","Sr",0.25005,7.9,2017
"Sherron Dorsey-Walker","Oakland","Jr",0.830819,60.6,2016
"Eli Carter","Boston College","Sr",2.32385,80.5,2016
"Aubrey Williams","Kennesaw St.","Jr",1.84071,55.3,2016
"Mark Alstork","Illinois","Sr",0.794846,55.9,2018
"Kwesi Abakah","Richmond","Sr",0.00850642,15.9,2017
"L.G. Gill","Maryland","Sr",0.787948,30.9,2017
"Antwan Space","Massachusetts","Sr",-0.389427,41.3,2016
"Ede Egharevba","North Carolina A&T","Sr",0.533422,44.8,2016
"Joseph Uchebo","Charlotte","Sr",2.78614,68.8,2016
"James Daniel III","Tennessee","Sr",1.39987,49.1,2018
"Josh Hearlihy","Seattle","Sr",1.54179,67.5,2018
"Benas Griciunas","Eastern Washington","Sr",0.418852,31.3,2018
"Zach Lofton","New Mexico St.","Sr",3.89624,78.5,2018
"Drick Bernstine","Washington St.","Sr",0.949004,62.8,2018
"Arthur Edwards","Alabama","Sr",1.48857,71.1,2016
"Cameron Forte","Portland St.","Sr",2.81021,74.6,2016
"Kuran Iverson","Rhode Island","Jr",1.481,58.6,2016
"Nick King","Middle Tennessee","Sr",4.31933,82.5,2018
"Mark Donnal","Clemson","Sr",1.33927,30.1,2018
"Nick Fuller","South Dakota","Sr",2.02308,41,2018
"Rashed Anthony","Saint Louis","Sr",-0.605711,18.7,2018
"Bryan Alberts","Long Beach St.","Jr",1.63926,51.4,2018
"Zoran Talley Jr.","Iowa St.","Jr",1.41369,49.3,2018
"Charles Glover","Longwood","Sr",-0.388073,59.8,2018
"Duby Okeke","Nebraska","Sr",-0.40694,14.8,2018
"Stephan Jiggetts","South Florida","Sr",1.57621,84.7,2018
"Nura Zanna","Houston","Sr",0.31431,36.8,2018
"Bo Zeigler","George Washington","Sr",1.34473,46.7,2018
"Kerem Kanter","Xavier","Sr",2.85719,40.5,2018
"Jamal Aytes","Southern Utah","Sr",2.2055,53.1,2018
"Payton Banks","South Florida","Sr",1.17683,64,2018
"Antravious Simmons","Florida Gulf Coast","So",1.19534,38,2016
"Zach Coleman","LIU Brooklyn","Sr",-0.0656579,51.6,2018
"Dillon Avare","Eastern Kentucky","Jr",0.419115,64.2,2017
"Kassius Robertson","Missouri","Sr",4.36692,89.4,2018
"Egor Koulechov","Florida","Sr",3.50502,75.7,2018
"Aaron Jackson","East Carolina","Sr",-1.10586,29,2018
"Ken'Darrius Hamilton","Tennessee St.","Jr",0.36948,44.6,2017
"Marvin Jones","Texas Southern","Sr",2.2294,60.2,2017
"Merrill Holden","Iowa St.","Sr",0.49155,19.6,2017
"Greg McClinton","Old Dominion","Sr",0.0963388,0.8,2018
"Brandon Alston","Georgia Tech","Jr",0.572378,59,2018
"Makinde London","Chattanooga","So",0.31875,36.5,2017
"Roschon Prince","Detroit","Sr",2.23086,54.9,2018
"Justin Bibbins","Utah","Sr",4.82621,86.7,2018
"Casey Benson","Grand Canyon","Sr",1.67146,71.3,2018
"Sam Hunt","North Carolina St.","Sr",1.95935,40,2018
"Gino Littles","Northern Arizona","Sr",-1.01548,71.7,2018
"Allerik Freeman","North Carolina St.","Sr",2.91482,85.7,2018
"Deontae Hawkins","Boston College","Sr",1.86039,15.9,2018
"Antwoine Anderson","Connecticut","Sr",0.719911,77.2,2018
"Antino Jackson","New Mexico","Sr",2.32615,56.9,2018
"Devonte Boykins","North Carolina A&T","Sr",0.553497,70.9,2018
"Shonn Miller","Connecticut","Sr",3.90398,63.4,2016
"Deuce Bello","East Tennessee St.","Sr",0.820266,54.2,2016
"Donte Clark","Texas Southern","Sr",2.53437,86.3,2018
"Quintin Brewer","Illinois St.","Sr",0.116957,38.3,2016
"J.J. Thompson","UT Rio Grande Valley","Sr",0.371474,73.8,2016
"Nick Banyard","UCF","Sr",0.281742,70.7,2017
"Ray Bowles Jr.","Fresno St.","Sr",1.33695,79.4,2018
"Isaac Copeland","Nebraska","Jr",3.28236,76.4,2018
"Elijah Brown","Oregon","Sr",3.06203,70,2018
"Michael Kessens","FIU","Sr",2.42823,71.5,2017
"Mawdo Sallah","Kansas St.","Sr",0.042584,10.8,2018
"Isaiah Washington","Quinnipiac","Sr",-0.478536,80.7,2018
"Carson Shanks","Loyola Chicago","Sr",-0.121354,1.6,2018
"Markel Crawford","Mississippi","Sr",1.96927,76.1,2018
"Christian Sengfelder","Boise St.","Sr",2.86277,70.3,2018
"Ryan Bernstein","Kent St.","Jr",-0.244355,3.4,2018
"Dwight Coleby","Western Kentucky","Sr",2.8682,69,2018
"Kimani Jackson","Nicholls St.","Sr",1.07272,54.2,2018
"Cameron Smith","James Madison","Sr",0.403375,4.3,2018
"Nick Madray","Wagner","Sr",-0.523995,7.1,2018
"James White","Georgia Tech","Sr",0.89185,36.1,2016
"Anton Grady","Wichita St.","Sr",1.27378,37.4,2016
"MiKyle McIntosh","Oregon","Sr",2.31822,67.5,2018
"Sterling Smith","Pittsburgh","Sr",1.61648,42.9,2016
"Aaron Cosby","Western Kentucky","Sr",1.95475,78.1,2016
"Rozelle Nix","South Alabama","Sr",-0.445312,8.8,2018
"Max Bielfeldt","Indiana","Sr",2.19445,43.6,2016
"Rafael Maia","Pittsburgh","Sr",0.779566,30.1,2016
"Ahmed Hamdy","TCU","Sr",1.19001,31.4,2018
"Four McGlynn","Rhode Island","Sr",2.25366,82.9,2016
"Rasheed Sulaimon","Maryland","Sr",3.34444,83.1,2016
"Legend Robertin","Nicholls St.","Sr",-0.484324,22.8,2018
"Maurice Kirby","IUPUI","Sr",0.209464,36.9,2018
"LeAntwan Luckett","Louisiana Tech","Sr",-0.338362,22.8,2016
"Ed Stephens","Austin Peay","Sr",-0.00332291,6.8,2018
"Iman Johnson","Samford","Sr",-0.0283909,51.4,2016
"Terrence Thompson","Wake Forest","Sr",0.0958153,40.8,2018
"McKay Cannon","BYU","Jr",0.447967,37.9,2018
"Johnny Hamilton","UT Arlington","Sr",2.07508,57.7,2018
"Mark Tollefsen","Arizona","Sr",3.08969,53.5,2016
"Shaq Calhoun","Tennessee Tech","Sr",1.22012,61.4,2018
"Alex Foster","Albany","Sr",0.246356,37.4,2018
"Darius Thompson","Western Kentucky","Sr",4.0417,89.2,2018
"Trey Lewis","Louisville","Sr",2.62283,69.3,2016
"Lonnie Jackson","Boise St.","Sr",1.10686,51.9,2016
"Kendall Smith","Oklahoma St.","Sr",2.25914,65,2018
"Zach Lewis","Iona","Sr",1.42056,60.8,2018
"Jernard Jarreau","Tulane","Sr",0.542071,28.9,2016
"TK Edogi","Iona","Sr",1.70184,57.5,2018
"Dale Jones","North Dakota","Sr",1.74659,59.7,2018
"Joe Kuligoski","Eastern Illinois","Jr",0.229728,32.8,2016
"Scott King","Fairfield","Sr",-0.00453396,19.2,2016
"Jordan Ashton","Northern Iowa","Sr",1.29669,82.8,2017
"Darien Williams","Nevada","Sr",-0.04077,6.5,2018
"Jarelle Reischel","Eastern Kentucky","Sr",2.6227,76.2,2016
"Dylan Ennis","Oregon","Sr",0.252159,0.7,2016
"Orlando Coleman","Texas Southern","Sr",0.44534,62,2016
"CJ Davis","Columbia","Fr",-0.173747,21.6,2016
"Kyle Caudill","Nicholls St.","Sr",0.339512,28.1,2016
"Keion Alexander","Prairie View A&M","Sr",-0.165761,12.4,2018
"DeVon Walker","Troy","Sr",1.36679,69.7,2017
"Mike Thorne Jr.","Illinois","Sr",2.47335,12.3,2016
"Olalekan Ajayi","Cal St. Northridge","Sr",-0.802757,52.1,2016
"Terrence Samuel","South Florida","Sr",0.390913,70.7,2018
"Kevin Mickle","Ohio","Sr",0.739277,45.1,2018
"Alonzo Nelson-Ododa","Pittsburgh","Sr",-0.141373,18.6,2016
"Akoy Agau","SMU","Sr",1.06985,33,2018
"Trey Dickerson","Georgetown","Sr",0.454776,29.4,2018
"Marquis Salmon","Texas Southern","Sr",1.1336,48.8,2018
"Ronnie Gombe","Robert Morris","Sr",-0.376528,27.3,2018
"Adam Smith","Georgia Tech","Sr",4.09629,76,2016
"Angel Nunez","South Florida","Sr",0.515904,72.6,2016
"Jermaine Ruttley","Arkansas Little Rock","Sr",-0.105813,44.3,2016
"Donivine Stewart","Portland St.","Sr",0.257285,75.4,2016
"DeVince Boykins","Georgia Southern","Sr",-0.667447,36.3,2016
"Dee Oldham","Chattanooga","Sr",1.26503,48.8,2016
"Jeff Beverly","Iowa St.","Sr",0.806913,38.7,2018
"Sai Tummala","Hawaii","Sr",1.3385,43.3,2016
"Omari Grier","Rutgers","Sr",1.33394,50.2,2016
"Galal Cancer","Kent St.","Sr",0.639773,60.6,2016
"Patrick Steeves","George Washington","Sr",1.15931,36.1,2017
"Emile Blackman","Duquesne","Sr",1.74867,75.5,2017
"Jalan McCloud","East Tennessee St.","Sr",1.99151,64.8,2018
"Lew Evans","Tennessee","Sr",0.714115,37.4,2017
"Jared Stutzman","Idaho St.","So",3.7908,73.9,2018
"Anthony Livingston","Texas Tech","Sr",2.36591,58.1,2017
"Jordan Mathews","Gonzaga","Sr",2.75681,70,2017
"Avery Woodson","Butler","Sr",2.95164,55.7,2017
"Averyl Ugba","Austin Peay","Sr",2.96343,76.7,2018
"Carrington Ward","Norfolk St.","Sr",-1.54045,15.1,2017
"Bola Olaniyan","Alabama","Sr",0.428515,38.5,2017
"Ronnie Johnson","Auburn","Sr",1.80037,40.7,2017
"Thomas Brandsma","Texas Tech","Sr",0.131118,9.9,2017
"Richard Peters","Cal St. Fullerton","Sr",-0.574079,14.4,2017
"Nathan Laing","UCF","Jr",-1.552,24,2017
"Jodan Price","Georgia Tech","Sr",-0.678643,2.1,2017
"Soufiyane Diakite","Bethune Cookman","Sr",1.01958,70,2018
"Noah Allen","Hawaii","Sr",2.04314,75.5,2017
"Kellen McCormick","Georgia Tech","Sr",0.455377,6.6,2017
"Andrew White III","Syracuse","Sr",4.70816,92.4,2017
"Sam Cassell Jr.","Iona","Sr",1.81293,74.6,2017
"Giovanni McLean","Texas Tech","Sr",-0.0573723,8.3,2017
"Christian Kessee","Memphis","Sr",0.136438,16.9,2017
"Cullen Neal","Mississippi","Jr",2.53836,58.4,2017
"Cullen Neal","Saint Mary's","Sr",0.97044,33.3,2018
"Cameron Harvey","Milwaukee","Sr",-0.252212,39.1,2017
"Charles Buggs","USC","Sr",0.726352,14.7,2017
"John Gillon","Syracuse","Sr",3.68294,73.9,2017
"Lorenzen Wright Jr.","Tennessee Martin","Sr",-0.15258,5.8,2018
"Tafari Whittingham","Central Connecticut","Sr",-0.336113,35,2017
"Kenneth Ogbe","Utah Valley","Jr",1.24222,59.4,2017
"Christian Jones","UNLV","Sr",0.982747,56.9,2017
"Grant Mullins","California","Sr",3.06352,72.4,2017
"Jaylen Benton","Youngstown St.","Sr",0.921167,39.1,2018
"Chris Reyes","Pepperdine","Sr",2.65044,71.5,2017
"Travis Fields Jr.","Radford","So",0.774719,49.2,2018
"Lamar Wofford-Humphrey","Nebraska Omaha","Sr",1.15793,38,2018
"DouDou Gueye","Ball St.","Sr",-0.523889,6.1,2017
"Justin Massey","Brown","So",0.675223,18,2016
"Que Johnson","Western Kentucky","Sr",1.51537,80.5,2017
"Rodney Pryor","Georgetown","Sr",3.84431,80.9,2017
"Jordan Chatman","Boston College","Sr",1.69157,62,2017
"Jon Severe","Iona","Sr",1.85735,65.6,2017
"Tyler Sharpe","Northern Kentucky","So",1.21351,35.2,2018
"Darion Clark","Grand Canyon","Sr",0.915881,32.5,2017
"Tanveer Bhullar","Missouri St.","Sr",0.320624,14.3,2018
"Seth Berger","Oregon St.","Sr",0.495512,31.4,2018
"A.C. Reid","Tennessee St.","Sr",-2.2752,6.4,2018
"Duane Wilson","Texas A&M","Sr",1.46786,37.7,2018
"Marin Maric","DePaul","Sr",2.92633,61.1,2018
"Cameron Johnson","North Carolina","Jr",4.3324,51.3,2018
"Randy Onwuasor","LSU","Sr",0.991873,37.6,2018
