"team","mins"
"UC Santa Barbara",0.383806994745466
"Arkansas Pine Bluff",0.653575025176234
"Toledo",0.72768707090521
"Indiana",0.593666539488745
"North Carolina St.",0.42643492018478
"Central Michigan",0.560955399105578
"Brown",0.938187637527505
"Wright St.",0.662495968257252
"UC Irvine",0.9133962492284
"Furman",0.534151678862067
"UAB",0.31993601279744
"Tulane",0.605078984203159
"FIU",0.660524757102976
"BYU",0.707319549428526
"Illinois Chicago",0.684788189987163
"Xavier",0.419116176764647
"Charlotte",0.655586576170164
"Canisius",0.706859903381642
"Wake Forest",0.337
"Florida Atlantic",0.384521447107312
"Northeastern",0.882823435312937
"Robert Morris",0.799891162835552
"Seattle",0.3438
"Villanova",0.406084789211014
"Howard",0.903827281648675
"Utah St.",0.706549612179825
"Marist",0.938370539973287
"Portland St.",0.475283353816742
"Denver",0.673632034211294
"Cal St. Northridge",0.430401298338524
"Maryland",0.5092
"Rice",0.3022
"Abilene Christian",0.733876855682648
"Rider",0.776644671065787
"Boston College",0.7902
"Arizona",0.235341204722834
"Penn St.",0.559345603460991
"Hawaii",0.780796528185887
"San Diego",0.763516141579152
"UC Davis",0.737012823830098
"LSU",0.60327480765437
"Houston Baptist",0.661322543754252
"St. Francis NY",0.560624427373317
"Fresno St.",0.383304990324283
"UMKC",0.698403898898009
"Baylor",0.445
"Oral Roberts",0.571192118404578
"Ohio",0.68995359337765
"Winthrop",0.708713663588346
"Northern Illinois",0.831734199146805
"Georgia Tech",0.592424750379208
"Kent St.",0.640641124449728
"Marquette",0.784886045581767
"Weber St.",0.697564593522974
"Maine",0.5471124484994
"Sam Houston St.",0.545319388612828
"Incarnate Word",0.632342609748138
"St. Francis PA",0.894251486110772
"SMU",0.691613745065736
"Richmond",0.643857543017207
"Providence",0.537784886045582
"Louisville",0.437616362030305
"Davidson",0.525410164065626
"St. Bonaventure",0.414282856571314
"North Florida",0.897952440699307
"Missouri St.",0.377875575115023
"Vanderbilt",0.4064
"Washington St.",0.539223781998348
"Akron",0.567057530230854
"Memphis",0.715543340562128
"Central Arkansas",0.587234893957583
"Murray St.",0.480296059211842
"American",0.961397750337945
"Notre Dame",0.602794472070533
"Creighton",0.466362807657247
"Duke",0.223444688937788
"Bowling Green",0.664196969961731
"UCLA",0.5264
"Pacific",0.605529396400601
"Texas A&M",0.399651972157773
"North Texas",0.719665387700588
"Nevada",0.624240695850563
"UTSA",0.697833514923769
"Hartford",0.794758951790358
"Mississippi Valley St.",0.738533980349677
"Gardner Webb",0.705279858614665
"Norfolk St.",0.603565836481042
"Chattanooga",0.223528976663338
"Georgia Southern",0.555708077974757
"Northern Arizona",0.617872950353258
"Nebraska",0.643586151691015
"Yale",0.904038384646141
"Tennessee Martin",0.573647680951856
"Morehead St.",0.886593878646859
"Tennessee",0.872251099560176
"Texas St.",0.675016431753451
"Jackson St.",0.481972215650632
"Mississippi",0.400039984006397
"Wyoming",0.331587924390569
"Minnesota",0.596412281715416
"Illinois",0.412682536507302
"UTEP",0.448579431772709
"Loyola Chicago",0.584777107261048
"Texas",0.6566
"Maryland Eastern Shore",0.579157081209497
"Western Illinois",0.775268336314848
"Fairleigh Dickinson",0.764105642256903
"Cornell",0.8138
"Fort Wayne",0.570605465606592
"West Virginia",0.594337076225437
"Cleveland St.",0.344931013797241
"Southern Illinois",0.827124992109527
"San Diego St.",0.629222466520088
"Nebraska Omaha",0.694383315431532
"DePaul",0.529627843974562
"UT Rio Grande Valley",0.634053477874461
"Chicago St.",0.596857456418231
"South Dakota",0.675517828854948
"Montana St.",0.442376950780312
"Oklahoma St.",0.337667533506701
"Wagner",0.610119922513926
"Bethune Cookman",0.629932377201457
"Wofford",0.925520052099274
"Cal Poly",0.538052800804219
"Towson",0.230953809238152
"Delaware St.",0.580325070682615
"Prairie View A&M",0.412435025989604
"Alcorn St.",0.609721514476029
"Liberty",0.774418362802528
"UNC Wilmington",0.673469387755102
"Presbyterian",0.52323194625863
"Michigan",0.518607442977191
"East Carolina",0.664732224456224
"Northwestern",0.564640465959543
"College of Charleston",0.649641989616905
"Eastern Illinois",0.341366189527088
"Buffalo",0.823469419531639
"Northern Kentucky",0.436625349860056
"Valparaiso",0.718482325253563
"Elon",0.700620372223334
"Appalachian St.",0.763705482192877
"North Alabama",0.7
"Oklahoma",0.590760186283711
"St. John's",0.59160987184932
"Long Beach St.",0.783332220648847
"Samford",0.26391792813136
"Eastern Washington",0.669843412852442
"Kansas St.",0.889944077275038
"Pepperdine",0.608798224570437
"Grambling St.",0.711171194673578
"Texas Southern",0.430032415650824
"Colorado",0.673844640267329
"VMI",0.79539541118032
"Auburn",0.663794606532605
"New Orleans",0.595062503268999
"Idaho St.",0.614285984526039
"Columbia",0.696949250566292
"Western Carolina",0.488804478208717
"Eastern Kentucky",0.553563495528523
"Penn",0.726683683487139
"South Carolina St.",0.599410307273134
"Idaho",0.245950809838032
"Stony Brook",0.482878553222051
"Evansville",0.438887777555511
"Saint Peter's",0.545363709032774
"Virginia",0.628
"UCF",0.811865180507475
"Drexel",0.541479234765501
"Charleston Southern",0.660090692003911
"Northern Iowa",0.537451737451738
"South Carolina",0.671753808570556
"Lamar",0.384408977092341
"Kentucky",0.330866173234647
"Lafayette",0.739617174466591
"North Carolina Central",0.561399466807096
"Wisconsin",0.938890505542181
"Alabama",0.747742323901264
"Tennessee Tech",0.288857771554311
"NJIT",0.819613191652283
"IUPUI",0.539817785580241
"Alabama A&M",0.831046117756831
"Cal Baptist",0.7
"Dartmouth",0.716047208032412
"La Salle",0.525854785106743
"Tulsa",0.575842630559715
"Kansas",0.47281087564974
"Grand Canyon",0.475389912902572
"Michigan St.",0.583966413434626
"Cal St. Fullerton",0.904580916183237
"Southeastern Louisiana",0.362067152209923
"UC Riverside",0.522046915305035
"Clemson",0.591681663667266
"Central Connecticut",0.51530052933254
"Coastal Carolina",0.506199275464068
"North Carolina A&T",0.364705882352941
"Washington",0.95218087234894
"Colorado St.",0.653044275654446
"Indiana St.",0.633634354373699
"UMBC",0.564335582511018
"Louisiana Monroe",0.494099422616533
"The Citadel",0.743658748223695
"Hofstra",0.748949789957992
"UMass Lowell",0.518903780756151
"South Alabama",0.74089469517023
"Butler",0.731574390057556
"SIU Edwardsville",0.742423551930001
"Northern Colorado",0.5174
"Iowa",0.904858431962336
"Florida A&M",0.538990219402591
"TCU",0.649873554713814
"Middle Tennessee",0.166700020012007
"Oregon",0.504626773596545
"Harvard",0.99077726382701
"Florida",0.6898
"Saint Joseph's",0.593350831146107
"Saint Mary's",0.396208708708709
"Texas A&M Corpus Chris",0.597870157784183
"Ohio St.",0.4894
"Florida St.",0.693085646924922
"Seton Hall",0.376075215043009
"North Carolina",0.671014695797725
"Lehigh",0.848758855036572
"Navy",0.488897779555911
"Santa Clara",0.5024378373994
"Loyola Marymount",0.855628874225155
"Delaware",0.691429453694099
"Miami OH",0.577013752455796
"New Mexico",0.390916303054344
"Coppin St.",0.664056838182006
"Temple",0.693349672845044
"Monmouth",0.6524
"Southern",0.347849787870266
"Southern Miss",0.855729250438895
"California",0.563512702540508
"Georgia St.",0.770108043217287
"Miami FL",0.637123745819398
"Georgia",0.699719996137878
"North Dakota",0.674166478936698
"Princeton",0.668134507606085
"Saint Louis",0.567946257197697
"Arizona St.",0.50055148251476
"Iona",0.43
"Stetson",0.363425329594007
"Marshall",0.764695026298791
"Eastern Michigan",0.739239431075384
"Niagara",0.637219073462153
"Campbell",0.567705370134173
"Mercer",0.371250280727646
"Savannah St.",0.287766573763818
"Oregon St.",0.684852118305356
"Lipscomb",0.885233987811474
"Kennesaw St.",0.48222795027896
"James Madison",0.745952428542874
"Georgetown",0.673665266946611
"USC Upstate",0.580435483449364
"Morgan St.",0.604962018289338
"New Hampshire",0.582316608131989
"Iowa St.",0.704166520894892
"Vermont",0.483953104761483
"Purdue",0.426829268292683
"Drake",0.173034606921384
"Mississippi St.",0.840881287558258
"Holy Cross",0.896129164695697
"Houston",0.540875474715171
"Hampton",0.838006913142887
"Western Michigan",0.592889082955308
"New Mexico St.",0.4472871910671
"Ball St.",0.715220949263503
"Milwaukee",0.255532568491004
"Portland",0.760692150610827
"Albany",0.200519792083167
"San Francisco",0.786685325869652
"Bucknell",0.595507653292274
"Connecticut",0.680211271832423
"Florida Gulf Coast",0.419049702419118
"San Jose St.",0.431476965285981
"Utah Valley",0.405625540161852
"Missouri",0.582
"Cincinnati",0.5874825034993
"South Dakota St.",0.566106282517819
"Boston University",0.649524261610739
"Air Force",0.584609376988857
"Texas Tech",0.357814688813288
"Bradley",0.835398133493424
"Troy",0.581196712615224
"Gonzaga",0.691185288826704
"South Florida",0.299824889011604
"Army",0.900219956008798
"Loyola MD",0.70251591110812
"Belmont",0.570652710575689
"Siena",0.575671745781709
"Southern Utah",0.518202502844141
"Pittsburgh",0.571
"Montana",0.8196
"LIU Brooklyn",0.643928785757152
"Massachusetts",0.54934147738118
"Mount St. Mary's",0.0689586248251049
"Bryant",0.694260161639488
"Syracuse",0.907581516303261
"Jacksonville St.",0.593648288785876
"McNeese St.",0.404908888273044
"Quinnipiac",0.699350208515178
"Rhode Island",0.359543817527011
"High Point",0.515252659098235
"Radford",0.721488595438175
"East Tennessee St.",0.2432
"Duquesne",0.404919016196761
"Virginia Tech",0.7346
"VCU",0.607810281769676
"North Dakota St.",0.663867226554689
"Northwestern St.",0.84191846588126
"Fairfield",0.615398791548209
"Arkansas",0.202896233233765
"Cal St. Bakersfield",0.619327927646967
"George Washington",0.420315936812637
"UNC Asheville",0.0764
"Dayton",0.5914
"Stephen F. Austin",0.685725558878227
"Arkansas St.",0.555572113354693
"Southeast Missouri St.",0.455004888202088
"Binghamton",0.669802429178596
"George Mason",0.999200159968006
"Old Dominion",0.551868878672796
"Green Bay",0.661033760392156
"UNC Greensboro",0.690449840505176
"Little Rock",0.69566319001665
"Detroit",0.147600746057763
"Austin Peay",0.696182290625625
"Rutgers",0.542925755453272
"Nicholls St.",0.323559155383875
"Sacramento St.",0.806321508325719
"William & Mary",0.5818
"Colgate",0.630204969577484
"USC",0.552019817073171
"UNLV",0.530293941211757
"Illinois St.",0.828175211431905
"Manhattan",0.419519064124783
"Louisiana Lafayette",0.597358662416238
"Utah",0.431450440848755
"Louisiana Tech",0.74131913615385
"Youngstown St.",0.343325339728217
"Jacksonville",0.616419296601049
"Tennessee St.",0.396758703481392
"Stanford",0.538206999502405
"Longwood",0.540959864993434
"Sacred Heart",0.531822281553306
"Western Kentucky",0.518323594938837
"UT Arlington",0.153645354107456
"Fordham",0.402838603840464
"Alabama St.",0.810407884715446
"Wichita St.",0.139171758316361
"Oakland",0.226139473997382
"Boise St.",0.569541725035021
