team,departing_ppg,returning_ppg,mins,off_coeff,def_coeff,yusag_coeff,stars_5,stars_4,stars_3,num_star_players,avg_recruit_score,composite_score
Canisius,7.846974725,7.846974725,0.14300000000000002,-5.22595098132157,-1.50765728409151,-6.73360826541306,NA,NA,NA,NA,NA,NA
Central Ark.,3.958474681,3.958474681,0.35600000000000004,-5.23857500393123,-8.92608001737173,-14.164655021303,0,0,0,0,0,NA
Central Conn. St.,4.329051793,4.329051793,0.588,-4.85912976842791,-1.18240806241986,-6.04153783084777,NA,NA,NA,NA,NA,NA
Central Mich.,4.729618251,4.729618251,0.304,-8.33454752987895,1.28236993342814,-7.05217759645081,0,0,2,2,0,NA
Charleston So.,0.114527635,0.114527635,0.632,-9.46705090118351,-0.734517828377319,-10.2015687295607,NA,NA,NA,NA,NA,NA
Charlotte,9.155426174,9.155426174,0.394,-3.54590133507683,7.1595967306523,3.61369539557547,0,0,2,2,0,NA
Chattanooga,6.582157437,6.582157437,0.4320000000000001,2.79985972918651,-1.15312038224611,1.64673934694042,NA,NA,NA,NA,NA,NA
Chicago St.,6.014861226,6.014861226,0.369,-8.02339869260261,0.729792482482759,-7.29360621011989,NA,NA,NA,NA,NA,NA
Cincinnati,4.798424959,4.798424959,0.7090000000000001,5.24247228429808,8.57771234561474,13.8201846299128,0,2,0,2,97.7,NA
Clemson,11.04290509,11.04290509,0.374,7.47801971996086,7.38945333781892,14.8674730577798,0,2,1,3,94.62,NA
Cleveland St.,7.996876001,7.996876001,0.393,-0.598355783500413,-1.33067687910309,-1.9290326626035,0,0,0,0,0,NA
Coastal Carolina,6.672970027,6.672970027,0.104,-3.26398363384283,-6.7751496246144,-10.0391332584573,0,0,2,2,0,NA
Col. of Charleston,11.54365551,11.54365551,0.251,8.24116524853386,-2.85751406949764,5.38365117903623,NA,NA,NA,NA,NA,NA
Colgate,7.107093334,7.107093334,0.528,-2.93726746854073,4.13723159049329,1.19996412195256,0,0,0,0,0,NA
Colorado,21.43513083,21.43513083,0.194,9.48653169994379,5.29535463930719,14.781886339251,0,2,1,3,93.73,NA
Colorado St.,12.86920118,12.86920118,0.353,3.95218509912612,8.48411694116971,12.4363020402958,0,0,1,1,88,NA
Columbia,3.719005108,3.719005108,0.809,0.278361614032418,-4.63987571888874,-4.36151410485628,NA,NA,NA,NA,NA,NA
Coppin St.,0.153570533,0.153570533,0.484,-16.3743997201035,-3.0438588001794,-19.4182585202829,NA,NA,NA,NA,NA,NA
Cornell,8.686634183,8.686634183,0.586,8.31279031369217,-3.34727064216097,4.96551967153127,NA,NA,NA,NA,NA,NA
Creighton,10.54269928,10.54269928,0.513,11.8295737337215,7.04668115030739,18.8762548840289,0,2,1,3,94.96,NA
CSU Bakersfield,4.841325134,4.841325134,0.52,-5.83241340948114,2.10501456933711,-3.72739884014406,NA,NA,NA,NA,NA,NA
CSUN,4.554994941,4.554994941,0.361,0.438894275322603,-4.28112048016809,-3.84222620484552,0,0,1,1,86.67,NA
Dartmouth,2.167917132,2.167917132,0.7120000000000001,-12.1178691296659,-0.204250183823327,-12.3221193134892,0,0,1,1,84.67,NA
Davidson,3.120450944,3.120450944,0.601,-1.68766409799597,4.90426420580124,3.21660010780529,0,0,0,0,0,NA
Dayton,11.9441011,11.9441011,0.507,5.04042854684829,7.77780730306682,12.8182358499151,NA,NA,NA,NA,NA,NA
Delaware,9.000980556,9.000980556,0.3829999999999999,-1.4295280962576,0.625547824446534,-0.803980271811103,NA,NA,NA,NA,NA,NA
Delaware St.,3.027133375,3.027133375,0.4920000000000001,-6.10403467218245,-2.24668223544151,-8.35071690762395,NA,NA,NA,NA,NA,NA
Denver,9.649590343,9.649590343,0.377,4.93772264547107,-11.0250733007657,-6.08735065529463,0,0,0,0,0,NA
DePaul,8.365566179,8.365566179,0,-3.40708611503657,-4.57632393412767,-7.98341004916429,0,0,2,2,86.07,NA
Detroit Mercy,4.990593255,4.990593255,0.225,-8.18978912066451,-6.90915468393006,-15.0989438045945,NA,NA,NA,NA,NA,NA
Utah Tech,2.316191688,2.316191688,0.4429999999999999,-2.05799461682035,-5.26096148718523,-7.31895610400559,NA,NA,NA,NA,NA,NA
Drake,16.23195809,16.23195809,0.07,8.65314796371477,2.6537061053478,11.3068540690626,0,0,0,0,0,NA
Drexel,9.696349559,9.696349559,0.265,-1.46655284527606,4.00479727145181,2.53824442617573,NA,NA,NA,NA,NA,NA
Duke,16.60496116,16.60496116,0.266,10.5249192979037,9.68714907870348,20.2120683766072,5,1,0,6,99.4,NA
Duquesne,8.337412953,8.337412953,0.442,-1.14112157919593,7.9749226245698,6.83380104537386,NA,NA,NA,NA,NA,NA
East Carolina,6.105324268,6.105324268,0.354,-3.92999104571659,2.74047257216489,-1.18951847355173,0,0,1,1,89.27,NA
Eastern Ill.,3.867666006,3.867666006,0.504,-8.4746180492621,-1.52739859616334,-10.0020166454254,NA,NA,NA,NA,NA,NA
Eastern Ky.,8.29653509,8.29653509,0.236,0.695238664850862,-4.46224021912932,-3.76700155427852,NA,NA,NA,NA,NA,NA
Eastern Mich.,4.541547634,4.541547634,0.342,-9.17177861855552,-2.74180853643066,-11.9135871549862,0,0,1,1,86.63,NA
Eastern Wash.,14.07638943,14.07638943,0.095,6.72257876573605,-5.87853154886036,0.844047216875748,NA,NA,NA,NA,NA,NA
Elon,4.752261698,4.752261698,0.563,-4.45397543194485,-5.70702511906317,-10.161000551008,NA,NA,NA,NA,NA,NA
ETSU,3.505006552,3.505006552,0.665,-3.20266732718348,2.00736377194231,-1.19530355524118,0,0,1,1,91.09,NA
Evansville,7.009574205,7.009574205,0.301,-2.29946141441064,-1.20511803948678,-3.50457945389741,NA,NA,NA,NA,NA,NA
Fairfield,12.19371676,12.19371676,0.398,2.4209508866685,-2.70345250398984,-0.28250161732134,NA,NA,NA,NA,NA,NA
Fairleigh Dickinson,3.746337503,3.746337503,0.4,-1.8585542261674,-10.2188017769695,-12.0773560031369,NA,NA,NA,NA,NA,NA
FGCU,5.114890039,5.114890039,0.407,-6.86796583726182,2.05408863089641,-4.8138772063654,0,0,0,0,0,NA
FIU,4.643092752,4.643092752,0.561,-1.05481636703655,-6.46838347760963,-7.52319984464615,0,0,0,0,0,NA
Fla. Atlantic,17.84279853,17.84279853,0.02799999999999999,10.9034616093316,1.19188017001287,12.0953417793445,0,0,1,1,89.06,NA
Florida,11.83266473,11.83266473,0.517,16.1465473713842,-1.86840929630239,14.2781380750819,0,1,1,2,89.75,NA
Florida A&M,2.417272601,2.417272601,0.24,-8.45089092124265,-5.49780662376367,-13.9486975450064,NA,NA,NA,NA,NA,NA
Florida St.,8.350699782,8.350699782,0.263,7.20044063522951,1.02718438432795,8.22762501955747,0,2,2,4,92.59,NA
Fordham,3.64480111,3.64480111,0.601,-1.05296433718741,0.168297780976547,-0.884666556210884,0,0,1,1,87.06,NA
Fresno St.,9.397861958,9.397861958,0.128,-3.51078327820261,0.252614522291096,-3.25816875591153,0,1,0,1,94.32,NA
Furman,9.134612441,9.134612441,0.521,4.30447299397495,-2.74039790743637,1.56407508653854,NA,NA,NA,NA,NA,NA
Ga. Southern,4.247308038,4.247308038,0.498,0.554182908720537,-6.95750010340355,-6.40331719468304,0,0,1,1,88.04,NA
Gardner-Webb,5.995721936,5.995721936,0.301,-0.70637153281165,-2.49025617462382,-3.19662770743548,NA,NA,NA,NA,NA,NA
George Mason,9.005663276,9.005663276,0.41,-1.68869109275696,7.53431791289449,5.84562682013754,0,0,1,1,86.17,NA
George Washington,8.208479226,8.208479226,0.396,4.40327833934191,-6.42776644236027,-2.02448810301836,NA,NA,NA,NA,NA,NA
Georgetown,9.516085804,9.516085804,0.233,1.88054613867553,-2.58835024720277,-0.707804108527218,0,3,1,4,95.04,NA
Georgia,10.03780138,10.03780138,0.28600000000000003,3.71182968859518,3.51570668360661,7.22753637220179,1,1,2,4,93.9,NA
Georgia St.,7.459463954,7.459463954,0.16399999999999998,-0.317807411842904,-3.1923606609813,-3.51016807282422,0,0,2,2,87.08,NA
Georgia Tech,7.68050608,7.68050608,0.4,3.06555352826425,0.860013281299363,3.92556680956361,0,3,0,3,95.89,NA
Gonzaga,NA,NA,0.8140000000000001,13.2833296060418,4.45296162894475,17.7362912349865,NA,NA,NA,NA,NA,NA
Grambling,2.704984814,2.704984814,0.381,-7.97379071408144,1.03159737600799,-6.94219333807348,NA,NA,NA,NA,NA,NA
Grand Canyon,3.196778774,3.196778774,0.578,5.20538829534988,5.42985572151586,10.6352440168658,NA,NA,NA,NA,NA,NA
Green Bay,7.059845421,7.059845421,0.376,-6.12440172286349,2.06929047216319,-4.05511125070028,0,0,1,1,93.36,NA
Hampton,2.447769344,2.447769344,0.159,-6.60020020268419,-7.57498006038283,-14.175180263067,0,0,0,0,0,NA
Harvard,6.584995508,6.584995508,0.564,-3.65840050815576,-0.680418433427952,-4.33881894158373,0,1,0,1,95.92,NA
Hawaii,10.15014899,10.15014899,0.262,-1.92499070903319,1.96247923310612,0.037488524072923,0,0,0,0,0,NA
High Point,4.238904476,4.238904476,0.76,8.06011106122264,-5.03447495723749,3.02563610398508,0,0,1,1,86.5,NA
Hofstra,11.85939792,11.85939792,0.24,-0.636485907620392,4.07513384406787,3.43864793644742,NA,NA,NA,NA,NA,NA
Holy Cross,2.77514261,2.77514261,0.62,-6.92690420579218,-7.91838525489247,-14.8452894606847,0,0,0,0,0,NA
Houston,5.18961668,5.18961668,0.77,6.64295439560217,17.9871135982282,24.6300679938304,0,2,0,2,96.77,NA
Houston Christian,4.772474289,4.772474289,0.177,-5.02720497222106,-13.1556912610657,-18.1828962332869,NA,NA,NA,NA,NA,NA
Howard,3.135737777,3.135737777,0.512,-0.497299982485352,-6.50622835062633,-7.0035283331117,NA,NA,NA,NA,NA,NA
Idaho,2.658958264,2.658958264,0.599,-8.88857971517869,-1.42401860107754,-10.3125983162562,NA,NA,NA,NA,NA,NA
Idaho St.,8.383823395,8.383823395,0.228,-5.08855564296382,-0.554154618101768,-5.64271026106558,NA,NA,NA,NA,NA,NA
Illinois,21.24451566,21.24451566,0.142,17.3331654001854,1.81276850597279,19.1459339061582,1,1,1,3,95.91,NA
Illinois St.,6.106305212,6.106305212,0.547,-6.90207559609964,5.90042045626889,-1.00165513983074,0,0,1,1,88.16,NA
Indiana,4.236676216,4.236676216,0.601,3.42986247763479,3.46510205477393,6.89496453240873,1,0,0,1,99.28,NA
Indiana St.,21.37217081,21.37217081,0.031,12.0171065545553,0.731527374154889,12.7486339287102,0,0,0,0,0,NA
Iona,10.40165627,10.40165627,0,-3.11664016732228,-0.831961960720793,-3.94860212804306,0,0,2,2,88.62,NA
Iowa,8.419496655,8.419496655,0.5479999999999999,13.6261510247638,-1.80692837058315,11.8192226541808,0,1,1,2,94.67,NA
Iowa St.,4.244214296,4.244214296,0.644,6.54660008873636,14.5558214511595,21.1024215398959,0,1,1,2,94.34,NA
IU Indy,2.640413858,2.640413858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson St.,7.147074074,7.147074074,0.174,-3.70184814533511,-5.42957202915057,-9.13142017448571,NA,NA,NA,NA,NA,NA
Jacksonville,4.141358554,4.141358554,0.463,-7.24249702371828,-0.622433348073752,-7.86493037179208,NA,NA,NA,NA,NA,NA
Jacksonville St.,4.115679771,4.115679771,0.32,-6.42049606777525,3.73950013252375,-2.6809959352515502,0,0,2,2,0,NA
James Madison,13.89385688,13.89385688,0.114,6.96567147817794,1.96158334896879,8.92725482714676,0,0,1,1,90.27,NA
Kansas,6.766786516,6.766786516,0.541,7.60925497620444,7.20025944670865,14.8095144229131,1,1,0,2,98.99,NA
Kansas City,1.447116017,1.447116017,0.713,-4.02578480329485,0.975756088739227,-3.0500287145556,0,0,1,1,89.79,NA
Kansas St.,10.59767002,10.59767002,0.16699999999999998,3.54256473161106,6.55957926302643,10.1021439946375,0,1,0,1,97.97,NA
Kennesaw St.,6.8915556,6.8915556,0.302,5.71907450519406,-12.4248276450104,-6.70575313981636,0,0,1,1,85,NA
Kent St.,6.496166825,6.496166825,0.396,-0.632984624361377,-0.0317262402235501,-0.664710864584926,0,0,2,2,0,NA
Kentucky,19.91171861,19.91171861,0.001,18.7364880291727,-3.16985197864302,15.5666360505297,0,2,0,2,96.01,NA
La Salle,7.775818229,7.775818229,0.422,-0.683658901379619,-1.0217811644743,-1.70544006585393,0,0,1,1,90.53,NA
Lafayette,1.232624799,1.232624799,0.6809999999999999,-10.6003789812954,1.03299949480138,-9.56737948649395,NA,NA,NA,NA,NA,NA
Lamar University,5.887163222,5.887163222,0.589,-0.626307210254776,-3.28318278161878,-3.90948999187357,0,0,0,0,0,NA
Lehigh,2.910284638,2.910284638,0.696,-0.802258393974196,-4.51467252552134,-5.31693091949552,NA,NA,NA,NA,NA,NA
Liberty,6.179570436,6.179570436,0.498,-1.27552953607957,2.33727969449235,1.06175015841277,0,0,0,0,0,NA
Lipscomb,8.018262744,8.018262744,0.504,4.77670206819089,-5.6237548175853,-0.847052749394368,NA,NA,NA,NA,NA,NA
Little Rock,8.082450509,8.082450509,0.319,1.31039578823694,-3.35641663512536,-2.0460208468884,NA,NA,NA,NA,NA,NA
LIU,1.715741724,1.715741724,0.196,-7.28322273856421,-8.07084418365579,-15.3540669222201,NA,NA,NA,NA,NA,NA
LMU (CA),10.58605766,10.58605766,0.3829999999999999,-1.97106974361558,1.27480087375469,-0.696268869860901,0,0,0,0,0,NA
Long Beach St.,11.89688323,11.89688323,0.04099999999999999,4.55129026269978,-4.4802612836437,0.0710289790560608,NA,NA,NA,NA,NA,NA
Longwood,6.060306072,6.060306072,0.366,-1.86505430274479,1.17869351339852,-0.686360789346297,NA,NA,NA,NA,NA,NA
Louisiana,5.921588182,5.921588182,0.505,0.146282144868263,0.362655276583417,0.508937421451693,0,0,1,1,86.14,NA
Louisiana Tech,7.292752862,7.292752862,0.484,-0.43469043373266403,5.7118714013125,5.27718096757984,0,0,2,2,85.08,NA
Louisville,10.2803736,10.2803736,0,2.4605327872471,-2.98947737586778,-0.528944588620747,0,1,0,1,98.79,NA
Loyola Chicago,4.103236407,4.103236407,0.481,1.00517980057589,5.92808679865411,6.93326659923002,NA,NA,NA,NA,NA,NA
Loyola Maryland,3.262027103,3.262027103,0.588,-10.6947316710939,-3.81325637334586,-14.5079880444398,NA,NA,NA,NA,NA,NA
LSU,7.378985047,7.378985047,0.417,5.91142108153706,1.48335663578249,7.39477771731952,0,3,0,3,97.52,NA
Maine,2.727622725,2.727622725,0.536,-8.56393982357173,4.1503135157264,-4.41362630784537,NA,NA,NA,NA,NA,NA
Manhattan,2.841774493,2.841774493,0.461,-7.11150693856007,-6.37675892795708,-13.4882658665171,0,0,1,1,86.74,NA
Marist,3.107542276,3.107542276,0.547,-10.0967882240275,6.57611702892797,-3.52067119509953,0,0,1,1,85.31,NA
Marquette,9.609715939,9.609715939,0.725,11.2158014161703,7.1348876917976,18.350689107968,0,2,0,2,96.45,NA
Marshall,2.208822072,2.208822072,0.468,-1.39395926773528,-3.4837668836236,-4.87772615135888,0,0,0,0,0,NA
Maryland,8.057476386,8.057476386,0.424,-0.00859757531609917,10.1561275485681,10.147529973252,1,0,1,2,95.72,NA
Massachusetts,9.933844686,9.933844686,0.511,4.55354007058538,2.22673537007381,6.78027544065919,0,0,1,1,89.07,NA
McNeese,5.776967645,5.776967645,0.606,2.02850862880851,5.42490741558158,7.45341604439019,NA,NA,NA,NA,NA,NA
Memphis,12.76461333,12.76461333,0.118,9.62550780902244,-1.45760867547281,8.16789913354961,0,1,0,1,96.41,NA
Mercer,7.442401171,7.442401171,0.256,-3.53151477842912,0.47505221629386,-3.05646256213528,NA,NA,NA,NA,NA,NA
Merrimack,2.427462131,2.427462131,0.512,-7.12051112612235,3.73301065495798,-3.38750047116436,NA,NA,NA,NA,NA,NA
Miami (FL),10.04844058,10.04844058,0.326,5.16157575078168,2.71496098362902,7.8765367344107,1,2,1,4,94.76,NA
Miami (OH),2.245771825,2.245771825,0.429,-5.39390579564668,-0.14238821239505,-5.53629400804169,0,0,2,2,85.83,NA
Michigan,11.78669786,11.78669786,0.26899999999999996,3.4883850525056,-0.0658487641207477,3.42253628838483,0,1,1,2,92.16,NA
Michigan St.,10.6758008,10.6758008,0.498,3.78122498445329,12.7538480257215,16.5350730101748,0,2,1,3,96.01,NA
Middle Tenn.,2.552472115,2.552472115,0.621,-7.3564623994278,-0.0705632484234715,-7.42702564785126,0,0,2,2,0,NA
Milwaukee,3.856492281,3.856492281,0.58,4.96031992468096,-8.10543660793494,-3.14511668325402,0,0,1,1,88.69,NA
Minnesota,7.734250188,7.734250188,0.373,5.07983476077995,3.54922188797256,8.62905664875252,0,0,2,2,87.7,NA
Mississippi St.,7.054103553,7.054103553,0.425,4.54538762901541,8.59535629600223,13.1407439250177,0,1,2,3,90.19,NA
Mississippi Val.,1.911940344,1.911940344,0.212,-18.3410556647725,-5.41493531048405,-23.7559909752563,NA,NA,NA,NA,NA,NA
Missouri,8.04841125,8.04841125,0.379,0.97183425339803,1.15652263421897,2.12835688761704,0,5,0,5,96.13,NA
Missouri St.,11.65566129,11.65566129,0.07,-0.150396136248265,1.2060364472278,1.05564031097954,NA,NA,NA,NA,NA,NA
Monmouth,6.562074363,6.562074363,0.463,-0.915639203654449,-1.34510454314397,-2.26074374679843,NA,NA,NA,NA,NA,NA
Montana,9.942480326,9.942480326,0.35,1.86818789275256,-1.68856546505597,0.179622427696551,NA,NA,NA,NA,NA,NA
Montana St.,4.013428152,4.013428152,0.687,0.0457538260746202,-4.12867678943319,-4.08292296335861,0,0,0,0,0,NA
Morehead St.,14.05066231,14.05066231,0.156,-2.61363755693723,5.05511887786699,2.44148132092982,NA,NA,NA,NA,NA,NA
Morgan St.,2.308391452,2.308391452,0.76,-3.68255107835938,-9.92513301678606,-13.6076840951454,NA,NA,NA,NA,NA,NA
Mount St. Mary's,5.7080957,5.7080957,0.43700000000000006,-0.885950562408388,-3.585197090142,-4.47114765255039,NA,NA,NA,NA,NA,NA
Murray St.,5.933571339,5.933571339,0.523,-2.7172969325107,3.36688034578826,0.649583413277544,0,0,2,2,89.24,NA
N.C. A&T,-0.32173118,-0.32173118,0.765,-8.04771466383029,-6.42321614074038,-14.4709308045706,NA,NA,NA,NA,NA,NA
N.C. Central,4.802249312,4.802249312,0.5429999999999999,-1.97471972356358,-3.59523669998047,-5.56995642354408,NA,NA,NA,NA,NA,NA
Navy,0.419541687,0.419541687,0.82,-8.72650346836563,-1.41907655870926,-10.1455800270748,NA,NA,NA,NA,NA,NA
NC State,11.15237129,11.15237129,0.422,7.99282932867496,3.21073862533846,11.2035679540134,NA,NA,NA,NA,NA,NA
Nebraska,11.32084173,11.32084173,0.382,8.95424502824259,4.61278467992388,13.5670297081664,0,1,1,2,91.79,NA
Nevada,9.074150085,9.074150085,0.563,5.24976157567568,7.10945517789047,12.3592167535662,NA,NA,NA,NA,NA,NA
New Hampshire,6.913932621,6.913932621,0.282,-1.25719532019146,-3.62875015434699,-4.88594547453839,0,0,1,1,86.22,NA
New Mexico,10.51770949,10.51770949,0.501,11.7834481522501,2.84646591782396,14.6299140700741,0,0,1,1,87.78,NA
New Mexico St.,2.691563334,2.691563334,0.445,-6.51003291467243,-1.44732613747403,-7.95735905214645,0,0,0,0,0,NA
New Orleans,4.335653722,4.335653722,0.366,-3.79918569125056,-11.5433014417037,-15.3424871329543,NA,NA,NA,NA,NA,NA
Niagara,9.962706089,9.962706089,0.001,-2.13838288942661,-4.02607987223475,-6.16446276166134,NA,NA,NA,NA,NA,NA
Nicholls,4.101417422,4.101417422,0.639,-1.32487027093681,-4.01782893128649,-5.34269920222332,NA,NA,NA,NA,NA,NA
NJIT,2.064481974,2.064481974,0.43799999999999994,-8.59539925486258,-3.77896370161897,-12.3743629564815,NA,NA,NA,NA,NA,NA
Norfolk St.,6.950323343,6.950323343,0.299,-3.80918320958066,-0.596114934728473,-4.40529814430917,NA,NA,NA,NA,NA,NA
North Ala.,6.398652077,6.398652077,0.419,-0.343355307765194,-5.17894117189983,-5.52229647966501,NA,NA,NA,NA,NA,NA
North Carolina,10.33927083,10.33927083,0.476,13.6343446038739,6.87503164552106,20.5093762493949,2,1,0,3,98.6,NA
North Dakota,6.040327311,6.040327311,0.456,-1.9076613388012,-1.95459570809314,-3.86225704689433,NA,NA,NA,NA,NA,NA
North Dakota St.,4.104825139,4.104825139,0.644,-2.13856567605073,-3.86352099366745,-6.0020866697182,0,0,0,0,0,NA
North Florida,6.811145902,6.811145902,0.519,-0.352646099273549,-5.0232506604606,-5.37589675973416,NA,NA,NA,NA,NA,NA
North Texas,16.70477378,16.70477378,0.276,-3.63882725248139,11.4486182638244,7.80979101134294,0,0,0,0,0,NA
Northeastern,6.133544683,6.133544683,0.476,-3.66803077600366,-1.22714531301695,-4.89517608902063,NA,NA,NA,NA,NA,NA
Northern Ariz.,0.732461214,0.732461214,0.725,-5.36020423757191,-5.29801565579371,-10.6582198933657,NA,NA,NA,NA,NA,NA
Northern Colo.,8.3990587,8.3990587,0.34299999999999997,4.86155199015243,-7.58438076869677,-2.72282877854435,NA,NA,NA,NA,NA,NA
NIU,8.295641959,8.295641959,0.154,-2.92038665043103,-6.37734411679962,-9.2977307672306,0,0,2,2,0,NA
Northern Ky.,4.84731698,4.84731698,0.6659999999999999,-1.04098300267496,-0.973742419663312,-2.01472542233825,NA,NA,NA,NA,NA,NA
Northwestern,8.683888435,8.683888435,0.66,4.54952702045925,7.65713278220649,12.2066598026657,0,0,2,2,88.96,NA
Northwestern St.,3.813913584,3.813913584,0.17800000000000002,-6.80021754728318,-5.59631254343254,-12.3965300907157,NA,NA,NA,NA,NA,NA
Notre Dame,0.852969527,0.852969527,0.8390000000000001,-4.43267246981327,8.98085059069547,4.54817812088226,0,2,1,3,93.69,NA
Oakland,10.16738057,10.16738057,0.259,2.09659889595804,0.91466456067174,3.01126345662979,0,0,0,0,0,NA
Ohio,4.183492661,4.183492661,0.6559999999999999,1.52411333643526,-0.460439058196271,1.06367427823898,0,0,1,1,88.38,NA
Ohio St.,8.978657909,8.978657909,0.337,5.22672844915837,7.37810506923747,12.6048335183959,0,1,1,2,95,NA
